word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
carré,-0.92466,-0.938344,0.043543,-0.667051,-0.503542,0.63627,0.940703,-1.994698,0.670918,-0.428826,0.223029,-0.417926,0.149986,1.027054,0.244104,-0.266779,1.09183,-1.492704,-1.521974,-0.511665,0.141643,-0.121476,-1.413161,-0.101542,1.350465,1.794081,0.645918,0.348294,1.437364,0.346688
vecteur,-0.339897,-0.149006,1.67094,0.706962,-0.138235,0.035883,2.635292,-1.560559,-0.164384,0.293998,-0.20396,-0.481428,0.697106,1.710149,-0.636927,-0.565905,-0.523397,0.160119,-0.758875,-0.791546,0.531999,-1.784031,-2.078888,-0.212837,1.003033,0.902537,0.425084,1.312648,-0.52429,0.644509
connexe,0.082539,0.392615,0.600064,-0.822365,-0.307008,0.82969,1.621108,-1.134859,0.163752,0.1869,0.913841,-0.208858,-0.119288,0.272974,0.415428,-0.047589,0.294464,0.039036,0.069034,-0.439797,0.134619,0.647675,0.127929,-0.65841,0.757565,2.946247,0.821671,1.160495,0.493658,-1.226002
classe,0.349315,0.3709,-0.551178,-0.353731,0.006097,0.671337,1.153115,-0.742519,-1.898892,0.957126,-0.403553,0.367212,-0.972849,0.310367,0.889232,-0.29779,-0.251807,0.487664,0.42902,-0.952586,0.245354,0.407271,-1.113224,0.507578,0.353501,1.611492,1.283328,1.790012,0.003474,0.387738
produit,0.447674,-0.005815,0.517902,0.424507,-1.326125,-0.924069,2.400227,-1.156413,-0.377708,-0.27899,0.882873,0.060709,-0.318189,0.982725,0.351195,-0.602299,0.204484,-0.051984,-0.29915,-0.385863,-0.707614,-1.167646,-1.68243,0.244264,0.851453,1.88608,0.082782,0.447968,1.155792,0.627418
égal,-0.98363,-0.621958,0.774851,-0.341533,-0.302222,0.768137,1.649968,-1.144832,-0.655257,0.274364,-0.031419,0.784809,-0.495015,1.921156,0.427923,-0.141876,1.255971,-0.657332,-0.49065,-0.324705,-0.168501,0.008162,-1.49932,-0.139114,0.853693,1.218745,1.023287,0.640892,1.618385,1.171977
cercle,-1.160618,-0.465915,0.893582,-0.91613,1.919143,0.903444,1.083256,-1.14101,-0.334534,0.093306,0.122702,-0.64232,0.482967,1.465157,-0.11363,0.659595,1.382036,-0.634635,-0.620824,-1.753583,-0.823154,-0.278189,-0.545592,-0.148277,0.488082,1.002457,-0.479358,2.101712,1.28751,0.421545
partie,0.010841,0.786248,-0.534584,-0.400729,-0.475894,0.275415,1.022421,-1.467659,-0.256325,0.157568,-0.270408,0.684901,-0.43447,0.847138,-0.091162,-0.361579,0.898368,0.077372,0.439021,0.422845,-0.115212,0.039832,-1.206064,-0.30394,0.367428,1.450614,-0.229982,1.931676,1.012419,-0.107445
relation,-0.575767,-0.353215,0.236379,-0.554827,-0.972474,-0.25412,1.567511,-0.531852,-0.931824,0.499093,0.028144,0.561463,-0.592221,0.709228,-0.254885,-0.70445,-0.375059,0.454619,0.420742,-1.115298,-0.669449,-0.851197,-0.594654,0.34707,-0.363,2.443303,0.374594,0.757702,1.107786,1.10011
courbe,0.233003,-0.192688,0.796291,-0.371194,1.351934,0.953514,0.399551,-1.635667,-0.13163,0.152101,0.302015,-0.593461,1.034558,1.384885,0.073118,-0.638,0.329619,-1.211904,0.165023,-1.985062,-0.015759,0.073104,-0.356792,-0.726695,0.511615,1.955792,-0.495205,1.595947,0.498274,0.60001
