word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
base,-0.670259,-0.017748,-0.57493,-1.545221,0.185796,0.288778,0.498145,0.807341,0.487898,-0.835566,-0.00726,0.500127,0.93302,0.445341,-0.42733,0.746781,0.168798,0.238991,-0.932669,-0.039652,-0.420655,0.147132,-0.232429,-0.073707,0.044329,-0.71938,0.818692,0.752799,-0.132558,-0.506538,-0.208012,-0.681104
géométrie,-1.083954,-0.289274,-0.383317,-0.168389,0.284768,-0.809472,0.912942,0.536391,-0.944229,-1.122617,0.440108,-0.17511,1.234655,-0.893237,-1.518538,0.065245,1.151043,0.312504,-0.024158,0.803583,0.10003,-0.140679,-1.024719,-0.626422,0.724181,0.583812,-0.462747,0.435428,-0.620618,0.399258,0.019076,-0.967443
analyse,-2.027516,0.204631,-0.062734,-1.037467,-0.472578,-1.085524,0.076095,0.620666,-0.380903,-1.131038,-0.526317,-0.503331,0.067422,-0.419236,-0.670589,0.677903,-0.315889,-0.072849,-0.855604,0.204985,0.906105,0.542799,-0.696024,0.049912,0.708717,-0.567792,0.555988,0.197782,-0.118113,0.663395,0.060231,-0.377378
loi,-1.565388,-0.286084,-0.148896,-0.432241,0.433439,-0.376561,-0.266401,-0.785512,-0.26141,-0.029617,-0.712138,1.257243,-0.493666,0.565439,0.434612,1.01029,-0.784314,-0.793721,-1.604585,-0.17806,0.294484,-0.342513,-1.088486,1.148853,-0.178526,0.060981,-0.063997,0.076711,0.618962,0.206428,-1.012802,-1.251127
définition,-1.212743,0.104419,-0.263899,-1.276546,0.230606,-0.702999,0.134301,0.322797,-0.337212,-1.148486,-0.147977,0.480318,-0.445006,-0.126237,-0.925382,0.59016,0.361563,0.599818,-0.948449,0.080068,0.478285,0.447348,-1.320043,0.735631,0.437579,-0.047084,0.565673,0.203435,-0.479229,0.202866,-0.646274,-1.102968
réel,-1.259526,-0.108759,-0.466131,-1.948921,0.250732,-0.001846,0.411816,0.28796,-0.025725,-0.277562,-0.451575,0.149443,-0.792899,-0.18961,-0.360671,-0.079987,-0.240944,0.595561,-0.951128,0.50142,0.695974,1.036511,-1.041663,0.230513,0.503943,0.049493,-0.363848,-0.477699,-0.204386,0.269479,-0.365806,-0.240951
dimension,-0.487936,-0.223621,-0.830989,-1.44514,-0.116918,0.061423,0.468095,-0.149168,0.588301,-0.906845,-0.131039,-0.512221,0.230436,0.05281,-1.224891,0.079071,-0.134715,0.641649,-0.982135,0.816074,0.283652,0.768469,-1.181506,-0.940708,0.644376,0.143971,-0.531725,0.057044,-0.354801,-0.111048,-0.259929,-0.927029
statistique,-0.903201,0.353219,-1.477174,0.507128,0.043529,-0.443941,-1.364909,1.689225,-0.167293,-0.683551,0.515978,0.734885,-0.505556,1.085826,0.753419,0.999165,0.120918,0.721404,-0.106905,-0.133282,1.269179,0.155996,-1.484635,-0.421074,-1.262811,-0.753533,0.351326,0.039157,-0.27044,0.251284,0.384651,0.438476
sommet,1.163999,0.181206,-1.22968,-0.859513,-1.099707,0.16299,1.071269,0.21342,0.853638,0.093609,0.580863,0.499866,0.771214,-0.196439,0.706769,1.218511,-0.222624,0.588518,-0.986988,-0.471349,-0.217288,-0.081315,-0.496816,-1.232946,0.133331,0.751087,0.319388,0.205749,-0.6451,0.529697,0.138794,0.272898
logique,-1.76649,-0.069609,-0.117804,-0.659333,0.710386,-0.635411,0.200296,0.073852,-0.9046,-1.360327,-0.113664,0.403061,-0.507693,-0.303587,-1.119881,0.238997,-0.034027,0.418868,-0.337631,0.30389,0.992597,0.595376,-0.693931,0.137387,0.675923,1.117496,-0.203267,0.427621,-0.432103,0.366604,0.253023,-1.066336
terme,-0.757965,-0.091619,-0.294637,-1.276479,0.511073,0.014791,0.145555,0.488153,-0.512101,-1.169692,0.73572,0.903855,-0.278655,0.17532,0.053848,0.356807,-0.126586,0.400941,-1.191935,-0.348902,0.389065,0.115388,-0.65643,0.656952,0.493062,-0.426452,0.082204,0.13211,-0.269165,0.074083,0.291886,-0.274055
trois,0.055986,-0.12787,-1.010078,-1.389149,-0.011901,0.410209,-0.139255,-0.095984,-0.01531,0.110868,0.361609,0.399404,0.460737,0.025609,1.184319,0.969335,-0.263969,0.471607,-0.781523,-0.154667,-0.150746,0.0762,-0.056419,-0.948315,0.592752,-0.553678,-0.2915,0.282358,0.376824,-0.309455,0.193695,-0.61242
plan,-0.413821,-0.208765,-0.522557,-1.249165,-0.060551,-0.404074,1.13384,-0.124819,0.785076,-0.298639,-0.387489,0.231808,0.84008,0.175823,0.399439,0.986151,-0.524379,0.028514,-1.007694,0.194316,0.790462,0.36905,-0.626358,-0.438002,0.146516,0.642879,0.104609,0.07165,0.094076,-0.14585,0.142676,-1.077977
formule,-1.25624,-0.970557,-1.149743,-0.141402,0.281441,0.480514,-0.392337,0.162636,-1.320865,-0.600588,0.559916,0.163887,0.109142,0.32188,0.296674,-0.227819,0.802403,1.185714,-0.094337,-0.27684,0.536182,-0.414026,-1.215291,-0.357833,1.08295,-0.436258,0.468127,0.385968,0.031561,0.502881,0.189623,-0.381323
droite,0.445917,0.956104,-1.015819,-0.130869,0.533581,0.589292,1.199514,-0.540009,-0.145879,0.102028,0.09177,0.587336,0.479998,-1.443925,0.994677,0.480582,-0.694011,0.290367,-1.706365,-0.128648,0.029504,0.292652,-0.546699,-1.289932,0.096663,0.677961,0.829309,0.595294,-0.750697,-0.232612,0.063037,-1.262238
$\mathbb{C}$,-0.717128,0.001533,-0.052662,-0.584432,0.242931,0.638484,-0.329983,0.261131,-0.096737,-0.199691,0.795476,0.673539,0.151047,0.265424,0.102833,0.180785,0.06376,0.275483,-0.44875,0.531568,0.087252,0.293211,-0.601931,-0.043892,0.815578,-0.161394,0.427541,0.433322,0.264055,-0.937218,0.275666,-0.403142
solution,-2.160718,-0.36482,-0.46995,-1.184282,1.092166,-0.114969,1.024279,0.394178,0.029119,-0.151632,0.354723,0.28459,0.297985,-0.072873,-0.985595,-0.160014,-0.204699,0.375262,-0.082568,-0.002781,0.773761,0.017786,-0.87441,0.749721,0.243087,0.117394,0.920472,0.450048,0.729943,-0.038872,0.03045,-0.078086
modèle,-1.158356,-0.795593,-0.006931,-1.796078,0.49741,0.521235,0.321523,0.284403,-0.324148,-0.78242,0.081325,-0.596323,0.290145,0.845837,-0.583153,-0.810709,0.723415,0.596894,-0.359804,0.30062,0.18321,0.02909,-1.250983,-0.708911,0.695081,-0.028723,0.354242,0.518653,-0.406766,-0.559129,-0.426268,-1.248316
linéaire,-1.212569,0.500257,-1.165644,-0.879228,-0.009296,-0.568461,1.084441,0.199888,-0.315207,-1.038016,-0.00146,0.022034,0.110066,-0.967481,-1.555861,0.691467,1.136491,1.053777,-0.230352,-0.141506,-0.090047,-0.412967,-1.136193,-0.505903,0.74764,0.531208,0.150043,0.423798,-0.627164,-0.284904,-0.642501,-0.811289
probabilité,-1.545142,-0.16221,-1.204257,-0.663171,-0.0973,-0.181271,-0.489807,0.894746,-0.46636,-0.088385,-0.272376,0.417144,-0.889595,-1.015666,-1.3096,0.606336,1.12308,0.193675,-0.743062,0.35291,0.997744,-0.465087,-1.093635,0.631497,0.685254,0.553848,-0.200756,-0.664452,-0.212122,-0.22817,-0.9756,0.861908
série,-0.584885,-0.001062,-0.069859,-0.732338,-0.319362,0.767704,-0.435623,-0.90894,0.867094,-0.112184,-0.687983,-0.185881,-0.879575,0.693588,0.915667,-0.166329,-0.058654,1.298121,-0.115176,0.234975,0.044178,1.451661,-0.020615,-1.286763,1.054508,-1.182777,-0.182517,-0.152005,0.519986,-0.040172,-0.449235,0.348713
somme,-0.516122,-0.491503,-1.636714,-0.484429,0.51848,0.282233,-0.069001,0.742698,-0.058344,0.387931,-0.069559,0.678292,-0.350074,-0.074735,0.580945,1.03291,-0.979764,-0.160104,0.254623,0.361137,0.387197,-0.168436,-0.364128,0.343887,-0.005371,-0.074712,-0.36073,-1.203364,0.055771,-0.944273,-0.388425,-1.287727
mesure,-1.125065,0.089852,-0.954302,-1.416873,-0.72688,-0.06791,0.161718,0.451317,0.348087,0.27339,-0.287183,0.600009,0.789767,0.049008,-0.160363,0.683661,-0.035709,-0.235208,-0.998211,-0.028441,0.280616,-0.494594,-1.523888,0.436517,0.420437,0.060664,0.231752,0.958865,-0.11093,0.003565,-0.394755,-0.264748
carré,0.888492,0.181526,-1.313922,-0.591324,-0.160234,-0.225197,0.943874,0.242622,0.194459,-0.029526,0.098278,-0.047581,0.515691,-0.482414,0.100643,0.546564,-0.457381,0.485032,-0.392659,0.443994,-0.312507,-0.429752,-0.531605,-1.554139,0.499943,-0.223853,-0.169034,0.385592,-0.589796,-0.908643,-0.544366,-1.564353
vecteur,-1.468993,0.200288,-0.43391,-0.873897,0.111596,-0.124515,0.397912,0.426123,-0.40499,-0.127417,0.407867,0.163576,0.151139,-0.690858,-1.956786,1.030421,1.491221,0.347975,-0.728432,0.174823,0.439684,0.031992,-0.154421,0.44382,0.856598,0.476968,0.92273,0.172148,-0.675978,0.129421,-1.457841,0.227182
connexe,0.003238,0.356843,0.838816,0.107513,-0.544281,-0.209725,0.138177,0.954407,0.812378,-0.500799,0.48845,-0.353124,-0.349248,1.341577,0.479884,1.101187,0.100217,0.360932,-0.773887,1.051498,-0.066669,0.22293,-0.283249,-0.167779,-0.6268,-0.565788,0.900419,0.140626,-0.563714,0.178534,-0.705288,-1.154503
classe,-0.553409,-0.111438,-0.185417,-1.118979,0.123699,0.990053,-0.61817,0.173484,-0.403888,-0.068235,0.760004,0.029624,0.89081,0.956457,0.253537,0.249685,0.863749,-0.487757,-0.311662,0.014989,0.268035,0.617853,-0.650128,-0.025877,0.240937,-0.236673,-0.249629,0.31987,-0.139175,-0.349002,-0.327451,-0.580147
produit,-1.17015,-0.282266,-0.667424,-1.422354,0.986197,0.102534,1.002172,0.819569,0.444645,-0.3897,0.212657,-0.367729,0.103012,0.745705,-0.347155,-0.47724,-0.414756,0.752609,0.060688,-0.46016,-0.019763,-0.402744,-0.943521,1.048026,0.801772,-1.786623,1.208671,-0.067642,1.243725,-0.342636,-0.742958,-0.003531
