word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
calcul,-0.29929,0.536805,-0.396486,0.749802,0.218796,0.353759,0.354973,0.637176,-0.328462,0.476826,-1.136934,0.098879,-0.144726,-0.216247,-0.480131,0.499867,0.05464,-0.076988,-0.386661,0.780353,-1.631563,-0.666011,0.603534,-1.687161,0.151666,-1.05914,-0.276544,0.092954,0.229079,0.075147,-0.751431,-0.197969,0.114794,-0.021011,-0.718192,0.472958,0.687106,-1.192058,-0.144139,-0.098419,0.954608,0.124298,1.664399,0.992444,-0.735257
application,-0.071557,0.183258,-0.89396,1.334784,0.700975,0.445478,0.563649,0.144261,-0.026013,-0.115026,-0.955409,-0.364822,-0.546177,-0.385118,-0.276062,0.505591,-0.236282,0.464818,-0.336857,0.321456,-0.59964,-1.188395,0.784374,-0.965263,0.481949,0.749908,-0.283156,0.568976,-0.235239,-0.669183,-0.471491,0.198495,0.223117,-0.253629,-1.733375,-0.372613,-0.14604,-0.588628,-0.304653,-0.584743,1.088797,0.051883,0.682303,1.133295,-1.284577
élément,0.412707,-0.18638,-0.943767,0.45931,-0.09034,0.126417,0.510701,0.491468,0.157332,-0.476679,-0.430643,0.925511,-0.09409,0.115225,0.21582,-0.408331,-0.405469,-0.669583,-0.927099,-0.240036,0.270244,-0.891022,0.460279,-0.573408,0.334348,-0.412847,0.879273,-0.373623,-0.377009,0.406853,0.152152,0.435417,-0.761123,-0.322059,-1.678516,-0.702981,-0.028038,-0.406975,-0.164561,0.553596,0.634193,0.254816,1.28332,0.025351,-0.432292
grand,0.145867,0.229181,0.763272,-0.193075,0.217814,-0.153493,0.285226,0.091934,-0.671318,0.165305,-0.490827,0.36427,-0.058051,0.187192,-0.490192,-0.467915,-0.085764,-0.295353,-0.551126,-0.312653,0.6042,-0.450373,0.138211,0.435272,0.313327,0.542338,0.384008,-0.642632,0.044676,-0.223899,-0.528424,0.220724,-0.741912,0.151352,-0.56101,-0.300653,0.367262,-0.129396,0.996449,1.088213,0.384983,0.847756,0.138236,-0.25903,0.130225
propriété,0.513424,-0.095228,0.102762,0.010801,-0.101594,0.050477,0.694825,0.198826,-0.611641,-0.51701,-1.177483,0.437898,-0.34099,-0.230512,-0.78387,0.296942,-0.683663,-0.464206,-0.472098,-0.522383,-0.398354,-0.320972,0.146441,-0.454539,-0.38926,0.243245,0.962895,0.540934,0.134889,-0.294106,0.050966,0.278591,-0.097976,-0.287098,-0.979537,-0.262732,-1.084695,-0.026002,0.82441,1.180006,1.092921,0.17391,0.581185,1.085282,-0.343251
ordre,-0.273043,-0.58992,0.323212,-0.576763,0.809476,0.870674,-0.399921,-0.482411,-0.107408,-0.013659,-0.459672,0.017975,0.005378,0.066108,-0.824365,-0.285034,-0.942969,-0.577914,0.249499,0.049279,0.642049,-0.23342,0.579497,-0.903958,-0.000598,1.170825,0.930048,-0.394115,0.748855,-0.104328,-0.049203,0.569699,-1.112616,-0.818819,-0.481856,-0.053493,0.343534,-0.61302,-0.305994,1.212276,0.286064,0.552053,0.058373,0.436679,-0.202094
variable,-0.241528,-0.225398,0.362155,1.095817,0.506465,-0.015165,0.457084,0.634095,0.098683,-0.057221,-0.963043,-0.042873,-0.455239,-0.159126,-0.609982,0.350454,-0.023879,0.09537,-0.487965,0.006843,-0.542879,-1.235269,-0.854292,-1.070012,0.824317,-1.293436,1.076363,0.06262,0.294458,0.041152,-0.443828,0.268616,-0.773736,0.313146,-1.416028,0.263471,0.51622,-1.067745,-0.154508,-0.071104,0.084352,0.092528,0.85498,1.256899,-0.230071
base,0.474957,0.112712,-0.540738,0.635042,0.528439,0.042863,0.268764,0.004308,0.113872,-0.480088,-0.830812,-0.051063,-0.322243,0.240912,0.184759,-0.049858,0.221761,-0.014927,-0.275922,0.427611,-0.077305,-1.221357,0.227594,-0.414662,0.522699,0.283954,0.58085,-0.322112,0.027689,0.124869,0.420013,0.437116,-0.600615,0.002148,-1.407307,-0.612898,0.011533,-0.398277,-0.399711,0.328588,0.456723,1.122018,0.480951,0.326011,-0.457738
géométrie,-0.763958,0.622142,-0.509894,0.1314,0.158375,0.319982,0.071336,-0.177299,-0.552852,0.146646,-0.168776,0.256319,-0.013324,0.155396,0.495664,0.195726,-0.764664,-0.439672,-0.49543,0.392186,-0.302618,-0.628391,-0.055302,-0.774215,-0.019245,-2.272807,-0.328454,-0.203314,0.636063,0.154266,-0.187812,0.350548,1.104336,-0.999263,-1.199102,-0.088876,0.319679,0.126365,-0.013404,0.264451,0.590548,-0.037548,1.780688,0.998582,-0.772333
analyse,-0.426743,-0.520021,-0.572952,0.290712,0.237356,0.097045,0.287236,0.366634,0.509225,-0.47614,-0.323896,0.894209,0.201181,-0.42091,-0.160036,-0.050986,0.274771,-0.215346,-0.744954,0.255217,-0.006643,-1.125798,0.527054,-0.333551,0.06403,-0.235909,-0.32002,0.172464,-0.709097,-0.360317,0.44777,-0.330117,-0.373759,-0.763181,-0.748659,-0.238254,0.877922,-0.713774,0.231307,-0.459612,1.046632,-0.147035,2.028674,0.468742,-1.005133
loi,-0.717205,-0.691554,-0.837453,0.4101,0.409461,0.70136,-0.105378,0.402356,-0.50202,0.295692,-0.800154,0.445551,-0.433145,0.520122,-1.025102,-0.674991,-0.955355,-0.284968,-0.179179,-0.487415,-0.980306,-1.392752,0.13828,-0.949733,-0.256671,1.574317,0.065055,0.642354,-0.186309,-0.667034,0.477746,-1.072904,-1.000946,-1.127717,-0.202666,-0.479783,-0.238563,-0.044847,-0.580899,0.264335,0.244774,-0.299591,-0.414776,1.082093,-0.272538
définition,-0.308857,-0.338138,-1.079768,0.854334,0.814761,-0.296188,0.276319,-0.318721,0.093429,-0.09799,-0.68626,0.467538,-0.072129,0.350598,-0.845023,-0.072466,-0.308557,-0.183531,-0.696111,-0.033553,-0.393989,-1.236841,0.085062,-0.850652,0.546191,-0.447317,0.154132,0.258045,0.047196,0.165932,-0.120451,-0.687462,0.018738,-0.697212,-0.959508,-0.624074,0.202692,-1.259541,-0.020986,-0.080847,0.770899,-0.134722,1.157168,0.812999,-0.658991
réel,-0.221811,0.473895,-0.810416,0.641684,-0.412741,-0.073672,0.294258,0.541269,-0.49832,0.024788,-0.275174,0.591977,0.16967,-0.141869,-1.078769,0.449487,-0.169143,-0.53142,-1.073286,0.143959,0.045624,-0.633915,0.487501,-0.206898,0.526756,-0.209515,0.308495,-0.047375,-0.444491,-0.096408,-0.672484,-0.846588,-0.97629,-0.345062,-0.629361,-0.211222,0.380636,-1.374172,0.143814,0.388815,0.651174,-0.310675,0.799694,0.483906,-0.683336
