word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
algorithme,-0.965456,-1.76392,0.17841,-0.287044,0.960806,-0.109032,0.132646,-0.192506,0.329611,-0.261359,-0.619093,-0.11528,0.546828,-1.215832,0.341469,1.668979,0.022734,-0.457164,0.361213,-0.795802,-0.382614,1.306043,-0.057163,-0.058202,-0.820801,-0.480795,-1.266004,-0.062931,-0.20469,0.045156,-1.238274,-1.593022,0.577298,0.51355,-0.917249,-0.662078,0.157964,1.318046,-1.042258,-0.404548,0.005905,2.865079,0.473557,1.54601,0.534594,0.343843,-0.274175
calcul,-0.376174,-0.812446,-0.501791,-0.501801,-0.410676,-0.231314,0.238924,-0.348697,-0.151854,0.711214,-0.370959,0.366919,0.712401,-0.181261,-0.522373,0.16438,0.217035,-0.961616,-1.185636,-0.581973,-0.538072,0.310936,-0.2255,-0.424537,-0.027541,0.076625,-1.74788,-0.62236,-0.664146,-0.192163,-1.26317,-1.25283,0.265136,-0.213299,-0.410612,0.316761,-0.365875,1.606238,-0.597403,-0.501893,0.246254,2.883579,0.606057,-0.343289,-0.033667,-0.165275,-0.534113
application,0.390157,-0.795373,-0.370462,-0.180641,-0.379657,-0.001388,2.03733,0.390659,0.208111,0.364512,0.89882,-0.301024,0.412369,0.397974,0.168263,-0.48416,-0.83763,0.042168,0.22401,0.109904,-0.421272,-0.23338,-0.370846,0.194725,-0.510752,0.987533,-0.783132,-0.128832,0.180391,0.376655,-0.703641,-1.99603,0.484583,-0.142576,-0.527956,0.021345,0.416482,1.109871,-0.447831,-0.71026,0.854691,2.71205,-0.442572,0.325234,-0.81942,0.291426,-0.086672
élément,0.277457,-1.921087,0.778823,-0.947709,0.247113,0.451434,0.902516,1.04248,0.243975,0.20006,1.085662,-0.274323,0.583182,1.132964,0.123849,0.36626,-0.41845,-1.289307,0.926164,0.146574,-0.554532,-0.345698,0.06287,-0.831272,-0.835844,-0.083858,-1.26858,-0.180649,-0.029814,-0.690108,0.602169,-0.618948,-0.318932,-0.778976,0.015369,-0.100438,-0.400334,1.389621,-0.223249,0.018867,-0.174469,2.169368,0.659945,-0.359612,0.711932,0.689276,0.537661
grand,-0.235612,-1.155774,0.635661,-0.123394,-0.950761,-0.351011,0.733133,-0.551589,-0.028224,0.853267,-0.20572,0.459726,0.211417,-0.484696,0.369343,0.051415,0.086045,-0.13924,0.617913,0.437807,-0.172309,-0.26324,0.243472,-0.503485,-0.010396,-1.619712,-1.359403,-0.582984,0.047223,-0.50447,1.27899,-0.323936,-0.237731,0.44506,-0.113679,0.08716,-1.035567,1.267001,0.787403,-0.058672,0.231565,2.835465,0.428005,0.464213,0.191663,-0.427612,-0.691245
propriété,0.708154,-1.405649,0.093468,0.073048,-0.509281,-0.136709,0.671634,1.066613,0.47134,0.836739,0.999645,0.077838,0.823216,0.968443,1.080603,0.03886,-0.212563,0.254954,0.336733,0.1349,-0.065293,0.232618,0.209915,-0.901837,0.509114,-0.145618,-0.23785,0.079691,-0.26118,-0.084865,-0.269532,-0.925979,-1.528105,0.237357,-0.094404,-0.627544,-0.601211,0.913861,-0.833799,-0.576672,0.623041,2.974445,0.333085,0.206696,-0.328623,0.016092,0.176652
ordre,-0.216641,-1.246354,0.712895,0.025106,0.583879,-0.73234,1.080227,0.593617,-0.019806,0.580655,1.11838,0.232317,1.018116,0.491807,0.085292,-0.871047,-0.367566,0.289803,0.306656,0.26837,-0.189964,-0.321054,-0.268723,-0.495706,0.845374,-1.701982,-1.400273,0.223648,-0.717257,-1.015752,-0.130453,-0.707195,-0.635706,-0.401643,0.378771,0.236309,-1.116343,1.541656,-0.293216,0.572571,-0.485284,2.39845,1.029616,0.508072,-0.4044,0.277667,1.791118
variable,1.074376,-1.844745,-0.736975,0.66255,-0.556999,-0.143869,0.774527,0.373419,0.678215,0.358981,0.237703,-0.23252,1.621896,1.003251,0.147018,0.147953,-0.744473,0.093089,-0.775197,-0.76932,-0.94787,0.654975,-0.795603,-0.123023,-0.910858,0.786747,-0.693951,0.894852,-1.032443,-0.419477,-0.245418,-0.936218,0.360895,0.514585,0.868926,0.501057,0.057751,1.15673,0.665345,0.782134,-0.551795,2.490907,-0.020976,-0.843295,0.832363,0.848264,0.363361
base,0.177828,-1.525706,0.226431,-1.4827,-0.692563,0.059845,-0.003406,0.477118,-0.710977,0.213055,0.383255,0.810967,1.892624,0.460594,-0.092891,0.020953,-0.332257,0.019619,0.290358,0.393987,-1.079254,-0.15098,-0.214877,-0.90744,0.285025,0.0777,-0.204318,-0.294429,0.788639,-0.09717,0.027078,-0.95339,0.792164,-0.853346,0.421606,0.18208,0.043348,1.255191,-0.616872,-0.409088,0.856912,2.611135,0.138758,0.532497,-0.071248,0.883721,-0.712437
géométrie,-0.034245,-0.984071,-0.197425,-0.67655,-0.550713,-0.417788,1.133218,0.971908,-1.629355,0.143555,0.18233,0.159922,0.766264,0.237264,-0.431501,0.507674,-0.368138,0.083203,0.065453,0.254813,0.598172,-0.064264,1.279356,1.100542,0.819284,0.98705,-1.088168,-0.249595,0.698869,0.32923,-0.137472,-0.609909,-0.99557,-0.212716,-0.988683,-0.070118,0.603528,0.990909,0.088818,-1.12729,-0.071091,2.932737,0.36564,-1.243856,-0.730272,-0.79688,-0.845656
