word,1,2,3,4,5,6,7
un,0.565145,-0.796124,-1.539571,0.369512,-0.411584,-2.952334,-1.485875
nombre,0.017457,1.06458,-1.7938,-0.051348,-0.627654,-1.707692,-1.098352
$\mathbb{N}$,0.557253,0.061745,-1.507432,0.242022,-0.723768,-2.429386,-0.440334
deux,0.75674,-0.651073,-1.186827,0.674224,-1.019132,-2.052489,-1.366999
fonction,-0.528204,1.338238,-1.521182,-0.230317,0.296862,-1.816557,-0.726931
premier,0.504569,-0.514514,-0.269791,-0.036212,-1.321559,-2.302699,-1.015526
ensemble,-0.452479,-0.285911,-1.632531,-0.079411,-0.21774,-1.494217,-1.001222
point,0.96365,0.28093,-1.326392,-0.171756,-1.140683,-1.111548,-1.257889
théorie,-1.712264,0.627078,-1.85386,-1.118691,0.777066,-1.655687,0.937362
exemple,-0.263026,-0.021192,-2.322867,-0.227164,0.258577,-1.66888,-0.612675
espace,-0.815077,-0.381585,-2.014013,-0.160835,0.283678,-0.914981,-1.518015
théorème,-1.221223,1.702047,-1.857727,0.242462,0.501625,0.091872,1.746958
problème,0.233676,0.648347,-1.843816,-0.782866,0.559552,-1.925074,0.048353
valeur,-0.459791,1.05768,-2.462517,-0.474992,0.089496,-1.787152,-0.682703
groupe,0.967151,-0.710801,-0.527882,-1.236888,-0.586346,-1.551631,-0.800228
graphe,-0.439234,1.14354,-2.336317,0.851754,0.591448,1.203117,0.541476
forme,-0.406786,-0.462619,-2.43138,0.572994,-0.019753,-1.346668,-1.076639
entier,-0.262472,0.309158,-1.865379,0.039141,-0.26427,-1.23454,-0.571682
système,0.215155,0.650523,-2.203325,-1.269706,0.669262,-1.401605,-1.55252
équation,-1.201718,1.707055,-2.898953,-0.108832,0.130001,-0.134817,1.1101
suite,0.643722,0.118752,-0.449876,-0.233615,-0.788265,-2.178494,-0.36433
algorithme,-0.075814,1.144164,-2.198735,-0.951396,1.049154,0.213412,0.896112
calcul,-0.933727,1.379266,-2.696362,-0.826541,0.522547,-0.724721,-0.078116
application,-0.774738,1.048179,-2.260468,-1.973365,0.503763,-1.052944,-0.892705
élément,-0.639649,0.082426,-2.588898,0.127832,0.12395,-1.498229,-0.83398
grand,0.158844,-1.062401,-0.422741,0.710636,-0.688181,-2.133274,-1.526156
propriété,-0.969393,0.53879,-1.42445,0.338728,0.202278,-1.340137,-0.77176
ordre,-0.521961,0.800956,-0.306163,0.631482,-0.841452,-2.240285,-0.497211
variable,-0.261863,0.986837,-3.314779,-0.665754,0.16878,-0.45056,-0.690526
base,-0.067213,0.106166,-1.773159,-0.330307,-0.147078,-1.051727,-1.708264
géométrie,-2.163676,0.690374,-2.264868,-0.270597,0.688547,0.107056,0.315124
analyse,-1.447436,0.100157,-1.813136,-1.342149,0.59243,-1.608689,0.107091
loi,-0.537647,1.523566,-0.561885,-0.779731,-0.310616,-2.592894,-0.08137
définition,-1.331849,1.068492,-2.507093,-0.997644,0.462632,-1.203509,-0.231441
réel,-0.124639,0.370556,-2.447824,-0.843469,0.199033,-1.862283,0.231444
dimension,-0.620795,0.082541,-2.804149,-0.559214,-0.20849,-0.643629,-0.391642
statistique,0.706852,0.538112,0.30145,-1.523288,-0.198416,-0.529834,-1.387266
sommet,0.804408,-0.389469,-1.017518,1.091066,-0.050061,-0.363145,-1.749059
logique,-1.416336,1.133382,-1.905974,-1.164563,0.782953,-1.181415,0.741973
terme,-0.167651,0.31405,-1.373853,-0.351585,0.582085,-1.916741,-0.699385
trois,0.643816,-0.678352,-0.921988,0.613189,-1.088265,-1.920562,-1.399875
plan,-0.516831,0.127673,-1.412705,0.082825,-0.098221,-1.591089,-1.261684
formule,0.386312,0.583487,-1.395417,-0.719316,-0.305776,-0.589199,-0.064466
droite,0.104312,-0.179099,-0.992834,1.383133,0.089851,-1.092564,-0.978207
$\mathbb{C}$,0.140913,0.089983,-1.327007,-0.130549,-1.03253,-0.853057,-0.823318
solution,0.092193,0.850636,-2.487465,-1.282113,0.88366,-1.222573,-0.354117
modèle,-0.203449,0.270183,-1.940981,-0.801829,-0.226356,-0.790735,-0.7296
linéaire,-0.78573,1.104811,-3.352296,-0.452927,0.406983,0.045729,-0.317436
probabilité,-0.201326,1.815099,-2.567698,-0.45294,0.393966,-0.662315,0.61628
série,1.213498,-1.84457,-0.960669,-1.314594,-1.791724,-0.830883,0.226177
somme,-0.389397,1.160553,-1.158669,0.577304,-0.627221,-1.11143,-0.926776
mesure,0.094195,0.789843,-1.788063,-0.285002,-0.075656,-1.40889,-1.342317
carré,-0.580423,-0.437909,-2.156694,1.493352,-0.820332,0.00383,-1.08333
vecteur,-0.270918,1.497068,-3.083541,-0.329856,0.451981,0.087086,-0.031768
connexe,-1.232369,-0.426886,-0.111187,-0.734332,-0.643163,-0.635532,-1.742137
classe,0.001901,0.293699,-0.731455,-0.623583,-0.598212,-0.950762,-0.950071
produit,0.406333,-0.346535,-2.089921,-1.204467,0.600163,-1.141405,-1.240515
égal,0.348997,1.494917,-2.365437,0.126645,-0.574071,-0.741905,-0.593324
cercle,-0.59316,-0.284045,-0.552891,0.55655,0.107873,-0.759704,-0.763307
partie,0.16957,-0.47587,-0.657591,0.568326,-0.634197,-1.915364,-1.743506
relation,-0.317669,0.216885,-0.547554,-0.639776,0.37058,-2.312513,0.032178
courbe,-0.36212,0.649492,-2.82836,1.042818,0.326683,0.349375,-0.292484
différent,-0.183273,-0.334748,-1.977021,-0.435178,0.331406,-2.116788,-1.456092
complexe,-0.571654,-0.103787,-2.092477,-0.255828,0.575252,-1.021379,-1.11003
matrice,-0.599704,1.377498,-3.097442,-0.077359,0.030516,0.430542,0.22567
domaine,-1.216832,0.039977,-0.725388,0.059141,0.353831,-1.965454,-1.184789
fois,1.024076,-0.271459,-0.905046,0.260372,-1.08428,-2.122644,-0.677368
type,0.015044,0.146136,-2.460055,-0.476838,-0.174003,-0.467502,-1.752204
mot,-0.72893,-0.484755,-1.939147,0.071471,0.032491,-1.163747,0.131687
algébrique,-1.987428,1.46759,-2.702384,-0.471124,0.584874,0.079723,0.891392
degré,-0.875414,0.067398,0.01208,0.505813,-1.713863,-0.282296,-0.439538
langage,-1.506769,-0.261767,-2.223995,-1.351473,1.056237,-0.970078,0.373646
nul,1.252692,1.334365,-1.28078,-0.038235,-0.699551,-0.779837,-0.56239
moins,0.882577,0.183336,-1.771249,0.449084,-0.12662,-2.178221,-1.331151
objet,-0.896425,-0.382044,-2.256556,0.104583,-0.101903,-1.637974,-0.749545
triangle,0.101207,-0.103424,-1.754348,0.373498,0.009705,0.873112,-0.426304
structure,-0.848455,0.132791,-2.115101,-0.760119,0.574761,-1.001958,-1.552815
corps,0.070647,0.077222,-1.523535,0.709407,-0.499497,-1.587155,-0.429778
rapport,-0.16513,0.950824,-1.657578,-0.563956,-0.01735,-1.88977,-0.989147
longueur,0.60161,0.18064,-2.327967,0.876424,-0.896234,0.265018,-2.290651
informatique,-0.781075,-0.029696,-1.014189,-2.314187,1.355898,-0.939686,-0.814879
infini,-0.766168,0.686394,-2.919753,0.176647,-0.031301,-0.249523,0.86675
variété,-0.858869,-1.068997,-1.618012,-0.035221,0.588795,0.046681,-0.575629
ligne,-0.314047,0.005167,-0.490401,0.046606,-1.185051,-0.662681,-2.417032
positif,0.280629,0.642564,-1.999152,-1.021189,-0.024287,-1.139735,0.234802
angle,-0.079645,-0.079594,-2.324519,1.162674,-0.3155,0.214042,-0.930886
polynôme,-0.913814,2.023486,-2.797046,0.637998,-0.604081,0.448238,1.612801
