word,1,2,3,4,5,6,7,8,9,10
catégorie,-0.795763,-0.496141,-1.364302,0.358292,2.144991,1.050658,-0.684232,-1.610864,-0.069744,-1.158521
programme,-0.505462,-0.557426,-1.23893,0.348418,1.016585,1.039814,2.418842,-0.969816,0.63143,-0.591195
intégral,-0.805614,1.340912,-2.311313,-2.363727,0.879639,0.37794,0.219919,-0.235783,-0.714204,0.604822
complexité,-1.416378,-0.551132,-1.76753,-0.165089,1.699996,0.049489,2.030691,-0.134811,-0.18825,0.803325
automate,-0.773358,-1.715984,-1.501422,1.050438,2.79502,0.070778,1.159328,-0.785828,-0.893631,0.38094
moyenne,-1.409499,0.113174,-2.845674,-0.970878,-0.408374,1.108365,1.060382,0.53902,-0.882291,0.936908
symbole,-0.968813,0.721671,-2.251952,0.861513,1.031089,0.345571,0.374644,-0.315196,-1.162124,-0.451744
axe,-1.367654,0.447184,-2.133885,-1.035489,-0.669264,2.687365,-1.476179,-0.859326,0.022371,-1.728506
euclidien,-1.035264,0.876856,-2.131671,-0.805411,1.91185,1.208348,-0.901506,-1.201137,-0.429644,-0.998644
inférieur,-1.236446,-0.147452,-2.411441,-0.207066,0.038079,1.011256,0.338288,0.349489,-2.703111,-0.615057
dérivée,-1.384611,0.234649,-2.238491,-2.670381,0.936923,1.477592,0.286963,0.313996,-0.752888,0.292665
transformation,-1.609661,0.922476,-1.714905,-1.782565,1.312576,1.089052,-0.394463,-0.568606,0.537056,-0.428194
anneau,-1.132857,-0.262307,-1.708267,-0.221046,2.586449,-0.001029,-0.883224,-0.651605,-1.481787,-0.24641
facteur,-1.616584,0.134579,-2.573152,0.669174,0.150524,0.76334,1.065055,-0.080985,-0.49853,0.139628
indice,-1.430274,-0.153291,-2.112153,0.035609,0.330983,0.702227,0.031454,0.025495,-0.980185,-0.262178
zéro,-0.950033,0.328034,-2.359848,-0.162,0.420918,0.77424,0.610816,0.286047,-2.132572,-0.095673
sphère,-0.309412,0.85852,-1.847533,-0.483283,0.658467,1.568008,-2.01856,-1.348038,-0.758778,-1.330456
strictement,-1.631716,-0.262168,-2.02056,-0.724363,1.151945,1.341173,0.018153,0.686988,-2.58892,-0.64838
