word,1,2
un,-3.960883,-0.271098
nombre,-2.356491,-1.160692
$\mathbb{N}$,-2.963635,-0.408973
deux,-3.150562,0.04853
fonction,-1.941726,-1.455264
premier,-2.94551,0.958596
ensemble,-2.288891,-0.573368
point,-2.072487,-0.347634
théorie,-0.972404,-1.52155
exemple,-2.268704,-1.472029
espace,-1.855414,-1.425362
théorème,0.777711,-1.96186
problème,-2.02011,-1.43681
valeur,-2.181613,-1.955308
groupe,-2.089115,0.682246
graphe,0.824567,-2.435124
forme,-2.370594,-1.377891
entier,-1.895398,-1.189523
système,-2.149168,-1.862207
équation,-0.020712,-2.513401
suite,-2.526572,0.306263
algorithme,0.163946,-2.13944
calcul,-1.048362,-2.401398
application,-1.187698,-1.697895
élément,-2.319412,-1.680668
grand,-3.091398,0.485942
propriété,-1.73429,-1.249055
ordre,-2.184433,0.074069
variable,-1.132896,-2.298725
base,-2.114104,-1.1254
géométrie,0.066566,-2.071599
analyse,-1.379877,-1.184065
loi,-2.215683,-0.630293
définition,-1.431416,-2.237119
réel,-2.065264,-1.403784
dimension,-1.284889,-1.512179
statistique,-1.018557,0.121224
sommet,-1.586363,-0.967954
logique,-0.582924,-2.030662
terme,-2.359742,-1.093611
trois,-2.941193,0.341316
plan,-2.321211,-0.635117
formule,-1.049718,-0.991253
droite,-1.787481,-0.915008
$\mathbb{C}$,-1.610847,-0.342825
solution,-1.408575,-1.929016
modèle,-1.525315,-1.044775
linéaire,-0.746608,-2.860404
probabilité,-0.701928,-2.675666
série,-1.646014,1.722721
somme,-1.756432,-0.931133
mesure,-2.297914,-1.313456
carré,-1.322535,-1.26243
vecteur,-0.548273,-2.902168
connexe,-1.388774,0.337681
classe,-1.591858,-0.124201
produit,-1.914264,-1.28334
égal,-1.349474,-1.902276
cercle,-1.197427,-0.645676
partie,-2.814165,0.021041
relation,-1.955067,-0.381367
courbe,-0.619569,-2.464562
différent,-2.965,-1.106041
complexe,-1.902097,-1.677889
matrice,-0.074005,-2.602122
domaine,-2.232194,-0.493532
fois,-2.790979,0.330115
type,-1.725533,-1.418793
mot,-1.519762,-1.024536
algébrique,0.070942,-2.68323
degré,-0.789649,0.66835
langage,-0.720034,-1.763549
nul,-1.380143,-1.028734
moins,-3.086999,-1.175095
objet,-2.359268,-1.146037
triangle,0.008641,-1.417327
structure,-1.830724,-1.607111
corps,-2.238598,-0.731806
rapport,-2.421128,-1.150734
longueur,-1.538451,-1.617577
informatique,-0.659816,-1.357981
infini,-0.42145,-1.842855
variété,-0.867013,-0.970054
ligne,-1.863773,0.043358
positif,-1.339556,-1.284938
angle,-1.116473,-1.720741
polynôme,0.541898,-2.536476
centre,-2.181567,0.175481
démonstration,-0.725932,-1.423899
vectoriel,-0.036799,-2.956441
limite,-2.13429,-1.379353
représentation,-1.75836,-0.79291
famille,-2.034556,0.86998
arête,-0.331873,-2.229032
distance,-1.683439,-1.424191
surface,-1.722959,-2.154987
aléatoire,-0.755321,-2.646556
naturel,-2.302627,-1.20214
normal,-1.349253,-1.141676
arbre,-1.72588,-1.441257
démontrer,-1.176805,-1.680138
algèbre,0.625373,-2.763985
règle,-2.04152,-1.575237
volume,-0.519721,0.654104
calculer,-1.045661,-2.522881
constant,-0.975283,-1.232333
quatre,-2.592123,0.082689
différentiel,-0.25134,-2.580738
hypothèse,-1.464347,-1.701129
image,-1.609402,-0.265275
régulier,-1.602829,-0.528164
complet,-1.667981,-0.233894
racine,-1.029192,-0.959589
coefficient,-0.24434,-2.528762
côté,-2.291207,0.283596
preuve,-1.689137,-1.398042
axiome,0.335339,-2.7817
$\mathbb{R}$,0.138934,0.334329
continue,-1.933583,-0.165192
résoudre,-1.6558,-1.39383
arithmétique,0.238985,-2.63762
conjecture,1.256155,-1.70386
réseau,-1.900331,-1.129305
opération,-2.076667,-0.533973
chiffre,-1.625951,-1.27165
expression,-1.585618,-1.196804
propre,-2.5631,-0.58707
principal,-2.407915,0.416452
paramètre,-0.968754,-2.839589
coordonnée,0.109278,-2.395546
opérateur,-0.678225,-0.939412
numérique,-1.274125,-1.258449
unité,-2.038641,-0.724363
liste,-1.911919,0.76116
convexe,0.085873,-3.102468
rationnel,-0.508746,-2.635881
nœud,-0.733335,-2.010144
$\mathbb{Q}$,0.412584,-0.54449
topologie,0.377579,-2.672371
origine,-2.258648,0.263415
distribution,-0.535262,1.671297
intervalle,-1.032183,-1.996689
compact,0.019562,-1.767556
reste,-2.817192,-0.350949
test,-0.82647,-1.001781
proposition,-1.803396,-0.822232
