word,1,2,3,4,5,6,7,8,9,10,11
égal,0.501905,-2.106696,0.176948,-1.453189,0.470792,-0.630719,0.657331,-0.185442,0.08992,0.638322,-0.247853
cercle,-0.180546,-1.366065,0.579559,0.504581,0.202524,0.180105,-0.273339,0.01191,-1.255724,0.209568,-0.109617
partie,-0.356402,-0.871674,-0.065665,-0.738923,0.881385,-0.718555,-0.486499,0.864779,-1.955459,-0.442705,0.266938
relation,0.393977,0.104469,1.3235,-1.175036,-0.250827,0.006043,0.185672,0.231509,-1.370893,-0.710221,-1.011736
courbe,-0.215284,-2.498739,-1.119425,-0.087743,0.245096,-0.915156,0.100173,-0.711534,-0.269356,1.064239,-0.784075
différent,0.387588,-1.357636,-0.127369,-1.445898,0.335177,-0.195918,0.448288,0.530619,-2.491082,0.302223,-0.820113
complexe,0.530998,-0.987644,-0.632185,-0.805332,-0.029795,-0.131691,-0.161136,-0.053006,-2.058059,0.653402,-0.983444
matrice,1.135108,-1.797585,-1.375186,-0.50977,-0.140332,0.102108,0.286766,-0.228697,0.494592,1.395564,-1.435249
domaine,0.080462,-0.768796,-0.220616,-0.868247,-0.93893,0.091033,-1.055137,0.822909,-1.951027,-0.554079,-0.900711
fois,-0.097158,-0.915226,0.390063,-0.828884,1.08047,-0.697415,1.174528,0.930151,-1.091062,-0.92748,0.241146
type,1.09194,-1.303749,-1.306958,-1.304206,0.32076,-0.771391,0.012143,0.356595,-1.553675,1.126067,0.120056
mot,-0.158539,-0.323171,0.740908,-0.702162,0.72911,-0.238864,0.462172,0.746716,-1.253281,1.507757,-1.278553
algébrique,1.381704,-2.093081,-0.449655,-0.404236,-0.356154,1.141546,0.374104,-0.195115,0.932787,2.186304,-1.823334
degré,0.989376,-1.324113,0.721775,0.723844,-0.209994,-0.993399,-0.404856,1.452575,0.530057,0.199287,0.973377
langage,0.658231,-0.544381,-0.281333,-0.703907,-1.135843,1.028293,0.926321,0.42836,-1.430168,1.462715,-1.971629
nul,0.347338,-1.678551,0.889052,-1.285939,1.486859,0.159639,1.308883,-0.637733,0.218991,0.25214,0.727597
moins,0.028185,-1.631461,0.256253,-1.602102,1.141045,-1.243231,0.492098,0.080626,-1.542541,-0.128491,-0.234995
objet,0.526005,-0.988127,-0.288568,-0.753871,0.003873,-0.703152,0.097168,1.120434,-1.824866,0.885084,-1.252723
triangle,-0.002186,-0.384768,-1.124801,0.406139,0.592036,-0.339471,0.129078,-0.58663,-0.597027,1.01798,0.053337
structure,1.126135,-1.345693,-0.719535,-1.071302,-0.329558,0.118971,-0.342507,0.208489,-2.126504,0.627297,-0.750536
corps,0.551739,-1.175554,-0.221404,-0.502699,0.821639,-1.384191,0.074643,0.954021,-0.884999,-0.510809,-0.86474
rapport,0.92436,-1.536756,0.735123,-2.013853,-0.330574,-0.590601,0.212142,0.194042,-0.977276,0.127841,-0.220402
longueur,0.411146,-2.347998,-1.165041,-0.672864,1.151611,-1.455123,-0.282805,-0.192705,-0.651829,1.152371,1.05236
informatique,0.883397,-0.683143,-0.922807,-1.062417,-1.904441,1.522376,0.601676,-0.022622,-1.821629,-0.062861,-0.849748
infini,0.155524,-0.868519,0.314295,-0.715213,-0.167498,-0.658747,0.913911,-0.232975,0.068204,2.075731,-1.356985
variété,0.632684,-0.206615,0.029838,0.491147,-0.200292,-1.186438,-0.404624,-0.586212,-1.761239,1.287097,-0.504622
ligne,-0.353661,-1.655757,-0.496819,-0.836725,-0.066643,-0.285025,-0.478166,1.090146,-1.056523,0.207475,1.672944
positif,0.754004,-1.097453,0.992168,-1.640072,-0.540285,-0.54472,1.499319,-0.480908,-0.453696,0.62001,-0.474313
angle,-0.291924,-1.887027,-1.288009,0.096631,0.644398,-0.80692,0.018433,0.324471,-0.762093,0.927849,-0.349329
polynôme,0.905265,-1.961731,0.151998,-0.527866,-0.041212,-0.322785,0.254969,-0.204296,2.450576,2.249663,-1.245538
centre,-0.401372,-0.809723,0.041006,-0.558056,-0.353942,0.038135,-1.223572,-0.033675,-2.410419,-0.305562,1.366806
démonstration,0.458727,-1.126176,-0.367957,-0.392156,0.038811,0.909209,1.105119,-0.085377,-0.575767,-0.177947,-1.099111
vectoriel,1.207296,-1.674532,-1.25607,-0.569189,-0.673348,0.904816,0.769207,-0.004083,0.503217,1.966057,-1.58405
limite,-0.182814,-1.512428,-0.055179,-1.613997,0.08754,-0.694242,-0.700814,-0.286285,-1.130228,0.278292,-0.068005
représentation,-0.150188,-1.044266,0.908281,-0.404469,0.163198,0.39028,0.270125,0.914057,-1.359357,1.021127,-0.777865
famille,-0.104818,0.196032,0.881419,0.506081,0.373703,-1.353113,-1.039935,1.265069,-1.178434,-1.075232,-0.461653
arête,-0.477708,-1.786756,-1.657158,1.212955,1.564923,-0.5411,-0.545021,-0.807325,-0.400571,1.057333,-0.44461
distance,0.54495,-1.667308,-0.741535,-1.087406,0.913094,-0.606243,0.731851,-0.24909,-0.850638,0.350095,0.474469
surface,0.691034,-1.699729,-1.726384,-1.366898,0.845895,-1.680226,-0.312966,-0.326857,-1.354747,0.983821,0.066836
aléatoire,0.609026,-1.169499,-0.54283,-1.394122,0.096791,0.037888,1.185938,-0.691047,-0.148112,1.093775,-1.533302
naturel,0.291683,-1.189527,0.095526,-1.013395,-0.334116,-1.463867,-1.727021,-0.05174,-2.115118,0.710198,-0.370255
normal,0.633502,-1.21292,-0.196679,-0.784557,-0.475573,-0.655379,0.047678,-0.247166,-0.837442,0.224303,-0.321489
arbre,-0.040228,-0.74135,-0.429623,-0.123463,0.833897,-1.953302,-0.62775,0.027819,-1.621471,1.288788,-0.59532
démontrer,1.310471,-0.670972,0.403768,-1.163808,-0.109863,-0.452467,0.405663,-0.091596,-0.714817,-0.127017,-1.981056
algèbre,1.287023,-1.773424,-1.320712,0.118605,-0.250747,1.128068,-0.013267,-0.517702,0.984177,1.55222,-1.531287
règle,-0.057182,-1.293718,0.384662,-1.992133,-0.005513,0.779858,0.759008,0.752924,-0.815125,0.217393,-1.244887
volume,1.262479,0.309034,-0.162726,-0.504008,-0.907001,-0.576777,0.046904,2.019427,-0.397589,1.690486,0.849506
calculer,1.128245,-2.111743,-0.573887,-1.747841,-0.224495,-0.282162,0.732076,-0.510759,0.305852,0.949164,-0.536802
constant,0.872903,-1.66243,0.327803,-0.580961,-0.901892,-0.968461,0.070644,0.231981,0.179412,0.335532,-0.839789
quatre,-0.39338,-1.580736,-0.205126,-0.449675,1.059013,-0.712444,0.610577,1.043592,-1.317722,-0.375956,0.739376
différentiel,1.559368,-2.113242,-0.92792,-1.084848,-0.664792,-0.296398,0.836002,-1.160055,0.55442,0.418924,-0.931895
hypothèse,0.972884,-0.659549,0.682586,-0.932925,0.139282,-0.57877,-0.229231,0.45359,-0.598625,0.580248,-2.156414
image,0.031435,-0.346974,0.001954,-0.328586,-0.462065,-0.269569,1.277606,0.740025,-1.656693,1.085289,-0.615257
régulier,-0.494596,-1.288834,-0.354908,-1.20294,0.328806,-0.247728,0.859961,-0.282245,-0.737477,-0.208613,0.816314
complet,0.551107,-0.892254,0.140224,-0.535545,-0.345501,0.16226,0.5514,0.904535,-1.125889,0.345655,0.033724
racine,0.305262,-0.611572,0.536614,0.384912,0.131812,-1.168724,-0.47354,0.190522,-0.818118,1.331705,-0.966928
coefficient,1.42621,-2.560555,0.121238,-1.227093,-0.328349,-0.13625,0.729577,-1.064227,0.656546,1.238933,-0.353038
côté,-0.944007,-0.848584,-0.126738,0.385217,0.872467,-1.107736,0.717864,0.431594,-1.535237,-0.750688,-0.156843
preuve,0.073482,-0.300883,0.946779,-1.494407,0.044558,-0.59104,0.728106,0.664744,-0.446212,-0.26677,-2.027526
axiome,0.579816,-0.963151,-0.150776,-0.590466,-0.339507,1.39334,0.251687,-0.21331,1.563622,0.93316,-2.008928
$\mathbb{R}$,0.912239,0.148335,-0.936352,-0.449571,0.251732,-0.301445,1.214428,0.775788,0.418548,1.12333,1.492139
continue,0.059857,-0.520789,-0.056491,-0.546827,0.40255,-0.340162,0.606052,0.455211,-1.125401,-0.861339,-0.383331
résoudre,0.446293,-0.733955,0.128084,-1.340131,0.270909,-0.17234,0.86864,0.318383,-0.2007,-0.972462,-1.73854
arithmétique,1.115691,-1.721316,-0.494819,-0.247333,-0.809937,1.313879,0.009544,-0.070878,0.840014,1.408972,-1.676246
conjecture,0.708289,0.239288,-0.266738,-0.106477,-0.517662,0.512932,0.149212,-0.222048,1.150545,0.738679,-2.174447
réseau,-0.381871,-1.20281,-0.879673,-1.928152,-0.895367,0.19575,-0.371946,-0.285271,-1.842719,-0.078626,0.714291
opération,0.743351,-0.372386,-0.494404,-1.665978,0.689805,-0.175878,0.36376,0.232407,-0.763227,-1.293454,-0.129726
chiffre,-0.169927,-1.443906,0.030897,-2.146293,-0.155948,-0.230843,0.088897,0.327678,-0.316797,0.840777,0.388265
expression,0.536234,-0.444992,1.142932,-0.856013,-0.069477,0.126298,0.602395,0.20444,-1.590614,1.190712,-1.571657
propre,-0.143813,-0.490319,0.136038,-1.06062,0.115365,-0.206264,0.939081,0.761212,-1.853696,-0.376776,-1.271126
principal,0.210904,-0.446011,0.02171,-0.449245,0.304969,-0.679451,0.252104,0.377086,-1.923856,-0.604282,0.266815
paramètre,1.464272,-2.039926,-0.854368,-1.958166,-0.369933,-0.196406,0.500126,-0.54073,-0.333746,1.381489,-1.055031
coordonnée,1.137482,-1.525651,-0.406438,-0.984153,0.282159,0.093108,-0.708988,-0.714608,0.545477,1.588869,-0.086975
opérateur,0.470229,-0.877264,-1.130049,-0.693105,-1.302104,0.571915,0.77559,-0.344905,-0.569593,-0.862604,-0.072005
numérique,0.266216,-1.183246,-0.616131,-1.437886,-1.521742,0.944997,1.03037,0.182129,-1.576504,0.738212,-0.272646
unité,0.910206,-1.19702,-0.262443,-1.741374,0.437902,-0.035035,-0.571517,0.444962,-0.856387,-0.453024,0.423963
liste,0.196042,-0.212328,0.682279,-0.578027,-0.06724,-0.324174,-0.891028,0.863228,-1.709186,0.21869,1.690894
convexe,-0.159197,-2.442411,-1.042265,1.157355,1.471829,-0.425738,-0.252928,-1.848213,0.086022,1.745272,-0.980256
rationnel,0.80477,-0.99235,0.656369,-1.020403,-0.862761,0.565504,0.303148,-0.167095,-0.43599,0.865765,-2.53322
nœud,0.343582,-1.880531,-1.663309,-0.876311,0.765929,-0.806998,0.252119,-0.086073,0.320665,1.121186,0.249042
$\mathbb{Q}$,0.501648,0.091196,-0.497772,-0.374113,0.241293,-0.073069,1.305841,-0.254309,0.52418,1.239094,0.407225
topologie,0.110153,-1.011167,-1.472371,-0.426756,0.062958,1.014411,-0.119894,-1.147869,0.421668,1.555056,-1.339062
origine,0.296057,-0.328951,0.695172,0.010804,0.404464,-0.711744,-0.407898,0.907975,-1.870342,-0.137843,-0.382938
distribution,0.367402,0.788788,0.381214,1.09168,-0.914801,-1.158358,1.429808,-0.830086,-1.004714,-0.451366,0.835444
intervalle,0.110999,-1.898527,-0.399844,-0.94432,0.733477,-0.423417,0.674636,0.111558,0.404755,0.96736,-0.548291
compact,0.679179,-0.795753,-1.694173,-0.259891,0.043515,0.01249,0.790844,-0.30134,-0.637767,1.563455,0.090793
reste,-0.358477,-1.055614,0.209946,-0.880693,1.04731,-0.835803,0.088884,0.64484,-1.465395,-0.776275,-0.527895
test,1.596187,-0.4218,-0.804,-1.77819,-0.383181,-0.110907,1.570324,-0.456243,-0.657791,0.045191,-0.156747
proposition,0.030913,-0.762875,1.092169,-1.812538,-0.709052,0.650622,0.605367,0.602417,-0.415973,-0.922766,-0.714462
catégorie,0.187568,-0.70822,0.469328,-0.823039,-0.001479,0.500685,1.176282,-0.539915,-1.621961,0.508909,1.114812
programme,0.73126,-0.443869,-0.14562,-1.783796,-0.811419,1.041282,1.037173,-0.040233,-2.109192,-0.413028,0.284921
intégral,1.962486,0.715313,0.08942,0.381718,-0.9604,0.159329,-0.417837,0.881272,-0.726178,1.572087,0.627287
complexité,0.603512,-1.32662,0.054442,-1.20532,-0.832763,0.255255,0.54676,-0.771727,-1.074858,0.952427,-2.207812
automate,-1.1813,-0.803777,-2.010307,0.061991,-1.266314,0.678401,0.361306,-0.321879,-0.169597,0.351382,-0.96939
moyenne,0.122434,-1.850748,0.101397,-1.976593,0.571308,-1.695569,-0.006815,-0.798302,-0.602688,0.733325,1.832695
symbole,-0.077297,-0.792223,0.698898,-0.258666,1.303831,0.316851,-0.097056,0.386989,-1.167937,1.400639,-1.256382
axe,0.266399,-1.932515,-0.885831,-0.425484,0.700398,-0.403314,-0.55372,-0.807084,-0.762478,0.453211,0.483748
euclidien,0.539518,-2.147855,-1.034805,-0.072232,0.196612,1.407644,0.418039,-0.496,1.092413,2.005605,-1.469961
inférieur,0.3245,-2.503364,-0.404338,-0.985706,0.833042,-1.472572,-0.706752,-0.087538,-0.823889,0.63409,0.238367
dérivée,1.360752,-1.467322,-0.327591,-0.96768,0.123186,0.53272,0.342253,-0.741112,1.591344,1.229655,-1.367671
transformation,0.67271,-0.771203,-0.652441,-1.251564,-0.620481,-0.252144,-0.293707,0.242434,-1.167511,0.271184,-0.527733
anneau,0.550623,-1.088905,-1.096623,0.391807,1.024527,-0.392969,0.942013,-0.127835,-0.396521,1.126172,-0.928168
facteur,1.368581,-1.53254,0.294034,-1.20522,-0.803706,-1.021592,-0.04149,-0.291375,-0.407112,0.320781,-1.325438
indice,0.664497,-0.902368,-0.096283,-1.867142,-0.198528,-0.466967,0.246229,-0.2346,-0.119992,1.10263,-0.594493
zéro,-0.083039,-1.374643,0.344245,-0.931047,0.318041,-0.26365,1.378777,-0.595594,0.289682,0.467285,0.560255
sphère,0.665859,-1.285446,-0.048759,-0.246155,0.615562,0.213535,-0.135611,-0.625616,-1.01201,0.674933,-1.34233
strictement,0.264095,-1.19986,0.18582,-1.489855,0.301462,0.769851,-0.396479,-0.5717,-0.896209,0.715408,-1.638278
puissance,0.911296,-1.475661,-0.287149,-1.936741,1.395393,-0.289247,0.56127,0.619539,-0.288918,0.052649,-0.656276
Euler,1.323295,-1.012537,-0.830987,0.823231,-1.357031,0.424551,-0.070229,-0.4346,1.592829,0.23943,-1.580969
topologique,0.953437,-1.056911,-1.108683,-0.329195,-0.384305,1.289833,0.171344,-0.934841,0.672765,1.825418,-1.756849
déduire,0.796583,-1.181155,-0.256046,-1.278147,-0.073479,-0.512801,0.422836,0.060521,0.474403,0.798271,-1.720603
composer,0.30576,-0.918757,-0.274784,0.079662,0.380803,-0.667785,0.357637,0.675434,-1.690398,0.260536,0.264301
deuxième,-0.194804,-0.879857,0.448274,-0.381127,0.981787,-0.428551,1.092778,0.95854,-0.899231,-0.93962,1.27099
rayon,1.6219,-1.850055,-1.119943,-0.412288,0.524199,-1.388778,0.456518,-0.185931,-0.436663,0.89769,-0.463796
caractéristique,1.09274,-1.397336,-0.742766,-0.580896,0.609932,-0.64499,-0.035738,-0.008314,-2.010083,1.228448,-0.350258
vide,-0.13481,-1.528537,-1.004672,-0.773199,0.662603,-1.415473,0.56085,0.3074,-0.266209,0.634583,-0.867719
affine,1.162403,-0.472749,-0.89438,0.554909,-0.500899,0.271853,-0.588182,-0.695903,0.919895,1.122699,-1.448017
supposer,0.389276,-0.672023,0.390136,-1.098504,0.692014,-0.880453,-0.055536,0.539879,-0.494453,0.267109,-1.942894
ouvert,-0.567151,-1.08466,-0.496471,-0.542095,0.028891,-0.091581,-0.12818,0.492682,-1.706918,0.177476,-0.106931
partiel,0.787571,-0.501243,0.274006,-0.738738,-0.579686,-0.689064,0.368229,0.357006,-0.176131,-0.061555,0.201292
approximation,1.601716,-1.447489,-0.590661,-0.910396,-0.416896,-0.316523,0.38183,-0.657527,1.049544,0.960587,-2.073167
convergence,0.615128,-0.390033,0.553451,-1.028187,-0.431383,0.737843,-0.378244,-1.510135,-0.515963,0.74855,-0.327329
chemin,-0.969551,-0.870739,-0.420421,-0.291644,0.239391,-0.931703,-0.968188,0.797668,-1.416771,-0.417991,0.573253
rotation,1.424406,-2.17939,-1.168387,-0.915921,0.871342,-0.486431,0.986146,-0.766338,0.024272,0.776312,-0.573291
différence,0.720706,-1.551052,0.693795,-1.365324,0.273568,-0.441227,0.769546,-0.22241,-1.120867,0.998314,-0.976534
analytique,1.827506,-0.977509,0.427189,-0.268989,-2.179061,0.571355,-0.164889,0.145811,-0.456095,1.037193,-1.753974
formel,0.449807,-1.064203,0.546374,-1.428367,-0.359116,1.412408,0.538296,0.420687,-0.553798,0.232944,-1.996019
intersection,-0.430822,-0.520878,-1.80279,-0.174652,0.211263,-0.330409,-1.129925,-0.341302,-0.103144,0.81043,0.639005
pourcent,0.092646,-1.593235,0.877293,-2.542536,-0.480739,-1.292844,-0.514212,-0.818374,-0.451228,0.141171,2.167845
caractère,0.254812,-1.113991,0.712586,-1.137315,0.365291,0.169147,0.432529,0.335575,-1.580927,1.185763,-1.926708
raison,0.209163,-0.981401,0.743288,-1.642274,0.542801,-0.819655,0.562289,0.356798,-1.281539,-0.872483,-0.934887
aire,-0.636155,-0.863914,0.306672,-0.095485,0.393837,-0.037901,-1.71076,-0.610947,-1.917758,0.3449,1.400183
section,0.092103,-1.176066,-0.251708,-0.696844,-0.492826,0.305563,-0.410508,0.256469,-1.40182,-0.044689,1.074307
cycle,0.893416,-0.739691,-0.256147,-0.678701,-0.606665,-0.144351,0.450653,0.006516,-1.269138,0.790649,-0.36319
source,0.544491,0.08182,0.521232,-0.392973,-0.306483,-0.482123,-0.762295,1.34144,-1.288036,0.271128,0.434365
