word,1,2,3,4,5
Fourier,-1.98286,0.625269,-1.448251,-0.355454,1.153878
dériver,-1.363721,0.654914,-2.595353,-0.730915,0.512164
module,-1.777257,1.113559,-2.23931,0.504508,0.436655
maximal,-0.5495,0.943864,-2.819917,0.478448,-0.117114
paire,0.571075,0.922195,-2.836033,0.147848,-0.31395
uniforme,-1.141574,0.82704,-2.543679,0.490941,-0.101767
action,-0.733185,0.477298,-1.625221,-0.709796,0.769417
total,0.177683,0.529125,-2.627231,-0.544085,0.112533
polygone,0.417333,1.017724,-2.540725,0.547294,-0.676581
division,0.569138,0.99204,-1.722849,-0.363432,0.926155
signe,0.491695,0.575192,-2.595456,-0.294722,-0.227311
troisième,0.963482,1.127988,-2.063028,-0.73655,1.222047
composante,-0.64172,0.799134,-2.794707,0.066852,-0.215443
paradoxe,-0.627031,-0.202289,-1.191959,-1.530603,0.405409
égalité,-0.141016,0.645048,-2.905582,-0.550965,0.172726
critère,-0.448092,0.124655,-2.26157,-0.733588,-0.17364
orthogonal,-1.036816,1.26872,-2.683935,0.80357,-0.073592
moment,-0.428256,0.493783,-2.270348,-0.646924,0.256959
conséquence,-0.594354,-0.083698,-2.632256,-1.301775,0.110102
orienter,-0.85692,1.082978,-2.684634,0.292603,-0.153696
courbure,-1.429763,0.643645,-2.55462,0.228936,-0.302012
couple,0.718358,1.268161,-2.607949,0.233269,0.333573
relatif,-0.54463,0.599092,-2.365352,-0.664406,0.324798
morphisme,-2.011785,0.759886,-2.774134,0.815917,-0.538629
central,0.100941,0.64237,-1.408303,-1.094059,1.148773
observation,-0.10711,0.211777,-1.848511,-1.284721,0.567808
fixe,-0.297443,0.808511,-2.530919,-0.21494,0.031627
raisonnement,-1.233786,-0.458863,-1.976385,-1.765001,0.170269
cardinal,-0.535236,0.782614,-2.403286,0.626367,-0.366212
quadratique,-1.81508,0.745822,-2.62288,0.057141,0.162443
dual,-1.489118,0.905286,-2.543852,0.725533,-0.14708
multiple,-0.353753,0.960143,-2.191962,-0.099706,0.529279
dénombrable,-1.429151,0.795828,-2.930863,0.65252,-0.387552
cube,0.810237,1.226439,-2.004967,0.71567,-0.058247
récurrence,-0.655028,0.594622,-2.945824,-0.380031,0.044713
ordonner,-0.273813,0.777933,-2.626884,0.084232,-0.32376
maximum,-0.730107,0.695873,-2.286156,0.00205,0.13163
variation,-1.190978,0.372566,-1.992179,-0.77006,0.544945
pair,0.476743,1.373626,-2.46011,0.286922,0.78852
projection,-0.795806,0.884522,-1.778409,0.43833,-0.019747
ajouter,0.901076,0.75297,-2.690272,-0.7221,0.267966
Fermat,-0.437642,0.557318,-1.214512,-0.717672,1.318981
fonctionnel,-2.005211,0.411756,-1.901877,-1.109147,1.015919
intérieur,0.332052,0.912595,-2.521838,-0.13541,0.009943
milieu,1.056911,0.814043,-1.88733,-0.602207,0.640706
tendre,0.208161,0.56077,-3.047504,-0.114811,-0.534596
expérience,-0.178444,-0.25897,-1.796501,-1.947692,0.509451
voisinage,-0.786384,1.093508,-2.882485,0.626794,-0.299497
commutatif,-2.055882,1.115789,-2.231388,0.35892,0.750531
estimation,-1.478487,0.06761,-1.829657,-1.024503,0.435803
projectif,-2.245242,0.933492,-2.53724,0.633018,-0.027005
quotient,-0.869678,1.296336,-2.466272,0.399045,0.385649
Newton,-1.124333,0.265146,-0.862902,-0.937393,1.232796
dix,2.676012,1.235375,-1.881908,-0.480252,0.872967
localement,-2.295145,0.889257,-2.889892,0.926037,-0.516049
borne,-0.376302,0.565558,-2.543853,-0.337396,-0.133027
exact,-0.623113,0.936448,-2.088049,-0.213804,0.74681
six,1.58832,1.364082,-1.967152,-0.152,0.974045
impair,0.854557,1.388151,-3.143156,0.775022,-0.031127
équivalence,-1.261015,0.844531,-2.643514,0.214234,0.05143
Cauchy,-1.52687,0.253817,-1.626866,-0.524261,0.490597
échelle,-0.249607,0.32618,-2.062301,-0.656038,-0.090893
rectangle,1.380203,1.109589,-2.660007,0.428224,-0.592017
ordinal,-0.841654,0.494278,-2.135589,0.586792,-0.578376
échantillon,-0.077557,-0.184894,-2.537699,-1.174545,-0.730997
réciproque,-1.128757,0.595348,-2.892788,0.080101,-0.204084
minimum,0.038036,0.902207,-2.409013,0.235236,-0.086836
engendrer,-1.663117,1.247986,-2.500691,0.641695,0.147705
stable,-1.038736,0.638688,-2.308257,0.192535,-0.13802
algorithmique,-2.165632,-0.146356,-1.503528,-1.991279,1.177766
fibré,-2.457555,0.892134,-1.972809,0.885489,-0.011907
universel,-0.988018,0.139508,-1.664761,-1.109252,0.639422
union,-0.157927,0.837379,-1.168752,-0.791647,1.334056
diagramme,-0.74556,0.313587,-1.629677,-0.210801,-0.415434
événement,0.014747,0.081046,-2.274021,-1.09938,-0.022721
Turing,-1.375451,0.050543,-0.951845,-0.802995,1.001347
addition,-0.673955,0.756837,-2.400922,0.172115,0.059574
stratégie,0.410494,-0.176801,-2.13764,-1.345106,-0.384144
optimal,-1.397298,0.172094,-1.874624,-0.442732,0.147371
variance,-1.632356,-0.04231,-2.283363,-0.215284,-0.651953
permutation,0.064531,1.051691,-2.268488,0.443818,-0.022038
disque,0.215974,0.927604,-2.429137,0.460734,-0.609788
tenseur,-2.242148,0.293231,-1.946314,0.49122,-0.695944
hyperbolique,-1.870571,0.83859,-2.098436,0.423784,-0.033239
décomposition,-1.07402,0.719668,-2.131064,0.08344,0.190326
elliptique,-1.814008,0.618021,-1.718516,0.008596,0.454499
mesurer,0.008742,0.083098,-2.4655,-1.083704,-0.40074
rang,0.196706,1.131399,-2.348746,0.292545,0.325382
Leibniz,-0.38361,-0.048826,-0.503395,-1.28213,1.153871
boule,0.596001,0.876044,-2.226629,0.923306,-0.583775
branche,-0.440759,0.572175,-1.868935,-1.029989,0.859382
partition,-0.416005,1.132876,-2.329056,0.756279,-0.11547
fermé,-1.484156,1.382476,-3.137124,1.061697,-0.331233
invariant,-1.517573,0.864623,-1.753086,0.173327,0.449856
diviser,0.963614,0.953658,-2.351813,-0.227323,0.252796
diviseur,0.003653,1.325417,-2.561467,0.988929,-0.08955
Banach,-2.404993,0.413802,-1.165722,0.009877,0.748588
logarithme,-0.850478,0.720666,-1.971917,-0.029166,0.173462
cent,3.757365,1.418691,-1.48857,0.089297,0.655539
décimal,0.808101,0.792343,-2.008699,-0.023879,0.075689
espérance,-0.375793,0.126101,-2.257369,-0.923331,-0.175184
estimer,-0.146984,-0.139301,-2.157268,-1.148257,-0.118137
