word,1,2,3,4,5,6,7,8,9,10
Euler,0.125417,-1.029846,-0.028732,0.872239,-0.243345,-0.13199,-0.7223,1.808376,-0.810099,1.921867
topologique,0.989616,-0.472756,1.21972,0.397827,-1.584167,0.812258,-1.188793,1.401941,0.624294,2.070265
déduire,0.56383,0.061917,0.472985,-0.272427,-0.959612,1.757433,-1.036024,0.463813,-1.124716,1.04575
composer,0.694247,0.991414,0.380874,-0.028547,0.179886,0.778654,-0.205055,0.206044,-0.195873,-1.570672
deuxième,-0.631732,1.304965,-0.333145,-0.695357,0.977485,0.854196,-0.337219,-1.244829,-0.008436,-1.512203
rayon,1.475916,0.76672,-0.000728,-0.405376,0.292943,2.055421,-0.953503,1.677284,-0.306492,0.106182
caractéristique,2.065152,0.590848,0.857497,-0.3577,-0.011414,1.557301,-0.498172,0.705396,-0.031261,-1.001714
vide,0.303359,0.967688,0.041929,0.042842,-0.379775,2.209099,-0.55115,0.813691,-0.348709,-0.26896
affine,0.724783,-0.877317,0.574565,0.472659,-0.737643,0.184707,-0.183871,1.832885,-0.027888,1.607952
supposer,0.835022,0.107152,0.221982,-0.064244,-0.898007,1.730811,0.09331,-0.372074,-1.630263,0.020631
ouvert,0.441009,0.326809,0.568437,0.265466,-0.739671,0.923529,-0.78187,-0.082824,0.065375,-1.637315
partiel,0.400325,0.512927,-0.253867,-0.383449,0.164006,0.085184,-1.092178,-0.017742,-0.784072,-0.244864
approximation,1.099983,-0.136133,0.423124,0.129112,-0.804622,1.501314,-1.211615,1.121848,-0.797185,2.009674
convergence,1.367239,-0.957518,0.908642,0.257086,-0.111841,0.232349,-1.198736,-0.543269,0.392736,0.596743
chemin,-0.327552,0.114942,-0.118583,0.181181,0.07731,0.980666,-0.217002,0.402435,0.099771,-2.430782
rotation,1.249564,0.496395,-0.141091,-0.374207,0.086655,2.545915,-1.145607,0.80834,0.318175,0.864103
différence,1.423088,0.765866,1.069577,-0.144792,-0.192967,1.716903,-1.109491,-0.649503,-0.837542,0.091079
analytique,1.554943,-0.330334,1.28552,0.308813,-1.231231,-0.78571,-1.734781,0.595525,-1.734021,0.649888
formel,0.643819,-0.403291,1.232945,0.012734,-1.744518,0.843953,-1.154472,-1.064428,-1.054471,0.461808
intersection,-0.097872,-0.343605,0.166141,-0.214075,-0.298936,0.956326,-0.147786,1.432617,1.265485,-0.864729
pourcent,0.351457,-0.04047,-0.12677,-1.032456,1.975593,1.138921,-2.790485,-0.363936,-0.053387,-0.865531
caractère,1.370563,0.360035,1.704891,0.363815,-1.160261,1.461078,-0.544601,-0.758475,-1.152378,-0.187552
raison,0.849788,0.371983,-0.292497,-0.055012,-0.233064,1.830739,-0.687304,-1.345566,-1.308797,-0.784736
aire,0.76002,-0.881527,0.939589,0.306344,1.078841,0.334668,-0.41184,-0.044706,0.956164,-2.474648
section,0.288094,-0.051376,0.456602,-0.344814,0.172807,0.173075,-1.527564,-0.108381,0.405866,-1.824232
cycle,1.403589,0.589332,0.528353,-0.16913,-0.283785,0.440857,-1.051722,0.197469,-0.39352,-0.277572
source,0.592494,0.134388,0.608336,-0.816692,-0.065126,-0.329361,-0.330152,0.155569,-1.021902,-1.706138
discret,0.774887,0.612503,0.442097,1.153087,-0.967786,1.305702,-0.289701,-0.154645,-0.359298,0.241612
combinatoire,1.291848,-0.617108,1.128993,1.068819,-1.540856,0.003419,-0.923662,0.514236,0.508032,1.758199
dynamique,1.961438,0.12244,0.728746,0.537323,-0.804848,0.9048,-1.891607,-0.082037,-0.27485,-0.061849
inverse,0.78572,0.189311,0.220278,-0.139253,-0.240716,1.752779,-0.962031,-0.260091,-0.46465,0.375209
minimal,0.797116,-0.010591,0.542712,-0.672103,0.212791,1.813057,-2.172539,0.605366,0.028988,0.281598
extension,0.728829,0.119171,0.424886,-0.959532,-1.336749,1.003147,-1.004161,0.180307,0.577555,-1.027986
arc,-0.105253,0.874231,0.919444,0.068762,-0.237682,1.332747,0.315124,0.686002,0.513774,-1.665398
énoncé,0.454799,0.220013,1.589268,-0.126632,-1.72566,1.238121,-0.625571,-0.234057,-1.096421,1.805043
parallèle,0.774253,0.836902,0.545996,0.379964,-0.214874,0.995332,-0.695835,-0.353917,0.320027,-0.910538
négatif,1.430824,0.804759,0.32228,-0.185007,-0.235407,1.731546,-1.333611,-0.54854,-1.0682,0.954344
niveau,1.181547,0.414973,0.161464,-0.138924,0.104565,2.014081,-1.865469,-0.553451,0.48609,-1.41789
fraction,0.314567,-1.209665,0.456506,-0.034539,0.31371,1.343051,-1.058004,0.482626,-0.091179,0.425263
segment,0.696444,1.269607,0.261982,0.05487,0.010124,0.906802,0.004641,0.861543,1.236522,-0.013784
norme,0.814612,-0.03038,1.002237,-1.032861,-1.662946,0.959881,-2.428333,-0.665922,0.153361,-0.046949
local,0.860125,-0.398882,-0.060356,0.1295,-0.567932,0.815256,-1.129532,-1.066614,-0.403494,-2.264262
métrique,0.211468,-0.82541,1.346244,0.021118,-0.631636,1.042449,-1.204757,1.603049,0.105103,0.188085
symétrie,0.859828,-0.162609,1.312829,0.469626,-0.80255,1.616206,-1.050807,1.18984,-0.086193,1.044234
