word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
statistique,0.11014,1.110773,-0.11774,0.406209,-0.188153,1.824636,-1.484242,1.185477,-0.024308,-0.986015,-1.181286,-0.149685,-0.265744,-0.371019,-0.852129,-0.169115,0.065042,0.572762,-0.309948,0.431129,0.037487,-0.699499,0.01523,-2.047292,0.320201,-0.236421,0.312992,0.474607,-0.2557,-0.181601,1.239377,-0.80638,0.22645
sommet,0.413546,-0.502566,-1.04119,-0.136917,0.305545,0.065452,0.105027,0.371805,-0.388372,-0.455303,0.740273,-1.616658,-0.043604,0.823861,-0.241517,-0.657294,-0.553567,-0.226358,-0.716973,0.605698,0.01458,-0.216345,-2.146507,-1.291315,-0.258436,0.339084,0.030582,-0.062143,0.787128,-0.084009,-0.150131,0.287067,0.870507
logique,-0.091647,0.373652,1.233584,0.49299,-0.296481,0.290758,-0.69961,0.717979,1.042884,0.249857,-0.982666,0.282099,0.335968,0.81551,-0.174857,0.096894,1.381565,-0.502584,0.671234,-0.687913,-0.859261,-0.201047,-0.755353,-1.0179,-0.25208,-0.306715,-0.242997,1.225903,-1.060953,1.461464,0.287692,0.63072,1.315454
terme,0.101046,0.145859,0.175457,0.496451,0.07582,0.237502,-0.828015,0.221481,-0.422697,-0.147915,-0.004675,-0.46567,0.145445,0.95845,-0.629923,-0.441873,0.372114,-0.734521,0.244919,-0.254709,-0.561969,-0.396151,0.38839,-0.812909,0.314023,0.294764,-0.088126,1.30996,-0.213855,-0.028403,0.407856,0.394642,1.387136
trois,0.110177,-0.02853,0.38615,-0.170836,-0.119364,-0.04804,-0.210917,0.115352,-0.443066,-0.324608,0.057972,-1.360863,-0.290042,0.054774,-0.401502,-0.359362,0.024466,-0.621527,-0.745303,0.841448,-0.348221,-0.096783,-0.392433,-0.746041,0.692875,-0.004306,0.668409,0.451517,-0.00985,-1.166017,-0.59625,0.768741,0.559187
plan,0.090925,-0.016031,-0.518721,0.581913,-0.618004,-0.629861,0.22874,0.224342,-0.708739,-0.094946,0.407419,-0.451892,0.271733,-0.183361,-0.751152,-0.531993,0.665912,-0.26003,-0.698599,0.522869,-0.753141,0.219122,-1.047364,-1.230278,-0.425316,-0.145069,0.293861,0.825709,-0.481175,0.366858,-0.854907,0.875206,0.935211
formule,-0.340951,-0.592353,0.811697,-0.525792,0.82003,0.120965,-0.616636,1.58457,0.298257,-1.245014,-1.448825,-0.512315,-0.414598,0.712858,-0.551077,-0.550867,0.155966,-0.406834,-0.132382,-1.196821,-0.166351,-0.844466,-0.105976,-0.650553,0.587153,0.301629,0.804369,0.687804,-0.161532,0.074241,-0.019187,-0.074912,1.215308
droite,-0.287989,-0.925139,-0.358196,0.273836,-0.081915,0.17654,0.806633,1.149041,-0.341254,0.931034,0.354564,-0.836065,-0.044897,0.647832,0.018889,-0.654853,0.188078,-1.711395,-0.383687,0.637054,0.022784,0.667874,-1.820923,-0.973726,0.35798,1.191176,0.743925,0.214484,0.417612,0.409659,0.146916,1.092317,0.386806
$\mathbb{C}$,-0.515233,0.068117,0.269167,0.905443,0.549337,0.212857,0.112346,0.359484,-0.299523,-0.2701,-0.651975,-0.606313,-0.062859,0.490826,0.07308,-0.002676,0.1753,-0.757355,-0.137147,-0.079839,0.195641,-0.732284,0.062692,-0.398662,0.10688,0.111443,0.312842,0.765317,-0.775367,-0.631761,-0.489915,0.361702,0.329651
solution,-0.457389,0.060178,-0.116116,0.787099,0.326279,-0.024995,-0.337391,0.68213,0.013093,0.141892,-0.484465,-0.419688,-0.179293,0.473348,-0.434836,-0.842226,0.381375,0.659066,0.674293,-1.381192,-0.473024,-0.304745,0.126203,-0.296091,-0.449459,0.787324,0.886289,1.393141,-0.85963,0.897192,-0.916592,0.531517,1.376788
modèle,-0.744229,0.149202,0.577492,0.504007,0.255731,-0.261552,0.226967,-0.10451,-0.188727,-0.300526,-1.370206,-0.545485,-0.444234,0.270079,-0.724098,-0.849409,0.722886,-0.244089,-0.739903,-0.795997,-0.920682,-1.478588,-0.227557,0.134377,0.351277,-0.286565,0.299479,0.822502,-0.68481,0.823525,-0.515069,0.910067,0.927443
linéaire,-0.201295,-0.344303,0.134993,1.118552,1.163464,-0.321538,0.46567,-0.109543,0.941374,-0.542992,-1.0324,0.020917,-0.258542,1.010135,-0.47943,-0.683181,-0.091865,0.296715,0.531463,-0.590074,-0.773342,-0.140486,-1.770726,-1.038096,0.332674,-0.254148,0.807081,1.33809,-0.382443,1.180148,0.266956,0.426362,1.913501
probabilité,-0.415614,0.449193,0.144685,0.495314,0.440247,0.71981,-0.211282,0.628149,0.982019,-0.998527,-0.981519,0.800698,0.929993,1.011881,0.210682,-0.639701,0.081711,0.948432,1.048734,-0.842848,-0.771183,-0.317791,-1.304375,-0.829657,1.058091,0.269786,0.235051,0.882646,-0.705212,0.058304,0.455427,0.141473,1.386249
série,-0.508957,-0.258156,0.608312,0.030723,0.175443,-0.16047,-0.130795,-0.651454,0.443041,-0.698149,-0.230711,-0.154357,0.284372,-1.60437,-0.012148,0.570382,-0.27251,-0.603676,-1.362451,0.392354,0.174728,-1.084532,0.672626,-0.733945,0.906194,0.086566,0.452818,-0.847648,-0.613786,-0.385521,-0.761285,0.653338,1.661524
somme,-0.84131,0.349294,-0.334323,-0.84367,0.154874,0.368365,0.454682,1.003784,-0.120986,-1.019331,-0.872201,-0.499808,0.509447,0.417543,-0.550536,-0.77295,-0.345174,-0.220766,0.74356,-0.334725,-0.803343,0.595512,-0.729226,-1.353172,0.412475,0.777857,-0.362306,1.148392,-1.166775,-0.63067,-0.195854,0.895312,-0.417103
mesure,0.051094,0.259714,-0.829165,1.301267,-0.509724,0.479042,0.002566,0.712336,-0.470637,-0.720201,-0.164676,-0.653432,0.280442,1.222123,-0.181778,-0.676859,-0.042222,0.635108,-0.480742,-0.338691,-0.332043,0.158572,-0.618501,-0.390131,0.454384,-0.272539,0.558713,0.863261,-0.297912,-0.019052,-0.434297,0.754395,1.147243
carré,-0.31669,-0.824066,-0.144684,-0.350082,0.46857,-0.140258,0.766066,0.028824,0.142793,0.245952,-0.371471,-0.903385,-0.414528,0.423935,-0.661832,-0.604956,-0.649933,-0.554431,-0.849681,0.608872,-0.559105,0.115581,-2.219532,-0.959423,0.763763,-0.196048,0.334664,0.793753,-0.976454,0.150777,-0.086583,1.135296,0.056778
vecteur,-0.186863,-1.224813,-0.175127,1.41738,0.834081,0.043039,0.150091,-0.254435,0.604333,-0.769648,-0.726836,0.954608,-0.738348,1.29738,0.774678,-0.528378,0.102342,0.539721,1.305556,0.046852,-0.586808,-0.847922,-1.302954,-0.676052,0.674662,0.557147,0.716832,1.385259,-0.763213,0.826456,0.031502,-0.202129,1.99881
connexe,-1.285165,-0.483307,-0.304282,0.832116,-0.44047,1.154908,0.268737,-0.008076,-1.072625,-0.584123,0.179536,-0.14126,-0.769786,-0.968392,-0.35639,0.135551,0.087072,-0.189267,-0.558245,0.551055,-0.015909,-0.847116,-0.115284,-1.082666,0.019097,-0.956769,-0.887674,1.115616,-0.115559,0.657819,0.685073,-0.464029,0.019017
classe,-0.1129,0.841322,-0.045699,0.191081,-0.076636,0.350537,0.306542,0.269454,-0.401728,-1.246345,-1.11504,-0.726703,-0.773619,0.457998,0.079846,-0.058604,0.919981,-0.480773,0.152377,0.391087,-0.006587,-0.98976,-0.062896,0.280265,0.183136,0.064602,0.091645,0.530096,-0.354341,-0.165169,-0.339515,0.683785,0.710307
produit,-0.489596,-0.220483,-0.746437,0.492227,0.787623,-0.008773,-0.643849,-0.174954,-0.405847,-0.36905,-0.22482,-0.711251,-0.870545,-0.281068,-1.140131,-0.509782,-0.408334,0.312493,-0.172701,-1.499599,-0.938316,-0.85162,1.075315,0.174899,0.577607,0.687056,0.758691,1.63747,-1.115991,0.201314,-0.658076,0.342995,0.87183
