word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
loi,0.490035,0.579688,0.146563,-0.236093,-0.467647,1.05133,-0.136686,0.713464,-0.212638,-0.430209,-1.057381,0.47855,-1.420388,0.616504,0.764474,0.613438,-0.496419,0.365827,1.016066,-0.839218,-0.327415,-0.411288,-0.231247,0.005293,1.208887,-0.720015,0.209621,-0.443816,0.034053,-0.823992,-0.135695,-0.614193,-1.044223,0.873036,-0.070791,0.653434,0.63922,-1.334494,0.509438,0.29411,0.653686,0.340216,-0.89154,0.294764,1.340176,0.548644
définition,0.374135,0.237593,0.547594,0.286573,0.248976,-0.190391,0.021991,0.650936,-0.448595,-0.036346,-0.040361,0.375968,-0.615776,-0.502344,1.148732,0.269144,0.167825,-0.252189,-0.603756,-0.792489,0.311212,0.093643,-0.101839,0.04298,0.995427,-1.115557,0.668764,0.728878,-0.911358,-0.661442,0.935187,-0.224698,-0.208151,0.683851,0.310598,0.1367,0.660849,0.221494,0.477807,-0.144029,0.613512,-0.120672,0.043907,0.778015,1.742924,-0.113591
réel,-0.077866,-0.28988,0.602224,0.196276,-0.035086,-0.659727,-0.098444,0.277839,-0.252644,0.091933,0.090554,0.489023,-0.013783,0.297936,0.159285,0.18962,0.315571,-0.60787,-0.60997,-0.0306,0.46589,0.18967,0.055326,-0.108989,1.207216,-0.863399,0.759392,0.075502,-0.448561,-0.642854,0.244084,0.358883,-0.940728,0.390365,0.455909,-0.994231,0.993422,-0.348284,-0.032609,-0.17982,0.70283,-0.280235,-0.419625,1.347669,1.404005,-0.199554
dimension,0.29794,-0.081134,0.499708,-0.243331,0.44235,-0.480523,0.046013,0.514195,-0.719437,-0.559539,0.383019,0.733559,-0.170128,0.014991,0.17931,-0.56341,0.568952,0.183918,-1.260467,0.22498,0.348969,-0.274908,-0.308986,0.051253,0.3766,-0.863336,1.001656,0.600263,-0.391687,-0.247384,0.473169,-0.135779,-1.097804,0.67777,-0.458365,-0.87971,0.527398,0.121848,0.331729,-0.897759,0.763557,-0.195327,-0.491182,1.508966,0.326456,-0.092269
statistique,0.221352,0.624175,0.241633,0.993711,-0.169926,-0.239262,-0.730866,0.573557,0.65675,0.295014,-0.174058,1.009364,-0.093856,-0.550231,0.499008,-0.593793,-0.336966,-1.00725,0.708216,-0.313332,-0.336006,1.031773,0.1513,-0.288658,0.099957,-1.31221,1.416613,-0.263784,-1.125152,0.622166,0.244371,0.362473,-1.399573,-0.245427,-0.317045,0.536573,-0.137587,-1.5354,0.216341,-0.609347,-0.92924,-0.877806,1.483823,0.125776,0.25721,-0.85308
sommet,0.339844,0.060396,0.737711,0.405953,-0.03308,0.682291,0.416705,0.643629,0.900597,-0.400365,0.159388,0.116755,0.848991,-0.882924,0.397019,-0.515651,-0.286942,0.779556,0.012887,0.502303,0.347969,-0.646055,-0.29701,-0.020662,-0.96372,-0.872784,-0.969852,0.669745,0.175622,1.57897,0.283572,-0.113693,-1.047055,0.001316,0.257997,-0.497012,-0.427029,0.107438,-0.506641,-0.256729,0.838939,0.367462,-0.377245,1.731971,-0.052047,0.0219
logique,-0.248305,0.554299,0.946817,0.70126,-0.034078,-0.439904,-0.500882,0.54895,-0.898062,-0.273351,-0.599496,0.396912,-0.005854,-0.293964,0.5068,-0.080782,-0.107035,-0.58312,-0.494804,-0.431851,0.340787,-0.022445,-0.11988,0.591093,1.124332,-1.063226,1.056909,0.613278,-0.372614,-0.403872,0.025409,-0.511254,0.161668,0.862774,-0.941801,0.069935,1.172592,0.248032,-0.089681,0.094413,0.33432,-0.511722,-0.831429,0.765171,1.460966,-0.64808
terme,-0.011204,-0.062284,0.738719,0.634092,-0.296225,-0.275707,0.225313,0.308951,0.018105,0.228772,-0.351053,0.098792,-0.319327,0.147156,1.059511,-0.026216,-0.858197,-0.119629,-0.040469,-0.626713,0.42147,0.034842,0.510761,0.255171,0.992419,-0.768691,0.730169,0.624167,-0.152484,0.257849,-0.152306,0.337323,-0.391937,-0.060672,0.660552,0.424665,0.514559,-0.049911,0.043245,-0.44686,0.690765,-0.005677,-0.000199,0.972877,0.818335,-0.290387
trois,-0.133635,-0.760098,0.454983,0.408799,0.472497,0.510733,0.553731,0.405158,-0.380365,-0.17809,-0.31011,-0.415372,-0.099659,-0.360686,0.329093,-0.377844,-0.479956,0.492923,0.450582,-0.196163,0.099319,-0.3177,0.071295,-0.135023,-0.56284,-0.583959,0.370548,-0.14711,0.007807,0.399507,-0.835641,-0.384569,-1.584802,-0.320534,0.51816,-0.491406,0.07906,-0.097273,0.053128,0.125048,0.671824,-0.43957,-0.015834,0.999728,-0.345368,0.113466
plan,-0.260546,0.838039,0.44233,0.202796,0.908801,0.279694,0.06027,0.256621,-0.406097,-0.754258,-0.217067,0.547341,0.013713,0.36944,-0.09003,-0.044038,-0.508155,0.528826,-0.405165,0.432523,0.485875,-0.768215,-0.354038,-0.133065,0.514436,-1.346439,0.163246,0.013144,-0.570931,0.425575,-0.03433,0.055895,-0.677599,0.183043,0.337305,-0.324743,0.119637,-0.684507,-0.029979,-0.274888,0.577977,-0.343751,-0.936134,0.867944,0.408472,0.068725
formule,-0.203843,-0.498012,0.265261,0.184085,-0.572631,0.255692,0.895038,0.143219,-0.577614,0.957514,-0.098995,-0.234183,-0.39439,-0.941633,0.918401,-0.7,-0.553855,-0.456281,-0.311829,-0.603392,0.098059,0.797734,0.260735,0.495459,-0.352987,-0.850181,0.685494,1.459215,-0.781115,-0.025032,-0.556574,-0.072887,-0.932517,-0.216192,-0.706337,0.069755,0.127972,-0.375283,-0.04009,0.335384,0.588699,0.47746,-0.203383,-0.214082,1.470506,-0.693044
droite,-0.426592,0.324747,1.295569,0.504393,0.15641,0.23203,-0.354001,1.006157,0.115196,-0.218489,-0.296394,-0.013682,0.069984,0.153953,-0.263759,-0.812904,-0.406453,0.884241,-1.626527,0.413247,0.062341,-0.328525,-1.04979,0.647485,-0.840357,-1.165824,-0.528307,-0.482197,0.600767,0.933059,-0.983954,-0.676191,-0.41904,0.333006,0.940082,0.631663,-0.438329,-0.141215,-0.025225,0.169011,1.532622,0.575077,-0.002508,1.404341,0.514406,0.376942
$\mathbb{C}$,-0.696431,-0.325306,-0.179248,0.108072,0.165962,-0.477915,0.494939,0.528274,-0.153085,0.103554,0.537684,0.034943,-0.393795,0.468759,0.259008,-0.391389,-0.416554,-0.094,-0.052998,-0.831174,0.555142,-0.03615,-0.098794,0.943083,0.008874,-0.589342,0.475217,0.269418,-0.63885,-0.293506,-0.223989,-0.220612,-0.807139,-0.303699,0.289113,0.272967,0.299719,-0.005084,0.557655,-0.016991,-0.173642,0.168892,-0.081445,0.566641,0.100513,-0.076109
solution,0.001139,0.354838,0.021764,0.336416,0.191999,-0.195916,-0.030857,-0.45869,-0.765817,-0.240433,0.732247,-0.429517,-0.287445,-0.153427,0.674813,-0.51748,-0.130134,-0.270333,-0.427506,0.002776,0.369639,0.429802,-0.39039,0.612343,1.357357,-1.556399,0.456367,0.424672,-0.745128,-0.927355,0.243985,-0.013889,-0.220171,-0.651712,0.456773,0.422466,0.600889,0.062779,-0.626449,-0.340776,0.930897,0.33716,-1.440467,-0.04679,1.280635,-0.298841
modèle,0.106362,-0.30366,-0.467514,-0.266348,0.508958,-0.195812,0.242223,0.051706,-0.425597,0.418206,0.180333,0.436496,-0.727255,0.653495,-0.064324,-0.23819,0.173051,0.476938,-0.83231,-0.769485,0.154393,-0.163967,-0.569978,0.649848,0.29365,-0.990368,1.866388,1.436678,-1.081442,-0.516714,0.001136,-0.389238,-0.857113,0.156724,0.010929,-0.497512,0.645429,0.458556,-0.423262,-0.09736,0.974545,0.206303,-0.285639,0.157444,0.944389,-0.494779
linéaire,0.098167,-0.503301,-0.133178,0.130878,0.174057,-0.407771,-0.090691,0.445416,-0.852388,-0.831735,0.64976,-0.169606,0.721439,-0.627362,0.822978,-0.498579,0.809507,-0.313214,-0.741484,-0.135184,-0.79948,-0.749027,-0.274902,0.285135,-0.10381,-1.509297,0.740521,0.033975,-0.642525,-0.174613,0.993519,-0.210765,0.508228,0.325601,-0.133843,0.232427,0.147083,0.650142,0.54087,-0.313344,1.036597,-0.736647,-0.540196,1.41205,1.368368,-0.964836
probabilité,0.416655,-0.571874,0.386902,0.26452,-0.358731,-0.736353,-0.178761,0.398874,-0.63287,0.602097,0.897366,0.82836,0.489291,-0.224846,0.074418,0.188728,0.918946,-1.256045,0.371973,-0.771608,-0.043028,0.652566,0.605753,-0.531797,0.001484,-2.037893,0.639926,-0.32166,0.135342,-0.67428,1.090753,0.497028,0.235101,-0.172844,-0.121423,0.407575,0.395243,-0.398062,0.360147,-0.135371,0.481058,0.03348,-0.513193,1.191926,1.362196,-0.200009
série,-0.004763,-0.481379,-0.499265,0.336693,0.019575,-0.461601,0.427257,-0.26445,-1.488203,-0.342647,0.121646,0.284616,-0.565796,0.321954,0.144501,-0.559762,-0.354683,-0.413707,-0.169998,0.281904,-0.096967,-0.060653,0.0119,-0.24895,0.331511,0.8608,-0.270646,-0.187907,-0.483745,-0.135798,-0.280279,0.062628,-2.188446,0.445217,0.175813,-2.121954,0.153276,-0.41942,-0.216092,0.350718,0.207495,-0.259988,1.016458,0.474312,0.440274,-0.18177
somme,-0.586659,-0.46957,1.028595,0.382559,0.382255,0.145897,0.049765,0.161452,0.120453,0.565087,-1.182955,-0.032917,-0.355866,0.398941,-0.253188,-0.495309,0.524676,-0.418616,0.426374,0.098878,0.048125,0.25325,0.198504,-0.144569,-0.438742,-1.232727,0.109112,-0.609956,-0.244447,-0.637621,0.157623,-0.912739,-0.177252,-0.31341,0.633829,0.473436,0.420445,-1.397855,-0.067957,-1.309508,0.526803,-0.183863,-0.154789,0.856399,0.225897,0.59679
mesure,0.026251,0.422003,-0.286977,-0.019333,0.020369,0.859804,0.000733,1.131853,0.43713,-0.174218,0.626929,0.545837,0.063784,-0.319409,0.026415,0.340295,-0.135796,0.043141,0.342675,-0.827682,0.397284,0.017361,0.010935,0.021433,0.155802,-1.590242,0.489463,0.449514,-0.390447,-0.152258,0.251131,-0.280786,-0.797306,-0.102069,0.56593,-0.235126,-0.073826,-0.2442,0.654427,-0.586189,0.803441,-0.352565,-0.90497,1.03266,0.710217,0.126077
carré,-0.3374,-0.247586,0.64928,-0.288444,0.605918,0.229244,-0.100856,1.06876,-0.64717,-0.374604,-0.070932,-0.393479,0.320941,-0.146364,0.450196,-1.078126,0.761876,0.800096,-0.587092,0.795454,0.218463,-0.757313,0.099573,0.060548,-1.311765,-0.609222,0.835248,-0.2097,-0.739294,0.04996,-0.09413,-0.632282,-0.288638,0.468554,0.653516,-0.135345,-0.54388,0.023311,0.147741,-0.387078,0.886522,-0.45561,-2.3e-05,1.225798,-0.368883,0.094239
