word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
un,-0.157408,-0.214436,0.119284,-0.355872,0.220334,0.053297,-1.399493,0.598175,-0.369727,-0.591572,-0.234854,-0.657115,-0.147856,-0.156712,0.221965,0.275505,-0.613879,0.090778,-0.38823,-0.193451,-0.173967,0.594296,-0.731148,-0.061573,0.383988,-0.330357,0.495522,0.565452,-0.700023,-0.191612,0.294832,0.076729,-0.451819,-1.094446,0.812625,-0.093887,-0.057384,-0.129554,-0.13933,0.095098,-0.262812,0.056465,-0.165223,0.028372,1.195084,-0.288464
nombre,0.017087,-0.213892,-0.211906,-1.174883,0.518975,0.870201,-1.982453,-0.274915,0.331902,-0.617382,-0.117103,-0.130802,0.19326,-0.675788,0.245502,0.186659,-0.41472,-0.404984,-0.45306,-0.410119,-0.410864,0.416233,-0.851921,-0.241683,-0.563308,0.870443,0.883489,0.032881,-0.508524,-0.416881,1.311218,0.089085,0.29109,-0.981691,0.602104,-0.683037,0.61122,0.094108,-0.138454,-0.683974,-0.057351,-0.179056,-0.559683,-0.032969,0.743952,0.453411
$\mathbb{N}$,-0.178262,-0.10543,0.070519,-1.06019,0.285073,-0.019764,-1.418165,0.040332,-0.02052,-0.151799,0.014503,-0.071048,-0.106867,-0.273944,-0.028883,0.128667,-0.757292,-0.065086,0.049,-0.023662,-0.468878,0.734287,-0.482683,-0.401332,-0.420964,-0.858774,-0.103105,0.163787,-0.289265,-0.488192,0.597872,0.104341,-0.27799,-1.068622,0.282064,-0.567179,0.174637,-0.029874,-0.621521,-0.130215,0.446582,-0.359906,-0.552704,0.188824,0.757811,-0.375186
deux,-0.238619,-0.325481,0.41355,-0.051881,0.44565,-0.10699,-1.445129,0.496704,0.164543,-0.261762,-0.469297,-0.434676,-0.279975,0.160631,-0.040525,0.473873,-0.424565,-0.23899,-0.31159,0.096003,-0.289992,0.024312,-0.621829,0.131235,-0.311,-0.484544,0.352217,0.449318,-0.351343,-0.16773,0.017918,0.139825,-0.363402,-1.785316,0.493675,-0.455171,0.481202,-0.493336,-0.277371,0.413256,-0.471043,0.489035,-0.235188,-0.201452,1.104377,0.155655
fonction,1.26451,-0.191354,0.567536,-1.012259,-0.271471,0.339928,-1.059143,0.942702,0.161101,-0.969143,-0.628128,-0.319506,0.33618,-0.647299,0.297339,-0.07574,-1.028144,-0.424415,-0.335635,-0.340114,0.063575,0.359415,-0.342502,-0.357901,-0.60859,-1.19149,0.44684,-0.557755,-0.64435,0.368548,0.967102,-0.745742,0.077742,-1.095184,0.368318,0.016882,0.284705,0.606197,-0.414612,-1.219405,-0.423449,-0.083469,-0.574123,-0.513352,0.686093,0.305333
premier,-0.034112,0.238647,-0.039346,0.139264,0.272963,0.038397,-1.213153,0.119761,0.185595,-0.195512,-0.683432,0.062017,0.394778,0.319511,0.030153,0.667543,-0.223545,-0.106976,-0.607328,-0.040718,-0.575022,-0.270565,-0.650073,-0.293728,-0.328023,-0.283835,-0.359084,0.400064,-0.248526,-0.271224,0.124156,-0.160112,-0.348778,-1.925911,0.096057,-0.465453,0.073615,0.000482,-0.004391,0.281659,-0.454877,0.486633,-0.192701,0.118589,0.557076,-0.657679
ensemble,0.332679,-0.315776,0.027498,-0.754887,0.089641,-0.294772,-1.279611,0.818077,-0.043175,-0.090611,0.0522,-0.274415,0.039402,0.078316,-0.259002,0.557122,-1.072605,-0.352064,0.216076,0.11051,0.276918,0.235463,-0.684374,-0.36316,-0.160596,-0.274059,0.749867,0.23636,0.001043,0.530185,0.614063,0.884803,0.108347,-0.776464,0.690458,-0.555561,0.436316,0.032159,-0.231527,-0.246459,-0.80266,0.329068,-0.151017,0.158934,0.671748,0.184656
point,-0.718786,-0.091061,0.479272,-0.341073,1.322936,0.869414,-1.31701,-0.311695,0.673704,-0.016,-0.498756,0.028094,-0.561996,0.011013,-0.247898,-0.101572,0.250905,-0.249509,-0.353287,0.170489,0.608379,0.628457,-0.961359,-0.311145,0.130975,0.030225,0.450649,0.105616,0.545356,-0.410295,0.912885,-0.118333,0.051381,-0.725118,0.056656,-1.001448,0.590277,-0.242247,-0.821446,-0.411803,-0.393969,-0.325223,-0.985864,-0.282455,0.6994,-0.213478
théorie,0.632653,0.528177,-0.332706,-0.869937,0.102966,0.317245,0.092654,0.518605,0.124432,-0.097502,-0.468423,0.429591,0.405012,-0.672938,0.418571,-1.494079,-0.686338,0.300938,0.40415,-0.239621,0.125248,-0.057521,-0.794551,-0.923873,1.607358,-0.474757,-0.127696,-0.138713,-0.663942,-0.444627,1.825072,0.356796,-0.313563,-0.900326,0.795734,-0.426819,0.517467,0.610023,-1.02535,-0.909453,-1.062885,-1.628963,0.228351,0.440249,0.471494,-0.282124
exemple,-0.070636,-0.196401,-0.228942,-0.959212,0.186363,0.512701,-1.275194,0.241526,-0.21625,-0.287364,0.210176,-0.023762,0.051758,-0.871701,-0.123046,-0.032027,-0.992987,-0.026306,-0.162988,0.064379,0.040838,0.901502,-0.471062,-0.231154,0.142128,-0.763892,0.34946,0.155238,-0.393442,0.213674,0.388139,-0.036865,-0.156937,-0.418131,0.698667,0.027179,-0.199676,0.189874,-0.271411,-0.318065,-0.520446,-0.925187,-0.514308,0.572902,1.285753,-0.112808
espace,0.733988,0.075862,0.258597,-0.895075,0.165685,-0.714379,-1.270444,1.060964,0.515852,-0.911392,1.029504,-0.19057,-0.228675,-0.036791,0.579313,-0.051081,-1.231297,0.18469,-0.510538,0.153227,1.525644,0.300508,-0.270269,-0.788731,0.577976,-0.266939,0.993831,0.844191,0.094594,0.66522,0.791696,0.72839,0.517609,-0.182689,0.594273,-0.812845,0.320571,-0.243291,-0.606649,-0.591199,-0.754471,-0.255946,-0.242623,0.423214,0.406139,0.249223
