word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
un,0.170424,-0.381315,0.209774,0.003395,0.115492,0.132926,-0.109237,-0.128296,0.452286,-0.129387,-0.037501,-0.338133,0.36283,0.538413,0.04612,0.29691,0.029926,-0.152759,0.22626,-0.429244,0.270373,0.38118,-0.147931,-0.003062,0.29026,-0.472975,-0.314968,0.092656,0.085126,0.801573,-0.133448,-0.106323,-0.051445,-0.272279,0.65743,0.357491,-0.039895,0.098834,0.131777,-0.654061,0.68159,0.790779,0.487112,-0.165508,0.05637,-0.399731,0.278294,-0.505152,-0.2771,-0.127948,0.13189,-0.213185,-1.094182,-0.282529,-0.359467,0.385283,0.021775,-0.222072,-0.362568,-0.272618,-0.114553,0.272524,0.25121,0.324042,0.146254,0.305519,-0.089987,-0.136323,0.365608,0.262647,-0.433103,-0.166426,0.6665,-0.341812,-0.272415,0.177699,-0.24392,-0.333451,0.362788,0.045598,-0.264393,0.120732,-0.126568,0.268299,-0.01213,-0.229248,-0.31494,-0.01125,-0.343672,0.443319,-0.078524,0.260799,0.464088,-0.051914,-0.114147,0.082713,0.606004,0.201715,-0.368565,-0.431457
nombre,0.183178,0.363472,0.14438,-0.300787,0.077421,0.778548,0.013563,-0.458387,0.491087,0.270382,0.174964,0.30256,0.540944,0.166306,-0.39817,0.528639,-0.234159,0.24145,0.131957,-0.256134,-0.335235,1.070512,-0.154819,-0.014716,0.049836,0.407445,-0.263785,0.382897,0.4173,0.696252,0.302315,0.394374,0.592322,-0.86309,0.770983,-0.677807,0.456765,0.498701,-0.542868,-0.594707,-0.017668,0.846356,0.547429,0.635614,-0.375776,-0.387618,0.731221,-0.827363,-0.079789,0.389216,-0.312132,-0.476664,-0.420769,-0.880628,-0.778058,0.206,0.131851,-0.82424,-0.122402,0.531805,0.357601,-0.090146,0.261964,0.76763,-0.047815,-0.075934,0.048842,0.080483,0.211577,0.008155,-0.407936,-0.306376,0.806022,-0.22051,-0.836194,-0.531571,0.483195,-0.237181,-0.013494,0.395716,0.102382,0.476382,0.038438,-0.600107,0.307957,-0.71382,-0.111136,-0.075132,-0.731397,-0.11889,0.028745,0.785792,0.472979,-0.438781,-0.718922,0.838534,0.457461,-0.058327,-0.811226,0.23511
$\mathbb{N}$,-0.027527,-0.002039,0.145784,-0.024556,-0.046304,0.03859,-0.035208,-0.026744,0.321769,-0.123447,-0.23563,0.16741,-0.024435,0.336529,-0.154323,0.33891,0.268947,-0.036844,0.212241,0.22404,0.167067,0.713971,-0.114722,-0.037106,-0.135524,0.49783,-0.691702,0.164889,-0.039762,1.28469,0.168881,0.070908,0.659306,0.119334,0.278891,-0.189787,0.182041,0.244973,-0.136107,-0.29345,0.493994,0.560128,0.525521,0.03378,0.0955,-0.676146,0.618754,-0.155517,0.007941,0.098556,-0.028217,-0.101296,-0.090044,-0.381429,-0.370637,-0.106834,-0.405127,-0.458972,-0.444496,-0.503782,0.040551,-0.074575,0.411592,0.562235,-0.0827,0.482844,-0.018744,-0.372913,0.209255,0.04306,-0.142376,-0.353925,0.349616,-0.590522,-0.515783,-0.191007,-0.160038,0.185229,0.336991,0.278322,0.152908,0.122446,-0.004329,0.210784,-0.07389,0.058974,0.105337,-0.171028,-0.103079,0.789665,0.086133,0.063796,0.272178,-0.578325,-0.004877,0.341002,0.20139,0.252901,-0.298959,0.281829
deux,0.080624,-0.065847,-0.019322,0.089865,0.006013,0.107842,-0.089478,-0.331289,0.123829,0.145817,-0.093479,-0.379291,0.393872,0.152258,-0.581877,0.643763,-0.174646,-0.322652,0.160815,-0.266143,0.061555,0.198377,-0.24807,-0.275887,0.142966,-0.06758,-0.634191,-0.046274,-0.027713,0.952012,0.409133,-0.417185,-0.049853,-0.608968,0.853753,0.069967,0.235801,0.076639,0.19757,-0.447562,-0.138914,0.727043,0.402725,0.238359,-0.025182,-0.24246,0.328985,-0.252731,-0.532351,0.050224,0.473423,-0.210856,-0.798496,-0.162075,-0.765382,0.085653,-0.047274,-0.272094,-0.346332,-0.631411,-0.03236,0.267224,0.199942,0.292897,-0.242269,-0.178877,-0.033323,0.196486,0.611553,0.310928,-0.765335,-0.251976,0.429757,-0.386525,-0.188803,0.199397,-0.366588,-0.57677,0.45335,0.539756,-0.216654,0.375091,0.426793,0.399251,0.193395,-0.007176,-0.211978,-0.421019,-0.266287,0.178331,-0.299534,0.195375,0.773888,0.150921,-0.033885,0.212702,0.517485,0.017362,0.201565,-0.419487
fonction,-0.430254,-0.236955,-0.611138,-0.610719,0.397512,0.918656,-0.619568,-0.361811,-0.317088,-0.206491,-0.911471,-0.197091,0.800752,-0.028901,0.607915,0.345602,-0.000532,0.098212,0.445533,0.695476,-0.545733,0.587314,0.492281,-0.519768,0.501344,-0.289633,-0.33034,-0.370559,-0.118856,0.791672,-0.54908,0.262339,0.825334,-0.35753,0.590567,-0.753609,-0.420307,-0.00623,-1.539292,-0.424776,0.598721,1.18525,0.519497,0.143436,-0.26235,-0.748069,0.310974,-0.22033,0.153433,-0.040081,0.437119,-0.626306,-0.534079,-0.652787,0.377375,0.511864,-0.615385,-0.206973,-0.328023,-0.040692,0.614859,0.771643,0.351343,0.806579,0.635416,-0.436704,0.367833,-0.647734,0.08821,0.063933,-0.529581,0.168368,0.443807,-0.260994,-0.334768,-0.598763,-0.487981,-0.523578,-0.554451,0.675222,0.253914,0.523809,-0.503254,0.585401,-0.021657,-0.710656,-0.364727,0.215295,0.123501,0.136883,0.080772,0.255273,0.563095,0.104529,0.122566,0.662856,0.793809,0.346055,-0.652816,0.50774
premier,-0.046321,0.311366,0.609928,0.227157,0.28564,0.257534,-0.095913,-0.574691,0.438772,0.155984,-0.066544,-0.296875,0.028792,-0.118956,-0.672717,0.610353,-0.343825,-0.406094,0.176123,-0.51166,0.398414,0.150673,-0.018073,-0.285005,0.53532,0.244727,-0.659671,-0.208432,-0.080999,0.595239,0.110325,0.074724,-0.167287,-0.257854,0.092122,0.310898,0.062923,0.371974,0.131145,-0.214138,0.249564,0.391744,0.257376,0.145436,-0.032604,-0.438707,0.12101,0.072639,-0.372751,0.068334,-0.017816,0.1518,-0.212618,-0.323541,0.12568,0.374932,-0.240256,-0.506966,-0.116378,-0.391611,0.208963,0.622064,-0.269297,0.507246,-0.267211,-0.090668,0.478789,-0.219232,0.158853,0.318929,-0.713757,-0.374637,0.446257,-0.673394,-0.177233,0.397115,-0.368738,-0.463669,0.205983,0.62082,-0.100174,0.343863,0.282473,0.417867,0.141135,-0.05502,-0.156741,-0.257952,-0.256766,0.12533,-0.326913,0.228778,0.137115,-0.051684,-0.438681,-0.126892,0.495289,-0.150975,-0.089331,-0.093972
ensemble,-0.317373,-0.445932,-0.615846,0.238795,0.412417,0.090714,-0.033794,-0.038105,-0.045485,0.423901,-0.338681,-0.387851,0.377496,0.145056,-0.321607,0.541204,0.135236,0.067368,0.145729,-0.249658,0.140784,0.467419,-0.046209,-0.013902,0.349187,-0.109988,-0.204074,-0.10566,0.083278,0.755924,0.185806,0.382556,0.238112,-0.152247,1.037551,-0.320034,0.193445,0.139598,-0.332044,-0.488078,-0.03891,0.28156,0.558287,-0.485754,-0.272746,-0.451667,0.523065,-0.064143,0.038843,0.092428,0.119046,0.27407,-0.779065,-0.28631,-0.475892,0.268721,0.223428,0.009253,-0.634281,0.633467,0.279573,-0.028558,0.094715,1.304187,0.437464,-0.173973,-0.621109,0.150591,0.34275,0.087908,-0.4139,-0.528453,0.237709,-0.291194,-0.47519,-0.368958,-0.069963,-0.506702,0.359262,0.401954,-0.188184,-0.513191,0.479918,-0.131062,0.24778,-0.348675,-0.278932,-0.422761,-0.004176,0.03474,-0.145051,-0.053099,0.163814,-0.050554,-0.411265,0.231772,-0.149525,0.164493,0.023282,0.171591
point,0.254455,0.209403,0.535178,-0.466893,0.357352,0.570452,-0.802072,0.071583,0.310927,0.685019,0.410979,0.2476,0.183911,-0.346974,-0.31181,0.504342,-0.067744,-0.28869,0.048295,0.088787,0.241543,0.445677,0.472401,0.278081,-0.153313,0.010898,-0.615427,0.041688,0.179532,1.028168,-0.467983,-0.490777,-0.130066,0.129824,1.026594,-0.20184,0.61534,-0.016044,-0.665201,-0.166663,-0.104711,0.088335,0.525435,0.871811,-0.645405,-0.380296,-0.11841,-0.929333,-0.205538,0.351542,0.068545,0.076177,-0.144812,-0.620464,-0.642056,-0.317713,-0.032426,-0.56383,-0.036702,-0.310745,-0.019785,-0.306828,0.861295,1.171643,-0.353963,-0.208761,-0.085049,0.435434,0.462809,0.214648,-0.591765,0.123922,-0.064863,-0.366905,-0.852089,0.335915,0.037368,0.154084,0.20466,-0.315426,0.339672,0.737804,0.12604,-0.114849,0.307692,0.534969,-0.298169,-0.169719,-0.286468,0.580826,0.076675,-0.462717,0.650616,0.036129,0.005538,-0.171126,0.802594,-0.095524,-0.132844,-0.277677
théorie,0.066536,-0.942217,-0.331069,-0.033388,1.010196,-0.25477,-0.02711,-0.58907,0.942087,0.530423,-0.590584,0.441642,-0.217361,-0.484085,-0.758229,-0.881282,0.100033,-0.05665,0.688503,0.955395,-0.53366,0.942148,0.480918,-0.466064,-0.536719,-0.805404,0.322935,-0.022256,-0.151248,0.524987,-0.689067,0.029137,0.735343,0.147434,0.193026,-0.282473,0.256239,0.652968,-0.637597,-0.67878,0.695887,0.198441,0.236086,0.456015,-0.484855,-0.186843,0.815351,-0.393139,0.468338,0.358052,0.382004,0.622296,-0.073127,-0.298626,-0.491738,0.425801,0.450009,-0.469842,-0.213545,-0.481078,0.079871,0.645664,0.138372,1.139829,0.131579,0.331574,0.000224,-0.784968,-0.077497,0.466854,0.096413,-0.295503,0.381404,0.91873,-1.279787,-0.781751,0.251652,-0.432742,-0.103094,-0.6529,-0.73962,0.068217,-0.912005,-0.442104,0.695021,-0.434728,0.170028,-0.305924,-0.130893,-0.066362,0.208965,0.024065,-0.570632,-0.177652,-1.183359,-0.850261,-0.504554,0.595993,-0.262405,-0.529504
exemple,0.05319,-0.360926,-0.227398,-0.069191,0.021276,0.0697,-0.431219,-0.088795,0.29626,-0.289903,-0.087542,0.245921,0.518263,0.166863,0.142018,-0.262388,0.280042,-0.179155,0.396848,0.087892,0.087819,0.975976,-0.166497,-0.228483,0.336694,0.083652,0.119018,-0.086376,-0.053068,0.641429,-0.258321,-0.046318,0.43109,-0.231373,0.796024,-0.14602,0.111889,0.283301,-0.432427,-0.673483,0.24797,0.723462,0.519173,-0.581708,0.023223,-0.846519,0.415964,-0.192304,0.177365,0.011194,-0.125367,-0.092728,-0.706465,-0.831739,-0.395549,0.121989,-0.16963,-0.280124,-0.071325,-0.095151,-0.265325,-0.254459,0.07756,0.682203,0.237017,0.315975,-0.229869,-0.380509,-0.197549,0.595784,0.094035,-0.302025,0.98573,-0.223324,-0.468527,-0.160008,-0.120386,0.100075,0.071177,-0.177737,-0.065743,-0.024174,-0.423105,-0.033096,0.178969,-0.075216,0.010167,-0.342867,-0.449494,0.292558,-0.305187,0.059094,0.011824,-0.117997,0.06561,0.370263,0.043376,0.495285,-0.5624,-0.106589
