word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
loi,-0.802293,0.790754,-0.542761,0.316445,-0.375031,-1.259924,-0.556891,0.767295,0.590732,1.267624,0.550853,1.426499,-0.800243,-0.361884,-0.168671,0.033769,-1.161734,0.01302,1.019837,-0.799838,0.524854,0.158006,0.241846,0.977753,0.523192,0.520713,-1.239882,-0.587127,-0.051993,-1.241505,-0.648511,-0.546508,0.287474,-0.507509,0.097095,1.20274,0.030298,0.068192,0.22932,0.292569,-0.466781,0.035902,0.295753
définition,0.37535,0.835716,-1.494504,-0.989752,-0.247578,-1.011474,-0.615943,0.284203,-0.388458,0.674411,0.217881,0.459373,-0.769502,-0.076645,0.432739,0.223667,0.083794,0.004721,0.317092,-0.11805,1.017776,0.068414,0.145168,0.890274,-0.594701,0.420982,-1.325942,-0.494587,0.278579,0.158767,-0.215137,-0.631848,0.247435,-1.110416,-0.728268,0.600464,0.111225,-0.050261,-0.665538,0.024743,0.360218,-0.188111,0.451883
réel,-0.064708,1.078931,-1.024843,-1.065914,-0.289061,0.017694,-0.26245,-0.236132,-1.226685,0.494809,0.634153,-0.177918,-0.943941,0.321771,0.301682,0.4134,-0.952795,-0.150657,-0.395535,-0.275592,0.381123,-0.597506,-0.007544,1.031553,-0.387005,0.170386,-0.806166,0.021841,0.177463,-0.163927,-0.580602,-0.43846,0.108768,-0.60024,-0.171998,0.675401,-0.283738,-0.543573,-0.550111,0.143279,0.44676,-0.065061,0.256095
dimension,-0.106201,1.02909,-1.528205,-0.871715,0.433875,0.066731,0.081287,0.600333,-0.61815,-0.217441,0.361628,-0.246905,-0.801861,-0.165026,0.408977,0.212661,-0.357228,0.221395,0.014837,0.673754,0.127096,-0.749521,-0.23448,0.863572,-0.669658,0.017056,-0.348242,-0.234115,-0.0977,0.431845,-1.156701,-0.464414,0.346869,-0.815887,0.066302,0.039916,-0.430193,-0.467033,-0.463175,0.586732,0.087105,-0.219015,1.187582
statistique,0.001809,1.248295,0.415351,0.601227,-1.04497,-0.586233,-0.993413,-0.668067,-0.508388,0.209256,-0.671609,-1.051038,0.341236,-0.642883,0.407039,0.665748,0.77934,0.156646,0.181865,0.009255,1.924968,0.063447,0.33361,0.750227,-0.151317,0.791298,-0.355128,-0.411616,-0.659044,0.86102,-0.013438,-1.92846,-0.129275,0.297708,-0.195317,0.969556,-0.90567,0.166801,0.105236,0.417272,-0.451341,0.803097,-0.113994
sommet,-0.045264,0.494861,-1.501296,-0.287698,-0.198985,0.148267,0.313568,1.615632,-0.212819,0.049391,-0.627704,0.700596,0.474321,0.574921,0.141262,-0.225076,0.08532,0.984725,0.700165,0.248299,-0.132067,-0.364013,-1.19037,0.516441,-0.841995,-0.928638,1.100732,0.880904,-0.684379,1.171499,-0.14349,-0.220757,-0.422428,0.440624,0.185234,-0.038255,-0.704755,0.897633,0.563534,-0.825059,0.255599,0.523406,0.322272
logique,0.459985,0.591041,-0.813636,-0.634789,0.003819,-0.447584,-0.379512,-0.141669,-0.563713,0.313914,0.927432,-0.407161,-1.048653,-0.048935,-0.163009,0.25161,-0.49092,-0.470303,0.62681,0.228647,1.285762,-0.024887,-0.020486,0.896324,-0.167692,0.81775,-1.258179,0.191417,0.83642,0.02923,0.147081,-0.312512,-0.563888,-1.483207,-0.403624,0.02502,0.125767,0.27116,-0.684943,0.283487,0.205846,-0.389232,1.54305
terme,0.452759,0.418501,-1.395511,-0.833499,-0.490299,-0.644679,-0.532159,0.115594,-0.307153,-0.038738,-0.289777,0.27118,-0.544144,0.495271,-0.136817,0.378547,-0.643676,-0.222189,0.291688,-0.664636,1.058901,0.496071,0.433792,0.973962,0.036809,-0.102997,-0.463184,0.341286,-0.535482,0.323378,0.379713,-0.459471,0.245703,-0.142436,-0.485476,0.430319,0.030963,-0.350726,-0.32326,-0.468409,0.295104,0.173061,0.44851
trois,-0.528168,0.614963,-1.314164,-0.065571,0.533261,0.345294,0.162798,0.835817,-0.728131,-0.41662,-1.095598,-0.082929,0.198863,0.111986,0.075441,-0.167818,-0.715093,-0.370804,0.428632,-0.151341,0.326995,-0.216947,0.23649,0.468243,0.502766,-0.182319,0.392831,0.171183,-0.973825,-0.074291,-0.307701,-0.270043,0.245741,0.005907,0.281814,0.567517,-0.296193,0.303812,0.640551,-0.187346,-0.234334,-0.020548,0.325124
plan,0.031103,0.814654,-1.099491,-0.282276,-0.420282,-0.361638,0.058841,1.139302,-0.112682,-0.018685,-0.283683,-0.246129,-0.308675,0.58628,0.453748,-0.151043,-0.735154,0.500574,0.40372,0.001462,0.219297,-0.552599,-0.903271,0.788749,0.114228,0.994793,0.247127,-0.335256,-0.251456,-0.169271,-0.618357,-0.029551,-0.508456,-0.400597,-0.106767,0.462086,-0.288026,-0.374517,0.703674,0.023304,0.362587,-0.108527,0.941587
formule,0.308076,0.959755,-1.548674,-0.307416,0.96754,0.169659,-1.110349,-0.655594,0.294812,-0.333527,0.150811,0.577277,-0.528934,0.300343,-0.905232,0.075966,0.203652,-1.000724,0.951609,-0.053976,1.116765,-0.15645,0.437532,0.226717,0.136232,0.34974,-0.321828,0.340706,-0.500552,0.624514,-0.381537,-0.722621,0.444212,0.885772,-0.873932,0.391569,-0.372199,0.75046,-0.89755,0.541059,-0.115168,-0.087678,0.185063
droite,0.436029,-0.07638,-1.345849,-0.41168,-0.385437,0.783674,0.21416,2.138002,-0.302327,-0.105614,0.470322,0.580903,-0.134029,-0.259201,-1.017065,0.506098,-0.832876,0.156421,1.031282,0.191098,-0.007052,-0.208266,-0.704354,0.83724,-0.178217,0.47027,0.916699,0.842431,-0.11378,0.917908,0.291804,0.287503,-0.128232,-0.602091,-0.588938,0.631615,-0.342003,0.909093,1.270009,-0.438674,-0.286584,0.10578,-0.032019
$\mathbb{C}$,0.292827,-0.152392,-1.100826,-0.372691,-0.022553,0.317,-0.179468,0.254257,-0.056843,-0.497865,0.080759,-0.242302,0.294845,-0.041452,0.088863,0.183312,-0.092305,-0.581402,-0.147599,-0.015916,0.690752,0.078386,0.583206,0.755757,0.666386,0.455448,-0.242006,-0.305288,0.118703,0.118667,-0.26192,-0.521645,0.919261,0.342117,-0.140233,0.570812,0.04348,-0.161805,0.168529,0.249129,0.559092,0.067132,0.48757
solution,0.156328,0.289966,-1.970271,-0.725172,0.083033,-0.533577,-0.776177,-0.038323,0.190479,-0.039704,0.355041,0.007538,-1.264452,0.040769,-0.080476,0.178799,-0.580408,0.54364,-0.097892,0.158289,0.552419,-0.017734,-0.449339,0.73428,0.664673,1.280382,-1.158888,0.370709,0.693085,-0.584551,-0.436547,-0.657133,-0.328413,0.320026,-1.005483,-0.597663,0.356937,-0.135336,-0.513108,0.315884,1.087931,0.073485,-0.363508
modèle,0.606431,0.185335,-1.440372,-0.789581,0.653908,0.53052,-0.480234,0.013258,-0.099814,-0.22267,0.307792,0.104394,-0.826653,-0.162276,-0.163874,9.1e-05,-0.656708,-0.340139,0.078411,1.125191,1.548752,-0.241712,0.095915,0.554861,-0.298076,0.378638,-0.003485,-0.370177,0.106657,-0.630322,-1.496352,-0.140341,0.6136,-0.029719,-0.952497,0.509862,-0.103708,-0.684802,-0.818585,0.110967,0.453846,-0.503733,0.536599
linéaire,0.18535,0.937537,-1.907437,-0.628934,-0.034909,-0.135977,-0.067216,0.310762,-0.259858,-0.754828,-0.167011,-0.325034,-0.418092,0.556969,-0.055103,0.771177,0.868443,0.636969,0.627599,0.732032,0.668523,-0.692264,0.074447,1.03514,-0.542205,-0.040385,-1.165021,0.350058,0.963978,0.281443,-0.680945,-0.412056,0.740129,-1.83099,-0.661466,-0.740955,-0.115658,0.484229,-0.488313,0.032431,0.114508,-0.296239,0.12468
probabilité,-0.266131,0.979876,-1.189992,-0.163114,-0.435042,-0.604669,-0.896196,-0.07017,-0.41962,0.06395,0.330806,-0.249489,-1.071495,0.234048,0.418738,0.619673,0.825882,-0.491288,-0.666373,0.209972,0.562289,-0.498972,0.622376,0.748757,-0.617924,-0.193646,-0.910749,0.704891,1.514018,0.191408,-0.082748,-1.512789,0.220848,-0.801287,0.479851,0.198901,-0.462188,0.182396,-0.13864,0.266408,0.373548,-0.42369,-0.761265
série,-0.402018,1.505813,-0.613515,-0.077336,0.878493,1.239152,0.215255,-1.265335,-0.737302,-0.23652,0.094382,-0.291703,0.539135,0.556619,0.243505,-0.227416,-0.910118,-0.800214,-0.217936,-0.241951,-0.623808,-0.115466,-0.427447,-0.100756,0.11191,-0.024135,-0.149613,-0.183656,-1.214305,-0.226897,-1.204769,-0.288772,0.531972,-0.551867,-0.229017,1.324637,0.178817,-0.464287,-0.096743,0.491318,-0.122088,0.865923,0.281137
somme,-1.168721,0.599732,-0.724967,0.228219,-0.430891,-0.638892,-0.122406,1.324638,-0.783342,0.819994,-0.255489,-0.018601,-0.405389,-0.674429,-0.208836,1.241229,0.299731,-1.206761,-0.204802,-0.539897,0.828643,-0.900025,-0.492763,0.7859,0.604366,-0.048565,0.272807,0.122243,-0.152738,-0.07712,0.066755,-0.838893,0.068228,0.250698,-0.048612,-0.149544,-0.065052,-0.234685,0.735257,0.608829,0.618822,-0.357592,-0.318621
