word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
sommet,1.228402,0.564015,-0.323155,-1.40181,0.995824,-0.358621,0.582335,-1.580574,0.240429,1.059497,0.451322,0.609976,-0.022687,0.722325,-0.893316
logique,-0.482381,1.031701,1.316992,0.739396,-0.971596,0.116087,0.832964,-1.614581,-1.065569,-1.141615,0.558189,-0.26734,-0.723915,1.033186,0.067018
terme,0.472872,0.161692,0.807366,-0.17971,0.203335,-0.107662,0.79623,-0.694904,-1.312994,0.007222,0.562271,-0.426951,0.220629,1.854694,-0.445959
trois,0.375048,-0.218926,-0.340199,-1.809079,1.198135,0.250046,0.381286,-0.402186,-0.756245,-0.555002,0.138019,0.527557,0.480461,1.322375,-0.469771
plan,0.373476,0.955518,0.45613,-1.205975,0.478287,0.259294,-0.171991,-1.104904,-1.197163,-0.15602,0.977863,0.067144,-0.756669,0.863326,0.200746
formule,-0.05646,-0.263152,-0.605946,0.090077,-0.906223,0.802082,0.899871,-0.635608,-0.634817,-1.15234,0.261492,0.166192,0.234252,1.326979,-1.247238
droite,-0.493565,0.698495,-0.08731,-1.214767,1.524712,-1.238451,0.450396,-1.853455,0.174743,-0.321343,0.779849,0.630252,-0.423858,1.183982,-0.429908
$\mathbb{C}$,0.610584,0.291018,0.065932,-0.309508,0.51754,0.272331,-0.328826,0.019283,-0.672201,-0.837054,0.112089,0.428845,0.066873,1.343901,-0.545857
solution,0.707459,-0.738227,0.81614,0.209425,-0.599947,0.537178,-0.080148,-0.657896,-1.540163,-0.69519,1.391949,-0.453911,-1.417759,1.296956,0.056283
modèle,0.999795,-0.100669,0.433387,-0.627817,-0.933057,0.591558,-0.045461,-0.562016,-0.912789,-1.549613,0.867506,0.00246,-0.039934,1.24406,0.057093
linéaire,0.816773,0.541964,0.756412,0.451415,-0.779902,0.489002,0.078593,-1.923225,0.511297,-0.932508,1.397602,0.228459,-1.153574,1.918249,-0.976997
probabilité,-0.263269,0.099145,1.08294,0.85567,-1.143723,0.469642,-0.408528,-0.788433,-0.583417,-0.003176,0.111271,0.024751,-1.554977,2.03358,-1.833057
série,0.321885,-0.943257,-0.442342,0.110784,1.022343,1.363404,-0.70611,-0.666889,-1.41639,-0.633177,-0.479319,1.830405,1.202557,-0.071266,0.117041
somme,-0.353554,0.272968,-0.324136,-0.908356,0.999073,0.37033,-0.417645,0.115809,-0.633454,-0.472621,-0.487626,-0.801236,-1.092439,1.515064,-0.434581
mesure,0.771173,0.691029,0.549187,-0.570001,-0.456906,-0.158929,-0.170828,-0.361514,-1.231214,-0.086555,0.533971,0.585641,-0.732062,2.25218,-0.871385
