word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
élément,0.130099,0.534114,0.04971,0.42913,0.32207,0.5166,-0.580118,-0.24459,-0.625306,0.83055,-1.478893,0.855435,-1.69166,0.652495,0.84481,-0.226324,0.013808,1.265519,-0.51861,0.431428,-0.775752,-0.422205,0.634034,-0.304602,-0.366467,-0.427581,0.219545,0.142481,-0.240849,1.464801,-1.424609,-0.450771,-0.768188,0.340762,-0.740794,0.451584,0.482881,-0.664235,0.074547,1.088052,0.164148,1.955392,0.309166,0.18795,0.543729,0.18023,-0.963369,-1.186544
grand,0.005688,0.63775,0.485143,1.056422,1.377447,0.672297,0.372082,-0.573609,1.058672,0.280983,-0.161903,1.379949,-1.738577,0.506214,0.19232,-0.510627,0.317781,0.521399,0.285596,-0.348557,-1.436605,-1.327012,1.244559,0.054149,0.057433,-0.971125,-0.690525,-0.014989,-0.324484,0.7786,-0.680549,-0.356272,-0.623877,-0.696731,-0.147396,0.417443,-0.427215,0.103754,0.149081,-0.335331,0.029045,0.131457,0.354952,0.681278,1.756116,-0.294441,-0.722034,-0.971198
propriété,0.005029,0.427443,0.12546,0.157747,1.304983,-0.916752,0.116351,-0.693727,-0.276313,0.026703,-1.330114,1.256662,-1.803307,1.17143,-0.21158,-0.699504,-0.142631,-0.22004,0.207715,0.64054,-1.146435,-0.982336,0.03336,-0.076825,0.255345,-0.347332,-0.17122,-0.518528,0.295538,1.211793,-0.095412,0.107539,-0.552889,-0.030827,-0.278229,0.790509,0.616081,0.252083,0.171022,0.796284,0.546072,1.571722,-0.289822,-0.641567,0.762948,0.068966,-1.487714,-0.007202
ordre,-0.171945,1.124763,0.426899,-0.693488,0.549855,0.144954,-0.11563,-0.272801,-0.782543,0.571442,-1.302776,0.660957,-1.275713,0.592027,0.449602,-0.863605,0.105379,-0.380019,0.283004,0.648459,-1.516332,-1.751098,1.504791,0.451732,0.311842,-0.973019,-1.770119,-0.168808,-0.212344,0.709699,-0.305773,-0.615881,-0.261921,1.320148,-0.453556,0.288338,0.17496,-0.263075,0.408326,0.051864,-0.246978,1.422564,0.413143,0.150352,1.025243,0.720437,-1.212309,-0.754396
variable,0.225356,-0.203395,0.732897,0.534919,-0.234022,0.250819,-0.089233,0.655589,-0.539282,0.540407,-0.11551,0.148489,-0.316864,1.010815,0.863125,-0.789478,0.535673,-0.056169,-0.992692,1.353473,-0.554798,-0.706398,-0.120162,-1.440701,-1.474934,0.187903,-1.148046,-0.015124,0.306016,2.250621,-0.455551,0.151533,0.006297,0.354114,0.5055,0.844965,1.236364,0.556862,1.262615,0.317622,-0.435669,1.199143,-0.258531,-0.533776,2.193617,0.032003,-1.646062,0.174616
base,-0.051308,0.649197,1.360902,1.406583,0.27,0.051515,-0.153194,-0.897225,0.353901,-0.214739,-0.649872,0.842311,-1.619821,0.046025,0.372388,-0.022803,1.2529,-0.23681,-0.456926,-0.251069,-1.167291,-1.298298,-0.422569,-1.449252,-0.118406,-0.118001,-0.828181,-0.163082,-0.290529,0.842319,-0.546507,-0.588308,-1.143367,0.339409,-0.054818,0.062884,1.227646,-0.645032,0.322129,-0.040668,0.736838,2.04019,-0.347531,0.01272,0.340815,-0.09809,-0.442506,-0.462694
géométrie,-0.696287,1.183139,-0.876782,1.754423,0.623229,-0.866659,0.217809,0.487694,0.512346,1.083207,-0.323759,1.276665,-1.072836,-0.037851,0.748725,-0.776265,0.285232,0.269479,0.367457,-0.920328,-0.361835,-1.182065,1.154719,-0.739775,0.320902,0.328653,-0.634632,-0.947999,-0.192682,1.632267,-0.09104,0.771465,-1.114279,-0.242788,-0.972439,-0.114971,-0.41501,-0.319716,-0.295207,-0.068069,1.441137,1.619199,-0.910053,0.0976,0.290603,-0.574554,-0.408923,1.413849
analyse,-0.569582,0.922565,-0.108925,0.915838,-0.278241,-0.12329,-0.212448,1.00171,0.288832,0.203076,0.092652,0.383467,-0.916382,0.847659,1.514194,-0.161272,0.041306,-0.220114,0.66063,-0.459305,-1.062546,-1.591917,-0.092238,-0.470509,-0.384894,0.502782,-0.862873,-0.689827,-0.841828,1.837018,-0.01082,0.140909,-0.986985,-0.82939,0.503032,0.24,0.550797,0.253441,0.754807,0.169163,0.652282,1.576679,0.435114,-0.156525,1.43402,-0.431839,-0.460359,1.487645
loi,0.370139,-0.12957,0.067167,0.763447,0.044072,0.933406,0.069215,-0.735192,-0.438672,0.084213,0.487709,0.761148,-1.413263,2.536868,-0.347446,-1.28182,0.580027,-0.108729,-0.245807,-0.520919,-1.223595,-0.646926,-0.524606,-0.596497,-0.810461,-0.417829,-0.895175,0.70396,0.388166,1.476325,-0.64481,0.213766,-0.019445,0.123297,0.126629,1.059419,1.183457,0.550928,-0.441011,-0.693199,-0.643375,0.368414,-1.09405,-0.055722,1.736044,0.044979,-1.734632,1.067206
définition,-0.16068,0.951206,0.560506,0.21301,1.212109,-0.044235,-0.183997,0.165361,-0.391774,0.169626,-0.753258,0.982902,-1.374662,0.73076,0.014158,-0.948903,0.084742,-0.209332,-0.146019,0.520168,-1.024822,-0.92635,0.05723,-0.54025,-0.1214,-0.163679,-0.25782,-0.640307,0.661419,1.278323,-0.313033,0.005417,-1.607744,0.737433,0.061284,0.166407,0.942687,-0.508544,0.249352,0.62882,0.435131,0.97187,-0.122307,-0.143107,0.730943,0.054517,-1.283758,0.494574
