word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
nul,-0.4678,-0.433955,0.570907,0.292943,-0.913837,-1.506045,-0.167368,-1.816503,-0.716102,-0.360516,-0.132233,-0.76899,0.547095,1.218923,-1.424402,-0.79669
moins,0.193444,-1.138159,0.883924,-0.162173,0.277827,-0.587618,1.355317,-0.577746,-0.271594,-0.157122,0.43781,0.170708,0.020722,1.070019,-2.185339,-1.38473
objet,0.347822,-0.888439,0.272862,-1.192647,1.129279,0.065644,1.308241,0.337,0.11724,-0.37662,-0.019919,-0.037432,-0.178029,-1.01743,-1.903198,-0.674485
triangle,-0.814873,-0.029836,-0.272176,-0.760939,-1.076169,0.615641,0.246608,0.585858,0.293339,0.349358,-0.927996,-1.440138,-0.058641,-0.322691,-0.796254,-0.210997
structure,0.371882,-1.815036,0.418022,-1.441015,-0.350809,-0.23611,-0.089038,0.726462,-0.03893,-0.085612,0.471278,-0.884507,0.156268,-1.215578,-1.534533,-0.869553
corps,-0.255634,-0.3337,1.121267,-0.381816,-0.043343,-0.222258,0.482881,-0.173115,1.043613,0.049377,-0.290172,0.662426,-0.215349,-1.062652,-1.727041,-0.963087
rapport,0.684435,-1.178554,1.004117,-0.1628,0.881031,-0.987584,-0.224518,-0.068997,-0.455576,-0.737131,0.119037,-0.235677,0.307068,0.016228,-1.993394,-0.600788
longueur,-0.688153,0.536709,0.408321,-0.55525,-0.524516,0.610254,-0.084594,0.283025,-0.672104,0.236596,0.212705,-1.023744,0.160584,0.292389,-2.9933,-2.140038
informatique,1.697916,-1.32244,0.072632,-0.605285,1.388151,0.386815,0.244205,1.286249,0.066617,-1.351642,0.589903,-1.666781,1.210322,-0.835728,-0.250401,-0.381795
infini,-0.821496,-0.159971,0.084286,-0.377339,0.574209,-0.817693,0.464365,-0.501493,0.300785,-0.481481,-0.273859,-1.739335,-0.799911,-0.35688,-1.615255,0.818433
variété,-0.945406,-1.024574,0.573748,-1.850489,0.970346,0.535671,0.349631,0.738837,-0.345196,0.827707,1.032404,-0.074982,-0.263796,0.590286,-0.259758,-0.456058
ligne,1.531715,0.920555,-0.062288,-0.70441,-0.535629,-0.185654,-0.116969,0.654262,-0.487641,0.172407,-0.240273,0.14098,0.510007,-0.26125,-2.009883,-0.988231
positif,-0.15282,-1.345018,0.696738,-0.267297,0.853392,-1.385734,-0.168129,-0.787967,-0.072313,-0.478534,0.538663,-0.986843,0.531091,0.70984,-1.439846,0.236397
angle,-0.267759,-0.003062,-0.284945,-1.171469,-1.228381,0.496488,0.084017,-0.169241,0.651397,-0.130995,-0.523876,-1.158107,-0.740261,-0.66924,-2.493537,-0.569451
polynôme,-1.7968,-1.241102,-1.14417,-0.485528,0.389342,-0.577571,-2.736964,-1.238994,0.649406,-0.913405,-0.761261,-1.624816,-1.138936,0.212379,-1.154009,-0.747277
centre,1.867847,-0.322836,0.746063,-0.998285,-1.085641,0.26862,0.438276,1.467014,-1.049375,0.194391,-0.231057,0.243166,0.405328,0.065892,-0.988894,-0.257161
démonstration,0.430857,-0.572353,0.136711,0.323904,-0.039668,-0.159694,1.227425,-0.676735,0.126458,-1.017061,0.847368,-1.018985,0.240139,-0.859896,-0.598695,-0.039335
vectoriel,-0.833457,-0.768081,-0.877785,-0.698661,1.066557,-0.328558,-0.897697,0.161586,0.654644,-0.914746,0.070552,-2.841623,-0.566755,-1.316205,-0.704276,-1.186285
limite,0.514454,-1.194537,0.586614,-0.452145,-0.645741,-0.509778,-0.45792,0.679696,-0.173419,-0.059575,-0.713049,-0.333553,-0.537019,0.426405,-2.471086,-0.622212
