word,1,2,3,4,5,6,7,8,9
différentiel,2.022091,-0.857422,-0.147589,0.589353,-2.31556,-1.077702,1.645882,0.497803,1.102695
hypothèse,1.260342,0.058321,0.144411,0.354144,-2.85773,-0.957275,0.932869,0.471691,-1.752614
image,0.702067,-0.548305,0.86592,0.334577,-2.516015,-1.131901,-0.320997,0.803197,0.968261
régulier,0.906379,-1.901684,-0.819465,0.144605,-2.233721,0.6729,-0.830886,2.055913,1.154401
complet,2.178731,-0.652771,-0.223245,0.293673,-1.749419,-1.382185,-0.744893,1.214316,0.017035
racine,0.494284,-1.677436,-0.226893,-0.05431,-2.334196,-0.135112,-0.297812,1.926028,-0.475518
coefficient,0.650377,-1.899313,1.219208,0.21878,-2.693116,-0.273754,1.077347,1.218285,-0.405486
côté,-0.955874,-1.575006,-1.503078,-0.561829,-2.826889,0.739369,0.110905,2.049457,0.58062
preuve,1.618478,-0.049153,-0.55311,0.773084,-1.614849,-1.511054,0.376839,1.445451,-1.591679
axiome,2.174055,-0.59219,-0.987545,-0.189819,-2.065453,-0.491054,0.186051,0.604996,-1.253513
$\mathbb{R}$,0.485615,-1.467931,1.259715,-1.213971,-2.617147,-1.336542,-1.131033,0.779852,0.428331
continue,1.360573,-0.427739,-0.006247,-0.625245,-3.454085,-0.97001,0.795395,-0.313141,0.088163
résoudre,1.28876,0.019265,-0.630724,0.894597,-2.205941,-1.068518,0.508547,1.219714,-1.213569
arithmétique,1.950655,-1.081419,-0.587175,1.037107,-1.303318,-1.08089,0.611355,1.848545,-0.466189
conjecture,2.380627,-1.033719,-0.949281,-0.43723,-0.697708,-1.650514,0.649491,0.750476,-0.883414
réseau,0.872566,0.284647,1.023972,1.823409,-1.981448,-0.922168,-0.90605,1.14095,1.114947
opération,0.740037,-0.567514,0.701215,1.118587,-2.324325,-0.668165,-0.529441,1.665752,-0.296622
chiffre,-0.913616,-1.629235,-0.018572,0.591206,-1.858361,-0.374352,-0.726808,3.422271,-0.849987
expression,1.108021,-0.918543,0.229221,0.784921,-2.174807,-0.49496,0.31414,1.547632,-0.572868
propre,0.82892,-0.198086,-0.089579,0.580352,-2.787556,-0.630322,-0.060961,0.934874,0.285384
principal,0.635723,0.103518,-0.116594,1.275591,-1.889967,-1.28688,0.154652,1.352007,0.967692
paramètre,0.209708,-0.756285,1.648619,0.506154,-3.209593,-0.62756,0.996809,0.647535,-0.359784
coordonnée,0.052019,-1.358396,0.655127,0.095607,-3.129719,0.420412,0.968329,0.512082,1.186087
opérateur,2.094947,-1.236045,0.543044,0.180052,-2.457932,-0.333812,0.471917,0.118122,0.494187
numérique,1.178608,0.079007,0.572763,2.047633,-1.490115,-1.396968,0.895389,1.421753,0.497245
unité,-0.199878,-0.974395,0.127196,0.633316,-2.420076,-0.049802,-0.406807,1.788489,0.981289
liste,0.376056,-0.52656,-0.056136,0.87222,-1.19116,-1.648079,-1.010955,2.312496,0.638697
convexe,2.054962,-1.280079,-0.434902,0.076231,-2.416166,0.413631,-0.889415,0.644882,0.948873
rationnel,1.620286,-1.274994,-0.295051,-0.042292,-2.54972,-0.140162,-0.046288,0.993554,-0.187822
nœud,-0.23346,-0.151229,-0.186316,0.234877,-2.349447,0.000713,-1.979537,1.533817,0.783205
$\mathbb{Q}$,0.881549,-2.226057,0.925052,-1.82105,-2.280785,-0.861288,-0.607681,0.81627,-0.970367
topologie,2.45263,0.138327,-0.261773,0.122351,-2.56878,-1.167027,-0.904178,-0.141829,1.14275
origine,0.362586,-0.028883,-1.268125,0.857216,-2.216064,-0.582476,0.100653,1.331073,1.043328
distribution,0.360915,-0.579497,1.384666,0.513697,-2.453424,-0.622368,1.449028,0.316194,0.247104
intervalle,-0.00492,-0.720523,0.740833,-0.497498,-3.157063,-0.414427,-0.108184,0.659892,-0.107232
compact,2.295767,-0.801006,0.314102,-0.836952,-2.9469,-0.692156,-0.824285,-0.40564,1.174746
reste,-0.079827,-0.224198,-0.798232,-0.21646,-2.660999,-0.993714,0.16043,1.369474,-0.645199
test,1.097042,0.103962,1.132539,0.702345,-1.359533,-1.331355,0.616123,0.112954,-1.127161
proposition,0.99555,-1.076263,-0.784402,-0.12382,-1.443339,-0.621304,0.04701,1.695877,-1.602019
catégorie,1.918642,-0.249638,0.122065,0.545653,-1.808317,-0.589361,-1.678134,0.655731,1.127012
programme,0.577178,1.007322,0.359912,1.363611,-1.514494,-1.943417,-0.517762,1.087906,-0.187234
intégral,1.463365,-1.501552,-0.230884,0.353584,-2.247377,-0.417904,2.287896,0.798312,0.203374
complexité,1.781862,-0.030309,1.017939,1.348842,-1.658262,-1.480298,-0.305448,0.971212,-0.372176
automate,2.240706,0.58283,0.457843,1.125723,-1.480852,-0.860382,-2.236955,0.646584,0.458701
moyenne,-0.197986,-1.101741,1.148825,0.834752,-2.44921,-0.254305,1.403621,1.541251,-0.529774
symbole,0.979107,-1.259,0.052897,0.549666,-1.640355,-0.387442,-1.085647,1.869149,-0.250548
axe,-0.989935,-0.532959,-0.033807,-0.139069,-3.516197,0.452958,0.415682,0.537337,1.948584
euclidien,1.809248,-1.224941,-0.515867,0.391787,-2.821342,0.072433,0.107789,1.065771,1.406488
inférieur,-0.20687,-1.575637,-0.058529,-0.609547,-2.924174,-0.129972,-0.311125,1.774303,-0.310356
dérivée,1.082076,-0.872128,0.236202,0.268333,-3.305539,-0.199916,1.997977,0.135252,0.309907
transformation,1.258481,-0.766934,0.591047,0.222062,-2.564769,-0.321072,1.1234,-0.022839,0.996184
anneau,2.602169,-1.578899,-0.052389,-0.3178,-1.935782,0.091453,-1.412388,0.716708,0.680119
facteur,-0.055394,-0.93854,1.15488,0.808054,-1.865839,-0.871149,-0.262172,2.037791,-0.63486
indice,0.317324,-1.037533,0.715885,-0.015239,-2.068651,-0.314577,-0.869289,1.189359,0.114939
zéro,0.349745,-1.399887,-0.076312,0.03677,-2.429973,-0.097353,-0.111259,1.881572,-0.489456
sphère,0.394701,-1.273323,-0.975755,-0.108144,-2.470922,0.879382,0.165782,0.815875,1.934556
strictement,0.689587,-1.384866,0.32894,-0.82774,-3.439104,-0.055086,-0.349512,0.832095,-0.843403
puissance,0.474582,-1.589302,0.453842,0.310721,-2.056482,-0.210778,0.052807,2.063865,-0.696881
Euler,0.918077,-1.360733,-1.004847,-0.104968,-1.431226,-0.814022,1.834533,1.227283,-0.153703
topologique,2.856243,-0.327412,-0.087515,0.277847,-2.92005,-0.663245,-0.866156,-0.044383,1.329884
déduire,1.123971,-0.994724,-0.587458,-0.419702,-2.9297,-0.370429,0.776657,0.871324,-1.464249
composer,0.162728,-0.99677,0.03295,0.337624,-2.021692,-0.547946,-0.668381,1.951855,0.472958
deuxième,-0.273039,-0.655111,-0.604177,0.129493,-1.812439,-1.417586,0.372197,1.718512,-0.099434
rayon,-1.060676,-1.635162,-0.038458,-0.686609,-3.054059,0.691769,0.57902,0.962983,1.393388
caractéristique,1.022603,-0.941193,0.433431,0.740988,-2.364111,-0.489385,0.077328,1.307979,0.243095
vide,1.046846,-0.234833,-0.392084,-0.480335,-3.07544,-0.537124,-2.035246,0.761462,0.094088
affine,1.892845,-0.630279,0.500449,-0.15732,-3.128762,-0.178648,0.11792,-0.575928,1.67311
supposer,0.892902,-0.149253,0.133298,-0.039967,-3.22559,-0.455119,0.090836,0.413514,-1.006749
ouvert,1.108965,-0.184396,-0.328411,-0.690281,-2.830306,-0.765856,-1.418505,0.042919,1.174467
partiel,1.245918,-0.674495,0.312344,0.752327,-2.178118,-1.015309,1.45393,0.671585,0.526805
approximation,1.227914,-1.048078,0.75053,0.538172,-1.746756,-1.136068,1.423488,1.00399,-0.788518
convergence,1.345356,-0.693642,0.618605,0.229646,-2.612771,-0.414031,1.459925,0.103517,-0.853847
chemin,-0.000846,-0.323968,0.445616,0.299174,-2.634797,-0.191898,-1.206141,1.19413,0.525153
rotation,-0.527755,-1.023534,0.701635,0.086853,-3.004267,0.518405,0.201912,0.727003,1.615989
différence,0.138041,-0.603245,0.21499,0.624281,-2.538832,-0.365216,0.489862,1.442604,-0.522517
analytique,1.99078,-0.634892,-1.025996,0.835139,-1.804482,-0.91704,1.571984,0.963735,0.405698
formel,2.479065,-0.297485,0.155409,1.621414,-1.220558,-1.368,-0.16042,1.278917,-0.198932
intersection,0.478275,-0.868208,0.007065,-0.907003,-2.983719,-0.156041,-0.611901,0.350098,1.54664
pourcent,-2.632268,-0.513842,0.582011,-0.481011,-1.346215,-1.409669,-0.632174,2.18928,-0.950665
caractère,0.683848,-0.731655,0.602832,0.830726,-1.812708,-0.556522,-0.724535,1.600764,-0.187062
raison,0.227136,0.333872,-0.671187,0.845644,-2.043559,-0.935276,0.443586,1.399742,-1.021278
aire,-0.675644,-1.766494,-0.961657,-0.189105,-2.524169,0.915483,1.080187,1.644051,1.183207
section,0.328049,-0.842913,0.198928,0.28894,-1.569512,-1.303729,0.478522,1.17355,1.010441
cycle,-0.42987,-0.758237,0.334949,0.092947,-1.836851,-0.803602,-0.460999,1.343748,1.006589
source,0.479821,-0.014385,0.076473,1.093908,-0.804758,-1.868454,0.138272,1.441785,0.836496
discret,1.81579,-0.753274,1.50804,0.7202,-1.871796,-1.679748,0.611726,0.374726,0.806428
combinatoire,2.174063,-0.268349,-0.399657,1.453945,-0.629541,-1.545914,0.077179,1.235348,1.096936
dynamique,1.631219,0.216786,0.449489,1.788382,-1.501945,-0.95828,1.024679,0.583649,0.9657
inverse,0.892367,-1.366004,0.726057,0.170541,-2.478919,-0.522191,1.087311,0.669166,-0.127709
minimal,0.580378,-1.217366,1.284353,0.228336,-2.027083,-0.560666,-0.909954,1.300298,0.252008
extension,2.048877,-0.850585,0.330238,0.180091,-1.768196,-0.836706,-0.435532,0.626884,0.167737
arc,-0.295485,-1.008887,0.164513,0.05995,-2.86003,0.858685,0.113316,0.775616,1.575703
énoncé,2.149309,-0.439457,-0.941123,0.255122,-2.071628,-0.781376,0.146883,0.952879,-1.57688
parallèle,-0.114131,-0.262317,-0.094383,0.32427,-3.008701,0.368596,0.315207,0.745236,1.30385
négatif,0.41242,-1.105949,0.63402,0.330886,-2.532199,-0.052814,0.754684,1.164644,-1.194443
niveau,-0.537401,0.540236,0.675499,1.210004,-2.284091,-1.067394,0.00588,1.311628,0.184532
fraction,0.954845,-1.803557,0.002005,0.095688,-1.707879,0.103834,0.488894,1.573978,-0.707234
segment,-0.931645,-1.051931,-0.056341,-0.596354,-3.080248,0.624812,0.062175,0.729907,1.040617
norme,1.587342,-1.178384,0.944395,-0.178287,-2.432683,-0.357794,-0.459738,0.189353,0.484571
local,1.240336,0.043313,1.154508,0.660147,-2.286056,-1.159473,0.359756,-0.113075,0.644464
métrique,2.048552,-0.677709,0.12118,0.290142,-2.636943,0.126499,0.413532,-0.188698,1.276353
symétrie,0.246735,-1.001994,-0.092522,0.459594,-2.086576,0.568532,-0.416046,1.055328,1.766015
inégalité,1.531963,-1.06835,-0.28905,-0.183491,-1.669363,-0.004066,1.174454,0.285277,-0.865731
chaîne,1.026703,-0.614467,0.660896,0.405958,-1.921858,-0.600085,-1.032584,1.03278,0.309429
prouver,1.710339,-0.124085,-1.078199,-0.150738,-1.765272,-1.352256,0.199409,0.690107,-1.523978
Gauss,1.55181,-1.079871,-1.172117,0.082942,-1.169428,-0.647217,1.797258,0.662702,0.199163
symétrique,1.411743,-1.150952,0.643346,-0.064786,-2.591779,0.039197,-0.747977,0.536477,1.09004
Riemann,1.703184,-1.331275,-0.938933,-0.465983,-1.820311,-0.713089,2.434832,0.022409,-0.148934
$\mathbb{Z}$,0.368432,-1.315629,0.798348,-1.771545,-2.667792,-0.941242,-0.54253,0.188449,-0.258229
polyèdre,1.473859,-1.888066,-0.682458,0.712274,-0.849593,0.65556,-0.777351,1.790431,1.567586
binaire,1.016212,-1.375277,1.282091,1.012936,-1.480286,-0.237595,-1.619455,2.09426,-0.195207
demi,0.042377,-1.278923,-0.811852,-0.347971,-2.602493,0.69878,-0.544591,1.010011,1.707887
multiplication,0.866235,-1.571869,0.883773,0.504825,-1.589851,-0.045807,-0.025918,1.633224,-0.128502
libre,0.68269,0.22871,0.309509,0.813896,-1.59777,-1.019886,-1.292854,0.745057,1.543533
