word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
un,-0.122913,-0.061451,0.819764,1.022857,-0.753882,0.092685,-0.407654,0.167771,0.086796,-0.03283,0.506304,-0.025315,-0.14422,-0.232178,-0.345702,1.020333,1.186197,0.207553,-0.105388,-0.238025,-0.120661,0.469137,1.586154,-0.183978,1.164653,-0.038302,-0.511748,0.429747
nombre,-0.251124,0.924547,1.878517,1.328724,-0.283626,0.415124,-0.145704,-0.422639,0.043041,-0.41258,0.039921,-0.807736,-0.883178,0.038773,0.115055,0.74747,1.268426,-0.032622,-0.186888,-0.861438,-0.69704,-0.692219,0.683023,-0.440861,0.623584,0.155719,-0.538666,0.342911
$\mathbb{N}$,-0.368087,0.742006,0.900647,1.336191,-0.461412,-0.122862,-0.046489,-0.272549,-0.130449,0.261071,0.681662,-0.433542,-0.292616,-0.272757,0.132847,0.709437,0.553409,0.171126,0.286643,-0.505194,-0.437698,0.212033,1.176003,-0.534299,0.824736,0.435938,0.003062,1.117971
deux,-0.689764,0.333161,0.077032,1.326276,-0.937296,-0.118907,-0.412073,-0.15806,0.436323,-0.049663,0.171243,0.110015,-0.543317,-0.083181,-0.053317,1.170116,1.019347,0.332411,-0.326295,-0.30241,-0.162002,0.64461,0.991909,-0.390909,0.878164,-0.34803,-0.235446,0.683488
fonction,0.262599,-0.653131,1.953525,1.86148,0.479324,-0.800815,-0.213353,-0.519887,-0.035767,-0.546645,0.3358,0.050473,-0.748498,-0.610083,0.040279,0.443093,0.461386,1.119106,-0.096796,-0.549399,0.187272,0.164032,1.277709,-1.051321,-0.010084,-0.014908,0.376195,0.632458
premier,0.253583,0.448241,0.029395,1.460066,-1.291294,-0.456233,0.060338,-0.209165,0.432511,0.309737,0.150246,0.263485,-0.528302,0.032023,-0.014331,0.248957,1.109073,-0.131822,-0.205558,-0.223381,-0.195023,0.770934,0.394775,-0.230794,0.515952,-0.174234,-0.81137,0.601113
ensemble,-0.524669,-0.136642,1.282748,0.312768,-0.573601,0.170392,-0.118573,0.139766,0.141365,0.062894,0.444836,0.66822,-0.535955,-0.001688,-0.303401,0.873232,1.164759,0.794655,-0.124348,0.088416,-0.324043,0.35745,1.385572,-0.351827,-0.107354,-0.509514,0.019418,0.930681
point,-1.327021,0.504825,0.927725,1.513076,-0.597092,-0.109505,0.253794,-0.069234,0.018089,-0.130948,-0.171348,-0.373171,-0.689861,0.355845,-0.657098,0.591523,0.890087,-0.479465,-0.873348,-0.101055,-0.597193,0.001863,0.230256,0.07548,0.405086,0.266041,0.502992,1.213339
théorie,0.386552,-0.247931,2.197115,0.637557,1.30465,-0.416529,0.521296,-0.295646,-0.310071,-0.368322,0.166566,0.300465,-0.417016,0.115934,-1.69247,-0.48051,0.339369,-0.597753,0.794618,-0.429182,-1.811786,1.440226,1.674359,-0.63178,-0.448093,0.970527,0.567193,0.126636
exemple,-0.130356,-0.12097,1.570786,0.952084,0.60807,0.381418,-0.337988,-0.362595,-0.696987,0.077103,0.834501,-0.087816,-0.253264,-0.145526,-0.136431,0.588119,0.814705,0.41552,0.31745,-0.113549,-0.422452,0.27574,1.578165,-0.004751,0.595032,-0.126283,-0.295863,0.689962
espace,-0.833642,-0.374023,1.523982,0.162523,0.105531,0.299991,0.406449,0.439677,-0.251331,0.176675,-0.413086,0.596482,-0.093631,-0.044936,-0.854909,0.701049,1.535178,0.498448,-0.328033,0.402034,-0.021824,0.146585,1.846949,-0.339163,0.793601,-0.229942,1.355026,0.371764
théorème,-1.322906,-0.470261,1.926035,0.438704,2.004486,-1.457296,0.426377,-0.447551,-0.439912,0.221552,-0.743068,1.133411,-1.884025,-0.247524,-1.143268,-1.003025,-0.395061,1.065193,0.401776,-0.655509,-2.127281,-0.040661,0.727635,-0.112845,0.053095,0.290676,1.378231,0.506858
problème,0.04263,-0.2734,1.404887,1.09929,0.372088,-0.673383,0.612361,0.176368,-1.042706,-0.041339,0.502733,-0.716052,0.177058,-0.454427,-0.86195,0.292756,0.543493,-0.218082,0.197573,-0.689846,-0.850263,0.443566,1.006497,-0.257179,0.688001,0.750004,0.138276,0.806923
valeur,-0.279717,0.100217,2.421956,1.255431,0.024068,0.252727,0.656863,-0.416561,-0.405762,-0.52901,0.884631,0.064536,-0.776755,0.468441,-0.093431,0.550922,0.811366,0.079931,0.233048,-0.733033,-0.258217,-0.683995,1.627478,-0.149174,0.237112,0.18099,0.180016,0.180117
groupe,0.096873,0.355702,0.730983,0.423661,-0.973756,0.06463,-0.973634,0.110374,-0.213123,0.176929,1.032814,0.716763,-0.259843,0.450831,0.323052,0.269577,1.335413,0.016413,-0.664902,0.23214,0.250418,1.165704,0.125001,-0.399188,0.206104,0.72299,-0.019598,1.212447
graphe,-2.256267,-0.544561,1.688592,-0.107693,2.41817,-0.985466,-1.043644,-0.120322,0.240955,-0.121007,-0.67052,-0.110861,-1.474986,0.056431,-0.995991,0.051939,1.008961,1.112899,0.693309,-0.319345,-1.40468,-0.868333,-0.12415,0.195596,0.447247,0.235889,0.98615,-0.359137
forme,-0.756223,0.238387,1.103834,0.963329,0.431195,0.732586,-0.682736,-0.373782,-0.451182,-0.19038,0.733057,0.245125,-0.394058,0.466319,-0.500888,1.034202,0.560587,0.786376,0.140476,0.097621,-0.185924,0.727276,1.808643,0.065942,0.635502,-0.543922,-0.201091,0.269169
entier,-0.433554,0.601181,0.997711,0.840181,0.23654,0.499235,-0.164679,-0.729469,-0.333465,-0.22671,0.438243,0.091541,-0.786692,-0.028648,0.248578,0.62258,1.185267,0.545374,0.329201,-0.585807,-0.332545,-0.230272,1.237386,0.026906,0.412295,0.092257,0.205626,0.504067
système,0.072871,-0.871349,2.185966,1.493198,0.458006,-0.299794,-0.200376,-1.014854,-1.118461,-0.284755,0.462812,-0.252208,0.680045,0.29752,-0.451049,0.266733,1.098256,0.382579,-0.569658,0.325945,-0.013414,0.721659,1.02292,-0.514612,0.888281,-0.022949,-0.131598,0.526896
équation,-0.660189,-1.339013,1.899747,1.267662,2.229776,-0.961272,0.267555,-1.49166,-1.094241,-0.026484,-0.724278,0.984594,-1.566793,-0.008439,-1.202088,-0.518557,-0.524175,-0.062126,0.356435,-0.955773,-0.967554,0.168616,1.066536,-0.866808,0.330858,0.32825,0.895339,0.9352
suite,0.220725,0.434754,0.191877,1.217207,-1.222929,-0.674964,0.148224,0.175656,-0.532612,0.226434,0.323056,-0.1968,-0.183013,-0.312346,-0.09448,0.104438,0.631769,-0.058309,0.208847,-0.472456,-0.209155,0.677886,0.552119,-0.706971,0.511707,-0.126551,-0.39878,0.68429
algorithme,-0.918818,-1.266504,1.556886,0.471944,1.971906,-0.783849,0.456589,-1.089101,-0.976034,0.326216,0.365548,-0.096625,-0.244723,-0.240879,-1.236908,-0.995054,0.215662,0.473671,-0.210884,-0.156768,-1.484319,-0.27223,0.255352,0.40417,0.860732,-0.109622,0.120645,1.180735
calcul,-0.198035,-1.050271,2.344308,1.527741,1.368108,-0.391106,0.918366,-1.273235,-0.718662,0.095235,0.214517,0.156277,-0.587931,-0.132818,-1.202602,-0.202805,0.451407,0.12402,-0.267233,-0.692382,-1.046635,-0.6908,0.896389,-0.128537,0.281055,-0.228079,-0.248191,0.411539
application,0.124519,-0.848507,2.405796,1.410275,1.156374,-0.679081,0.465142,-0.626424,-1.300898,-0.394671,0.633715,0.539648,0.949105,-0.318726,0.057669,0.106627,1.197505,0.526683,-0.177919,0.21073,0.04314,0.188284,0.863133,-0.447751,-0.115956,-0.207618,-0.036301,0.901746
