word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
un,-0.076636,0.287151,0.341399,-0.32715,1.619659,0.274616,-0.17068,0.097411,0.008082,0.013562,-0.050076,0.48227,0.151066,0.536584,-0.21268,0.42686,0.060074,-0.415176,-0.098433,0.177039,0.716929,-0.524489,-0.280179,1.180609,-0.210477,-0.065166,0.191587,-0.475747,-0.583226,-0.034411,-0.07938,-0.798725,0.065989,-0.115456,-0.210859,0.317915,-0.209986,0.434926,0.519014,-0.165714,0.968079,-0.345854,0.730627,-0.366631,0.412307,0.225712,0.242766,0.091302
nombre,0.29238,-0.102439,0.50713,-1.29913,1.659738,0.289632,-0.042569,-0.246239,-0.006145,-0.071067,1.222135,0.890289,0.678578,1.141589,-1.024467,0.658364,0.001452,0.162378,-0.079283,-0.010462,-0.01066,-0.400362,-0.166763,0.876503,-0.15832,-0.127285,-0.235699,-0.244941,0.850077,-0.008823,-0.054093,-0.903247,0.242432,1.157302,-0.091317,-0.495923,-1.033402,0.305185,0.120127,-0.418149,0.61759,-0.63123,0.512373,-0.486167,0.303702,-0.293503,0.274105,0.822189
$\mathbb{N}$,-0.525234,-0.403684,0.27709,-0.222785,1.426567,0.180148,-0.342937,0.156512,-0.114538,-0.561655,0.328088,-0.094907,0.264703,0.505026,-0.322721,0.733805,-0.355465,0.3173,0.094169,-0.129438,0.252449,-0.16087,-0.605046,1.405089,-0.254612,0.189309,0.337546,0.171478,-0.049653,-0.169391,0.030378,-0.543236,-0.06184,0.631308,-0.509169,-0.350643,-0.240175,0.745798,0.293664,-0.350289,0.601785,-0.492375,0.107401,-0.412407,0.322384,-0.064872,0.726702,-0.028506
deux,0.211096,0.099758,-0.299428,-0.189091,1.719996,0.389514,0.099941,-0.139367,-0.355088,-0.220642,0.073186,0.447382,0.358107,0.59551,-0.069289,-0.092566,0.244695,-0.371656,0.333154,0.034263,0.692845,-0.199663,-0.626189,1.466411,-0.747535,-0.279542,0.369794,0.047521,-0.240049,-0.182291,0.491381,-0.580048,0.183046,-0.315301,0.217616,0.292529,-0.187414,0.561405,-0.005296,-0.192711,1.209376,-0.486661,0.327164,-0.306551,0.359982,-0.293485,0.18211,0.351816
fonction,-0.232973,-0.222759,-0.05588,-0.777494,2.022443,0.783233,0.024844,0.051568,0.055818,0.195035,0.296606,0.34087,0.445403,-0.165697,-0.701404,1.641481,-0.315338,0.753162,-1.157881,0.6922,0.031261,-0.167876,-0.72294,0.069197,0.087109,0.499745,-0.457329,0.562713,0.509932,-0.094536,-1.123024,-0.669192,-0.056178,-0.221716,0.391477,0.205358,0.196974,0.144281,0.570053,-0.714713,1.087708,-0.456083,0.524946,-0.758363,0.354321,-0.676084,0.721736,0.400274
premier,-0.26356,-0.022984,-0.202828,0.11166,1.182911,0.14124,0.539027,0.145187,0.064849,0.119286,-0.162765,0.199034,0.184942,1.047578,-0.058978,-0.002515,-0.011083,-0.459827,0.127889,-0.386179,0.983976,-0.286766,-0.293068,1.089502,-0.644607,0.085315,0.134439,0.040494,0.73256,-0.276551,0.608111,-0.720356,-0.006866,-0.19014,-0.182577,0.033526,0.440417,0.04948,-0.349661,-0.327487,1.298589,-0.32068,0.313428,0.305271,-0.218248,-0.173307,0.292964,0.245816
ensemble,-0.101257,-0.305581,-0.408829,-0.340055,1.452665,0.0528,0.048685,0.337131,-0.144254,0.933005,0.755357,0.564518,0.63408,0.243502,-0.892531,0.44348,0.020879,0.110596,-0.262955,-0.064829,0.309717,0.068254,-0.436766,1.003385,-0.361823,0.675096,0.046243,-0.054198,-0.487789,-0.033127,0.069668,-0.740744,0.882777,-0.301853,0.034626,0.6472,-0.095643,0.598309,0.54538,0.00325,0.203056,-0.375627,0.295497,-0.226681,0.226957,-0.414375,0.271272,0.517902
point,0.266507,-0.424543,0.143315,-0.037709,1.228199,0.917002,-0.679739,-0.30294,-0.636083,-0.121678,1.161823,0.530116,1.318338,1.225235,-0.033921,-0.206177,0.265253,0.497723,-0.015898,-0.247329,-0.014483,-0.16424,0.302678,1.183345,-0.533316,0.054589,0.802518,0.651566,0.046052,-0.227942,-0.446014,0.114116,0.120476,0.685589,-0.2523,-0.192126,-0.772113,0.081031,-0.218086,-0.261319,1.189774,-0.507035,0.235806,-0.184336,0.184287,-0.086698,-0.329908,-0.102696
théorie,-0.827875,-0.080769,-0.008086,-1.027932,0.325109,0.73624,0.088173,-0.156127,0.493699,0.454684,0.855129,-0.065563,1.003638,0.429716,-0.81651,1.352214,-0.236486,0.674938,-0.649278,-0.700101,0.30116,-0.533098,-0.291848,-0.684086,0.536612,2.174776,1.190587,-0.494897,-0.357126,-0.304384,-0.480989,-0.279823,-0.542183,1.007306,-0.285062,0.13773,0.272284,0.130984,1.302062,-0.149737,1.252353,-0.569837,0.333752,-1.19391,-0.619355,0.180594,-0.332935,0.099874
exemple,-0.448332,-0.441004,0.55127,-0.626829,1.296821,0.549026,-0.243851,0.580736,-0.00418,0.178542,0.308353,0.005046,0.163896,0.446274,-0.407968,0.714115,-0.358116,-0.043873,-0.454748,0.127491,0.138181,-0.618739,0.083582,0.730321,-0.100598,0.550106,-0.066542,-0.217395,-0.530728,0.366544,-0.523118,-0.397679,0.144875,0.539922,-0.412304,-0.049292,-0.286433,0.656795,0.972935,0.486829,0.566223,-0.490556,0.627479,-0.775321,0.591496,-0.149987,0.670721,0.340012
espace,-0.397427,-0.426799,0.144725,-0.562747,1.192514,0.146842,-0.563893,0.054151,-0.72161,1.378134,0.77345,0.24994,0.282018,0.11014,-0.680419,0.380291,0.091539,0.904346,-1.117312,0.097873,0.404062,0.007953,0.545461,1.313004,-0.336412,0.94272,0.069806,0.184399,-0.61551,-0.70238,-0.745734,-0.603646,0.829746,0.067639,0.553084,1.22137,-0.418327,0.285382,0.511175,-0.24694,-0.643916,-0.823216,0.927923,-1.140894,-0.115488,-0.261411,-0.155952,0.142074
théorème,0.562629,-1.435258,-1.164127,-1.226805,0.051338,1.246605,-0.567364,-0.345845,0.086241,0.368206,1.229867,0.3691,1.050113,-0.15617,0.544018,0.641168,0.095529,0.987822,-0.588422,-1.46634,-0.278813,-1.454145,-1.103723,-0.486075,0.415933,2.328702,0.080246,0.521926,-0.176676,-0.625971,-1.01886,-0.313195,-0.028897,1.075766,0.679781,-1.051848,0.513799,0.581208,1.935131,-0.070016,0.291473,0.201259,0.421389,-1.351954,-0.22535,0.027619,-1.387281,0.99446
problème,-0.153716,-0.054613,0.838473,-0.335624,0.771693,0.03985,0.023494,0.445421,0.24641,-0.123425,0.129694,-0.458367,0.744324,0.834284,-0.213904,1.054368,0.300149,0.979859,-0.313436,-0.201736,-0.014142,0.045376,-0.02041,0.64618,0.723081,1.04395,0.890231,0.277012,-0.122424,-0.485898,-0.560693,-0.569225,-0.432567,0.760245,-0.133215,-0.216559,-0.305251,0.091039,1.294147,-0.379455,1.159336,-0.303158,0.886468,-0.317707,0.030222,-0.056202,0.589551,0.213407
valeur,-0.616009,-0.496907,0.421136,-0.303311,1.785681,0.619055,-0.114662,-0.368559,0.221994,-0.077016,1.245561,0.484487,0.735348,0.186494,-0.7979,1.624867,-0.582873,-0.010614,-0.550325,0.722061,-0.226413,-0.459079,0.352419,0.606221,-0.067647,0.703295,-0.004607,-0.387376,-0.119084,-0.197143,-0.791574,-0.351898,0.926845,1.302248,-0.257039,-0.626746,-0.721546,0.676314,0.253428,0.053541,0.559375,-0.38052,0.948357,0.029033,0.180301,-0.451127,-0.14104,0.050676
groupe,-0.317152,-1.091643,-0.178252,0.017554,0.446456,-0.004987,0.514835,-0.424421,0.002573,0.635793,-0.13208,0.06824,0.564705,1.668121,-1.06503,0.216058,0.396221,-0.080933,0.206357,0.21664,1.177527,0.512998,-0.875392,0.426186,-0.44198,0.29598,-0.578515,0.926655,-0.247989,0.143922,1.085613,-0.708473,0.636688,0.057367,-1.191649,0.648928,0.281781,0.844022,0.154895,0.041548,0.732481,-0.602417,0.452946,-0.093652,0.141237,0.169713,0.160423,0.433914
graphe,1.122619,-0.421385,-0.486982,-2.431475,-0.860364,-0.022411,-0.534988,0.450772,-0.402537,0.292384,1.22346,0.492976,1.448027,0.048909,-0.77651,0.683469,0.012897,0.900214,0.204246,-0.620534,-0.348531,-1.98228,-1.083221,-0.509564,0.006133,0.764008,-0.556278,0.376988,-1.868039,-0.504511,-0.546407,-0.372628,-0.13438,0.704871,1.977305,-0.529373,-0.956866,-0.203082,0.304561,0.129726,0.035576,0.154546,0.751754,-1.189961,0.261881,-0.497593,-0.412135,2.105642
forme,-0.337255,-0.155176,0.053379,-0.484584,1.589058,0.224504,0.378672,0.404476,-0.320312,0.335383,0.149698,-0.015093,0.132592,0.386672,-0.696285,0.337475,0.043295,-0.47113,-0.425935,0.192901,0.824783,-0.748486,-0.192194,0.685161,0.147784,0.228613,0.432486,-0.265717,-0.783439,-0.113004,-0.193108,-0.338975,0.116918,-0.300169,0.254042,-0.115189,-0.440027,1.303913,0.666858,1.217365,0.829105,-0.56031,0.22478,-1.026106,0.282553,-0.013288,0.252992,0.107606
entier,-0.187598,-0.612915,-0.168953,-0.699306,1.335198,-0.122941,-0.066687,-0.07164,0.259214,-0.08337,0.82781,0.603508,0.036442,0.571195,-0.979174,0.458975,-0.436278,0.36007,-0.117667,0.188861,-0.144965,-0.553729,-0.088127,0.963018,-0.476141,0.386492,-0.179354,0.059993,0.30532,-0.17585,0.024551,-0.600641,0.402411,0.60226,0.153426,-0.392598,-0.453096,0.814619,0.558761,0.450613,0.325639,-0.803755,0.730055,-0.646526,-0.135217,-0.034335,0.416442,0.9157
système,-0.031236,0.270974,0.656053,-0.878264,1.001671,0.374524,-0.271431,0.319683,0.344629,1.004555,0.070528,-0.018415,0.373758,1.050693,0.046258,1.657845,0.230556,0.108177,-0.417332,0.276504,0.589399,-0.872408,-0.223219,0.0798,0.655014,0.790331,0.432793,0.153485,-0.189547,-0.545475,-1.350687,-0.173673,-0.203951,-0.35428,-0.137378,0.97718,-0.70059,0.715037,-0.07051,0.039762,1.429995,-0.351177,0.891569,-0.479559,0.450389,-0.534427,1.317695,-0.287334
équation,-0.579084,-1.04203,-0.434161,-1.660475,0.223978,2.175748,0.085049,-0.169339,0.660301,0.170394,1.298594,0.304126,0.045905,0.014504,-0.033032,0.97394,-0.152745,1.434917,-0.018073,0.284115,0.004399,-1.313363,-0.450969,-0.172832,0.499392,2.303647,0.596587,1.168774,0.028784,-0.569024,-1.2233,0.681353,-0.709556,0.448134,0.908793,-0.191783,-0.512774,0.071449,1.717713,-0.030344,1.280337,-0.188686,-0.075303,-1.205861,0.470982,-0.719962,-0.815706,0.950923
suite,0.002897,0.063469,-0.043663,0.135579,0.983512,-0.306272,0.557135,0.285135,0.049588,-0.318088,-0.338949,-0.210448,0.067986,0.767032,-0.433862,0.104993,0.145719,0.161868,-0.309372,0.018102,0.89276,0.155176,-0.462588,1.158949,-0.596653,0.287642,0.16332,0.199008,0.89465,-0.344345,0.175369,-0.315204,-0.411574,-0.256762,-0.456401,0.02662,0.220579,0.390983,0.41577,-0.695043,0.982277,0.322292,0.393952,-0.20112,-0.059511,0.082531,0.659568,0.363946
algorithme,0.883364,-0.446352,0.254523,-1.324212,-0.436038,0.348005,-0.338076,0.353341,0.391906,0.612268,1.433534,-0.206964,0.821522,1.115096,0.088874,0.886184,-1.110661,0.246716,-0.174167,-0.66229,-0.775968,-1.357804,-0.280263,-0.236787,0.787621,0.837018,0.197937,1.188782,0.247307,-0.581044,-1.590343,-0.092422,-0.064006,-0.134189,0.515488,-0.867304,0.302133,-0.136033,1.47022,0.477696,0.809565,0.203816,1.622567,-1.173941,0.452131,-0.235456,0.32426,0.686182
calcul,0.208323,-0.419496,0.785411,-1.129446,0.690027,1.293246,0.044989,0.183607,0.282049,0.566133,1.325696,0.460158,0.338657,0.270064,0.030968,1.3103,-0.661224,0.454709,-0.232459,0.249348,-0.082702,-1.225851,0.3573,0.120383,1.002579,0.937464,0.479375,0.037308,1.109517,-0.354576,-1.383482,-0.063219,-0.331737,0.390779,0.406749,-0.477927,-0.315605,0.097052,1.218164,-0.181357,1.264548,-0.317617,1.075631,-0.808132,-0.096781,-1.02422,0.304412,0.369188
application,-0.39454,-0.980824,0.41831,-0.258749,0.670729,-0.114696,-0.041739,0.721717,0.029649,0.699021,0.646437,0.026024,0.18602,0.683732,0.221005,1.000369,-0.416122,0.623164,-0.744095,0.650512,0.084606,-0.532909,-0.020356,-0.594289,0.185617,1.391274,-0.190811,0.354579,0.16973,-0.327495,-1.563981,-0.616471,0.105557,-0.441796,-0.259998,0.160184,-0.816801,-0.034218,0.577928,-0.128306,0.969523,-0.545943,1.126136,-1.227789,0.280239,-0.871251,1.563756,0.03576
élément,-0.970562,0.327826,-0.036396,-0.438816,1.254444,0.812412,0.435147,-0.033168,-0.770006,0.372107,0.842313,0.0931,0.40803,0.64811,-0.648948,0.599252,0.262627,-0.206871,0.046364,0.257842,0.401706,-0.109031,0.471618,0.77108,0.09945,1.157643,0.233575,-0.760367,-0.683419,0.477369,-0.552456,-0.49862,0.412315,0.288338,-0.090126,0.112472,-0.437406,1.023471,0.695599,0.766434,0.435783,-0.268003,0.381224,-1.020422,0.764645,-0.298963,0.842681,0.13367
grand,-0.110078,0.341131,0.114689,-0.02291,1.815961,0.196454,0.155461,0.088967,0.20758,0.54103,0.219739,0.357766,0.018449,0.222531,0.274943,0.405649,0.232017,-0.02034,-0.127303,0.179331,0.368222,-0.206845,0.258733,1.231853,-0.612305,-0.487896,0.022167,-0.610112,-0.771335,-0.370505,0.554869,-0.392836,0.041465,-0.058178,-0.184261,0.36176,0.260224,0.171551,-0.109146,-0.137791,0.568424,-0.176674,0.157322,0.216377,-0.178465,0.230252,-0.513222,-0.144538
