word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
variable,-0.223247,-1.034898,-0.159154,1.425202,-0.295737,-0.540016,0.378796,1.500186,1.88284,0.009119,-2.603835,-0.447905,0.618503,-0.307675,-0.925251,0.327173,1.48918,-0.20819,1.157091,0.023563,0.19442,0.114998,-0.5379,-1.1594,0.56725,0.076961,0.110871,-0.771162,0.022417,-0.413933,1.377205,-0.41053,0.516973,-0.838154,0.346575,-0.377896,0.38439,-0.572693,1.019507,-0.243161,0.904981,-0.098315,0.730018,-1.669772
base,-0.142187,-0.601837,0.058552,0.116282,-0.979873,-0.369779,0.507014,0.720604,0.177678,0.235639,-0.669011,-1.081648,0.045251,-1.202402,0.252338,-0.791641,1.000296,0.638887,0.770915,0.0786,-0.001176,0.148699,-0.981933,0.647453,-0.435132,-0.621902,-0.810835,-0.052043,-0.130236,0.080013,0.533634,-0.414645,0.595111,-0.798083,1.533055,0.151685,0.155334,-0.590554,-0.030967,0.106443,0.309104,-1.42911,0.905671,-2.49418
géométrie,-0.604024,0.384914,1.126383,1.37642,-1.620574,0.18325,0.226114,0.426802,1.191727,-0.605169,-0.500122,-0.845054,1.196642,-1.301542,0.238488,-0.878846,0.738454,-1.01163,-0.328457,-0.50041,0.643903,0.680929,-1.100561,1.491181,-0.19905,0.294298,0.536683,0.872231,-0.790092,0.317705,-0.1389,0.336192,-0.370353,0.015921,1.381999,0.134134,-1.502258,0.033034,-0.780035,0.236148,0.950099,1.13845,0.672695,-1.487773
analyse,-0.65358,-0.469517,0.919212,1.283603,-0.730424,-0.426281,0.263755,0.556927,1.345656,-1.300627,-1.295997,-0.85263,0.219817,-1.221551,-0.698329,-0.830421,1.385536,-0.520654,0.282196,-0.996638,0.098419,0.612673,0.217268,0.199075,0.60177,0.772333,-0.224262,0.504688,0.485445,-0.04914,0.45847,-0.375479,-0.222077,-1.343322,1.074562,0.096105,-0.33396,-0.162519,-0.928368,-0.102492,1.460416,0.080776,-0.052076,-0.546669
loi,-0.302996,-0.159378,0.447309,1.824622,-0.12461,-0.201009,-0.211999,1.692123,0.99101,0.003507,-1.629001,0.381018,0.428141,-1.081896,-0.41751,-0.373559,1.180024,-0.621854,0.540842,0.780515,-0.863622,1.136232,-0.834992,-1.115869,-1.494192,-0.258916,0.003979,-1.00622,0.087633,0.153105,0.801459,-0.929406,0.632421,-0.79571,0.12503,-0.400693,0.898868,0.832272,-0.573306,0.303471,-0.296202,-0.698862,0.569168,-1.914602
définition,0.171794,-0.001288,0.058118,1.239123,-0.366439,-0.078909,0.456649,0.889389,1.182595,-0.414349,-0.737489,-0.138433,0.498473,-0.745952,0.636987,-0.941496,0.862032,-0.737474,0.405337,0.018934,0.240267,0.568088,-1.098202,0.55727,-0.021567,0.372157,0.279534,-0.077991,-0.352353,0.003718,0.649603,-0.41255,-0.383137,-0.340923,0.942006,-0.50431,0.863456,-0.792828,0.269002,0.029501,1.550482,-0.943743,1.065792,-1.386268
réel,0.538367,-1.033269,0.116022,1.62288,-0.030673,-0.007982,-0.155379,0.794448,0.497107,-0.148861,-1.35986,-0.321184,0.87386,-0.462589,-0.104457,-0.815679,0.825411,-0.543622,0.741011,-0.500301,0.75658,-0.293884,-0.930345,0.823203,-0.197247,-0.659093,-0.245283,-0.145129,-0.287213,0.157031,1.33225,-0.757596,-0.373678,-0.801271,0.669419,-1.034035,-0.051333,-0.788964,-0.26151,-0.731947,1.105702,-0.071665,0.908593,-1.6949
dimension,-0.074929,-1.503983,-0.121987,0.684149,-0.422913,0.0535,0.695885,0.900711,1.480842,0.475529,-0.077476,-1.078044,0.670839,0.024203,0.574838,-1.633947,0.661621,-0.508616,0.273776,0.205477,0.26075,0.451072,-0.553025,1.844384,0.00818,0.172169,-0.391984,0.478962,-0.864511,-0.339046,1.053026,-0.074524,-0.413478,-0.041979,0.785524,-0.538178,-0.498742,-0.191144,-0.188937,0.525432,0.79496,-0.098258,1.139703,-2.387641
statistique,-0.714118,-0.357778,0.851322,0.371338,-0.986042,-0.69489,-0.373069,0.575046,1.841129,-1.017484,-1.262455,-0.295626,1.009599,-1.508732,-0.150985,-0.858278,1.386417,0.019772,0.75015,-1.285481,-0.865395,0.823788,-0.593626,-1.63232,0.202811,1.203097,-0.970529,0.223548,0.634759,-0.278141,0.094209,-0.66078,0.157314,-1.84291,0.071668,-0.086203,0.326482,-0.108929,-0.940369,0.216875,-0.338878,-0.75316,-0.276433,-0.248745
sommet,0.957577,-0.313098,-1.185703,-0.225869,-0.33957,-1.033562,0.942778,-0.019339,2.391722,0.550538,-0.095813,-0.647007,0.985101,-1.429777,2.006534,-0.11257,-0.933359,1.310153,0.405851,0.908361,0.953913,0.820026,-0.174919,0.981038,0.380197,0.472209,1.697928,-0.241064,-1.52137,-0.108954,0.492361,0.639554,-0.568752,-0.779995,0.337369,-0.979829,0.859948,0.087095,0.951548,0.382177,-0.377954,-0.70648,1.403237,-1.818062
