word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
un,1.196963,-0.315444,-0.297478,-0.006021,0.966191,1.098656,0.841118,-1.298845,-1.255292,-0.41237,1.233765,-0.099096,0.567735,-0.058242,0.085873,0.169691,4.425067,-0.95557,-0.05344,-0.353126,-0.126194,-0.110037,-0.267669,-0.11744
nombre,-0.104658,-1.052159,0.686669,1.673671,0.843627,1.738152,0.756523,-1.360618,0.480785,-1.487477,0.668243,-0.840817,0.496867,-0.407074,-1.131746,0.219912,3.879315,-0.323862,0.953591,-2.259153,-0.26428,1.384802,-0.562478,-0.677909
$\mathbb{N}$,0.151893,-0.381421,0.583302,-0.037117,0.174806,1.856947,0.645423,-1.408084,0.829706,-0.793558,0.642453,0.095298,0.482616,0.555525,-0.84058,-0.029907,3.913461,-1.047741,0.601414,0.547718,-0.036227,0.788494,0.096385,-0.034143
deux,1.088789,-1.125456,0.457164,0.141665,0.392274,1.486864,1.365797,-0.393687,-1.039057,-0.535713,0.724729,0.161781,0.537755,0.051648,-0.185409,-0.40593,4.065526,-0.211532,0.809516,-0.020989,-1.184323,0.080978,-0.026049,-0.243607
fonction,0.746584,-1.464278,-0.207966,0.445849,-0.160005,1.098941,0.883004,-1.600394,-0.314639,-0.775385,0.302326,0.22045,0.834413,0.307368,0.154256,2.803744,3.35291,-0.775824,-0.197761,0.911309,-0.709065,0.91021,-0.931572,-0.373028
premier,0.49818,-1.037259,0.446919,1.315424,0.92036,0.761049,0.771755,-0.661754,0.44645,-0.414084,1.042058,0.22122,0.134168,-0.329558,-0.588028,-0.193965,3.772663,-0.031623,0.164974,-1.511065,-0.464398,1.266051,-0.616531,-0.757751
ensemble,0.296378,0.239821,-0.155093,-0.443982,0.250666,1.598797,0.362178,-0.514599,-0.561451,-0.126831,1.640458,-0.33605,1.565878,0.335802,0.444396,0.733716,3.810916,-1.138735,1.687227,0.725003,-0.215323,0.456653,0.010138,-0.856931
point,1.598661,0.253964,1.061293,-0.151502,0.07434,1.913562,2.395125,-1.28655,-0.929718,-0.483933,0.353331,-0.180706,0.209445,0.555652,0.069062,0.508505,2.861229,-0.01506,0.59044,1.269957,-1.729776,-0.078996,-0.61594,-0.125843
théorie,1.540296,0.653298,-1.245673,0.677629,1.004602,0.759921,1.135823,-0.185637,-0.107647,-0.519377,2.631959,0.456748,0.105254,-0.861834,-0.353129,1.387069,2.77497,-1.249743,-0.167304,-0.310042,0.453785,0.073771,-0.611738,-0.546898
exemple,0.389682,-0.62627,-0.166318,0.162178,0.417438,1.511839,1.129038,-1.153279,0.113185,-0.596282,0.523375,-0.698426,0.125724,-0.36084,-0.373374,0.470767,3.62638,-0.595358,0.329361,0.475644,0.212669,0.024279,-0.104265,0.156938
espace,1.620649,0.353798,-0.685734,-0.361011,1.249381,2.134874,-0.010063,-0.414567,-1.418344,-0.550589,0.3519,0.383778,0.171639,-0.181173,0.207921,2.090256,2.904258,-0.870069,1.768067,2.145304,-0.201522,0.230017,0.679584,0.686424
théorème,0.420118,0.212741,-0.213011,0.452996,1.743483,1.401744,1.968644,-1.049417,0.43448,-0.955394,1.211691,1.368681,1.197949,-1.146681,-0.26833,2.423518,2.227986,-0.225346,0.731867,0.17995,0.019159,-0.483406,0.389634,-1.415228
problème,0.267283,0.946973,0.040765,0.250961,0.904252,0.432362,1.55165,-2.494196,-0.449158,-0.75588,1.948386,0.214924,-0.497169,-0.834463,-0.57785,0.513592,2.835854,-0.314525,0.077884,-0.288848,0.621593,0.061806,-0.750678,0.267109
valeur,0.397764,-0.78047,-0.292984,-0.010694,-0.278242,1.373468,0.723213,-2.098436,0.187992,-0.488999,-0.555795,-0.743968,0.881809,0.583589,-0.72223,0.485982,3.60139,-0.283257,0.122049,0.634356,-0.216232,0.042178,-1.159236,-0.253706
groupe,0.829067,0.177877,-0.935327,0.901224,0.735167,3.000352,-0.066332,0.006732,-0.840645,-0.273546,0.705824,1.508421,-1.194786,-0.362114,0.491569,0.45568,2.939903,-1.550715,0.789154,-0.171066,-0.884784,0.55786,0.205788,-0.004313
graphe,-0.638193,0.694123,-0.784047,-0.38242,1.295363,1.530147,0.351741,-1.341722,-2.304448,-2.071283,1.835129,-0.168722,0.121039,-0.717376,-1.060209,0.040649,2.675993,-1.019571,1.476385,-0.869514,-0.790956,-0.991276,1.24852,-0.431098
forme,0.583923,-0.510647,0.272538,-0.005972,-0.199148,1.546002,0.602242,-1.045471,-0.305335,-0.350882,0.183426,-0.057235,-0.414003,-0.878556,-0.044003,1.346128,3.314678,-0.579155,0.193101,0.308475,-0.147661,0.181347,-0.245152,0.457141
entier,-0.059914,-0.826356,0.335411,1.136088,-0.089193,1.96227,0.34756,-1.299657,0.835268,-0.356599,0.243762,-0.266905,0.787111,-0.208716,-0.117717,0.715239,3.423831,-0.297498,1.317296,-0.835017,-0.527201,1.6783,-0.146981,-0.687188
système,0.795551,-0.256916,-1.001953,-0.507804,-0.065682,0.175193,0.828455,-1.135814,-0.071823,-0.001006,0.708593,-0.488311,-0.629303,-0.636195,0.119605,0.224825,3.353605,-1.503978,-0.512143,0.00707,0.580507,0.216831,-0.762176,0.415343
équation,1.253411,-0.577303,0.210427,0.086051,-0.287048,0.721148,1.881505,-1.814031,0.328515,-1.12741,0.377741,1.328668,-1.237886,-0.357707,0.432373,2.252659,2.756157,-0.305363,-0.567398,0.144992,-0.920394,0.384478,-1.246884,0.378481
suite,0.028074,-1.255888,-0.049454,0.781486,0.919414,0.830474,-0.056108,-0.928768,0.497929,-0.955552,0.548348,-0.464692,1.614175,0.335953,0.263965,1.607092,3.089549,-0.388498,0.930756,-0.058239,-0.393963,1.149836,-0.084083,-0.309407
algorithme,-1.25937,1.369588,-0.638056,1.005731,0.825662,-0.390063,1.636507,-2.229936,0.053085,-1.008248,0.8306,-1.328126,0.586059,-0.42274,0.862748,0.397263,3.211986,-0.828185,-0.285088,-0.413734,-0.392813,-0.236402,-0.558161,0.546519
calcul,0.862877,-0.117394,-0.41199,0.281526,0.417807,-0.167176,1.005206,-1.641302,0.803785,-0.425201,0.482124,-0.371552,0.140102,-1.109665,0.419199,0.836459,3.454313,-0.211961,-0.597953,-0.368949,0.303947,0.346758,-1.252148,0.588552
application,1.217865,0.480011,-1.205646,0.547173,0.47371,1.474865,0.192423,-0.632005,-0.284012,0.304126,1.20461,-0.251472,-0.637148,-0.272232,-0.085182,1.280453,2.649082,-0.575526,-0.194775,1.895231,-0.840389,1.009078,-1.017112,-0.020428
élément,0.343863,-0.527139,0.307621,0.020931,0.815777,2.267556,0.329127,-0.266052,0.755352,-0.16475,0.522861,-0.660026,0.29524,0.198022,1.257008,0.324836,3.417764,-0.738057,1.095287,0.122781,-0.609422,0.292297,0.185683,0.038106
grand,1.703287,-0.164633,0.451478,0.780614,1.701069,1.002993,0.190946,-1.070647,0.180189,-0.208511,0.12543,-0.141191,1.132392,0.848694,-0.782277,-0.454549,3.032264,-0.673972,-0.101027,-1.003079,0.420524,-0.315094,0.126754,-0.487328
propriété,0.630014,-0.125997,-0.597296,-0.349747,0.637216,2.216543,1.153528,-0.713931,-0.232216,-0.510167,0.333588,0.308956,0.983316,-0.839749,-0.337698,0.847313,2.76594,-0.683941,0.911834,0.461499,0.126356,-0.023591,0.041762,-0.820093
ordre,0.110666,-1.061814,-0.676542,-0.791218,1.51297,1.605629,-0.31019,-0.734443,0.293261,-0.897767,0.125611,0.28216,-0.166945,0.502086,-0.18481,0.493404,3.46024,-0.828515,0.298738,-0.232547,0.186233,0.272473,-0.443584,-1.804063
variable,0.289328,-1.364607,-1.004079,0.882436,-1.344477,0.835049,0.947432,-0.338889,-0.654278,-0.615831,0.328028,-0.397972,1.053025,0.456311,-0.480827,1.123363,3.218087,-0.429909,-0.021276,1.509821,-0.456123,0.251159,-1.824759,0.032485
base,0.67459,-0.244331,-0.275339,0.42801,0.062854,1.052908,-0.085216,-0.442627,-0.55456,-0.162069,-0.466315,-0.83857,-0.140564,-1.205603,-0.221525,0.524463,3.789853,-0.508228,1.014547,0.030796,-0.381576,0.135755,0.169611,0.545339
