word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
un,0.192244,0.770964,-0.641303,-1.380202,0.346707,-0.372821,0.413489,0.472053,0.042284,-1.310353,-0.86725,-1.055192,0.928146,-0.968429,-0.576604,-0.690958,-0.260721,-1.931254,0.751512,1.786275,-2.026974,1.756795,-0.080994,0.321959,0.443456,0.133744,-0.807023,0.676922,0.315318,0.289513,1.640279,0.460917,0.88298,0.702365,1.104973,0.552195,0.144998
nombre,-0.472654,-0.25757,-1.575001,-0.777123,0.821889,0.131395,0.347132,1.654883,-0.428742,-2.163466,-0.674653,-0.924484,-0.440132,-1.527437,-0.204487,-0.422246,-0.125207,-1.2126,0.609692,1.954282,-2.236718,1.829476,0.224857,-0.675359,1.871575,0.531508,-0.6479,1.332523,0.575377,-1.266005,0.936668,-1.178538,-0.709325,0.408472,0.161256,-0.534447,0.198772
$\mathbb{N}$,1.20111,0.794033,-0.163082,-1.241033,0.998772,-0.567189,0.572743,0.24984,-0.418684,-0.936842,-0.191256,-0.073241,0.761536,-0.571214,-0.500506,-0.329305,-0.123669,-1.723015,0.205697,1.237592,-1.49803,2.048336,-0.507613,-0.392948,0.63661,0.428128,-1.149596,1.908076,0.280932,-0.903057,0.99198,-0.432576,-0.102474,0.238662,0.273196,-0.83584,-0.138311
deux,0.325144,0.193128,0.029774,-1.655347,0.567129,-0.311079,0.534369,0.03032,0.092799,-0.861403,-0.76659,-0.89493,1.16299,-1.14541,-0.64424,-0.314554,-0.097612,-1.83914,0.269927,0.936074,-1.965987,1.238929,1.3096,-0.413165,0.868244,1.20237,-0.218043,1.064812,0.37587,-0.586373,1.150569,0.036396,0.596941,0.438851,1.231506,0.720029,-0.443731
fonction,0.389067,0.149974,-0.734389,-1.526289,0.164788,0.457842,-0.154906,1.388107,-0.117974,-1.346453,0.185005,-0.73054,0.692265,-1.0246,-1.278838,-0.477406,-0.012325,-2.10003,-0.07176,-0.542499,-0.13235,1.703999,0.492197,-0.390624,-0.177357,0.08192,-1.633999,1.80363,1.068425,0.625182,3.149075,-1.050467,0.008323,0.189511,0.333428,-0.280427,0.648107
premier,-0.401621,-0.729429,-1.358613,-1.404063,0.1832,-0.088058,0.346155,0.480912,-0.128386,-1.411288,-0.814781,-0.973527,0.568651,-1.367145,-0.67518,-1.016773,-0.078434,-1.459455,-0.06062,2.406883,-1.184053,2.097127,-0.074282,-0.112861,1.39628,0.967529,-0.28919,0.983806,0.507428,-0.229196,0.306091,-1.000334,-0.053654,0.609898,0.265176,0.03679,0.081935
ensemble,0.967351,0.575798,0.046713,-1.256631,0.54236,0.018729,0.4639,0.91343,-0.46709,-0.361263,1.11982,-1.340015,1.15721,-1.498794,-0.982519,-0.346781,-0.353793,-2.330168,0.747426,1.020779,-2.157334,1.078089,0.60026,-1.254283,0.286412,-0.755861,-1.5588,0.319048,-0.805447,-0.387049,1.224175,-0.493506,0.407818,0.876452,0.4258,0.000671,-0.380275
point,-0.037819,1.238333,1.286416,-0.984582,1.049792,-0.585125,-0.640382,-0.246631,-0.300942,-0.734959,-0.047162,0.265826,1.096007,-1.275553,-0.726076,-0.761562,0.13319,-1.177502,0.518447,1.177723,-1.807892,1.657608,1.987506,-0.630491,-0.141929,0.94983,-1.223152,1.536544,-0.373696,-0.14848,1.930786,0.222784,0.711336,0.063434,-0.133629,0.246142,0.267038
théorie,-0.510388,0.132371,-0.538673,-0.245221,-1.096018,-0.405654,0.023273,0.200392,-0.258975,-1.715294,0.892969,-0.814407,0.669853,-1.814017,-0.711152,0.152341,-0.466643,-2.283457,0.165097,1.936255,-1.080807,0.755988,-0.701148,0.880778,-0.373651,0.329331,-1.440407,0.044578,-0.829039,0.174969,1.502343,-0.029608,-0.687946,0.112678,1.691303,-0.39319,0.359665
exemple,0.702856,0.824487,-0.258254,-1.662688,0.107023,-0.660536,-0.316512,0.519234,-0.217712,-0.832759,-0.446672,-0.735718,0.642278,-0.715687,0.365848,-0.123856,-0.520395,-2.011438,0.204395,0.798365,-1.814744,1.114546,-0.238191,-0.466941,0.531367,0.349184,-1.282706,1.308416,0.201747,-0.138834,1.539379,-0.217786,-0.337139,0.413542,0.486885,0.155039,0.300446
