word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
un,-0.651155,0.205954,-0.004366,-1.082521,-0.552367,-0.570279,-0.126393,0.590917,-0.367226,0.226404,-0.716694,-0.149013,0.183908,-0.025608,1.426868,-0.300139,-1.166343,-0.061749,1.993388,0.235843,0.164108,0.153694,-0.214267,-0.438391
nombre,-0.021506,0.922423,0.563501,-0.348889,-1.151953,0.102392,0.458003,1.293598,0.397412,0.621598,-0.102572,-0.439989,-0.002693,0.860669,0.590967,-0.454939,-1.010006,0.06413,2.084361,0.39239,-0.395731,0.827757,0.586085,0.244348
$\mathbb{N}$,-0.001691,0.253929,0.179428,-0.187644,-1.095231,-0.739991,-0.27663,0.927684,0.068121,0.435997,-0.510963,0.042061,-0.191186,0.563932,1.140676,-0.193875,-1.04876,0.483737,1.520066,0.175363,-0.394211,0.266132,-0.522514,-0.589643
deux,-0.533136,0.572047,-0.164419,-0.788386,-0.111868,-0.744904,-0.112406,0.76941,-0.078904,0.356997,-0.734205,-1.034995,-0.07562,-0.082191,1.20457,-0.36555,-1.174056,0.366528,1.315567,-0.066893,-0.100626,0.668017,-0.482081,-0.450297
fonction,0.769597,0.898688,-0.564114,0.310179,-1.11056,-0.831555,1.029891,0.393578,0.37864,0.403751,0.003693,-0.494889,-0.316618,-0.042406,1.203744,-0.065016,0.161889,0.895476,2.486902,0.667337,0.447376,-0.034702,0.401461,-1.133411
premier,0.24622,0.778018,-0.015173,-0.37512,-0.23552,0.146242,-0.745501,0.512651,-0.248571,-0.007391,-1.04572,-1.099876,-0.260192,0.321034,1.341667,-0.10267,-1.208645,0.185613,1.028682,-0.409433,0.307626,0.046188,-0.472369,-0.169285
ensemble,-0.717838,0.018039,-0.16148,-0.773343,-1.156945,-0.384736,0.136465,-0.184208,-0.185186,0.410682,-0.73785,-0.904658,-0.127051,-0.307601,1.159094,0.161612,-0.271328,0.094072,1.529618,0.378923,-0.08594,0.198943,0.215939,-0.683302
point,-0.485975,0.400186,0.681795,-0.140154,-0.703179,-0.343805,0.721261,0.813323,0.040317,0.013006,0.09234,-1.29356,-0.596187,0.806022,1.136152,-0.156163,-1.724811,0.32034,0.808014,0.046563,-0.249699,1.132621,0.423023,-0.182313
théorie,-0.159081,0.669754,0.541325,0.937687,-1.615981,0.111842,0.978659,-0.454491,-0.482614,-1.48574,-1.123436,1.107659,-0.637919,0.843338,0.748576,0.07454,0.013046,0.030249,1.677114,0.743913,0.09056,0.173565,1.555016,-1.64949
exemple,-0.206968,0.027852,-0.104722,-0.354795,-1.341353,-0.526227,-0.060677,0.577648,-0.133479,0.536011,-0.363129,0.529646,-0.212607,-0.166935,0.836266,-0.050868,-0.491215,-0.064837,1.744406,1.322619,0.237049,0.271309,0.471024,-0.690497
espace,-1.773163,-0.347084,0.864232,-0.441778,-0.70221,-0.891294,0.521309,-0.346152,-0.659154,0.339849,-0.213105,-0.857516,-0.370568,-0.073459,1.542559,0.109428,0.456578,0.078607,1.60896,1.073802,-0.021593,0.101186,0.71177,-0.572449
théorème,0.351942,1.128704,0.660127,1.272822,-1.649611,-0.147565,1.494336,-0.542307,-0.132428,-1.655895,0.233723,-0.690961,-1.059333,-0.967602,-0.555599,0.605153,0.774033,0.693719,1.201432,1.310078,-0.943055,0.983668,0.936109,-2.668872
problème,0.539597,-0.247343,0.584438,0.124555,-1.012276,-0.416322,0.667303,0.281615,0.036994,-0.708728,-0.079558,0.863798,-0.363306,0.568098,1.654016,-0.032504,-0.770712,0.607006,1.416539,0.699463,0.071696,0.116457,0.443289,-0.58828
valeur,0.19631,0.335471,0.516281,-0.02205,-1.952602,-0.027889,0.44279,0.498693,0.384528,0.767089,-0.039178,-0.143438,-0.07155,0.639854,1.051145,-0.554648,-0.341935,-0.478396,2.105293,1.094551,-0.606451,0.571646,0.992906,-0.388955
groupe,-0.54296,-0.169307,-0.825232,-0.227003,-0.746033,0.777608,-0.969277,-0.042544,-0.660955,0.556844,-0.03088,-0.494394,-0.935858,0.172889,1.163656,-0.540061,-1.148491,0.391141,1.070123,-0.415764,0.63886,-0.019831,0.116869,-0.542611
graphe,-0.413004,1.115133,0.52126,-0.636347,-0.373111,-0.200711,2.201927,0.482488,0.235724,-0.201561,0.879642,-0.132122,-1.374442,-1.432147,-1.148577,0.406411,0.705248,0.187319,1.067377,0.871914,-0.871079,1.190683,1.422951,-1.35042
forme,-0.641239,0.151868,-0.438985,-0.789509,-1.168338,-0.991158,-0.189584,0.42805,-0.448509,0.486046,-0.806422,0.044903,0.262113,-0.457608,0.495017,-0.289742,-1.048209,-0.440551,1.505777,1.159434,0.251405,0.56544,0.724565,-0.990576
entier,-0.152105,0.599014,0.314842,-0.533414,-1.086283,-0.364976,-0.0949,0.645413,-0.059077,0.897464,-0.330845,-0.055213,-0.363793,-0.277445,0.524877,-0.62807,-0.214975,0.059288,1.594786,0.899972,-0.571378,0.592152,0.320507,-0.191878
système,0.001006,-0.536129,0.296396,-0.313353,-0.574725,-0.125139,0.269238,0.996629,-0.090775,0.094703,0.25599,-0.021506,-0.148782,0.333771,1.148079,-0.083609,-0.869718,0.497429,2.087581,1.362331,1.390965,-0.492557,1.282261,-1.327514
équation,0.12331,0.532037,0.411986,1.33184,-1.227583,-0.077115,1.148273,0.601997,0.138623,-1.886648,0.362831,0.064943,-0.777055,-0.414094,0.008427,0.271019,0.427673,1.099023,1.746004,2.249811,-0.281451,1.239012,1.070596,-2.37961
suite,0.602587,-0.201198,-0.039648,-0.194648,-0.600843,-0.407095,-0.608561,0.579152,0.121756,-0.210663,-0.931874,-0.476926,-0.271951,0.366192,1.190289,-0.184861,-0.793499,0.716582,0.97083,-0.382585,0.225004,-0.139498,-0.524728,0.067511
algorithme,0.904008,0.074959,1.210068,0.157,-0.71871,-0.11081,1.205821,0.534386,0.137009,-0.928749,0.776803,0.112785,-0.800705,-0.639008,0.061144,0.97837,-0.356749,0.374086,0.972322,1.759899,0.67806,0.483285,0.776036,-2.013172
calcul,0.845061,0.511658,1.220349,0.430819,-1.216554,0.077275,0.982633,0.697475,0.507278,-0.769672,0.23363,0.024511,0.05042,0.097605,0.902043,0.831703,-0.08847,0.083263,1.810666,1.851806,0.427518,0.884075,1.300823,-0.940746
application,0.811098,-0.761106,0.124118,0.439774,-1.021896,0.088488,0.565106,0.590145,0.609831,0.782982,-0.145419,0.014703,-0.323909,0.031035,1.439367,0.43984,0.180349,0.632329,1.78221,1.740772,1.317749,-0.474705,1.234891,-1.101196
