word,1,2,3,4,5,6
mesurer,1.783573,1.066771,1.329314,0.987279,0.513022,-1.267708
rang,1.829885,0.331446,-0.157487,-0.694251,-0.919934,0.038231
Leibniz,-0.946313,-2.520676,0.715352,0.138907,1.146645,-0.277826
boule,1.361355,0.396714,0.195001,1.852276,-0.197953,-0.931392
branche,1.663582,-0.372913,-0.25953,-0.429966,0.432041,-0.49847
partition,0.395252,-0.488218,0.628351,0.847587,0.894279,0.21881
fermé,1.431134,0.649269,0.297918,0.293412,0.46771,-1.106673
invariant,-0.62043,-0.672756,1.765776,1.107825,0.672832,-1.66987
diviser,2.225839,0.333722,0.278169,-0.803561,0.27348,-0.530345
diviseur,-0.122918,0.203559,1.231161,0.861393,0.20836,-2.323695
Banach,-1.478123,-1.273239,1.037401,0.584402,0.702044,-1.913679
logarithme,-0.516643,-0.865307,1.254588,0.857013,0.279718,-2.239756
cent,2.114049,0.20814,-0.339222,-0.215926,-0.187056,0.419352
décimal,-0.215919,0.266418,1.333504,0.528836,0.798027,-2.189875
espérance,0.718301,-0.122411,0.091527,-0.096953,-0.216055,-0.226678
estimer,1.548457,0.280515,1.375968,-0.873423,-0.543699,-0.211447
périodique,0.305313,-0.566854,1.544355,0.21981,1.218234,0.082688
harmonique,0.627298,-0.463869,1.583102,1.8501,0.588428,-1.413874
déterministe,-0.435755,-0.973062,2.245387,0.431014,0.225569,-1.814743
intégrer,1.498524,0.472883,1.121557,-0.842176,0.453353,0.732013
extérieur,2.678633,0.519046,0.742904,0.0737,-0.183334,-0.362196
interne,1.492728,0.362537,1.237138,-0.697822,0.467209,-0.091854
absolu,0.959394,-0.833576,1.602556,-0.24631,-0.67509,-0.361357
converge,-0.662122,-0.390779,1.617222,1.355169,-0.515698,-2.093247
unitaire,-0.050662,0.015186,1.308716,-0.983634,-0.036391,-1.134545
multiplier,1.48549,-0.377193,1.27893,-0.222506,-0.642829,-0.270332
global,0.169553,1.065505,2.909369,-0.6552,0.52636,0.537534
modulo,-0.608703,0.941718,1.295987,1.201073,0.051437,-2.435877
