word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grand,0.19975,-2.360479,-0.194236,1.688404,-0.677344,-0.088288,-0.305398,-0.344734,1.083012,-0.741952,0.847319,0.279582,-0.618367,0.269386,-2.371207,-0.642554,-1.326113,0.081251,-0.116114
propriété,-0.926205,-1.89687,0.97434,2.217664,-0.249307,0.538616,-0.747795,0.253227,0.472241,-1.40897,1.507651,1.256957,0.459509,0.305992,-0.219611,-0.409323,-1.356684,0.263657,-0.673849
ordre,-0.864711,-0.786485,1.396551,2.722706,-0.095121,-0.053105,-0.180426,-0.199799,0.505365,-0.660632,2.083737,0.22699,0.035695,0.430662,-1.014838,-1.004787,-1.204744,-0.181051,-0.076939
variable,-2.118985,-1.305017,0.109575,2.609451,-0.546724,1.986878,-0.824133,-0.072349,-0.297282,-0.009766,0.244474,-0.555239,0.216899,-0.530454,-0.402792,-0.377688,-1.979782,-1.557231,-0.629965
base,-1.144585,-1.614873,0.440289,2.763957,1.098107,0.528487,-0.356194,0.335235,0.319051,-0.890161,0.6842,0.413377,0.452749,0.973411,-1.436584,0.123968,-0.369276,0.362295,-0.059886
géométrie,-0.455983,-1.788665,-1.056971,0.74743,1.293039,0.079712,0.009165,0.692239,0.516732,-1.68657,0.876841,1.710699,0.599485,2.421837,-1.029898,0.197703,-1.724216,-0.684068,-0.70441
analyse,-1.69519,-1.828854,-1.72213,1.164125,0.697881,1.000054,-0.435592,-0.012592,1.442586,-0.347901,0.479504,0.142874,1.510398,1.260413,-0.664529,-0.461716,-1.954642,-0.974189,0.01775
loi,-0.371583,-0.99315,0.116789,2.682244,-1.544809,0.997804,-0.895875,0.550016,0.89555,-0.639328,1.317791,0.073999,-0.107989,-0.526849,-0.2455,-0.155539,-2.112012,-1.945566,0.294622
définition,-1.245041,-1.650213,0.110299,2.202731,0.417373,0.647981,-0.862861,0.014517,0.396117,-1.177503,1.187042,0.862084,0.2695,0.267528,-0.203702,0.185278,-1.451369,-0.023957,-0.56982
réel,-1.249896,-2.256676,0.335181,2.307226,1.048951,1.033739,-0.018242,0.265115,0.248227,-1.420537,0.924318,-0.183653,0.598736,-0.870981,-0.436415,0.57775,-1.947198,-0.401454,-0.458405
