word,1,2,3,4,5,6,7,8,9,10,11,12
centre,-0.479288,-0.870203,0.403263,-0.835245,-0.862131,-2.377989,0.239671,-0.597615,0.287194,-0.188674,0.68811,1.066315
démonstration,-0.692099,0.690376,-0.941464,-0.465182,-0.015308,-0.196919,0.801699,-0.705028,-0.539565,1.16168,0.379078,-0.557818
vectoriel,-0.609575,1.026367,-2.481232,-0.097635,1.518608,0.293384,0.469899,-0.744836,1.681343,0.766649,0.514765,-1.078898
limite,-0.630542,-0.058063,0.180017,0.413358,0.868261,-1.536755,0.276602,-0.128319,0.86062,0.503864,1.903623,0.543349
représentation,0.035429,-0.329483,-0.526314,0.856795,0.660357,-1.273135,0.906769,-1.095954,0.113215,1.089109,0.09709,0.083972
famille,0.997201,-0.304799,1.238092,0.528598,0.511827,-1.119425,0.5483,1.018441,-0.148675,0.908095,-0.300975,1.589085
arête,1.254062,1.483931,-0.064561,-0.176763,-0.535259,-0.643593,-1.169224,-0.27893,1.7613,1.439059,1.311249,-0.484928
distance,-1.43308,0.86134,0.360326,-0.049923,-0.060162,-1.112821,0.395015,-0.474849,0.790561,0.875608,1.245302,-1.05661
surface,-1.464063,0.828003,0.086637,0.236114,-0.191757,-1.733832,0.12554,0.785413,2.067401,1.226833,1.657901,-0.657214
aléatoire,-1.284846,0.538181,-1.318251,0.262587,0.831156,0.290068,0.549332,-0.453675,0.427865,1.294521,1.246884,-1.109607
naturel,-0.587775,-0.814276,0.008061,0.66983,0.239005,-1.803575,0.594605,0.363146,1.731165,1.038167,1.299827,1.76637
normal,-1.472002,0.369552,-0.389856,-0.12523,0.166996,-0.786798,0.443709,-0.107606,0.56615,0.748284,0.394416,0.318608
arbre,-0.179667,-0.106747,0.182586,1.162268,-0.305445,-1.494432,-0.55226,0.633166,1.433053,1.788436,0.959385,0.212989
démontrer,-1.023787,0.075751,-0.498107,0.374312,0.749248,0.372887,1.471579,0.20871,-0.148647,1.75011,0.740011,0.421161
algèbre,0.677728,0.654068,-1.822687,-0.779111,1.962942,1.215932,0.335706,-0.641367,2.290161,0.44784,0.818486,-0.395444
règle,-0.52418,-0.134176,-0.672394,0.238188,1.958222,-0.808148,1.549368,-0.678389,-0.486961,0.728872,1.210072,-0.498721
volume,-0.991901,-0.43308,-0.411188,1.140492,0.349709,-1.382211,1.097604,0.519399,1.491756,-0.467972,-1.834538,-0.490373
calculer,-1.737338,1.01621,-0.476685,0.221226,1.520225,-0.010637,0.972401,-0.373947,1.427978,0.670748,1.554249,-0.610393
constant,-1.396748,1.127062,-0.324889,0.627112,1.136846,-0.112001,0.663889,-0.075513,0.679125,0.729201,0.410058,0.993042
quatre,-0.26588,0.734494,1.32924,-0.049127,0.506327,-2.212159,0.329807,-0.262942,-0.090673,0.928391,0.333009,-0.401819
différentiel,-1.885411,1.667864,-1.010377,-0.353455,0.621844,0.673669,0.736538,-0.560285,1.216084,0.964032,1.058627,-0.099163
hypothèse,-0.394227,0.007133,-0.503399,1.249889,1.134183,0.04253,1.481918,0.247591,0.408316,1.70925,0.752437,0.666926
image,-0.951776,-0.635826,-0.868452,0.31366,0.553296,-1.404798,0.07458,-0.54462,-0.114309,1.549949,-0.656014,-0.380807
régulier,-0.935668,0.287069,0.870116,-0.459672,0.872004,-1.28594,0.019473,-0.572293,-0.022893,0.048882,1.007921,-0.56199
complet,-0.749005,0.039549,-0.127023,-0.03807,0.480699,-1.246434,1.031552,-0.523844,0.219804,0.636966,-0.362096,-0.239983
