word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
géométrie,-1.195548,-0.552788,1.312799,-0.452582,-0.695764,-0.284148,1.089924,-0.424684,-0.861009,0.66355,0.113621,0.999214,0.431138,-0.600468,0.237882,-0.841621,-0.943386,1.708335,0.125864,0.363734,1.066483,0.168311,0.015328,-0.075638,0.570722,0.818896,-0.149331,1.146632,-0.099352,-0.461337,-1.107871,0.143009,-1.306593,-0.8168,-0.495461,0.648872,0.95869,0.683252,1.03022,-0.583477,0.529745,-0.553158,-0.131576,0.477883,-0.925929
analyse,-0.596532,-1.160276,0.931772,0.126334,-0.882304,-0.240555,0.347374,0.426781,-0.172515,0.149273,-0.066101,0.08056,0.058676,0.30309,-0.44218,-0.596747,-0.00203,1.536605,0.08284,-0.760452,-0.349544,-0.391561,0.454099,0.623656,-0.506155,1.035939,-0.135807,1.527502,-0.524269,0.260807,0.159468,0.015329,-0.568589,0.118704,-0.327738,1.032378,0.285249,-0.149184,0.322622,-0.122568,0.821715,0.03184,0.367757,-0.110871,-0.984774
loi,-0.645046,0.21671,0.770482,-0.658693,-0.552211,-0.592824,-0.17406,-0.385845,0.810445,0.560747,0.084027,0.386222,0.498591,-0.649872,-0.245799,0.039531,-0.197135,-0.134505,0.529973,-1.262465,-0.221452,-0.065157,0.503189,-0.445403,-1.829945,-0.554663,0.50457,1.894399,0.175463,0.637179,-0.419658,-0.347668,0.57852,-0.165636,0.414657,0.715543,0.38763,-0.326608,0.030101,-0.060469,-0.869658,0.14939,-0.987532,-1.345612,-1.353077
définition,-1.151296,-0.483623,1.51985,-0.596309,-0.325526,-0.499875,0.801608,-0.0803,-0.245527,0.081982,-0.206198,-0.185794,0.680198,-0.289966,-0.250738,-0.983285,-0.839287,0.875509,0.595469,-0.359585,0.305544,0.135701,0.564846,0.075185,-0.217779,0.242055,0.655331,1.636809,0.129554,-0.294518,-0.221968,-0.399465,-0.204939,-0.062363,-0.062686,0.787262,-0.021221,-0.053135,0.060436,-0.425295,0.390505,0.577545,0.021188,-0.660361,-1.529907
réel,-0.786218,-0.653195,1.600652,-0.07708,-0.149498,-0.647562,0.11919,0.387976,-0.522824,-0.011445,-0.965106,-0.127326,0.311906,0.076621,-0.351066,-1.16084,-0.418419,0.69596,0.399143,-0.966013,0.241722,-0.351373,0.440384,0.93124,-0.273058,0.227245,0.881904,1.170103,-0.069017,-0.308545,0.057457,-0.22009,-0.064387,0.023929,0.382558,0.557046,-0.067389,1.047043,0.394007,-0.536474,-0.622446,0.54122,-0.12287,-0.094976,-0.961446
dimension,-1.414999,-0.312536,0.585312,0.107353,-0.228819,-0.3974,0.219718,0.293451,-0.327799,0.496634,-0.325623,-0.07135,0.292986,0.22129,-0.151079,-1.374548,-0.13421,0.96013,0.434536,0.41118,0.455241,-0.201966,0.833229,0.6175,-0.058277,-0.277713,0.592095,0.694978,-0.407027,-0.653623,-0.452708,0.020507,-0.713556,-0.408546,0.553744,0.318241,-0.260444,0.847479,0.487664,-1.187571,-0.19024,-0.210675,0.090675,0.216127,-1.425412
statistique,-0.141498,-0.120018,0.428702,-0.544129,-0.102401,-0.691383,0.126557,0.116671,1.153883,-2.167434,-0.294735,-0.301022,-1.65982,0.889892,-0.186379,-0.474711,-0.57613,0.85325,1.640295,0.047354,-0.254075,-0.611597,-0.537496,-0.034749,0.095752,-0.129144,0.036372,1.249213,-0.27792,0.424435,0.668916,-0.525227,-0.176307,-0.040689,-0.582392,0.313965,1.324383,-0.232373,0.67146,-0.26487,0.684663,0.19172,-1.271437,-0.388568,-0.790558
sommet,-1.849419,-0.02465,0.260304,0.875188,0.210091,0.166435,0.563916,0.354734,0.457944,-1.12632,-0.072032,0.246718,0.235095,-0.511638,0.131149,-0.123114,0.214468,0.199517,0.902154,-0.143014,0.370351,-0.154,-0.721271,-0.272545,0.18216,0.006763,-0.912002,-0.701594,1.178328,-0.458515,-0.555035,-0.310498,-0.001294,-0.111243,1.162114,-0.177137,-0.533551,0.130833,0.278498,-0.930012,-0.060859,-0.606086,0.382489,0.814057,-1.827628
logique,-0.881539,-1.450159,0.587247,-1.271653,-0.683623,-0.107379,0.890535,0.430287,-0.153687,0.106267,-0.681314,0.738861,0.184464,-0.356375,0.098791,-1.148452,-0.344581,1.064349,0.03333,-0.021063,0.560724,-0.458161,0.816187,-0.16948,-0.357338,0.382469,0.208464,2.206755,0.257821,-0.392403,-0.713991,-0.215521,-0.137941,0.107288,-0.409196,0.248388,0.36818,0.646615,0.621726,-0.78266,0.737995,0.287714,0.113665,-1.321681,-0.21318
terme,-0.943631,-0.794534,1.144674,-0.308204,-0.110183,-0.567515,0.665508,0.064664,0.074493,-0.241064,-0.351716,0.177495,0.246677,-0.142919,0.396754,-0.934052,0.054966,-0.293181,0.718604,-0.204898,-0.232729,-0.532746,0.168437,0.088285,-0.015554,0.516455,0.54499,0.922727,0.490997,0.775802,0.529579,-0.469224,0.131441,-0.188312,0.104244,-0.228228,-0.018514,-0.275853,-0.028114,-0.01432,0.190671,0.694283,0.336175,-0.447407,-0.986966
trois,-1.116807,-0.081939,0.635359,0.174767,-0.064493,-0.847495,-0.239883,-0.331067,0.312785,-0.062054,0.037363,-0.205819,-0.988972,0.03885,1.164548,-0.282047,0.615667,-0.042555,0.226212,-0.004352,-0.495098,-0.384304,-0.006942,0.14617,-0.34247,-0.164771,-0.269074,-0.09305,0.429736,0.957175,-0.29581,0.072831,-0.090991,0.528665,0.722785,-0.314476,-0.683488,0.18952,0.705986,-0.570458,-0.150374,-0.533208,0.102693,0.276955,-0.778464
plan,-1.379108,-0.374666,0.060557,0.065451,-0.486946,-0.257492,0.058951,0.183914,0.389223,0.245363,0.169439,0.47883,-0.016783,-0.280763,-0.053822,-0.062622,0.191981,0.578808,0.163757,-0.290002,0.268713,-0.213183,-0.009336,1.012602,-0.527344,-0.304232,-0.126107,1.105484,0.5617,-0.00695,0.620599,0.435553,0.064624,-0.173412,0.596579,0.5679,-0.339519,0.432778,0.510452,-0.559982,-0.475543,-0.004835,0.383715,0.376732,-1.287018
formule,0.259593,-0.987468,1.435955,0.087722,0.105789,-1.785765,0.839557,-0.160495,0.176841,-0.266225,0.191751,0.034748,0.175878,0.093516,0.42933,-0.916318,-0.800743,-0.251813,0.431339,0.497664,-0.19723,-0.078609,-0.421387,-0.859373,-0.015231,0.584545,0.499808,1.248786,0.735805,0.31862,-1.194444,-0.28517,0.097185,-0.410597,-0.534202,-0.366003,0.157553,0.30419,0.738378,-0.849682,0.531226,-0.506045,-0.136157,-0.114861,-0.889738
