word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
un,0.335597,-0.161589,-0.447835,-0.665616,0.702577,-0.472191,1.515143,-0.03345,-0.391058,0.04629,0.206392,-0.166764,-0.166651,-1.132921,-0.058621,0.32427,-0.274653,-0.368082,0.031972,0.444807,-0.116208,0.20837,-0.134894,-0.268352,-1.029112,0.094263,0.082657,-0.11919,0.046239,0.529338,0.175841,0.228862,-0.789418,-0.860967,-0.363094,-0.818122,0.183293,-0.370688
nombre,0.385743,-1.010352,-0.611419,0.134118,0.995974,0.027461,1.681611,-1.096123,-0.476248,0.155241,-0.451139,-0.08261,0.135626,-0.903737,-0.067006,0.409134,-0.008316,-0.699694,0.007772,0.048747,0.022903,0.678954,-0.241955,-0.232158,-0.185864,0.2348,0.466763,-0.54154,0.331823,-0.747309,0.240115,0.266987,0.030966,-0.663461,-1.263581,-1.911243,0.57092,-0.018641
$\mathbb{N}$,-0.064703,-0.110914,-0.337991,-0.007302,0.338392,-0.315574,1.285096,-0.673534,-0.769506,-0.231165,0.017896,0.220998,0.448232,-1.153405,-0.117278,0.242104,-0.471674,-0.131861,0.462816,0.125767,-0.32885,-0.256127,0.194763,0.207972,-0.786276,0.678455,0.345513,-0.171081,-0.135477,-0.128251,0.125305,0.484283,-0.398668,-0.76951,-0.659952,-1.040618,0.678502,0.022797
deux,0.07281,0.105382,-0.615993,-0.331548,0.782188,-0.531831,1.149354,0.010563,-0.230257,0.479468,0.122458,-0.511502,-0.268314,-1.042035,-0.734385,0.772212,-0.499558,-0.536678,0.308836,0.489029,0.014881,0.173949,-0.436741,0.215515,-0.597307,0.441745,-0.104645,0.319522,-0.222941,0.264548,-0.247907,0.455161,-0.187798,-1.062586,-0.666737,-0.934927,0.333226,-0.322633
fonction,0.15471,0.272789,-0.47303,-0.462417,0.159152,-0.741769,2.141692,-0.926183,-0.427753,-0.166241,-0.45165,-0.469872,-0.395776,-0.160419,0.247441,0.412544,-0.514794,-1.107337,0.252218,-0.16903,-0.984997,0.173936,0.462852,-0.344934,-0.795798,-0.031015,-0.73889,-0.740169,0.012387,-0.376742,0.472684,-0.104339,0.425169,-1.50411,-0.047271,-0.652923,0.879063,0.853024
premier,0.131439,0.034266,-0.066783,-0.306857,0.799623,-0.361908,1.303514,-0.286917,-0.113721,0.561321,0.202048,-0.331171,-0.517379,-0.674296,-0.992756,-0.194524,-0.265438,-0.50532,0.085838,0.551482,0.159561,0.196483,-0.374551,0.156433,-0.700578,0.886387,0.380861,-0.221653,-0.584655,0.243018,-0.960983,0.158029,0.105933,-0.482241,-0.438324,-0.532755,0.046195,-0.274729
ensemble,-0.350822,-0.1321,-0.782291,-0.26748,0.33519,-0.224415,1.388701,-0.11702,-0.444194,-0.265648,-0.149654,-0.601037,-0.516812,-0.024309,0.315211,1.0378,-0.844493,-0.971525,0.6709,0.482586,0.153878,0.377521,-0.429474,0.040145,-0.50433,0.365315,-0.001895,-0.701553,-0.278834,0.512843,0.395062,0.455796,-0.26225,-0.472749,-0.453927,-0.725886,0.155191,-0.299126
point,-0.197719,-0.540508,-0.424963,0.218308,0.49841,-0.843965,0.804043,-0.580692,-0.940679,0.402594,-0.392764,-0.329225,0.214713,-0.947885,-0.548073,0.944898,-0.635896,0.177983,0.180633,-0.712592,-0.923322,0.715026,-0.576455,0.867878,-0.290095,0.327426,0.259293,0.065633,0.731578,-0.052103,-0.59396,0.243242,-0.11503,-0.070493,-1.144292,-1.376294,0.014469,-0.219142
théorie,0.909481,-0.164129,0.051396,-0.903707,0.514695,0.126833,1.000432,-0.291064,-1.769908,-0.825402,-1.651462,-0.383877,0.352645,-0.040016,1.767637,-0.420369,-0.15875,-0.183937,-0.015742,-0.404197,-1.42066,-0.237342,-0.075987,0.797409,-1.695601,0.433661,-0.496885,-1.410417,-0.341737,-0.231964,0.192852,-0.496162,0.228992,-0.089142,-0.53655,-0.364606,-0.415521,0.173589
exemple,-0.03746,-0.209491,-0.199486,-0.299479,0.398863,-0.478004,1.160115,-0.510076,-0.478954,-0.646806,-0.281572,0.407915,0.294249,-0.41853,1.085635,0.875776,0.031049,-0.202921,0.413367,0.58767,-0.903296,0.074112,0.129886,-0.245727,-0.916185,0.429841,0.299784,-0.667288,0.174447,0.316256,0.244232,0.143727,-0.62514,-0.803236,-0.367057,-1.034023,0.366853,0.203855
espace,0.113052,-0.551546,-0.749681,-0.917089,0.344883,-0.64786,1.006262,-0.14194,-0.776291,-1.127876,0.304768,-1.391883,-0.237356,0.153846,0.83046,1.398832,-0.728739,-0.182787,0.620283,0.034799,0.139911,1.318949,-0.206898,0.369325,-0.513092,0.326002,-0.570036,-0.680724,0.376801,0.39519,1.031752,0.029643,-0.786563,-0.463207,-0.251094,-0.66721,-0.365015,0.549975
théorème,-0.225385,0.310594,-0.28228,-1.068206,0.025536,0.386297,-0.217207,-0.46583,-0.974257,0.02794,-1.866031,-0.581511,1.269099,0.422068,1.612337,1.085384,-1.551461,-1.012902,0.323784,-0.362947,-2.291053,0.163599,-0.087881,0.545835,-0.493701,0.863643,-1.712566,-1.389364,-0.327182,-1.686889,0.053269,-0.176128,0.738543,0.139677,0.250224,-1.514831,-0.454277,0.967106
problème,0.417155,-0.021379,0.088045,-0.676034,0.434725,-0.920487,1.490552,-0.573212,-1.209422,-0.808722,-0.533646,0.249461,0.562455,-0.401407,0.547154,-0.349095,-0.446238,0.076588,-0.256647,-0.923958,-0.873677,0.058056,1.131195,0.093545,-0.824441,0.539725,-0.255348,-0.698798,0.134664,0.212124,0.114851,0.204921,-0.143965,-0.468211,-0.626951,-0.926883,-0.341278,-0.152907
valeur,0.014939,-0.417174,-1.00343,-0.600641,0.22102,0.119526,1.390595,-1.596641,-0.405373,-0.365322,-0.664902,0.190656,0.050899,-0.37176,0.625144,0.643366,-0.727484,0.225703,0.103752,-0.270029,-0.868985,0.348489,-0.157463,-0.210358,-1.198574,-0.296823,0.52067,-1.503555,0.919655,-0.226803,0.528689,-0.18627,-0.18479,-0.528762,-0.846659,-1.324395,0.730581,0.185746
groupe,-0.279828,-0.489375,0.159926,0.765275,0.597731,-0.434863,0.815131,0.197328,-0.908282,-0.485669,0.068028,-0.065681,-0.676245,-0.418203,-1.389374,0.914498,0.341762,-0.952658,0.691747,0.241533,0.245593,0.452609,-0.11348,-0.033827,-1.573114,0.720077,0.386864,-0.900968,-0.836245,0.227326,-0.246827,0.02442,-0.272921,0.064427,0.422553,-0.6099,0.416299,-0.254643
graphe,-0.029819,0.554243,-0.337468,-1.168562,0.717578,-0.203106,-0.718396,-0.161924,-1.337942,0.047023,-1.801983,0.07523,0.046302,-0.293119,1.869583,1.743588,-0.411478,-1.721427,0.334997,-0.229666,-1.259065,1.20574,-0.184234,-0.356417,0.24209,-0.797322,-0.95847,0.821621,0.202162,-1.995631,1.158606,0.002711,0.834309,0.677738,-1.158969,-1.389438,-0.413555,0.867683
forme,-0.00466,0.21567,-0.204164,-0.858544,0.609598,-0.429842,0.855854,-0.085325,-0.016254,-0.604772,-0.343429,-0.134935,-0.241658,-0.471731,0.777249,1.294429,0.33976,-0.513352,-0.170379,0.612485,-0.79132,0.057944,-0.558007,0.007884,-1.084078,0.350558,0.45995,-0.159727,-0.432394,0.572814,0.487409,0.69063,-0.333282,-1.413798,-0.372286,-1.03855,0.255683,-0.358881
entier,0.166104,-0.272518,-0.616843,0.024265,0.749849,-0.067256,0.716534,-0.672772,-0.023674,-0.806865,-0.143074,0.013871,-0.17822,-0.560525,0.458447,0.565375,-0.376306,-0.62414,0.277503,0.513843,-0.077906,0.403224,-0.181441,0.050318,-0.578972,0.418471,0.171853,-0.67347,-0.118633,-0.436014,0.218152,0.058237,-0.286364,-0.50055,-0.503315,-1.609075,0.76546,0.48952
système,-0.33193,-0.146128,0.032655,-1.209854,1.31862,-1.620515,1.956152,-0.54026,-1.291316,0.061389,-0.436289,-0.032738,-0.252866,0.441868,0.749884,0.08953,0.391239,-0.399572,-0.586917,0.354197,-0.887915,0.570169,0.701007,0.393056,-1.095444,-0.373778,0.308518,-0.46102,0.44572,0.427733,0.54509,0.104615,-0.127622,-0.841123,0.114972,-0.548962,0.311753,0.523905
