word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
matrice,-0.544911,1.019784,-0.334689,0.739208,-0.417711,-0.531498,-1.424829,-0.106734,0.383968,0.311834,-0.368915,-1.028363,0.072646,0.316872,0.120897,-0.068645,-1.325875,-0.382905,0.492704,-0.292443,0.060639,1.129247,-0.181681,1.055885,0.320019,-0.623759,-0.778552,0.667659,0.12367,-0.380538,1.973545
domaine,0.677401,-0.384129,-0.658686,0.085964,0.20965,-0.707333,-0.736996,-0.564005,-0.163818,-1.056752,-0.07737,-0.782437,-0.728075,0.084324,-0.168979,-1.030495,1.257308,0.798154,-0.092227,0.414376,0.525703,-0.353343,-0.88192,0.466198,-0.036068,-1.668527,-0.195229,0.70634,0.42714,0.315057,0.154319
fois,0.468857,-0.288004,0.584023,0.393184,-0.026773,0.568103,0.125562,-0.302877,-0.109081,0.324226,0.272918,0.286495,-0.398135,-0.926611,0.04259,-0.600973,-0.68962,-0.436116,0.140906,0.90153,0.479431,-0.489281,0.413216,0.547786,-0.053509,-1.882173,0.366232,-0.229901,0.063925,0.463983,-0.296184
type,-0.651175,1.740678,0.178914,0.788924,-0.793505,-0.923973,-0.681087,-0.26435,0.403802,-0.640731,0.138892,-0.789018,-0.470625,-0.46669,0.214368,-0.958571,0.183852,0.082457,0.343896,0.211401,-0.056239,0.814049,-0.305789,-0.07474,-0.288805,-2.281706,-0.044257,-0.130184,-0.452327,-0.044434,0.482583
mot,-1.11238,0.280316,1.599555,0.343487,-0.521205,0.395566,-0.150843,-0.44884,0.106792,0.289441,-0.271876,-0.310876,0.501813,-0.753255,0.178384,-0.410095,0.969817,-0.08183,-0.410059,-0.790519,0.817692,0.120341,0.216126,-0.406847,-0.558617,-1.774431,-1.225704,0.136786,0.441071,0.284737,1.316562
algébrique,-0.496661,0.476354,0.466473,-0.048867,-1.152624,-0.298105,-2.098609,-0.62932,1.047115,-0.284107,-0.209067,-1.352055,0.107034,-0.687009,0.425802,0.545984,-0.865409,-0.336414,-0.06822,-0.771557,-0.396194,1.108892,-1.108778,1.035018,-0.064123,0.290454,-0.642343,0.037875,1.157542,-0.274811,2.022269
degré,-0.616439,0.50656,-0.521889,1.215294,-0.235723,1.125592,0.124432,-0.009684,-1.219457,-1.717361,-1.133623,0.073511,-0.100464,-0.214416,-0.713339,-0.685022,-0.304727,-0.679062,-0.912337,-0.663789,0.249991,1.173868,0.50047,0.898677,-0.185726,-0.362693,0.307304,0.917683,-0.379645,-0.962531,-0.762939
langage,0.056501,0.483711,1.390011,0.74983,-0.975129,-0.163132,0.00659,-0.227651,0.405058,-0.351247,-0.519816,-1.711305,0.248075,0.350969,-0.639047,-0.80383,0.799306,0.116063,0.165427,-0.677692,-0.321687,-0.583465,-0.837825,0.159937,-1.47854,-1.097864,-1.477364,0.188092,0.330778,0.147213,1.780967
nul,0.255029,-0.401173,1.18662,0.4025,-0.264759,-0.23628,-0.487905,-0.236433,0.300554,0.216748,-0.506739,0.761809,-0.396739,-1.177576,0.313507,0.388311,-1.694204,-0.396363,-0.273238,-0.824335,0.440006,0.205654,1.437858,1.50001,-0.044645,-1.368056,0.471799,-0.929486,0.901602,-0.147995,0.655345
moins,-0.155803,0.002754,0.140144,0.863701,-0.420409,-0.038254,-0.642902,0.269314,-0.032657,-0.352597,0.000708,-0.02363,-0.164032,-0.86439,0.526249,-0.617473,-0.595097,-0.215031,0.587605,-0.319341,0.79552,-0.431932,0.383244,0.377536,-0.031899,-2.915707,0.034667,-0.046483,-0.364442,0.358417,-0.667941
objet,0.646297,0.786072,0.424482,-0.052435,-0.702973,-0.143325,-1.518818,-0.075,-0.519672,0.292756,0.857555,-0.100501,-0.708215,0.128776,-0.230051,-0.562924,0.357171,0.124335,0.074427,0.055858,0.517054,0.56625,-0.682257,-0.091084,-0.274817,-2.450198,0.026759,1.116652,0.566122,-0.770274,0.395606
triangle,-0.651149,0.471776,0.332943,-0.002318,0.207286,-0.202583,-1.122156,-0.094725,0.394357,0.10537,-0.040305,-0.137185,0.595587,0.408593,-0.371683,0.248371,0.053773,-0.673306,0.980715,0.367163,-0.315203,1.420278,0.330719,-0.620821,0.503249,-0.562075,0.098064,-0.568966,0.829923,-0.031907,0.561978
structure,0.702815,0.971133,-0.557422,0.108819,-0.064042,-0.316227,-1.809978,-0.409549,0.526314,-0.612159,-0.053588,-0.571457,0.914274,0.083785,0.173461,-0.97789,-0.13343,0.50078,0.323013,0.691699,-0.479858,0.511173,-0.82519,0.273353,-0.202738,-2.164742,-0.097928,0.030397,0.247103,0.149306,0.787643
corps,-0.699669,0.595128,0.161412,-0.539672,0.042807,0.731416,-1.203897,-0.613156,0.410922,0.704834,0.266403,-1.081963,0.415285,0.241626,-0.430567,-1.057644,0.107556,0.208416,-0.47729,0.628002,0.085219,0.634661,-0.172274,0.542453,0.629281,-2.17449,0.606923,-0.529571,-0.08787,-0.380601,-0.511674
