word,1,2,3,4,5,6
un,2.584024,-2.059505,1.07353,-0.063234,-0.277982,1.250877
nombre,2.167673,-1.56977,0.970329,-0.518526,-0.04932,-0.197384
$\mathbb{N}$,2.218497,-1.20991,0.786358,-0.23145,-0.502496,1.081993
deux,1.606097,-1.851385,1.487907,-0.037071,-0.340617,1.213214
fonction,2.468507,-0.887692,-0.089469,-0.577873,0.285618,-0.080458
premier,1.024817,-2.054434,0.51685,-0.71309,-0.512918,1.412722
ensemble,1.600597,-1.70795,0.282424,0.388784,-0.017316,0.287012
point,1.123494,-1.512658,1.454149,-0.326088,-0.879384,0.001518
théorie,2.535902,-0.113585,-1.92445,0.703307,-0.178074,-0.105697
exemple,2.489374,-1.108301,0.169882,0.703499,-0.157712,-0.122457
espace,1.870511,-1.776997,0.202859,0.953794,0.286024,-0.538092
théorème,1.193168,2.019919,-1.036621,0.823871,-0.01132,-1.234501
problème,2.759875,-0.58157,-0.034989,-0.244674,-0.913762,0.178982
valeur,2.840308,-0.98967,0.026831,0.147777,-0.080922,-0.699152
groupe,0.925791,-1.790977,0.126052,-0.582405,-1.430818,0.419474
graphe,1.165807,0.768649,0.098754,1.1342,0.848148,-2.179114
forme,2.294679,-1.274948,0.817139,1.34774,0.308474,0.07574
entier,1.877816,-1.053966,0.490325,0.474183,-0.043033,0.180337
système,2.699237,-1.352481,0.34593,-0.171845,-0.666672,-1.417452
équation,1.899209,1.376456,-0.367907,1.054591,-0.436503,-1.30599
suite,1.462324,-1.296481,0.37638,-0.815672,-0.593618,1.193556
algorithme,1.760675,0.863109,-0.35951,0.694251,-0.748145,-1.885266
calcul,2.508442,-0.071474,-0.152187,0.539763,-0.453758,-1.605442
application,2.499744,-1.356578,-0.830355,-0.155725,-0.694909,-1.817337
élément,2.577958,-1.165273,0.279904,1.087414,0.198091,-0.178495
grand,1.336018,-2.061828,0.851812,-0.144036,0.243452,1.39688
propriété,1.830001,-0.837427,0.111289,0.253023,0.842592,-0.080405
ordre,1.395517,-1.133332,0.16936,-0.881254,0.73093,1.272089
variable,2.281363,-0.701116,0.842634,1.247765,-0.616043,-1.691286
base,1.792663,-1.650561,0.762539,0.150434,0.027106,-0.77014
géométrie,1.7383,0.274944,-0.664376,1.658034,0.64654,-1.664206
analyse,2.28277,-0.975109,-1.552275,0.891301,-0.308657,-0.43183
loi,2.080204,-0.937995,-0.823013,-1.348244,-0.037745,0.321847
