word,1,2,3,4
voisinage,-0.123241,-0.303298,3.479902,-0.203878
commutatif,1.288532,-0.406417,3.027901,-0.308747
estimation,0.727209,-1.193555,2.137798,0.595154
projectif,0.98508,-0.819823,3.404126,-0.868293
quotient,0.258641,0.225023,3.040457,-0.176476
Newton,1.599861,-0.39697,1.183025,1.018778
dix,-1.350128,1.513057,1.517435,2.17681
localement,0.334458,-0.979771,3.489929,-1.011396
borne,-0.448298,-0.595682,2.570195,0.717211
exact,0.383526,0.066246,2.474627,0.684996
six,-0.972716,1.448479,1.97705,1.673722
impair,-1.445324,0.887709,3.235701,0.481059
équivalence,0.225497,-0.642858,3.034462,0.035407
Cauchy,1.09531,-0.95137,2.005159,0.310537
échelle,-0.226274,-0.649951,2.092644,1.026095
rectangle,-1.658141,0.541547,2.510341,0.695244
ordinal,-0.29581,-0.653779,2.490065,-0.292808
échantillon,-0.679506,-1.632018,2.102779,1.110733
réciproque,0.076618,-0.877614,3.308515,-0.014483
minimum,-0.66484,0.14884,2.642024,0.597361
engendrer,0.653771,-0.196622,3.271121,-0.518008
stable,0.162596,-0.689107,2.721901,-0.203651
algorithmique,1.795466,-1.58434,1.564003,1.127189
fibré,1.40019,-0.785521,2.84512,-1.097213
universel,0.705284,-1.134452,1.58811,0.805317
union,0.89026,0.476467,1.37409,1.409999
diagramme,0.052306,-0.771803,1.751678,0.286931
événement,-0.693761,-0.818362,1.967145,1.269829
Turing,1.532514,-0.755707,1.457072,0.672297
addition,-0.14182,-0.288482,2.587885,0.393681
stratégie,-0.704932,-1.15091,1.626218,1.428633
optimal,0.527571,-0.960385,2.23995,0.307124
variance,0.278264,-1.406737,2.375126,-0.183372
permutation,-0.502627,0.432731,2.558054,0.25284
disque,-0.944899,0.024255,2.601395,0.236298
tenseur,0.772102,-1.253341,2.578555,-0.785434
hyperbolique,0.885137,-0.688124,2.679924,-0.672297
décomposition,0.286606,-0.358014,2.547074,0.132253
elliptique,1.317008,-0.742941,2.459379,-0.124438
mesurer,-0.717458,-1.221709,2.089921,1.33985
rang,-0.491537,0.45529,2.571465,0.591346
Leibniz,0.996915,-0.250543,0.692098,1.487816
boule,-1.232362,0.460389,2.504636,0.152772
branche,0.485685,-0.140082,1.976915,1.181547
partition,-0.351215,0.294595,2.817205,-0.052109
fermé,0.091578,-0.321457,3.706911,-0.899623
invariant,1.013999,-0.212035,2.438159,-0.221181
diviser,-0.884105,0.460405,2.450713,1.249036
diviseur,-0.677286,0.685153,2.982936,0.007712
Banach,1.790697,-0.614383,1.96639,-0.398494
logarithme,0.211279,-0.360921,2.3741,0.134193
cent,-2.379861,2.5762,1.084945,2.035238
décimal,-1.091994,0.630308,1.966319,0.706874
espérance,-0.390647,-1.12221,2.083808,0.837255
estimer,-0.397679,-1.157851,1.928043,1.31769
périodique,0.711213,-0.454758,2.320271,0.225161
harmonique,1.045017,-0.658136,2.443701,0.081108
déterministe,0.549264,-1.965551,2.134031,0.200198
intégrer,0.67955,-0.513854,1.689261,1.553868
extérieur,-0.244419,-0.269061,2.506754,0.389484
interne,0.539792,-0.146203,2.290285,0.224926
absolu,-0.503644,-1.110931,2.485117,0.488655
converge,-0.706338,-1.215144,2.912179,-0.392167
unitaire,0.160914,-0.159793,2.894291,-0.575874
multiplier,-0.887493,0.704473,2.401277,1.076188
global,1.119669,-0.807606,2.017948,0.234152
modulo,-0.898183,1.388479,3.129701,-0.366063
trivial,0.069178,-0.507576,3.169675,-0.017539
abélien,0.921448,-0.28816,3.152556,-0.63627
Bernoulli,0.761085,-0.235719,1.249565,0.885484
borné,0.305297,-0.938614,3.359566,-0.528138
remarquable,0.884151,-0.373202,2.048654,1.132222
hauteur,-1.398633,0.437008,2.269587,0.37882
supplémentaire,-0.393523,-0.62778,2.269686,0.999293
Pascal,0.613096,0.090867,0.642179,1.331921
NP,0.738451,-0.673874,2.146712,-0.224273
univers,0.246673,-0.963599,1.983961,0.863767
cartésien,0.240473,-0.045223,2.752289,0.016542
sept,-1.266921,1.436057,1.113435,1.810304
noyau,0.567096,-0.897772,2.213558,-0.256697
canonique,0.886369,-0.607879,2.987578,-0.545474
isomorphe,0.743347,0.283829,3.230505,-0.740374
évaluation,0.435808,-1.236496,1.545899,1.423037
intégration,1.096694,-1.116167,1.970331,0.643395
