word,1,2,3,4,5,6,7,8,9,10
un,0.802417,2.221424,-1.400409,-1.280106,0.929976,0.762335,1.709657,-0.631693,-0.383042,0.032264
nombre,0.59315,1.27001,-1.067827,-0.851118,1.732596,0.760695,-0.339187,-0.404468,-0.415279,1.034634
$\mathbb{N}$,0.482403,1.657879,-1.119738,-1.49547,0.774835,0.787427,0.730127,-0.247712,-0.021307,0.993756
deux,1.253524,1.519221,-1.105771,-1.310745,0.487026,1.116855,0.86959,-1.007323,-0.434761,0.001439
fonction,-0.764551,1.681706,-0.820196,-0.188185,1.710634,1.196619,-0.183561,-0.392534,0.072063,0.767118
premier,0.934707,1.592002,-0.412095,-1.713074,0.407896,0.963412,0.53891,-0.528804,0.460187,-0.55887
ensemble,0.556288,1.864024,-0.837206,-0.148995,0.821553,0.310362,0.360552,-0.792676,-0.134436,0.197912
point,1.704508,1.029753,-0.812916,-0.905904,1.074569,0.989739,-0.601349,0.041405,-0.481198,0.614625
théorie,-1.811004,2.468749,0.192199,0.498848,0.818658,-0.329309,0.221349,0.035731,0.319803,1.506968
exemple,0.212032,1.991596,-0.754925,0.063756,1.251579,0.045019,0.771735,-0.513755,-0.277402,1.227888
espace,0.475639,2.026055,-1.139637,0.879754,1.185248,0.066282,-0.221648,-0.796428,-0.879678,0.26305
théorème,-1.848602,0.638748,0.148452,1.315155,0.087059,1.227022,-0.795523,-0.647073,-0.423634,2.304444
problème,-0.439626,1.806192,-0.699977,-0.178694,1.196808,0.843043,0.595691,0.610261,0.021757,1.336244
valeur,-0.038688,2.045978,-1.217567,-0.020127,1.824042,0.357434,-0.342983,-0.319988,-0.01903,1.513343
groupe,1.592139,1.71948,-0.135838,-0.640535,0.507854,0.52193,0.31825,0.64621,0.67317,-0.233824
graphe,-0.578859,-0.506236,-0.617392,1.664589,0.286364,0.039785,-0.676604,-0.882493,-1.251888,1.96968
forme,0.634737,1.794783,-1.214566,-0.043395,0.907586,-0.214516,1.085474,-1.231623,-0.672468,1.031578
entier,0.367987,1.454593,-0.960783,-0.25101,1.025122,0.065462,0.014188,-0.622452,-0.382001,1.100916
système,0.424503,1.720921,-0.219008,0.895035,2.415384,0.965127,0.985298,-0.228178,0.213165,0.834346
équation,-1.512585,1.145898,0.237111,1.008854,0.817427,1.090694,-0.613768,-0.571404,-0.752019,2.703025
suite,0.37636,1.253718,-0.462941,-1.632076,0.60425,1.007164,0.538638,-0.082793,0.436199,0.203348
algorithme,-0.716432,0.783205,0.155287,1.770549,0.80156,0.712495,-0.063527,-0.066289,0.262202,2.201507
calcul,-0.603196,1.731288,-0.205897,1.200135,1.68422,0.882721,-0.380041,-0.556263,0.02297,1.982966
application,-0.24623,2.155689,0.61434,1.133423,2.481455,0.915937,0.126475,-0.146789,0.534934,1.13151
élément,0.140152,1.976903,-0.922712,0.256836,1.18712,-0.022171,0.790037,-1.289877,-0.221756,1.326604
grand,0.796788,1.551312,-1.048157,-1.470998,0.413738,0.166589,0.96538,-0.831556,-0.468385,-0.872178
propriété,-0.878096,1.150518,-0.221658,0.064633,1.487556,0.624388,0.765018,-0.865144,-0.950888,0.319283
ordre,-0.619865,0.903043,-0.608,-1.800143,0.974753,0.414746,0.442981,-0.967681,0.285514,-0.030942
variable,0.393062,1.437935,-0.600674,0.945657,1.827009,0.110586,-0.37199,-0.418241,-0.966,2.096887
base,0.793937,1.378055,-0.202518,0.112287,1.892356,0.164128,0.904447,-0.833636,-0.365581,0.332667
géométrie,-1.359019,1.622318,-0.083967,1.876171,0.724196,-0.030313,-0.746348,-1.230357,-0.330124,1.416704
analyse,-0.950758,2.822262,-0.013162,0.529128,0.991759,-0.033016,-0.314291,0.18721,-0.095223,0.998454
loi,-1.195458,1.627943,-0.194644,-1.471888,1.829279,0.871892,-0.423788,0.606465,0.340222,0.635172
définition,-0.51099,2.162795,-0.701986,0.692679,1.745383,-0.1176,-0.5649,-0.311666,0.123403,1.782233
réel,-0.057632,2.274726,-0.678799,-0.013558,0.720496,0.427465,0.231316,0.114643,0.198316,1.749451
dimension,0.583075,1.917629,-0.47069,0.673382,0.829147,-0.167257,-0.020584,-0.888384,-0.179395,1.686555
statistique,1.032481,0.79386,-0.289258,0.034809,1.361305,0.75098,-1.5752,1.352872,0.212032,-0.777157
sommet,1.553137,0.078058,-1.738059,0.05123,0.865666,-0.105289,0.493437,-0.743042,-0.970497,-0.161825
logique,-1.346092,1.95848,-0.310054,0.944552,0.964599,0.101853,-0.65142,-0.356124,0.909969,1.799048
terme,0.026114,1.732839,-1.126092,-0.435986,1.317979,-0.229981,0.609844,0.041934,0.234242,0.678997
trois,1.219603,1.381936,-0.9647,-1.306722,0.337787,1.005424,0.603789,-0.996462,-0.363064,-0.303841
plan,0.123939,1.526819,-0.761261,-0.35899,1.250022,0.638845,0.447416,-0.654619,-0.394229,0.072193
formule,0.605178,1.10097,-0.522423,0.363872,0.412988,1.079174,-0.90417,-0.196633,0.453562,1.291577
droite,0.33226,0.727823,-2.327386,-0.574919,0.221366,0.52036,-0.356907,-0.852237,-0.602918,0.200059
$\mathbb{C}$,0.980717,0.979652,-0.191187,-0.706644,0.987662,0.388143,-0.218435,-0.577535,-0.255372,0.616684
solution,-0.166237,1.75188,-0.043628,0.931958,1.687515,1.138539,0.740059,0.381774,0.286585,1.541915
modèle,0.458147,1.672011,0.091301,0.614714,1.191569,0.830775,0.355276,-0.822523,0.15349,0.795779
linéaire,-0.083104,1.490282,-0.588706,1.546916,1.45683,0.379099,-0.578018,-0.80197,-0.84303,2.315066
probabilité,-0.712805,1.024319,-0.629933,0.525662,1.171052,0.57319,-0.818649,0.34666,-0.390703,2.550761
série,2.157155,1.975516,0.787869,-0.919975,-1.093695,0.557589,-0.122936,0.594768,-0.149304,0.415778
somme,-0.440381,0.713296,-0.843116,-0.59017,1.098861,1.296623,-0.813634,-0.838023,-0.733332,0.594202
mesure,0.404761,1.180758,-0.600607,-0.409788,1.939865,0.435822,0.463932,-0.186587,-0.502399,0.963519
carré,0.852349,0.864308,-1.239864,0.270345,0.283191,0.535085,-0.454019,-2.002565,-1.552141,0.563783
vecteur,-0.18107,0.799045,-0.526972,1.078663,1.706764,0.171947,-0.338954,-0.3228,-0.786543,2.653748
connexe,0.507288,1.340099,0.394584,-0.392928,1.384398,-0.866519,-0.427164,-0.548112,-0.735055,-1.208586
classe,0.529209,0.969057,0.082209,-0.362325,1.089457,0.520691,0.072622,-0.548043,0.448262,0.024062
produit,0.870945,2.071017,-0.131179,0.915397,1.244786,0.831473,0.985288,0.330197,-0.657811,0.566007
égal,0.526456,0.756824,-1.171708,-0.165632,1.277603,0.941981,-0.926978,-0.404276,-0.638176,1.996324
cercle,0.082599,0.902125,-1.322205,0.148718,0.032374,-0.083783,-0.413719,-0.923297,0.088243,-0.273147
partie,0.872991,1.196959,-0.84632,-1.141897,1.06267,0.254396,1.064755,-0.9057,-0.520439,-0.632494
relation,-0.715879,1.703572,-0.500145,-0.924626,0.831252,-0.128147,0.389356,0.78527,0.595713,0.282098
courbe,0.08687,0.635203,-1.30713,1.225518,0.522084,0.691028,-0.48709,-1.079608,-1.558332,1.65383
différent,0.674954,2.367705,-1.106365,-0.098992,1.487508,0.109321,1.018599,-0.505537,-0.002429,0.51956
complexe,0.352526,1.661325,-0.82578,0.852394,1.333718,-0.168206,0.793074,-0.480346,-0.46758,0.575885
matrice,-0.289991,0.829435,-0.027481,1.317541,1.12773,0.708832,-0.444851,-0.910557,-0.445517,2.544352
domaine,-1.032922,1.740196,-0.411735,-0.115866,1.397178,0.225358,0.950881,-0.776721,-0.312501,-0.796216
fois,1.056452,1.243743,-0.841085,-1.638145,0.298862,1.079048,0.66001,-0.276523,0.235921,0.350076
type,1.18697,1.424042,-0.133191,0.512135,2.008925,0.353904,0.647589,-0.866136,-0.946973,0.852326
mot,0.329764,1.62979,-0.961383,-0.346378,0.310766,-1.157715,0.266142,-0.750948,0.147001,1.448908
algébrique,-1.289534,1.383264,-0.16185,1.682702,0.82584,0.013906,-1.13037,-1.192959,0.026164,2.285938
degré,-0.228151,0.489052,0.502712,-1.207046,-0.022929,0.246142,-1.171884,-1.211641,-0.714969,-0.1931
langage,-0.619492,2.43599,-0.034227,1.555952,0.639348,-0.624555,0.219051,-0.427216,0.947578,1.506862
nul,1.31528,0.333867,-1.529073,-0.814747,1.028661,0.740742,-1.177688,0.244125,0.387934,1.490691
moins,1.044316,1.498023,-1.728855,-1.086009,1.308026,0.696604,0.7046,-0.10955,-0.614125,0.738755
objet,0.088855,2.118656,-0.61234,-0.076106,0.954217,-0.12093,0.909254,-1.076553,-0.52126,0.785733
triangle,0.953085,0.146197,-0.597303,1.137016,0.117152,-0.189927,-0.160746,-0.740984,-0.815409,1.020239
structure,0.183706,1.939662,-0.314413,0.930011,1.880168,-0.028138,0.722013,-0.702262,-0.386957,0.488461
corps,-0.109478,0.966544,-0.446717,-0.878265,0.708002,0.760179,1.199599,-0.983557,-0.649128,0.82375
rapport,-0.057301,1.797895,-0.783546,-0.600725,1.843113,0.555847,-0.302785,0.329215,-0.41829,0.836249
longueur,1.883876,0.262176,-1.024343,0.212605,1.546627,0.785747,-0.283776,-1.296462,-1.917923,0.780151
informatique,-0.366895,2.393598,0.375765,2.068319,1.562006,0.603649,0.317166,0.309223,1.141802,-0.290169
infini,-0.334108,1.358098,-0.677092,0.547734,0.221434,-0.262733,-0.767076,-0.569144,-0.447607,2.698432
variété,0.265279,1.304247,-0.120173,0.714767,0.211722,-1.081019,0.51577,-0.191078,-1.546718,0.219935
ligne,1.093307,0.825674,-0.312134,-0.444046,1.41387,0.779599,-0.756847,-1.285255,-0.68659,-0.90499
positif,0.270122,1.863904,-0.640746,-0.171067,0.905038,0.392362,-0.929043,0.855545,-0.027145,1.80181
angle,0.813879,0.505803,-1.154556,0.659594,0.40489,0.508068,0.078899,-1.638076,-1.287962,1.015055
polynôme,-1.029186,0.440059,-0.088669,0.439244,0.187364,0.898995,-1.477887,-1.043216,-1.186714,3.144837
centre,0.739683,1.305429,-0.782216,-0.090725,1.501184,-0.030451,0.125004,-0.104191,-0.646436,-2.215795
démonstration,-0.333508,1.328302,-0.483628,0.827616,0.341537,0.844261,-0.266607,-0.584443,0.947442,1.36088
vectoriel,-0.551161,1.372509,-0.309452,1.761586,1.179112,0.186682,-1.124395,-1.708549,-0.266308,2.899561
limite,0.09383,1.011362,-1.344882,-0.183195,1.629959,0.313596,0.094179,-0.206004,-1.165133,0.191327
représentation,-0.119993,1.858498,-0.961312,-0.277331,0.459677,-0.722884,-0.273286,-0.93524,0.229455,0.631313
famille,-0.737307,0.929063,-0.245725,-1.863016,-0.213565,-0.116001,1.076802,-0.756862,-0.675494,-0.886985
arête,0.990134,-0.520888,-1.294548,1.004915,0.370975,0.112231,-0.068096,-1.504782,-1.125341,1.344291
distance,1.441033,0.735899,-0.964001,0.175162,1.449659,0.925591,0.118855,-0.303542,-0.534762,1.118433
surface,1.210048,0.80792,-0.506108,0.599536,1.981296,0.676001,0.961682,-0.788588,-2.015697,1.078665
aléatoire,-0.125209,1.064934,-0.950219,1.089481,1.054815,0.413617,-0.277759,0.034939,-0.063768,2.732554
naturel,-0.306644,1.638319,-0.806575,-0.138178,1.905121,-0.685987,0.637543,-0.332537,-1.947997,-0.419726
normal,-0.011728,1.236228,-0.247007,0.429222,1.017217,0.584923,-0.04495,-0.109767,-0.691371,0.451894
arbre,0.587488,0.850071,-1.067782,-0.027209,0.52572,-0.536405,0.99089,-0.796835,-1.915702,0.680815
démontrer,-1.085625,1.311909,-0.346211,-0.010763,0.779309,0.439604,0.473376,0.298668,0.089597,1.570814
algèbre,-1.264263,0.817499,0.28204,1.87446,0.716707,0.330583,-0.579406,-1.266821,-0.178855,2.291633
règle,-0.520519,1.693202,-1.257547,-0.171075,1.364787,0.51492,-0.29147,-0.287431,0.931045,1.439936
volume,0.619952,1.451837,2.025466,-0.402792,0.905877,-0.841366,-0.804537,-1.104701,-0.723001,0.555919
calculer,0.118943,0.959575,-0.743302,0.758115,1.638292,1.198681,-0.739086,-0.140702,-0.606561,2.358129
constant,-0.898888,1.174712,-0.213361,-0.09683,0.581394,0.861655,-0.564508,-0.327283,-1.079397,1.304972
quatre,1.430445,1.111072,-0.962785,-1.237572,0.508877,1.009995,0.30147,-1.084685,-0.311837,-0.13919
différentiel,-0.832472,1.017536,-0.183473,1.481073,1.081086,1.193733,-0.706384,-0.221765,-0.646499,2.08159
hypothèse,-1.212885,1.419327,-0.687078,-0.301142,0.839502,-0.349302,0.712794,-0.142292,-0.221724,1.774273
