word,1,2
un,-2.699795,-2.642067
nombre,-1.367367,-2.436502
$\mathbb{N}$,-1.972671,-2.116582
deux,-2.412736,-1.791828
fonction,-0.917237,-2.37616
premier,-2.754368,-1.01999
ensemble,-1.554178,-1.774379
point,-1.371742,-1.476214
théorie,0.222062,-1.706454
exemple,-0.814133,-2.435957
espace,-0.91278,-2.139004
théorème,2.204817,-0.800793
problème,-0.883643,-2.44698
valeur,-0.540114,-2.798458
groupe,-2.049376,-0.723334
graphe,2.198701,-1.582653
forme,-0.833559,-2.497731
entier,-1.111307,-2.051308
système,-0.272536,-2.55264
équation,1.8881,-1.693483
suite,-2.317047,-1.255897
algorithme,1.734519,-1.674865
calcul,0.692314,-2.531212
application,0.209043,-2.097271
élément,-0.578049,-2.671675
grand,-2.544399,-1.517783
propriété,-0.669128,-1.951208
ordre,-1.791551,-1.28689
variable,0.629891,-2.580937
base,-0.823997,-2.104229
géométrie,1.621345,-1.806183
analyse,-0.291568,-1.829175
loi,-1.377769,-1.723684
définition,0.017855,-2.479488
réel,-0.840702,-2.256987
dimension,-0.208374,-1.953053
statistique,-0.921966,-0.431333
sommet,-0.781575,-1.649655
logique,0.783081,-1.931345
terme,-1.048752,-2.273418
trois,-2.292464,-1.600491
plan,-1.407089,-1.92493
formule,-0.406431,-1.173299
droite,-0.975141,-1.764682
$\mathbb{C}$,-1.00609,-1.170644
solution,0.228919,-2.39452
modèle,-0.513354,-1.764043
linéaire,1.295957,-2.477704
probabilité,1.020826,-2.487059
série,-2.238102,0.342119
somme,-0.937549,-1.631627
mesure,-0.821356,-2.376905
carré,-0.439002,-1.62603
vecteur,1.472744,-2.507773
connexe,-1.219316,-0.577942
classe,-1.178934,-0.888712
produit,-0.685863,-2.149296
égal,0.06452,-2.329197
cercle,-0.885647,-1.008798
partie,-2.123718,-1.730651
relation,-1.358744,-1.475464
courbe,0.889033,-2.330482
différent,-1.511568,-2.726643
complexe,-0.376581,-2.406117
matrice,1.592585,-1.922247
domaine,-1.241169,-1.760611
fois,-2.242945,-1.406576
type,-0.259603,-2.08246
mot,-0.549061,-1.638045
algébrique,2.554047,-1.854599
degré,-0.877605,0.079754
langage,0.553215,-1.662276
nul,-0.607128,-1.373521
moins,-1.597989,-2.792844
objet,-1.077919,-2.287715
triangle,0.502679,-0.670512
structure,-0.28906,-2.312384
corps,-1.061697,-1.883957
rapport,-1.008212,-2.30449
longueur,0.019072,-2.184065
informatique,0.371779,-1.591454
infini,0.712848,-1.4659
variété,-0.227238,-1.069255
ligne,-1.418783,-1.024106
positif,-0.31627,-1.76101
angle,0.25934,-1.812068
polynôme,2.639815,-1.103474
centre,-1.580597,-1.234427
démonstration,-0.108099,-1.443726
vectoriel,2.222584,-1.881118
limite,-0.79832,-2.460647
représentation,-0.894777,-1.635046
famille,-1.977912,-0.457421
arête,1.22546,-1.706454
distance,-0.483819,-2.187113
surface,0.020996,-2.855926
aléatoire,1.048688,-2.391119
naturel,-0.847462,-2.373318
normal,-0.342421,-1.590749
arbre,-0.470754,-2.119979
démontrer,-0.069447,-2.22309
algèbre,2.759746,-1.407445
règle,-0.575117,-2.506288
volume,-0.6539,0.333371
calculer,0.794598,-2.416466
constant,-0.184495,-1.582315
quatre,-2.14807,-1.535529
différentiel,1.575128,-2.2234
hypothèse,-0.094109,-2.163568
image,-0.967507,-1.155028
régulier,-1.309117,-1.356693
complet,-1.190815,-1.127441
racine,-0.179656,-1.214335
coefficient,1.646926,-1.963743
côté,-1.860881,-1.211214
preuve,-0.717405,-2.076491
axiome,2.296494,-1.266176
$\mathbb{R}$,-0.081012,0.43272
continue,-1.414422,-1.284555
résoudre,-0.484726,-2.04457
arithmétique,2.268369,-1.584847
conjecture,2.039395,-0.698253
réseau,-0.641402,-1.872517
opération,-1.179091,-1.694131
chiffre,-0.354775,-1.981427
expression,-0.459913,-1.874923
propre,-1.638643,-2.042718
principal,-2.062894,-1.238879
paramètre,1.159558,-2.79461
coordonnée,1.468754,-1.487623
opérateur,0.007881,-1.01627
numérique,-0.081899,-1.506917
unité,-0.990588,-1.869337
liste,-1.917283,-0.550883
convexe,2.325824,-2.313861
rationnel,1.212046,-2.22954
nœud,0.814796,-1.869451
$\mathbb{Q}$,0.476352,0.172671
topologie,2.357977,-1.685278
origine,-1.80322,-1.188692
distribution,-1.397601,1.049756
intervalle,0.363479,-2.028548
compact,1.044571,-1.103344
reste,-1.846103,-2.035018
test,-0.058098,-1.411449
proposition,-1.077964,-1.71326
catégorie,-1.238968,-0.890928
programme,-1.042595,-1.417766
intégral,-0.18012,0.801391
complexité,0.723725,-2.580026
automate,1.2421,-1.003449
moyenne,-0.351276,-1.908032
symbole,-0.080367,-1.883414
axe,0.222626,-1.955935
euclidien,2.668974,-1.616481
inférieur,-0.444294,-2.630599
dérivée,2.203592,-1.671138
transformation,-0.346112,-1.853841
anneau,0.643944,-1.393457
facteur,0.132147,-2.328187
indice,0.314818,-2.070516
zéro,-0.355093,-0.934264
sphère,0.370803,-2.133928
strictement,0.263678,-2.579988
puissance,-0.374061,-2.596719
Euler,2.29225,0.149289
topologique,2.808915,-1.449987
déduire,0.801894,-2.236682
composer,-1.395462,-1.304166
deuxième,-2.418759,-0.672621
rayon,0.515372,-2.285604
caractéristique,-0.350795,-2.376745
vide,-0.082122,-2.15471
affine,2.07955,-0.417808
supposer,-0.373186,-2.225067
ouvert,-1.060977,-1.750064
partiel,-1.077058,-0.858659
approximation,1.950917,-2.050719
convergence,0.701125,-1.36268
chemin,-1.584903,-1.18235
rotation,1.015683,-2.456992
différence,-0.591138,-2.559131
analytique,1.098019,-1.184594
formel,0.214269,-2.38017
intersection,0.598049,-0.914707
pourcent,-0.802417,-1.739281
caractère,-0.209866,-2.584586
