word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
un,-0.496985,-0.468418,-0.364165,-0.207461,0.621324,-0.191592,-0.366798,-0.82316,-0.295707,0.124877,-0.023416,0.437883,-0.055243,0.850682,0.260937,-0.753441,0.296991,-0.114953,-0.022075,0.173719,0.492671,0.447,0.255671,-0.723843,-0.246974,-1.13782,-0.108624,0.63737,0.23963,0.207444,-0.410733,0.195463,-0.239612,0.135486,-0.180915,1.102318,-0.579668,0.232267,-0.518429,-0.314943,-0.18121,-0.907241,-0.123073,-0.309319,0.084911,-0.28177,0.012298,-0.377485,0.038832,-0.374085
nombre,-0.579815,0.377474,-0.704701,0.552312,0.665789,-0.663003,-0.545771,-1.318904,0.226889,-0.294173,0.096659,-0.100766,0.172298,0.974183,0.570323,-0.738669,-0.18216,-0.140746,-1.162206,0.104757,-0.261347,0.785684,0.480626,0.147375,-0.60358,-1.042616,-0.182546,0.285183,0.172612,-0.294462,-0.358792,0.252114,-0.568663,1.067095,0.218781,1.609202,-0.0016,0.00848,-0.647629,-0.146439,0.619636,0.136819,0.531169,0.038604,0.18182,-0.522055,0.305017,-0.79356,-0.490551,0.095326
$\mathbb{N}$,-0.446989,-0.041435,-0.16412,0.376062,0.091214,-0.15154,-0.316289,-0.795691,-0.020169,0.429254,0.188724,-0.452296,0.404786,0.295376,0.004082,-0.558794,0.144097,0.050704,-0.165623,0.126736,-0.157171,0.540804,0.09474,-0.430642,-0.977719,-1.42166,-0.253906,0.007445,0.6093,-0.245529,0.150297,0.48063,-0.422083,0.399064,-0.38923,0.918761,-0.496672,-0.095294,-0.684901,-0.507361,-0.125413,-0.676666,-0.091223,-0.095475,0.060433,-0.07138,0.328924,-0.247806,-0.50443,-0.01601
deux,-0.65532,-0.231154,-0.271883,-0.099743,0.409258,-0.489978,-0.499331,-1.035861,-0.080235,-0.147059,0.364965,0.369814,-0.038005,0.354592,-0.083226,-1.238132,0.227195,-0.416561,0.181843,-0.244261,0.12299,0.410606,0.173138,-0.304711,-0.221174,-0.454977,-0.252384,0.372375,0.165931,0.183135,-0.263939,0.024703,-0.062102,0.269821,-0.334071,0.875374,-0.252438,0.067674,-1.167707,-0.491701,-0.085594,-0.977221,0.008601,-0.62888,0.88578,-0.344747,0.112802,-0.095393,-0.606815,-0.918667
fonction,-0.14886,0.734933,-1.216713,-0.196695,0.087957,-0.554017,0.479017,-0.739981,-0.135904,0.356913,0.87644,-0.851828,0.56001,0.959151,0.557837,-1.062224,0.013591,-0.305368,-1.018396,0.701166,0.606677,0.914657,0.333543,-0.642111,-0.356217,-1.617008,0.0587,0.418703,-0.067969,0.335788,0.240477,-0.631073,-0.669907,0.32667,-0.143139,0.872656,0.878603,-0.013932,-0.41847,-1.077653,-0.463967,0.310026,-0.55284,0.721639,0.335879,-0.889682,-0.300783,0.003419,0.149118,-0.748591
premier,-0.212801,0.146865,-0.445039,0.08463,0.203062,-0.333421,-0.354652,-0.673224,0.09339,-0.212094,0.193097,0.318949,-0.104885,0.173247,0.255169,-0.802295,0.589219,-0.42135,0.017519,0.320045,-0.324382,0.385214,-0.259694,-0.199436,-0.144213,-0.158014,-0.285257,0.01919,-0.267974,0.314903,-0.140866,0.409684,0.300721,0.366402,-0.156767,1.137272,-0.384586,0.65372,-0.599677,-0.521066,0.080627,-1.253127,0.180132,-0.282111,0.243241,-0.663813,0.335271,0.69924,-0.95668,-0.804568
ensemble,-0.604999,0.582815,-0.693388,-0.660403,0.495313,-0.492166,0.210069,-1.499949,-0.051983,-0.130389,0.326042,0.017432,-0.15639,0.532736,0.166118,-1.135097,-0.667771,0.430844,-0.387115,-0.354171,0.51405,0.606928,0.270785,-0.474652,-0.355641,-0.652596,-0.152582,0.42796,0.186636,0.224135,-0.818685,0.395008,-0.220067,0.040405,-0.279744,0.327347,0.189281,-0.289724,-0.134904,0.006491,-0.286529,-0.618322,-0.460232,-0.011995,0.306251,-0.319925,0.448197,0.006877,-0.382365,-0.44084
point,-0.567451,0.248357,-0.387821,0.439558,0.593328,-0.036152,-0.260765,-1.062362,0.324611,0.291989,0.654032,-0.309783,0.142036,-0.007833,0.269649,-0.614173,0.22435,-1.167801,0.195941,-0.076978,0.41481,0.575825,0.013316,0.544743,-0.469175,-0.444228,-0.025864,0.484783,0.032469,-0.377227,-0.111374,0.021538,-0.624399,0.418535,-0.182776,1.548585,-0.149785,-0.55821,-0.572485,0.143787,-0.265023,-0.091452,0.453046,-1.252221,0.395624,-0.211591,0.908389,-0.855433,-1.044238,0.442231
théorie,-0.491821,0.921839,-0.591686,1.593773,0.524104,-0.87865,-0.237556,-0.543374,0.238395,-0.418777,-0.623041,-1.028977,-1.219664,0.412363,0.824623,-0.433777,-0.546748,-0.663789,-0.218852,0.861453,1.957158,0.841445,0.332327,-0.447017,-0.011121,-1.401849,-0.341783,0.346338,0.210467,-0.204408,0.544019,0.128962,-0.876543,-1.197454,-0.288244,0.474621,-0.259359,-0.403525,-0.096171,-0.194077,-0.161006,-0.038265,-0.174146,0.49799,-0.775923,-0.60453,1.214522,0.541824,0.174375,0.422233
exemple,-0.421371,-0.304202,-0.474625,-0.04218,0.610343,-0.507063,-0.226411,-0.831256,0.138602,0.772738,0.030517,-0.308185,0.309894,0.74517,0.891053,-0.854434,-0.132536,-0.019132,-0.344755,0.253888,0.613768,0.223475,0.461557,-0.591739,-0.292488,-1.312635,0.199088,0.455543,0.595751,-0.321935,-0.521264,0.617489,-0.667016,0.259144,-0.301654,0.522108,-0.272729,-0.352044,-0.328519,-0.25043,-0.288155,-0.302898,-0.277189,0.455003,-0.681768,-0.103208,0.282824,-0.263296,0.032726,0.103328
espace,-0.57318,0.303279,-0.393523,-0.517714,-0.116737,0.267002,0.78029,-0.923668,0.105194,-0.234441,0.884187,-0.539896,-0.430729,1.062906,0.297827,-0.925,-1.198341,0.323136,-0.544267,-0.762489,1.083301,1.104865,0.159642,-0.072247,-0.345801,-1.288891,-0.2692,0.540198,-0.245629,-0.448633,-1.231523,0.193556,-0.807347,-0.917801,0.094123,0.518018,0.774542,-0.737886,-0.353005,0.103968,-0.576226,-0.627083,0.34817,-0.268891,-0.564926,-0.792119,0.379674,-0.492282,0.188598,-0.176854
théorème,-0.307566,1.559868,0.572547,0.697333,1.349982,-0.943113,-0.010075,-0.809616,0.829508,0.573384,0.241328,-1.298234,-0.624644,0.410874,0.598457,-0.516348,-0.991011,-1.815068,-0.83377,-0.294007,1.760267,0.72192,0.815624,0.787735,-0.666642,-0.635481,-1.591647,2.184395,0.012151,-0.579257,1.150878,0.046758,-0.859784,-0.602506,-0.562969,-0.309017,0.353143,-0.984381,-0.308669,-0.049383,0.054041,0.942355,-0.299922,0.596521,-0.455989,0.360431,0.870454,1.198391,0.340876,0.273193
