word,1,2,3,4,5,6,7,8,9,10,11,12
trois,0.06078,-1.244839,-1.980069,0.127018,-0.225702,-0.205446,-1.31824,0.272727,-0.159937,0.270042,-0.324998,1.067825
plan,0.500165,-0.384993,-0.811379,0.352165,0.07599,0.755566,-1.416771,-0.145357,0.304845,0.005957,-0.019719,1.684719
formule,0.137143,-1.225632,-0.361321,0.412535,-1.027989,0.796142,0.46742,-0.555365,1.030652,1.208271,-0.831932,1.19054
droite,1.074935,-1.711729,-0.984737,-0.954399,-0.390759,0.799834,-0.751086,0.314655,-0.068625,0.609044,0.283158,0.868813
$\mathbb{C}$,-0.558643,-0.320231,-1.085829,0.184819,-0.516006,0.802909,-0.553549,-0.042366,-0.204681,0.069408,-0.67657,1.162541
solution,0.567363,-0.027416,0.492894,1.306913,0.016657,0.944471,-0.471581,0.256426,0.932708,0.29577,-1.18819,2.1806
modèle,0.092018,-0.024288,-0.421375,1.038137,-0.212836,0.416649,-0.611878,-0.500505,0.444483,1.060717,-1.188039,1.804273
linéaire,0.790951,-0.313198,0.77273,-0.507016,-1.47272,1.333765,-0.575352,-0.854977,1.061798,1.189676,-0.81637,2.446394
probabilité,0.996092,-0.879198,0.92176,0.284717,-1.371734,1.878846,0.659042,0.013186,0.617077,0.043466,-0.644578,2.201481
série,-2.302035,-1.441086,-0.656878,0.304631,-0.371741,-1.35919,-0.351907,0.00865,0.504705,-0.732433,-0.811226,1.152301
somme,0.993768,-0.958739,-1.00413,-0.184848,0.026239,1.687843,-0.729804,-0.462648,-0.240967,-0.843325,-0.743194,0.849345
mesure,0.296502,-0.019847,-1.049198,0.218107,-0.46034,1.328794,-0.286458,0.607092,0.019504,0.417208,-0.694398,2.242665
carré,0.556369,-0.884992,-0.51964,-1.288371,-0.76961,0.463474,-1.588524,-1.068476,-0.629661,0.718983,-0.908729,1.035305
vecteur,0.706227,0.401731,0.959378,-0.174107,-1.59646,1.617486,-0.065382,0.079238,0.84729,0.785811,-0.879781,2.411402
connexe,-1.077892,0.80445,-1.416354,-0.488062,0.593429,0.60141,-0.447231,-0.866613,-0.181685,0.439872,0.723172,1.263438
classe,-0.208373,-0.027158,-1.337035,0.646391,-0.113114,0.319158,-0.047111,-0.158258,0.512121,0.584956,-0.501094,1.023629
produit,-0.313241,-0.072091,0.003178,0.496649,0.950124,0.226523,-0.962979,0.279169,0.452123,0.670284,-1.448271,2.439532
égal,0.614869,-1.169501,-0.464771,-0.326487,-1.380196,1.917388,0.034622,0.158314,0.312415,0.323235,-1.00547,1.858799
cercle,0.462199,-0.823194,-0.351617,-0.419902,0.007068,0.318901,-0.826933,-0.330868,0.015401,1.278087,0.548701,0.578869
partie,0.127139,-0.221385,-1.83959,-0.108873,0.02949,0.217468,-1.800985,0.480967,-0.18154,0.04756,0.25447,1.278667
relation,0.066838,-0.441096,-0.352968,1.170526,0.041237,0.784479,-0.204992,0.633139,0.263897,-0.242112,1.259676,1.672719
courbe,1.70122,-0.835784,0.730234,-1.273219,-1.368282,0.812344,-0.834211,-0.829599,0.555621,0.739561,-0.920538,1.707103
différent,-0.027994,-0.653285,-0.752238,0.975888,0.070203,0.67816,-1.508247,0.5197,0.15154,1.17283,-0.188097,2.310041
complexe,0.296277,0.14434,0.132937,0.125944,-0.115126,0.636231,-1.38675,0.107686,0.394423,1.037297,-0.060168,2.190303
matrice,1.070949,0.023332,0.914268,0.193699,-1.922523,1.219145,-0.198389,-1.01962,0.913013,0.939612,-1.228185,1.787336
domaine,1.170478,0.264446,-0.701905,0.683093,0.86898,0.627636,-1.342922,-0.506396,0.120756,0.111614,0.780427,1.811255
fois,-0.027869,-1.348343,-1.77637,0.774101,-0.546157,-0.159543,-0.705303,0.863563,0.02313,-0.01151,-0.530948,1.046392
type,-0.277898,0.621028,-0.601518,0.054433,-0.346902,0.771213,-1.239658,-0.059894,-0.057513,1.052667,-1.585526,2.175797
mot,-0.733102,-0.769039,0.384754,0.760476,-0.909856,0.684724,-0.976362,0.314434,-1.155659,0.997129,0.163899,1.330111
algébrique,1.109728,-0.190907,1.135027,0.276631,-1.919892,1.406575,0.399852,-1.611365,1.118157,1.430237,0.355427,2.07266
degré,0.301525,-0.397998,-1.814785,-0.698418,-1.020163,0.261342,1.172948,-1.63971,-0.807408,0.220389,0.012039,1.132357
langage,-0.116944,-0.416576,1.541555,1.56285,-0.317085,0.846265,-0.751438,-0.964356,0.304762,1.351768,0.288583,1.953935
nul,-0.151928,-1.723299,-1.161224,-0.318806,-1.752868,1.724939,0.335112,0.797148,1.020885,0.535171,-0.319165,0.90256
moins,0.205074,-1.17722,-1.375696,0.057965,-0.330349,0.862839,-0.895215,1.38449,-0.483505,0.497064,-0.774762,1.890357
objet,0.144001,-0.144126,-0.155773,0.903897,-0.262299,0.308487,-1.549102,-0.147184,-0.841541,0.744935,-0.292988,2.206353
triangle,0.13269,-0.255311,0.67549,-1.106353,-1.270148,0.320904,-0.825112,-0.275063,0.834728,0.762029,-0.320849,0.585871
structure,0.370477,0.378694,-0.100888,0.369628,0.072217,0.952778,-1.394432,-0.283587,0.613523,0.981761,-0.225432,2.365971
corps,1.061411,-0.111966,-0.984512,0.523439,-0.66302,-0.131325,-0.821604,0.52994,-0.697123,0.132651,-0.627254,1.66886
rapport,0.113541,-0.602731,-0.795282,0.444173,0.103745,1.666228,-0.034057,0.280497,-0.029918,0.0749,-0.389284,2.321375
longueur,0.337718,-0.130528,-1.36112,-1.980759,-1.138179,1.225378,-1.120186,-0.044177,0.096006,0.870496,-1.852858,1.765052
informatique,0.054417,0.224289,0.502771,1.520936,1.430231,0.464767,-0.572938,-0.861676,1.623721,1.054569,-0.264348,1.60745
infini,-0.044522,-1.102489,1.330478,0.163562,-1.72756,1.218493,-0.333806,-0.386672,-0.41957,0.315403,-0.337146,1.548676
variété,-0.245826,0.311077,0.518502,-0.982708,-0.295937,-0.409271,-0.390444,-0.287086,-0.40332,1.278155,0.311487,2.08456
ligne,-0.338524,-0.179082,-1.961899,-0.680548,0.598481,0.904946,-1.289523,-0.970378,-0.0882,0.04258,-0.839861,0.594777
positif,-0.432039,-1.225597,0.288606,0.454934,-0.643392,1.471591,0.459783,0.218181,0.34683,-0.003292,-0.420891,2.234007
angle,1.006301,-0.745198,-0.039087,-1.138029,-1.203699,0.491066,-1.922538,-0.741657,0.177327,0.516096,-0.798756,1.403742
polynôme,1.662772,-0.659329,0.840715,-0.441519,-3.292846,1.691777,1.108514,-0.87222,0.916138,0.296605,-0.170564,1.52501
centre,-0.341652,0.106668,-1.703895,-0.78899,1.510837,0.536275,-1.497163,-0.085081,0.488388,0.347642,0.676502,1.031216
démonstration,0.684845,-0.844678,0.37657,1.221968,-0.538961,0.596995,-0.029269,-0.397823,0.929441,1.18138,-0.419779,0.923155
vectoriel,0.722873,-0.363947,1.280056,0.197575,-2.080332,1.608554,-0.626,-1.575396,1.397434,1.2858,-1.105463,1.770271
limite,0.73967,-0.393641,-0.658634,-0.863012,-0.247141,1.681692,-1.285301,0.366432,0.32131,-0.254138,0.080252,1.895585
représentation,-0.202061,-1.026274,-0.206424,0.770927,-0.46758,1.001122,-0.922921,-0.497067,-0.424756,0.998678,0.576372,1.279821
famille,0.751935,-0.05731,-1.533882,0.084095,-0.277164,-0.878943,-0.513006,0.028062,-1.147443,-0.409172,1.39651,1.091063
arête,1.099097,-0.400726,0.120997,-1.828463,-2.127472,0.466516,-1.370114,-0.164846,0.467442,0.840036,-0.811316,0.633806
distance,0.094348,-0.454307,-0.757683,-0.392386,-0.710287,1.034452,-0.67239,0.473893,0.817716,0.524554,-1.433369,1.565093
surface,0.463911,0.528907,-0.585357,-1.072639,-0.569206,0.802174,-1.543356,0.445013,-0.000126,0.477806,-1.82398,2.488921
aléatoire,0.750544,-0.774941,1.388801,0.356888,-1.409463,1.376874,-0.299637,0.127005,0.820092,0.465722,-0.919926,1.776084
naturel,0.454358,0.640341,-0.66803,-0.854034,0.506677,1.049366,-1.268486,0.052874,-0.894622,0.431207,0.536469,2.699064
normal,0.256546,-0.154909,-0.015,-0.172252,0.086207,0.712859,-0.322079,-0.180134,0.24103,0.131884,-0.627145,1.842793
arbre,0.207257,0.099809,-0.091485,-1.058484,-0.416485,0.011798,-1.460371,0.537621,-1.255406,0.666129,-0.442714,1.890735
démontrer,1.100139,-0.313436,0.480061,1.151305,-0.656219,0.623047,0.44381,0.441459,0.278691,0.242347,0.171763,2.179544
algèbre,1.389585,0.007639,1.180922,0.2954,-2.153235,0.980032,0.090029,-1.575556,1.60037,1.601474,0.115317,1.535054
règle,0.508613,-1.297652,-0.021041,1.597506,-0.467833,1.849719,-0.677726,0.116364,0.446813,0.29362,-0.034929,1.323317
volume,-1.716535,1.023319,-0.650353,0.548851,-0.852134,0.418446,-0.19747,-1.953897,-0.778614,-0.405005,-0.451059,1.489884
calculer,0.86198,-0.634451,0.124648,0.024271,-1.116461,1.941488,0.090567,-0.122949,0.846877,0.271536,-1.518382,2.193839
constant,1.166898,-0.674223,0.046387,-0.19735,-0.49302,0.857684,0.362184,-0.748726,-0.246737,-0.26161,-0.395252,2.191433
quatre,0.0375,-1.165904,-2.114583,0.001232,-0.293739,-0.096374,-1.218996,0.140054,-0.190923,0.444479,-0.719215,0.859216
différentiel,1.495097,-0.299893,0.797027,0.04207,-0.876852,1.312145,0.571505,-1.104766,1.359116,0.611597,-0.968785,2.288945
hypothèse,1.019608,-0.264569,0.610262,0.787118,-1.29702,0.988129,-0.149515,0.432306,-0.493425,0.098184,0.687757,2.184304
image,-0.929843,-0.937287,0.431316,0.701845,-0.07805,-0.102664,-1.116771,-0.465116,-0.143814,0.398418,-0.183205,1.634304
