word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
un,-2.190305,-0.772916,-0.942384,0.058907,0.655617,0.076658,0.123597,-0.002652,-0.727564,-0.711995,-0.91751,-0.231964,-0.332458,-0.791654,-0.231501,1.998508,0.90151,0.541253,-0.374198,-0.106085,-1.982697,-0.044631,-0.659975,0.672243,-1.702375,-0.603733,-0.157292,-0.234288,-0.839604,-0.958326,0.616212,-0.241084,-0.356172,-0.210968,1.419577,0.881589,2.186122,0.201481,0.600061,0.398168
nombre,-3.608597,-0.470794,-0.355378,1.030028,0.694897,-0.045235,-1.585111,0.673392,1.08393,-0.861586,-0.72257,0.693875,-0.075875,0.196981,0.478889,0.709321,0.388689,0.174356,-0.826651,1.111734,-1.491512,0.225985,-0.737633,0.380618,0.094302,-0.625385,-0.800999,-0.439138,0.70733,-0.235479,1.116303,-1.375215,-1.668465,-0.616878,0.880761,1.623943,1.842918,0.048428,1.157487,0.269418
$\mathbb{N}$,-1.598227,-0.622076,-0.704003,0.444631,0.296029,0.414278,-0.004962,0.703947,0.170357,-0.805624,-1.248525,0.296507,0.31108,-0.790581,-0.257826,0.374831,-0.404798,0.726787,-0.643806,-0.168754,-1.42231,-0.212118,-1.427032,0.622618,-0.606038,0.076568,0.026711,0.166002,0.407683,-1.477388,1.344656,-0.842746,-0.966609,-0.295528,0.931956,0.238193,2.348882,0.627722,1.564687,-0.297065
deux,-1.582147,-0.958853,-0.726227,0.397233,0.796512,-0.078575,0.149279,-0.509195,-0.629541,-1.264189,-0.874243,0.49607,0.150423,-1.421306,-0.179452,1.486184,-0.064415,0.702424,-0.972896,0.590165,-2.166197,0.416641,-0.88223,0.226025,-0.571442,-0.984198,-0.186223,0.104692,-0.268457,-0.276756,0.855541,-0.274842,-0.441462,-0.477683,1.593943,1.569679,1.94987,-0.00349,-0.228715,-0.089163
fonction,-1.002087,-0.139199,-1.021669,2.190424,0.332036,0.174926,-0.233702,-0.224215,0.434061,-0.496992,-0.569107,0.818201,1.359937,0.200288,-0.206625,2.234995,-0.65607,1.071642,0.143705,0.852934,-1.446113,0.258093,-0.432986,0.27277,-1.362256,0.986219,-0.424537,-0.655003,-0.507353,-1.83482,-0.284833,-0.657162,-0.207048,-1.683717,0.89891,0.916138,1.182836,0.937447,0.83119,0.281554
premier,-2.772036,-0.89425,-0.376909,0.388657,0.347608,-0.59137,-0.808217,0.692641,0.124401,-0.415487,-0.204759,0.47218,-0.298336,0.144221,-0.683609,1.297538,-0.2233,0.66971,-0.891245,0.186142,-1.83649,-0.014119,-0.409207,0.360822,0.045688,-1.148402,-0.168874,-0.477888,0.450957,-0.490535,0.106849,-1.157583,-0.839769,0.131043,0.5636,1.442492,2.336892,-0.265572,0.94927,-0.233567
ensemble,-0.709171,-0.238389,-0.947982,1.283689,0.410166,0.759232,0.472719,-0.071624,-0.3709,-0.702537,-1.074068,0.41757,0.180284,-0.454273,-0.452577,1.270476,0.798072,0.219135,0.569513,0.791145,-1.54535,0.063586,-1.805281,1.376174,0.470918,-0.514801,-0.562155,-0.207789,-0.548088,-0.869677,1.401724,-0.898027,-1.066441,-1.37735,1.508785,-0.268317,2.284667,-0.276316,0.526787,0.770582
point,-0.893154,-1.149082,-0.2731,1.101233,0.944913,1.180579,0.233459,-0.087798,-1.446608,-0.718006,-0.629994,-0.133486,-0.396762,-1.362418,-0.450495,0.52012,-0.285399,0.194933,-1.18401,1.888225,-1.348408,0.978493,-2.022533,0.663218,-0.201762,-0.145662,-0.430838,0.206559,-0.416905,-1.364045,0.060213,-0.068085,-0.462025,-1.355781,1.031772,1.234855,1.497967,0.60327,0.071284,-1.371879
théorie,-1.981683,-0.573968,0.436721,1.504731,0.732407,-0.001409,-0.311718,0.870137,-0.43504,0.204917,-0.394351,0.660422,-1.035705,0.311302,-1.00449,1.622289,0.644176,1.009556,-0.321739,0.989156,-1.163226,-1.750997,-0.164129,-0.020963,-0.548566,-0.149009,-0.134696,0.511352,-0.943016,-1.128061,0.164849,-0.592256,-0.858913,-0.302871,1.300638,-1.139853,1.541394,0.331943,0.152688,0.922175
exemple,-1.157135,0.101194,-0.412837,0.894043,0.714892,-0.341925,0.179462,0.350584,0.371752,-0.603564,-0.843238,0.13801,-0.073763,-0.655924,-0.020629,0.909492,0.251251,0.429784,-0.172442,0.948682,-1.603518,-0.34898,-1.020326,0.036391,-0.982142,0.181647,0.469035,-0.39569,-0.278814,-1.480656,0.953753,-0.234738,-0.82692,-0.26404,1.342647,0.997622,2.111816,0.788122,0.458011,-0.208945
espace,-0.003603,-0.234847,-0.688198,-0.080593,0.781542,0.905588,0.176197,-0.418247,-0.724453,-1.781781,-1.59589,0.950703,-0.306465,0.865292,-0.780423,1.7202,1.158457,0.045,0.006263,0.863494,-1.617829,-0.365185,-2.435262,0.03937,-0.623725,0.959246,0.923373,-0.182181,-0.584997,-1.125936,0.288854,-0.259464,-0.449179,-1.235303,2.17216,-0.609961,1.823742,1.244797,0.064925,-0.734384
théorème,-1.247897,0.432333,0.06387,0.902582,0.575587,0.245756,-1.630049,1.320583,-0.477997,-0.719174,0.203713,0.260447,-0.696208,0.855423,-1.183663,1.658596,-0.633633,1.036952,-0.427502,0.10042,-1.167476,-1.178993,-1.71829,-0.287468,-0.544509,0.136751,-0.951541,0.227678,-0.329011,-1.547157,-0.198809,1.145483,-0.856498,-1.048995,1.68972,-0.264962,2.064916,0.089274,0.005132,0.16074
problème,-1.577577,0.091033,-0.961168,1.180331,1.458161,-0.653261,0.083513,0.838701,-0.222515,-0.650304,-0.584825,-0.32167,-1.521268,-0.264594,-0.224187,0.850134,-0.634052,-0.081488,0.028527,1.981716,-1.54594,-0.343288,-0.613271,0.792922,-0.84699,-0.730967,-0.290653,0.305929,-0.899276,-0.484052,0.127185,0.967135,0.445315,-0.140591,1.393906,-0.535928,1.600622,-0.089769,1.633418,0.438378
valeur,-1.747475,0.032624,-0.250764,1.514581,0.385646,0.616116,0.505759,0.538604,0.785334,-1.179766,-0.694944,0.240423,0.745128,-0.978767,0.608811,0.655745,0.33586,1.199219,0.065022,0.806272,-1.36698,0.753213,-0.395671,0.341399,-0.589122,0.813199,-0.370414,-0.053158,-0.329305,-1.373904,0.658895,-0.476151,-0.105191,-0.721806,1.058621,1.242727,1.720803,1.018399,0.758995,-0.598546
groupe,-1.05186,-0.653482,0.056708,0.153745,-0.092796,-0.366572,-0.536425,0.553912,-0.656507,-0.033631,-1.234629,1.359752,1.14701,0.115156,-0.717878,1.997678,0.721818,-0.840831,-1.433818,0.413434,-1.082081,-0.915817,-1.850341,0.035374,-1.224251,-0.543427,0.474983,1.017158,0.148686,0.083574,1.093791,-0.777994,0.069638,-0.216308,2.077888,-0.270123,1.601512,1.583012,0.124603,0.757556
graphe,-1.15314,-0.147429,-1.840725,1.496008,2.249992,0.004449,-1.090918,0.502136,-0.019445,-0.621764,-0.17731,0.596332,-1.132938,-0.573851,0.585546,1.732029,0.783762,0.023969,-0.17859,-0.349634,0.604804,-0.379418,-1.50775,-0.387808,-0.853621,-0.639577,-0.223177,1.415003,0.393561,-0.65709,2.152068,0.937037,-0.115142,0.210292,3.030836,0.452639,0.787413,0.141163,0.597817,0.85498
forme,-0.770545,-0.244135,-1.311302,0.616389,0.58704,-0.219003,0.214236,0.778527,0.248597,-0.664163,-1.013319,0.43057,-0.03549,-0.421938,-0.593082,1.209007,-0.156695,0.313986,-0.569236,0.66268,-2.078367,-0.407547,-0.234985,-0.152355,-1.125146,0.397742,0.983917,-0.320858,-0.344085,-0.211514,0.38888,-0.235847,-0.657713,-0.989084,1.28457,0.897324,1.294324,0.755377,0.486626,-0.354817
entier,-2.295407,-0.023162,-0.686598,1.248035,-0.105574,-0.042564,-0.682095,0.786755,1.097603,-0.227769,-1.123012,0.304422,0.831484,0.025937,-0.565324,1.005386,-0.49014,0.217092,-0.582374,0.56901,-1.502178,0.694436,-1.411546,0.497819,0.07916,0.023967,-0.684749,-0.888547,0.417529,-0.000531,1.150559,-1.19153,-1.20959,-1.068457,0.918783,1.327342,1.705216,0.420399,1.000143,0.391286
système,-1.476859,-1.050893,-0.166755,0.728983,1.03194,0.003853,1.529943,0.598642,-0.324479,-0.380291,-0.384272,0.088024,-0.191694,0.025879,-0.438132,0.996436,0.249704,-0.096752,0.016829,2.220579,-0.90172,-0.66819,-0.391445,0.51192,-1.404107,0.372111,0.430145,-0.848031,-0.240528,-1.891166,0.385336,-0.139178,0.032911,0.826082,0.707848,0.766471,1.451389,0.311499,1.096878,0.998458
équation,-0.637585,-1.226255,-0.389,1.552926,0.991217,-0.493181,0.383767,1.062873,0.398897,-0.355501,-0.731603,0.524713,-0.154801,0.154729,-1.45978,0.902322,-1.552352,0.233148,-0.904109,2.100734,-2.12667,0.542,0.17552,-0.482255,-1.522236,-0.14561,0.341124,0.434497,-0.947412,-1.070386,-0.689574,0.377433,-0.557781,-1.552027,0.846912,0.583096,0.906613,0.7811,0.951604,0.194487
suite,-1.903241,-0.018518,-0.77284,1.135871,-0.155562,0.180787,-0.301333,-0.305395,0.535352,-0.197044,-0.347679,0.215364,0.361896,0.336999,-0.367917,1.190777,0.130491,0.825754,0.343115,-0.34654,-0.718824,1.299837,-0.634873,0.021665,-0.219722,-0.081347,0.040461,-0.931459,0.139279,-1.070007,0.838806,-0.537048,-1.278181,-1.279453,1.463133,0.207756,2.313448,0.086478,0.493159,0.102082
