word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
variable,0.949511,-0.832866,0.461281,0.217102,0.185941,0.997017,0.996155,-1.13389,-0.682248,2.010866,0.008438,0.119582,-0.321086,-0.316755,-0.062027,0.750082,-1.159212,0.687905,-0.174763,-1.143185,0.530858,-0.988606,-0.038909,0.313869,-0.005203,-1.017754,1.723568,0.156074,-0.021526,0.897213
base,0.23725,-0.321594,0.023933,-0.871345,0.349228,0.099427,-0.002413,-0.63271,-0.969283,0.774502,0.034805,-0.011001,0.343013,0.576824,-0.438552,0.71487,-0.437817,0.352765,-0.197862,-0.692443,-0.774778,-0.100499,1.029183,0.254067,-0.081967,-0.864665,1.409862,-0.345448,1.099364,0.498036
géométrie,0.203162,1.198519,0.872981,0.039303,-0.590174,0.954495,0.937073,-0.667366,-0.15019,0.998767,1.622744,0.315417,-0.271736,1.136249,0.9582,0.88509,-0.776034,1.243556,-0.86521,-0.463274,0.697601,-0.589151,0.148363,-0.157628,0.638484,-1.189943,0.731663,-1.218388,-0.431036,1.88622
analyse,-0.17067,0.077936,-0.151147,-0.338334,-1.150035,1.202268,0.839119,0.609233,-0.255242,1.080761,0.289691,-0.072374,-0.967971,-0.072331,0.556055,1.052111,-0.63082,1.038682,-0.630478,0.280925,0.054348,-0.320457,0.542183,-0.153012,0.184919,-1.635848,0.832592,-0.062903,1.11963,0.580778
loi,0.120891,-1.437399,0.216423,-0.25771,-0.047722,1.424591,0.491616,0.367822,-0.909643,1.136258,1.524948,0.372455,-1.037167,-0.079349,-0.480488,-0.627012,-0.243538,-0.694466,-0.33802,0.070434,-0.366254,-0.161177,0.230609,0.042489,-1.140679,-0.390171,0.138006,0.392851,1.782151,1.160904
définition,-0.015558,-0.382449,0.741062,-0.259576,-0.427868,0.946457,1.541438,-0.571017,-0.894554,1.690479,0.848824,0.055404,-0.558363,0.214222,0.095576,0.027075,-0.270569,0.852939,-0.441303,-0.111679,0.10399,-0.413121,0.308985,-0.187763,-0.214943,-1.474796,1.375576,-0.002665,0.650197,0.85299
réel,0.517654,-0.655336,0.478657,-0.315402,-0.158532,0.990724,1.04427,-0.451198,-0.022822,0.97619,0.710438,-0.147072,-0.951962,-0.105751,-0.00531,-0.145469,0.182216,0.620011,-1.408527,-0.384153,0.386252,-0.002212,-0.137813,0.185022,-0.199659,-1.005184,1.621958,0.31772,0.89856,-0.088706
dimension,0.564562,-0.053965,0.386777,-0.331731,-0.164379,0.424672,0.464389,-1.298432,0.115944,1.410993,0.813683,0.235301,-0.250675,0.080713,-0.123757,0.330849,-0.277751,0.667978,-1.202579,-0.37583,0.66525,0.519208,0.073143,1.173112,0.491841,-1.037469,1.364322,-0.565392,0.625803,0.37874
statistique,-1.546453,0.219778,-1.416395,0.845475,-0.61709,0.345614,1.102094,-0.713732,0.292119,0.572272,1.04931,-0.709703,-0.003654,0.404709,-0.469425,0.604584,-0.618514,-0.193846,0.841691,-0.331659,-0.270697,-0.691867,0.604443,-0.755944,0.926256,-0.394983,1.354581,1.770319,1.36409,0.656647
sommet,-0.061239,0.108177,0.312442,0.239471,0.078916,-0.477311,-1.375877,-2.463148,0.105238,0.372087,0.561099,0.734821,0.309921,-0.178579,0.709512,0.94009,0.232888,0.324195,0.288824,-0.002911,0.238716,-0.430333,-0.062334,0.73211,-0.434413,-0.018348,1.356138,0.496113,0.973625,0.409555
logique,-0.682132,0.559409,0.519322,-0.414565,-0.806924,1.140839,1.969977,-0.264975,-0.441282,1.404357,1.17056,-0.194552,-1.075458,0.364076,-0.008242,0.099847,0.205022,0.865459,-1.263154,-0.255771,-0.42687,0.037535,-0.220244,-0.511141,-0.008621,-0.756406,0.988255,-0.689193,0.219936,0.990778
terme,-0.359402,-0.25321,0.326889,-0.631368,-0.615627,0.358423,0.788208,-0.927067,-0.609911,0.542563,-0.257463,-0.669069,-0.466647,-0.140034,-0.23921,-0.205006,-0.262258,0.304468,-0.613387,-0.270682,-0.360488,-0.03764,0.169727,-0.399886,-0.743722,-0.62521,1.289383,0.261121,1.134509,0.867572
trois,0.323209,-0.185915,-0.061408,0.018671,0.115315,-0.08696,-0.645843,-1.125634,-0.122103,0.001674,-0.182946,0.42411,0.063291,0.134378,-0.167579,0.342361,-0.26906,0.309443,-0.383714,-0.616651,0.278605,0.401528,0.382382,-0.247119,-0.140458,0.623247,0.850008,-0.057313,2.438414,0.106057
plan,0.248359,0.309695,-0.345818,-0.774931,0.174986,0.821338,-0.452701,-0.865897,-0.536345,0.79009,1.041104,0.234292,-0.801145,-0.276508,0.409925,0.591239,0.213945,0.280029,-0.293243,-0.24737,-0.098173,0.137795,0.371678,1.057993,-0.381857,-0.266438,0.858755,-0.354385,1.618248,0.271622
formule,0.234919,0.181128,0.875092,0.325539,-0.020217,0.585334,0.994675,-0.908081,0.292515,0.830037,0.408596,-0.524902,-0.291853,0.3343,-0.13607,0.045186,-0.878469,0.774355,-0.621585,-0.21087,-0.226668,0.372059,-0.113141,-1.950981,0.866804,-0.016364,0.944003,0.529707,0.891352,1.186044
droite,-0.046399,-0.024084,0.881858,1.114806,0.452841,0.068511,-0.802362,-1.585441,-0.395963,0.885499,0.449356,0.090487,-0.752308,1.143416,0.312453,0.666781,1.120892,0.464068,-0.613705,0.768532,-0.173714,-0.593506,0.002409,0.91036,-0.719824,0.872484,0.806646,-0.992267,1.653354,0.579402
$\mathbb{C}$,0.210835,-0.302292,0.322097,-0.243352,-0.091839,-0.217034,0.522231,-0.511585,-0.478116,0.851447,-0.023418,-0.517043,-0.207144,0.097273,-0.865146,0.358414,-0.096094,-0.197948,-0.091335,-0.814457,0.058812,-0.064881,0.014662,-0.651787,0.292418,0.113774,0.888754,-0.66231,1.137882,-0.006627
solution,0.769435,0.542966,0.565799,-0.705989,0.777152,0.855966,0.803936,0.771889,-0.361858,1.465471,0.18927,-0.757244,-1.125337,0.222175,-0.293774,0.795407,-0.301007,0.101995,-0.578766,-0.491793,-0.46231,0.422002,0.078804,-0.370317,-0.482375,-0.923771,1.830253,0.242598,0.292133,0.904922
modèle,0.326381,-0.125101,0.691753,-0.804733,0.735489,0.602367,0.868125,-0.558084,-0.465397,0.772168,0.220617,-0.632305,-0.223176,0.766133,0.630362,-0.103368,-0.846907,0.250114,-1.079962,-0.76235,-0.143343,0.949554,0.348457,-0.074862,1.208055,-0.789413,1.073064,-0.678361,0.91773,0.224234
