word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
carré,2.101844,-1.185066,0.8111,0.234966,0.578614,-0.198379,0.546466,0.860468,0.011622,-0.232248,0.151201,-0.652249,0.195064,-0.531562,0.414139,0.618255,-0.701577,-0.306964,1.051305,-0.293174,-0.531155,-0.016428,0.140609,0.92158,0.611268,0.035164,-0.332295,0.314435,-0.453743,0.21494,-0.445578,0.602281,0.261603
vecteur,1.29952,0.753406,-0.582229,0.283261,-0.885404,0.494156,0.702478,0.554093,0.59468,-1.005014,0.631289,-0.668286,0.795835,-1.914164,-0.29058,-0.222977,0.036156,0.915475,0.199241,-0.18739,0.260705,0.285605,-0.05537,-0.111118,-1.368934,0.016336,0.772519,-0.523287,0.539769,0.104791,-0.251312,0.622677,0.464161
connexe,0.875852,0.392589,-0.231295,-0.814295,-0.267247,0.924403,0.71239,0.699877,-0.240173,0.423766,-0.972891,0.143257,-0.375533,0.276238,-0.324671,0.062781,-0.828076,-0.34975,-1.205619,-0.691641,0.289449,-0.289589,-1.288399,1.301932,-0.148581,0.712557,0.335173,-0.819487,-0.463321,0.566656,-0.756188,0.254988,0.51095
classe,1.502388,0.058674,-0.375158,-0.375093,0.030534,-0.631679,0.003042,0.373083,-0.32373,0.170798,0.38531,0.902613,0.393542,0.282046,-0.380362,0.072637,0.272551,-0.366538,-0.624439,-0.534586,1.312607,0.659781,0.558607,0.170041,-0.229784,-0.4622,0.599846,-0.090691,0.152122,0.237422,-0.262498,0.660937,0.155781
produit,1.455162,0.105677,-0.579619,-0.322351,-0.800152,-0.704696,0.05449,0.531549,-0.125979,-0.612268,-0.730768,0.234589,-0.685909,-0.810559,-0.051017,-0.240381,0.047621,-0.361127,0.809527,-0.706877,1.305865,-0.629973,-1.570224,-0.409054,-1.048764,-0.832221,-0.514478,-0.064877,0.101263,-0.529857,1.666365,0.137705,1.243162
égal,1.99073,-0.307999,-0.243543,0.681942,-0.093808,-0.574725,1.278342,-0.003722,0.584777,-0.629333,0.111951,-0.340188,1.600658,-0.529109,-0.206582,0.82197,-0.092694,-0.271811,0.482631,-0.773935,0.350648,1.749071,0.144192,-0.078498,-0.659766,-0.599347,-0.428595,-0.195122,0.01782,-0.03643,-0.01047,0.451234,-0.097196
cercle,1.791834,0.41993,0.227727,0.355429,0.281279,0.39068,-0.365841,0.238195,-0.105234,-0.287614,0.322054,0.054,0.457718,0.282233,0.043096,-0.037054,-0.240927,-0.575272,0.156496,-0.318465,-0.638625,-0.637794,1.060828,0.507992,0.493922,-0.637331,0.446078,0.252079,-0.212598,0.564714,-1.01154,-0.066967,-0.02504
partie,2.154732,-0.354801,-0.08136,-0.035778,0.317971,-0.021716,-0.360012,0.52491,-0.301503,-0.207024,-0.967456,-0.554587,0.124176,0.338493,0.241495,-0.258547,-0.492244,0.195966,0.065099,-0.535073,0.903685,-0.287005,0.067188,-0.295805,0.650268,0.045614,-0.368104,-0.244143,-0.047793,-0.111421,-0.431703,-0.155051,-0.462629
relation,1.547185,1.407394,-0.567735,0.315803,-0.485109,0.509698,0.116651,-0.092561,-0.010912,-0.748237,-0.524137,-0.093223,0.10684,0.706221,0.297022,0.549704,-0.413879,0.569155,-0.792615,0.51965,0.290842,0.314189,0.363015,-0.460289,-0.599421,-0.463937,-0.229584,0.099685,0.770771,0.479898,0.295466,-0.708243,-0.001312
courbe,1.423557,-0.496245,1.089625,0.935736,0.192356,-0.404568,1.051107,0.50326,0.52013,-1.804479,0.22148,-0.654904,0.321449,-1.452613,-0.088555,0.209796,-0.508636,0.484741,0.428371,0.523232,-0.02121,0.342635,0.494053,0.470369,-0.273029,0.107134,-0.772746,0.268463,-0.386129,0.618766,-0.541776,0.883201,0.095201
différent,2.600556,-0.051705,-0.567352,-0.323379,0.268877,0.499204,-0.451795,0.316948,-0.49365,-0.774981,-0.524272,0.100992,0.136753,-0.784737,0.349038,-0.143497,-0.227233,0.07143,0.078644,-0.733127,1.218502,-0.442315,0.281703,0.090089,-0.623239,-0.473982,-0.491307,-0.264915,0.166741,-0.325629,0.243489,0.059599,0.161728
complexe,1.959201,0.446448,-0.070377,-0.441003,-0.20318,0.345323,-0.509099,0.558861,0.168923,-0.477924,-0.568195,-0.124374,-0.145471,-1.146861,-0.378551,0.468548,-0.890367,0.833286,0.431558,-0.518211,0.582295,-0.480447,0.047604,-0.2467,-0.259799,-0.671549,-0.425694,0.14417,0.168235,0.155831,-0.310181,0.26869,0.683514
matrice,0.538653,0.636245,0.155302,0.563366,-0.499099,-0.043533,-0.041974,0.127744,0.743532,-0.950431,0.26437,-1.405698,0.835743,-2.103321,-1.039394,0.864039,-0.763598,0.379378,1.220277,-1.050214,-0.043592,0.106734,-0.10507,0.391889,-0.536195,-0.573132,0.054686,-0.171607,0.832042,-0.148475,0.429641,0.779118,0.792371
domaine,2.257963,0.365841,-0.409181,-0.727654,-0.128944,-0.083051,0.267351,0.745038,-0.008613,-0.76208,-1.392487,-0.050253,-0.218261,-0.127579,-0.03864,0.229418,-0.075299,0.847717,-0.578571,-0.53395,0.599825,-0.542843,0.907301,0.03932,0.024434,0.368386,0.368527,0.029873,0.553096,-0.005648,0.792737,-0.544844,0.616743
fois,1.660135,-0.340902,0.466888,-0.357904,-0.259939,-0.203245,-0.847856,-0.346137,-0.168254,-0.135809,-0.018979,-0.098054,0.428761,0.541734,0.270787,-0.217986,-0.214928,-0.570803,0.53418,-0.090246,1.323746,0.772641,0.267014,-0.326492,-0.189835,-0.393349,-0.289023,-0.181217,-0.382801,-0.299535,0.170951,-0.565531,-0.194752
type,1.92871,-0.162215,-0.33149,-0.168335,-0.17752,-0.286654,0.220529,0.783253,-0.169783,-0.45757,0.103574,0.21252,-0.287345,-1.531993,0.033208,-0.078312,-0.574306,0.239407,0.310081,-1.029807,1.722685,-0.12298,-0.52704,0.702488,-0.93922,0.273879,0.157626,-0.459696,-0.343197,0.257842,-0.030959,1.316399,0.32796
mot,1.685562,-0.104177,-0.72253,0.388543,0.689165,0.47766,-0.649374,-1.14269,-0.46734,-0.954403,0.378716,-0.420274,0.940062,-0.565045,0.827496,-0.392756,-0.456926,0.062351,-0.968509,-0.829607,-0.08115,-0.700266,-0.945114,0.293551,-0.542077,-0.599885,-0.127775,-0.298693,-0.222502,0.319283,0.749752,0.919913,-0.546915
algébrique,0.193733,0.572654,-0.236943,0.064544,0.556525,-0.389837,-0.045054,-0.064315,1.413104,-1.808638,1.083903,-0.200642,1.245161,-2.113586,-1.962494,0.708536,-1.146949,0.472153,0.203285,-0.646715,-0.555466,-0.093595,0.115804,0.026779,-0.289429,-0.95482,0.15914,-1.205487,0.547663,0.549235,0.073111,1.155667,0.342242
degré,0.270754,0.593534,1.068882,-1.159684,-0.377546,0.077369,1.618205,-0.637106,-0.452668,0.122321,-0.843482,-0.59677,0.439984,0.14399,0.841721,0.437946,0.326557,-0.754035,-0.590903,-0.772355,0.268756,1.657088,0.122208,1.432683,0.051858,0.470515,-0.537811,0.517059,-0.278816,0.034008,-0.22556,1.422352,0.50225
