word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
un,-0.042864,-0.87358,1.229431,0.482305,-0.101737,-0.043387,-0.623707,0.234753,-0.090837,-0.014606,-0.010019,0.141467,1.487014,0.318459,0.249824,0.169392,-0.482412,0.686675,0.791642,-0.02324,0.070747,-0.150753,0.305511,-0.16267,1.12977,0.185824,1.326692,-0.189118,0.103029
nombre,0.454321,-0.513177,1.067484,0.242171,-0.439362,1.064877,-0.382591,0.669374,0.176473,-0.016698,1.122636,0.107718,1.009019,0.778349,0.016489,-0.10847,-0.64551,0.875958,1.256864,0.327009,-0.517807,-0.639043,-0.167482,-0.337769,0.235319,0.321016,1.437849,-0.307688,0.140487
$\mathbb{N}$,0.742091,-0.844019,0.924112,0.259693,-0.216512,0.443919,-0.403181,0.195108,-0.114252,-0.114054,-0.18027,0.022213,0.891801,0.862983,-0.163953,-0.40569,-0.196239,0.699188,0.693935,0.376529,-0.066045,-0.182876,0.199852,-0.152558,0.664266,0.365758,1.291786,-0.201779,0.906834
deux,0.12537,-0.754147,1.088024,-0.031064,-0.242778,-0.200715,-0.574666,0.464809,0.458322,-0.015569,-0.273387,0.101205,1.253554,0.105501,0.454003,-0.22435,-0.361461,0.696166,0.884748,0.063331,0.369111,0.000906,0.477483,0.501428,0.294137,-0.061487,1.796522,-0.534904,0.224856
fonction,1.185548,-0.688824,0.985732,-0.162752,0.160433,-0.708811,-0.448427,0.609382,-0.472,0.145553,0.637745,-0.067631,1.359258,1.707421,0.506386,0.172891,-0.569483,0.084115,1.094975,-0.00392,-0.002026,-0.627948,0.343522,-0.062051,0.529504,0.465703,-0.179591,-1.175991,0.033626
premier,-0.159081,-0.459701,1.123625,-0.416936,0.24045,0.087502,0.022565,-0.117162,0.172811,0.062692,-0.261445,0.106368,1.187725,-0.402102,0.294137,-0.959376,-0.677549,0.653014,0.745117,0.285069,-0.206571,-0.512621,0.572738,0.841783,0.33183,-0.030795,1.064694,-0.381389,0.31233
ensemble,-0.212544,-0.668342,1.210272,-0.384028,0.256464,-0.072761,-0.319565,0.625794,0.132616,-0.150876,-0.100026,-0.238894,1.172192,0.05475,0.326684,0.503933,-0.591485,0.345475,0.649958,0.129341,0.817935,0.121778,-0.280782,-0.660474,0.824502,0.226256,0.788547,-0.703115,0.540391
point,0.069132,-0.17717,0.902765,0.238033,-0.838622,0.503618,-0.505908,0.277074,0.178061,-0.580129,0.114809,0.28736,0.597292,0.364857,-0.180065,0.024578,-1.392418,1.195278,1.079163,0.638415,0.093788,0.25907,0.228291,-0.073262,-0.836434,-0.535089,1.205149,-0.642369,0.719759
théorie,0.885522,-0.264162,1.158752,0.069878,-0.826311,0.33169,-0.051831,0.318063,-1.998374,-0.383386,-0.583429,-1.098517,1.446824,1.01602,-0.786196,-0.082834,-1.130196,0.938834,-0.632407,0.33288,-0.468546,-0.304802,0.20975,-1.590291,0.836575,-0.119038,-1.101616,-0.299235,-0.118512
exemple,0.923601,-0.722455,1.29709,0.291514,0.142553,-0.150026,-0.478831,0.415063,-0.347135,-0.042469,0.330466,-0.153167,0.629637,0.785043,-0.495586,0.623254,-0.635702,0.282874,0.489964,0.113262,-0.10009,-0.385644,0.056615,-0.883747,1.071562,0.582796,0.926464,-0.295701,-0.001541
espace,-0.643795,-1.044789,0.625692,0.200746,0.054207,-0.242119,-0.498753,0.830219,0.202757,-0.365299,-0.442576,0.010611,1.045884,0.38471,-0.052257,1.197606,-0.811225,0.721756,1.127673,0.210022,0.181966,1.060854,-0.37539,-1.301348,0.845646,-0.5319,0.076362,-0.759581,-0.185683
théorème,2.129939,0.377128,-0.381918,-0.027186,-0.319154,-0.028709,-0.615451,0.920474,-1.370349,1.124201,-0.360246,-1.27325,0.416188,0.568799,-1.658836,-0.161281,-1.060489,-0.302933,-0.277209,-0.619218,0.154074,0.731509,-0.075892,-1.1121,-0.895473,-0.382388,-1.324576,-1.029277,-0.030198
problème,0.535099,-0.330931,0.812718,0.981115,-0.636029,-0.220384,-0.100389,-0.098829,-1.064969,-0.066078,0.029626,0.279061,1.200206,1.109449,-0.806219,-0.030552,-0.601063,0.786467,0.751292,0.295958,-0.575159,-0.461547,0.308893,-0.757783,0.719184,-0.068654,-0.095045,-0.011273,1.018239
valeur,0.932058,-0.677333,0.806173,0.293871,0.029869,0.707548,-0.70235,1.592306,-0.357424,0.310559,0.74367,-0.04056,0.858342,0.939911,-0.007571,0.63731,-1.306721,1.004439,0.583122,0.636167,-0.403382,-0.104139,-0.179651,-1.063097,0.549446,0.455457,0.078504,-0.282883,0.362215
groupe,-0.181965,-1.031197,0.986784,-0.672514,-0.316876,0.592394,-0.094794,-0.851456,-0.538492,-0.592658,-0.089629,0.168126,0.051488,-0.528361,0.651568,-0.048025,-1.127014,-0.311259,1.027844,0.156519,0.209774,-0.513895,0.363664,0.244365,1.22044,0.325223,0.904835,-0.518765,0.886825
