word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
un,-0.25866,-0.023771,-0.186157,0.257586,-0.24768,-0.257538,-0.491644,0.079861,-0.064112,-0.087499,0.034448,-0.284687,0.152649,0.067316,0.358476,-0.137812,-0.227754,-0.28406,-0.041411,0.074812,-0.013795,0.28369,-0.090422,0.010773,-0.193575,-0.183517,0.052127,0.011244,0.138449,-0.287845,0.348944,0.04664,0.072888,-0.115962,-0.030981,-0.419491,-0.049616,-0.082678,0.09277,0.125828,0.436056,0.212743,0.161184,0.209558,0.062149,0.066542,-0.120846,-0.029323,-0.065445,0.03438,0.196818,-0.277996,-0.130519,-0.218503,0.356233,-0.299193,0.191452,-0.158098,-0.12882,0.070669,0.081082,-0.00214,-0.003692,0.236841,0.095204,0.114096,-0.093201,0.249539,0.038989,0.326347,0.029897,0.286262,0.016685,-0.079724,0.046438,-0.043474,0.042252,0.0764,-0.08974,0.089776,0.213565,-0.550591,-0.175062,0.188776,0.241786,-0.274437,-0.136291,-0.578733,-0.006914,0.084644,-0.181278,0.132982,-0.221136,-0.035794,0.349943,-0.292564,0.046037,-0.090003,-0.048004,0.147969,0.097185,-0.056957,0.308604,0.081202,0.111533,-0.184098,-0.190942,-0.071755,0.243892,0.201041,0.213283,0.406203,-0.043003,-0.244786,0.010632,0.122093,0.195832,0.023804,0.193229,-0.089139,-0.210864,-0.083091,0.226026,-0.195159,-0.640611,0.093754,0.124149,-0.080213,-0.008692,-0.181983,-0.228749,-0.16047,0.049282,-0.297043,-0.268005,0.422739,-0.129731,0.116498,0.214468,0.144059,0.136238,-0.140547,-0.377884,-0.508127,0.184962,-0.135028,-0.071299,0.074552,-0.290157,0.205784,-0.172098,-0.141021,-0.260269,-0.125054,-0.053161,0.017024,0.08161,0.089339,-0.13083,-0.368906,0.186195,-0.343723,-0.129553,-0.091312,0.118364,0.072205,-0.013551,0.013358,-0.261787,-0.147076,0.066921,0.078452,0.03812,0.030759,-0.252925,0.125019,-0.298552,0.372953,0.238513,-0.094602,0.248922,-0.404962,-0.089392,0.199866,-0.273713,-0.194137,0.257281,0.059148,-0.105344,0.156096,0.256627,-0.118796,0.796785,0.150903,-0.271538,0.096284,0.112384,-0.171395,-0.086974,-0.146921,-0.175785,-0.242266,-0.056055,0.094605,0.05814,0.636263,0.127026,-0.151492,-0.753715,0.334271,-0.14845,-0.096934,0.021455,-0.116279,-0.089915,-0.054976,0.202265,0.036308,-0.294556,0.015341,-0.200423,0.104938,0.38192,0.018921,0.074519,0.043347,0.275425,-0.192917,0.204084,0.011472,0.04703,-0.315574,-0.07666,0.202457,-0.04374,0.008603,0.112321,-0.365599,-0.359819,0.190838,-0.047562,0.175956,0.25405,-0.406609,0.288047,-0.327317,0.159729,-0.257856,0.495416,-0.014848,-0.2035,-0.199954,0.08977,0.170193,0.233483,0.083585,0.129872,0.012734,-0.649985,0.144987,0.053123,-0.210676,0.182961,-0.349414,-0.003572,-0.027773,0.050101,0.213161,-0.038501,-0.035899,-0.115931,-0.312289,-0.302328,-0.096537,0.914035,0.01331,-0.02157,0.012577,-0.243943,-0.14728,0.07356,-0.244987,0.301399,0.159547,-0.105883,0.263826,0.368448,-0.029032,0.195909,0.148056,0.020106,0.010358,0.148225,0.331159,0.554237,-0.225861,-0.192069,-0.100955,-0.320115,-0.182438
nombre,-0.482421,0.082422,0.156235,0.524577,-0.334169,0.088928,-0.602718,0.185017,-0.186867,0.574123,-0.130628,0.317348,-0.070493,-0.117857,1.02247,0.000707,-0.397871,0.090283,-0.322929,0.315535,0.035976,-0.015024,-0.052667,-0.375966,0.113739,-0.047277,0.029863,0.332637,-0.246055,0.399079,-0.14793,-0.042415,0.04763,0.247915,0.10588,-0.037959,0.15828,0.027697,-0.084912,0.04178,-0.095479,-0.089497,-0.27451,-0.167064,0.218401,-0.571691,0.559512,0.081442,-0.115868,-0.004423,-0.176892,-0.117508,0.026178,-0.469361,0.42338,-0.444186,0.008192,-0.126627,-0.089991,-0.561978,0.093956,0.051728,0.272099,0.00483,0.067602,0.50753,0.19953,-0.011065,-0.111742,0.702439,0.499138,0.663346,-0.095947,0.372111,-0.164546,-0.467539,0.499998,-0.414448,-0.125419,-0.667526,0.02332,-0.332178,-0.045123,0.086918,-0.138467,-0.322056,-0.149266,0.257551,0.184614,-0.099469,-0.153608,0.071164,-0.338333,-0.045618,0.580312,0.349933,-0.245599,-0.164844,0.150965,-0.165709,0.192423,-0.159106,-0.237755,-0.149492,0.063888,-0.572945,-1.026376,0.233307,0.085173,0.023116,-0.052653,0.163668,-0.180674,-0.171971,0.392505,-0.31311,0.042413,0.145626,-0.235011,0.064741,-0.458837,-0.043816,-0.098249,-0.692044,-0.94359,-0.22419,0.032346,-0.674839,-0.000717,0.198392,-0.108051,-0.001104,-0.076513,-0.294556,0.381174,0.515112,-0.697892,0.266407,-0.07508,0.222906,-0.420509,0.336551,-0.03407,-0.055728,0.212419,-0.135231,0.712214,-0.015607,-0.270113,-0.103709,0.045528,-0.029397,0.240154,0.141491,-0.015384,-0.610839,0.130611,0.474141,0.125564,0.010099,-0.135854,-0.009921,0.153715,-0.352631,0.107875,0.15537,0.036694,-0.326804,0.144429,0.2331,-0.086869,0.343714,-0.480467,-0.419813,-0.428982,0.390578,0.503739,0.672826,0.347738,-0.058605,0.044039,-0.323122,-0.396025,0.007529,-0.276321,-0.1819,1.254285,0.057719,-0.118188,0.113968,0.30798,0.293901,0.701985,0.186635,-0.268896,-0.25304,-0.193099,0.293616,-0.273193,0.062712,-0.608012,-0.177394,-0.218799,-0.1891,0.054328,0.211952,-0.253307,0.28138,-0.440367,-0.077636,0.662667,-0.205631,-0.17452,0.256348,0.464776,-0.525847,0.03181,0.105895,0.084486,-0.000516,0.03053,0.034834,-0.056202,-0.318141,0.053315,-0.05528,0.018356,-0.737619,0.063841,-0.352187,-0.473269,0.522161,0.059628,-0.080633,-0.150983,0.078713,0.310927,-0.16643,0.214953,0.046638,-0.179072,0.019946,0.130545,0.510626,-0.162228,-0.111141,-0.120972,0.27323,0.609169,0.27969,-0.280752,-0.365509,-0.046468,0.150874,-0.226463,-0.454672,0.028907,-0.230924,-0.517806,0.147897,0.241722,-0.480399,0.184917,-0.030429,-0.1443,-0.287369,0.474624,0.054566,-0.398466,-0.035646,0.023415,-0.392001,-0.251554,0.215853,1.007813,0.232452,0.235172,0.402221,0.357422,0.209607,-0.213163,0.20588,0.685128,-0.438944,-0.240743,0.21288,0.365497,-0.330927,0.062987,0.160518,0.128795,-0.008833,0.165269,0.26111,0.025765,-0.325193,0.198331,0.323125,-0.291005,0.500676
$\mathbb{N}$,0.049424,0.057458,-0.114407,0.229056,0.012589,-0.101878,-0.433116,-0.246977,0.018654,0.342908,-0.092589,-0.009065,-0.10993,0.213791,0.098904,-0.265414,0.056318,-0.152636,-0.192886,-0.014231,0.186386,-0.124786,0.029553,0.118864,-0.362667,-0.398362,0.179548,-0.063553,0.092217,-0.080405,0.035674,-0.119388,-0.142638,0.187164,-0.193565,0.08429,-0.056724,-0.030337,0.061143,0.209351,0.025301,-0.054742,0.140362,0.006648,0.263759,0.094958,0.127955,0.228759,-0.352573,0.186944,0.375154,-0.155083,-0.1445,0.075423,0.246023,-0.419841,0.129601,0.019589,0.078343,-0.168707,0.034628,-0.097524,0.329219,0.048249,-0.453434,0.017971,0.188726,0.166609,0.354832,0.305872,0.058156,0.120564,-0.21241,0.00867,0.059482,-0.265181,0.027523,-0.033426,0.102773,-0.124113,0.24341,-0.379167,-0.139611,-0.032066,0.054906,-0.165458,-0.179614,0.231744,0.232522,0.273647,-0.309175,-0.299656,-0.213954,0.027174,0.326678,-0.25466,0.017941,-0.082316,0.281652,-0.003346,-0.014284,-0.009971,-0.035299,0.105945,-0.000402,-0.189393,0.123302,0.150718,0.190411,0.125712,0.034241,0.115083,0.156736,0.15385,0.080446,-0.03353,0.168213,-0.071535,0.093469,0.213331,-0.305712,0.351652,0.250497,-0.128121,-0.187467,0.001928,0.07949,-0.155089,0.065088,-0.1194,-0.020078,-0.210493,0.279316,-0.464334,0.198159,0.176826,-0.173172,-0.092788,-0.084031,0.2707,0.237657,0.278801,-0.50334,-0.410108,0.118893,-0.246441,0.277641,-0.149206,-0.195986,0.192295,0.015544,-0.142829,-0.051719,-0.131171,0.05319,-0.107505,0.034815,-0.128987,-0.104779,0.234694,-0.135585,-0.054065,-0.22773,-0.382507,0.343031,-0.002288,-0.122456,-0.084479,-0.158872,0.050197,0.303667,-0.02622,-0.156108,0.207006,-0.343827,-0.30557,-0.348993,0.269824,0.107193,0.332986,-0.323573,-0.088574,-0.392253,0.479856,0.021201,-0.154944,0.388481,-0.099495,-0.009278,-0.008357,0.416638,-0.235255,0.54482,-0.074995,-0.172796,0.066163,-0.105605,0.137207,-0.168942,-0.175843,0.010611,-0.347776,-0.25227,0.101621,-0.196327,0.130014,-0.104972,0.039701,-0.147958,0.036868,0.302359,-0.203201,-0.214205,-0.188499,0.213606,-0.095388,0.026954,-0.228048,-0.153164,-0.150346,0.159041,0.261192,-0.101395,-0.000479,-0.101968,-0.023124,0.136991,-0.393734,-0.032686,-0.138491,0.269681,0.293369,-0.139247,0.110426,0.156604,-0.067445,0.288931,-0.318612,-0.319247,-0.031869,0.115475,-0.064854,0.1328,-0.120121,0.015887,-0.050083,-0.057535,0.037038,0.543873,0.05464,-0.485321,0.057494,0.461798,-0.090894,-0.163485,0.17318,-0.114742,-0.205991,-0.483154,0.168873,0.252024,0.09199,0.146289,-0.131687,-0.141039,0.053234,0.76962,0.279203,-0.304073,-0.134084,-0.243087,-0.154511,-0.071946,-0.312113,0.737615,-0.001692,0.249932,0.262239,0.193115,0.306282,0.124415,-0.145656,0.193288,0.039537,-0.21371,0.175473,0.021285,0.00745,0.158182,-0.075824,-0.185312,-0.125839,-0.080642,0.153138,-0.109007,-0.141859,0.278056,-0.280278,-0.217929,0.074865
deux,-0.374617,-0.081202,-0.018311,0.278319,-0.250779,-0.167542,-0.422703,-0.038128,-0.151631,-0.066725,0.095748,-0.090119,0.220579,0.141696,0.317855,0.371788,-0.258827,-0.080228,0.0271,0.015406,0.151627,0.145147,-0.093013,-0.133941,-0.176843,-0.199829,0.155499,-0.164271,0.075213,-0.474022,-0.113789,-0.101395,0.074892,0.172603,-0.102609,-0.277068,-0.148237,0.091845,0.074298,-0.025896,0.173739,0.214379,0.390442,-0.013904,0.068957,-0.068427,0.158406,0.333664,-0.09734,-0.214107,0.108349,0.095702,-0.092625,0.302305,0.145573,-0.543159,-0.344847,0.081844,-0.163467,-0.333373,-0.089632,0.008756,0.009642,0.567318,-0.306805,0.182978,-0.174452,0.016717,-0.361403,0.453501,0.094357,0.039201,-0.210307,0.056659,-0.05025,-0.237759,0.158521,0.145537,0.187511,0.023948,-0.126738,-0.377989,-0.520104,-0.033395,0.266889,-0.041896,-0.163569,-0.130273,0.060733,0.187326,0.036789,0.308241,-0.001684,-0.055512,0.356615,-0.488049,0.118114,0.160956,0.13512,-0.163813,0.24761,-0.235846,0.423576,0.116173,0.272366,0.11754,-0.606684,0.018928,0.384573,0.035877,-0.032368,0.350593,-0.132719,0.07017,-0.103274,0.361483,0.103416,0.019926,0.090825,-0.02247,-0.214812,0.061933,0.143586,-0.074372,-0.360249,0.001759,0.209403,-0.053905,-0.277335,-0.666925,-0.161075,-0.020429,-0.382765,-0.507804,-0.196445,0.205893,-0.369152,0.157254,0.080087,0.161635,0.147078,-0.404626,-0.205464,-0.389139,0.280704,-0.099862,0.16588,-0.14441,-0.077006,-0.111944,-0.1771,-0.115953,-0.115032,-0.227146,-0.457151,-0.055374,-0.182991,0.028242,0.092651,-0.231364,-0.075342,0.006139,0.035781,-0.123352,0.116301,0.022279,-0.183655,-0.157952,-0.229779,0.083748,0.161822,0.121086,-0.159656,0.15599,-0.254403,0.093122,-0.077535,0.51022,0.1478,-0.106273,0.318864,-0.131914,-0.117944,0.042604,-0.414918,-0.276697,0.629391,-0.319193,-0.110035,0.194757,0.039621,-0.03275,0.341042,-0.192662,-0.049974,-0.107676,-0.009893,-0.004194,-0.15527,0.074226,-0.058924,-0.081499,-0.091797,-0.215459,0.152742,0.396525,-0.149953,-0.023366,-0.487487,0.23878,0.139979,-0.111092,-0.399541,-0.230632,-0.012105,-0.05407,-0.01465,-0.020048,-0.030796,-0.158305,0.051572,0.012535,0.203032,0.140545,0.142073,0.206166,0.422053,-0.387252,0.029353,-0.294828,0.024949,-0.002677,-0.102833,0.104849,-0.377759,-0.022909,-0.124719,-0.39583,-0.333985,0.055042,0.262941,-0.079588,0.311028,-0.43016,0.363697,-0.361306,0.112763,-0.295022,0.643087,0.102592,-0.277139,-0.063047,-0.157867,0.171281,0.184879,-0.269405,-0.186541,0.245665,-0.368698,0.277178,-0.229079,0.087951,0.123474,-0.117246,-0.04737,-0.25515,-0.003859,-0.14156,0.029121,0.220977,-0.195392,-0.164478,-0.042635,-0.254749,0.788552,0.34936,0.014542,0.034688,-0.140961,0.130937,0.170247,-0.139268,0.262369,0.518381,-0.094108,0.167077,0.379886,-0.212807,0.277272,0.40307,0.384701,0.577139,-0.15201,0.218116,0.206857,-0.079706,0.153971,-0.234764,-0.442014,-0.018107
fonction,0.132754,-0.222099,-0.458252,-0.138475,-0.455409,0.268774,-0.427396,0.541064,0.074287,0.216676,0.306105,-0.032661,0.203553,-0.096387,-0.246856,0.095226,0.145388,0.146551,-0.01485,0.414706,-0.088615,0.132395,-0.298734,-0.075582,-0.241935,-0.227177,0.333538,0.059189,-0.049534,0.256229,-0.099246,0.016201,-0.130872,-0.242769,0.155579,-0.475711,0.271471,0.113166,0.20034,0.277,0.00553,0.218219,-0.395197,-0.202005,0.426336,-0.640908,-0.351479,0.107219,0.11274,0.315526,-0.052503,-0.875946,0.015766,-0.056463,0.475861,-0.543937,-0.108452,-0.399429,-0.229832,-0.483252,-0.019673,-0.651398,0.152058,0.47273,0.217513,0.109183,0.387499,0.468283,0.229252,0.310762,-0.034711,-0.2848,-0.018104,-0.290996,-0.432234,-0.318012,0.332612,-0.304105,-0.582939,0.008489,-0.054881,-0.557822,-0.578346,-0.20406,-0.201247,0.134778,0.012819,-0.296219,-0.237994,0.240674,-0.142439,-0.356011,-0.133367,-0.501529,0.593737,-0.127888,-0.104437,-0.180559,0.382748,0.194338,0.678145,-0.17746,0.289954,0.395114,0.199973,-0.216945,-0.508278,-0.365463,0.305273,-0.259885,0.183204,0.360012,0.523555,-0.292083,-0.088725,-0.093365,-0.409684,-0.080142,-0.27668,0.315329,-0.294263,0.254287,-0.386536,-0.036425,0.079884,-0.416416,0.38126,-0.25135,-0.38062,0.454136,-0.185926,0.575892,-0.24205,-0.081732,0.708615,0.276217,0.253393,0.391114,0.048326,0.255966,-0.408914,-0.019548,-0.187172,-0.023259,-0.037397,0.49195,0.323176,0.157953,-0.443703,-0.080225,0.376993,-0.619925,0.101835,-0.2624,-0.098744,-0.086665,-0.273256,0.120155,-0.427809,0.389874,-0.19742,-0.631904,0.0806,-0.012841,0.454659,0.32579,-0.119373,-0.956553,0.333775,0.419323,-0.390427,-0.279025,-0.440321,-0.022613,-0.833213,0.717803,-0.263242,0.184113,0.310166,0.153241,-0.350697,-0.700577,-0.1067,0.080193,0.326549,-0.245547,1.065045,-0.274941,-0.045371,0.097556,0.136321,-0.543652,0.549132,0.005933,-0.474101,0.082629,-0.07126,0.611683,0.290637,-0.607102,-0.620012,-0.489023,-0.105149,-0.661818,-0.573582,-0.871256,-0.152318,-0.08391,-0.127547,0.513935,0.265606,-0.233975,0.114661,0.45726,0.4123,-0.28435,0.239688,-0.404135,0.573408,-0.506423,-0.382501,-0.050142,-0.45222,-0.448389,-0.375027,-0.43578,0.144193,-0.416527,0.066115,-0.229675,-0.10653,-0.330984,0.056359,0.02464,0.205429,-0.032461,0.325175,0.578802,-0.336519,0.044934,0.368522,-0.752137,-0.021043,0.087807,0.039786,-0.169854,-0.150415,0.00138,0.106692,0.040888,-0.331872,-0.253939,0.051229,0.102398,0.253501,0.221243,0.294512,0.075997,-0.030987,0.440415,0.136471,-0.393732,-0.580568,-0.260756,-0.27064,-0.353427,0.622971,0.316104,-0.016748,0.153378,0.146498,0.134364,-0.368079,0.239476,1.055154,0.122394,-0.133281,-0.052905,-0.547545,0.879565,-0.302066,0.06576,0.802845,0.005245,0.05669,-0.082556,-0.579934,0.203767,0.039355,0.723821,-0.212886,-0.370173,-0.355597,0.14639,-0.03087,-0.364659,0.284645,0.163817,-0.799199,-0.376494
premier,-0.250827,-0.152201,0.03559,0.341268,-0.529488,-0.104459,-0.474761,0.219144,-0.029922,-0.130574,0.013603,0.20391,0.326702,0.370512,0.467241,-0.30272,-0.33963,0.035207,-0.270992,0.293497,0.115351,0.005009,0.109632,-0.015311,0.001955,-0.115664,0.3847,-0.065483,0.136081,-0.341248,0.223996,-0.067835,0.053421,0.09297,-0.003726,-0.270725,0.024565,0.173249,0.197826,0.128649,0.185165,0.558328,0.454915,-0.095118,0.265323,0.162199,0.095508,0.213044,-0.02322,-0.122292,0.124922,0.075939,-0.211457,-0.40472,0.317408,-0.193102,-0.369366,0.148039,-0.220568,-0.213472,-0.030912,-0.129861,0.115899,0.529928,-0.12409,0.235838,0.122834,-0.024525,-0.120288,0.163798,-0.079441,0.20225,0.010529,-0.379633,-0.129277,-0.225059,0.022089,-0.114729,0.078525,0.111008,0.129583,-0.529824,-0.07362,-0.07614,0.167961,0.207472,-0.169122,-0.082674,0.341388,0.015079,0.251165,0.180974,-0.068434,-0.097316,-0.245386,-0.428728,0.076561,-0.389689,0.251835,0.081569,0.021226,-0.147992,0.158386,0.112191,-0.034169,0.067472,-0.375978,0.121474,0.068274,-0.095276,0.112785,0.247263,-0.179535,-0.099655,-0.055862,-0.043259,-0.301522,-0.149607,0.115766,-0.007599,-0.10564,0.122786,-0.03833,0.01724,-0.362772,-0.034167,-0.168489,-0.417411,0.242155,-0.137056,0.029653,-0.110688,0.047847,-0.157963,0.242735,0.311755,-0.080206,0.171228,-0.266373,0.185099,-0.122329,-0.084645,-0.089188,-0.531097,0.237713,-0.200937,0.027493,-0.080505,-0.297641,0.057952,0.168048,-0.081966,-0.033852,0.004435,0.013231,-0.037212,0.000307,0.031307,-0.023913,-0.203188,0.229369,-0.054996,0.055872,-0.178631,0.161553,-0.09963,-0.324948,0.140716,-0.070285,0.220782,0.047132,0.058895,-0.066073,0.3156,-0.063634,0.102956,0.165041,0.243529,0.283768,0.139479,-0.085108,-0.106342,-0.435577,0.118925,-0.149876,0.084524,0.293876,-0.148807,-0.179018,-0.000809,0.265734,-0.328451,0.220429,-0.038016,-0.097848,-0.039314,-0.012126,0.141629,-0.060557,0.025279,-0.3458,-0.348434,-0.040161,0.11026,0.306677,0.304973,0.230629,-0.109884,-0.23394,0.185166,-0.021961,-0.010619,-0.513197,0.114958,0.071324,-0.171765,-0.504108,-0.317904,-0.151737,-0.293879,0.245201,0.057272,0.216667,-0.07978,0.14314,0.457388,-0.095692,-0.24136,-0.057874,0.006417,-0.119044,0.105972,-0.213004,-0.040313,-0.30041,-0.174704,-0.140786,-0.228958,0.003338,0.147209,0.049882,-0.257977,0.150202,-0.222776,-0.172512,-0.33698,-0.030213,-0.079846,0.80806,0.274826,-0.10953,0.092167,0.677744,0.150748,0.200511,0.003539,0.068997,-0.193621,-0.475711,-0.226552,0.050305,0.242063,-0.056042,-0.028251,-0.332424,-0.284421,-0.179233,-0.199197,0.340791,0.110636,-0.062339,0.040822,-0.047319,-0.173378,0.46633,-0.069663,0.132072,0.059882,0.138063,0.011321,-0.118297,-0.189523,0.119624,0.124393,0.113554,0.098837,0.213745,-0.356446,0.056283,0.092891,0.453412,0.203426,-0.157738,0.190378,0.218221,-0.133521,0.41536,-0.243159,-0.278587,-0.208915
ensemble,0.186586,-0.034745,-0.071398,0.050039,-0.010908,-0.087433,0.035175,0.111121,-0.306508,0.025714,0.04731,0.045019,-0.204443,0.059426,0.534398,-0.05337,0.158687,0.3982,-0.185649,-0.077907,0.11669,0.183422,-0.090916,0.083626,-0.367989,0.131881,-0.172287,0.156539,-0.104658,-0.023737,0.0598,0.214542,-0.259117,0.358729,-0.061135,-0.395644,-0.437763,-0.307455,-0.162019,0.193765,0.045503,0.024245,-0.105758,0.304428,-0.075352,0.003035,-0.163389,0.360752,-0.167217,0.330844,0.376537,-0.085753,0.201768,-0.317748,0.022345,-0.288321,-0.119108,-0.22527,-0.385281,-0.276169,0.233971,-0.162973,0.264558,0.199949,0.241365,0.374973,-0.355529,-0.253747,-0.308019,0.551408,0.301374,0.086806,-0.25475,-0.006265,-0.017842,-0.01794,-0.05181,-0.129519,0.197611,0.317919,0.178877,-0.276713,-0.799896,-0.298115,0.01043,-0.001402,-0.169771,-0.525859,0.045166,0.06386,0.224068,0.236664,-0.130079,0.138634,0.541517,-0.232372,-0.181676,0.081353,0.05351,-0.065076,-0.173365,-0.037724,0.271383,-0.023273,0.218494,0.028263,-0.136337,0.343302,-0.143286,-0.016934,0.010587,0.510727,0.057147,-0.269885,0.068582,-0.157197,-0.37068,-0.107148,0.237213,0.278788,-0.24111,0.306396,0.19547,-0.141474,-0.16283,0.04645,0.015068,-0.25486,0.354905,-0.03522,0.051989,0.12056,-0.226195,-0.679594,0.06493,0.021704,-0.111512,-0.283884,0.171108,0.379675,-0.210789,-0.339742,0.425189,-0.153395,-0.076237,-0.208525,0.29356,0.175583,-0.293734,0.389245,0.095527,-0.147841,-0.345706,-0.153786,0.198008,-0.339132,-0.054382,-0.246874,0.185702,-0.147189,-0.287347,-0.053331,-0.137977,-0.168134,0.108036,0.077541,0.177236,-0.342197,-0.081457,0.299223,0.282243,0.019742,-0.193401,0.078031,-0.529761,-0.090383,0.321717,-0.000333,-0.082882,-0.262126,-0.087704,-0.77374,-0.513711,0.405056,-0.414816,0.028465,0.661436,-0.160831,0.010464,0.40703,-0.600917,0.301027,0.546519,0.181484,0.054733,-0.091419,0.082717,-0.136925,0.250781,0.085571,-0.081751,-0.023408,-0.356976,-0.76499,-0.1722,-0.002238,-0.56182,0.226012,-0.024138,-0.229876,0.111972,-0.320445,0.215021,-0.027589,0.151494,-0.198818,0.613225,0.016327,0.030357,-0.059693,-0.140114,-0.138146,-0.059677,-0.144506,-0.097413,-0.205114,0.247187,-0.428575,-0.011614,-0.194364,0.262989,-0.128381,-0.130349,0.056711,-0.022446,0.33247,-0.258915,-0.261268,-0.423054,-0.029551,-0.093889,0.234595,-0.086376,-0.192948,0.330769,0.16464,0.133937,0.052985,0.259321,0.147182,-0.18253,0.629039,0.185271,0.250494,0.091547,-0.099253,0.198143,0.138468,-0.079156,0.031124,-0.045262,-0.131358,-0.100183,0.367436,0.030945,-0.099226,0.405352,-0.210195,-0.647892,-0.03404,-0.492637,-0.103078,0.29383,-0.383994,0.809935,0.293569,0.028363,0.217178,-0.089027,0.343373,-0.091275,-0.061101,0.445844,0.334504,-0.185755,0.367829,0.269505,-0.361252,0.092528,0.524522,0.508546,0.113634,-0.430866,0.10557,0.02414,-0.50877,-0.005479,0.084991,-0.583132,0.256858
point,0.10465,0.173356,0.167353,0.101819,0.337631,-0.158951,-0.617535,0.273222,0.089069,0.493719,0.467155,-0.274501,0.225312,-0.027089,0.582787,-0.245705,-0.156774,0.077562,-0.09308,0.50084,-0.513335,0.335087,-0.038371,-0.146779,-0.201583,-0.226328,0.404217,0.098272,0.04618,0.040623,-0.227535,-0.147006,0.046551,0.252341,-0.25372,-0.224046,0.392398,-0.00863,-0.072591,0.22557,-0.217265,-0.12991,0.825582,-0.102417,-0.076818,-0.045054,0.019916,0.32012,-0.363659,-0.334658,0.3307,0.076575,-0.355501,-0.37894,0.453926,-0.276742,-0.166216,0.020641,0.065251,-0.374049,0.087003,0.097082,0.030541,-0.310691,-0.1237,-0.334566,0.424716,-0.233668,-0.315823,0.309024,-0.139683,-0.287536,-0.391062,0.560049,-0.028722,-0.498324,-0.040662,-0.140662,-0.137824,-0.438598,-0.111565,-0.248381,-0.16846,-0.169843,-0.352105,0.153365,0.088004,0.035064,-0.110558,0.152489,0.172097,-0.071125,-0.126559,-0.058702,0.475759,-0.363853,-0.437747,-0.275829,0.214575,0.101218,-0.387561,0.023436,0.120239,0.049882,-0.01394,0.040844,-0.832843,0.196093,0.586155,0.422851,-0.061989,-0.03797,0.143324,0.226867,0.686122,0.316595,0.117502,-0.180823,0.127301,0.028806,-0.618455,0.371445,0.457019,-0.344974,0.123894,0.150732,0.004061,-0.085763,0.35309,-0.535658,-0.054941,0.012852,0.068538,-0.218109,-0.120608,0.298555,0.338349,0.49893,0.029316,0.168686,0.063528,0.687014,-0.562455,0.227737,-0.224045,-0.215689,-0.162951,0.008222,0.422191,-0.279583,-0.299172,-0.224681,0.146435,-0.249592,0.11997,-0.065681,-0.157644,0.083998,0.325529,-0.172668,-0.114929,-0.634225,0.524735,0.529295,0.429626,-0.279401,-0.231955,0.271282,0.037418,0.001226,0.079579,-0.506877,-0.348143,-0.157019,-0.579248,-0.014726,0.162476,0.433636,-0.016593,-0.276014,-0.25806,-0.200134,0.008404,-0.247774,-0.316458,0.060002,0.939236,-0.059819,0.127404,-0.488125,0.024566,-0.045763,0.180077,0.323133,0.095405,-0.294386,-0.052264,0.143751,-0.04781,-0.230952,0.025646,0.584614,0.072812,0.180405,0.176171,-0.190228,-0.199706,0.122072,-0.300431,-0.216133,0.137539,-0.430591,-0.076151,-0.23809,0.33271,-0.199367,0.320772,-0.220887,0.144655,0.107324,0.367986,-0.124029,0.253727,0.638592,-0.248864,0.135035,0.658746,-0.143706,-0.085099,0.022821,0.159551,0.375265,0.157139,0.287249,0.123283,0.097578,0.696904,-0.213954,-0.313329,-0.118705,0.484694,0.056286,0.121521,-0.648998,-0.096205,-0.207825,-0.280801,-0.037502,0.54122,0.239393,-0.771016,-0.108857,0.150307,0.088776,-0.289779,-0.058992,-0.334324,-0.255392,-0.091585,0.948985,0.139487,0.288831,-0.115748,-0.091335,-0.753882,0.315197,-0.007071,0.10201,-0.025252,0.046386,-0.0146,-0.624464,0.03378,-0.134529,0.829738,0.637458,-0.039013,0.312394,-0.052796,0.030197,0.04263,0.244573,0.200862,-0.471008,-0.012422,0.072973,0.490969,-0.372521,0.189471,-0.078441,0.632551,0.081422,-0.151984,0.197847,-0.053524,-0.109524,0.337381,0.278148,-0.355257,0.294474
