word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
égal,-0.087757,-0.405457,0.272628,-0.864527,1.688176,-0.099945,-1.080535,1.692966,-0.123082,1.035602,0.406251,0.852172,-0.773361,-0.577049,-0.072381,0.678279,-1.105594,0.83797,0.337086,1.090389,0.612174
cercle,0.041258,0.482213,-0.144763,-0.321574,0.178748,0.81176,-0.61707,0.702088,1.136103,0.719612,-0.109358,-0.113345,-0.432373,0.033217,1.354788,-0.000379,0.244415,1.155671,-0.205397,-0.067073,-0.578025
partie,-0.168375,1.285876,0.466672,-0.079539,2.243496,0.061898,0.270328,0.476722,0.368509,0.90993,0.349386,0.035445,0.166566,-0.222495,0.914778,-0.68101,0.105828,0.462757,-0.333531,0.18049,-0.032716
relation,0.557322,0.058691,0.664962,0.447295,1.65345,-0.154868,-0.91879,0.507948,1.305665,0.240075,0.67251,0.104218,0.285014,0.990028,-0.079772,-0.008566,-0.446702,-0.542071,-0.398987,-0.709972,0.287043
courbe,-0.301543,-0.196869,-0.184944,-0.441147,0.357607,0.14315,-0.019483,1.299406,0.768939,0.584196,0.902855,0.23673,-1.390032,-0.033853,0.431272,0.220194,-1.136292,1.82276,-0.847126,2.058785,0.122529
différent,-0.149783,0.398404,-0.129482,-0.000249,2.925287,0.414959,-0.69855,0.228793,0.992298,0.820629,-0.056734,-0.06047,-0.757165,-0.174097,0.31714,-0.072594,-0.777894,0.136272,-0.278483,0.189464,-0.65803
complexe,-0.727026,-0.137153,-0.185076,0.69425,1.592013,-0.104207,-0.456287,0.584097,1.300792,1.175067,0.654714,-0.763046,-0.938134,0.350351,0.523317,-0.135365,-1.072182,0.379726,-0.262031,0.25482,-0.066703
matrice,-0.129707,-1.409603,-0.539807,-0.442749,0.535907,-0.517022,-0.611736,1.360175,0.474612,1.467597,1.134746,-0.138614,-1.908524,-0.392063,-0.13497,0.63629,-1.5329,-0.03093,-0.160073,1.517918,-0.260951
domaine,-0.303274,0.253837,0.093387,0.115025,2.193209,-0.315943,0.154717,0.170919,1.377539,0.944963,0.836128,-0.335169,0.894512,0.488608,-0.46119,-0.081484,-0.505314,0.134429,-0.479386,-0.205329,-1.305922
fois,0.217493,0.693446,0.387444,0.500495,2.442273,0.473388,-0.384806,0.389533,-0.65485,-0.157822,0.300058,0.775974,-0.479289,-0.193719,0.256925,0.461852,0.418599,0.380381,0.094082,-0.264226,-0.118273
type,-0.286328,0.40418,-1.170523,-0.866196,2.295419,0.168942,0.079955,-0.205518,0.376612,0.975766,0.371202,-0.999267,-1.20254,-0.709315,-0.259665,0.321675,-1.147226,0.238179,-0.087835,0.616603,-0.146348
mot,1.301645,0.333182,0.368989,-0.736575,1.62427,0.008673,-1.260375,-0.191108,0.706874,0.351971,-0.535982,-0.344153,-1.126152,-0.208793,0.527086,-0.585179,-0.670621,-0.08789,0.469941,0.840451,-0.761032
algébrique,0.063353,-1.3506,-0.466432,-0.132994,-0.285033,0.060692,-1.491372,2.288327,1.855626,1.3593,1.180021,-0.302484,-1.415561,0.197786,-0.270097,0.897984,-0.767713,0.198432,-0.141511,1.462944,-0.580524
degré,-1.035402,0.243366,0.515542,-1.89545,0.865753,-1.255796,-0.083744,1.318699,-0.615965,-0.005558,-0.208851,0.096931,-0.45553,0.461503,-0.24809,1.549923,0.805333,0.333809,0.783619,0.612056,-0.497857
langage,0.768308,-0.468445,-0.956425,0.047932,1.375545,0.151013,-1.690395,0.247521,1.812068,-0.005495,0.183071,-0.822561,-0.944348,0.44471,-0.436619,-0.056662,-1.152782,-0.320388,0.12466,0.904001,-1.575007
nul,0.179195,-0.031109,0.505663,-0.166197,1.128108,0.433658,-2.265576,1.389329,-0.331386,0.726994,0.703224,0.732633,-0.944323,-1.089684,-0.371169,0.708323,0.153699,0.791613,-0.64643,0.204542,1.151838
moins,-0.030899,0.653202,0.651388,-0.017446,2.972982,0.303279,-0.447605,0.317816,-0.215084,0.445952,-0.314097,0.649948,-0.327503,-0.641558,0.065234,0.698366,-1.031086,1.055716,0.324418,0.257001,0.261086
objet,-0.042602,0.093043,0.258129,0.454494,2.092677,-0.072094,0.192948,0.425835,0.860977,1.007374,-0.441319,-0.763131,-1.562069,0.920861,-0.533465,0.106714,-0.286888,0.551168,-0.598976,0.397015,-0.817619
triangle,0.108936,-0.242723,-0.991562,-0.216374,-0.207641,-0.095482,0.056482,1.467445,0.938923,0.671309,-0.124058,0.007936,-1.474898,-0.74629,1.041627,-0.594467,-0.380716,0.652538,-0.420429,1.122318,0.352639
structure,-0.675248,-0.234287,-0.495575,-0.001832,1.670786,0.569825,-0.17323,0.825687,1.644768,1.720264,0.859708,-0.767431,-0.846796,0.385336,0.461987,-0.022121,-1.033803,-0.144536,-0.400709,0.611601,0.172228
corps,1.373024,0.00527,0.231631,-0.321788,1.640679,0.645858,0.894888,0.406727,0.338876,1.279462,0.816098,-0.382578,-1.293912,0.181699,0.615123,0.596208,-0.271556,1.027927,-0.148059,-0.407864,0.06785
rapport,-0.381594,-0.059644,0.099636,-0.803709,2.177975,0.079161,-0.65588,0.969683,0.521419,0.586454,-0.301993,0.485504,-0.519663,0.844779,-0.761228,0.415486,-0.984151,0.395808,-0.286624,0.020953,0.652874
