word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
sommet,-0.184173,-0.131528,0.649575,0.510667,0.104401,-0.313966,0.460828,-0.046929,0.338354,0.443056,-0.070687,0.491171,0.966983,-0.190182,0.58319,0.470391,1.320552,-0.898507,0.832044,0.784452,0.14411,-0.026693,-1.182748,0.516867,0.626534,0.251261,0.193361,0.434371,0.852809,0.122311,-1.170556,-0.315527,0.040795,-0.820446,-0.615022,-0.844385,0.636543,-0.036682,-0.317945,0.520158,0.239011,1.273187,0.631388,-0.300023,-0.54198,0.148493,-1.345467,0.770134,0.063539,-0.077087
logique,-0.469516,-0.245002,1.488827,0.822965,-0.087193,-0.693991,-0.879932,0.400917,-0.063242,-0.061605,-0.346045,-0.792711,-0.595893,-0.310782,0.927586,0.125925,-0.008466,1.089762,0.043175,0.076876,0.562538,-0.191279,-0.486147,0.242975,0.028656,0.220368,0.28462,-0.228759,-0.069335,0.84453,0.771453,0.222613,-1.472037,0.356515,0.609787,-0.665183,-0.822232,1.039176,-0.286812,-0.551225,-0.466232,-1.136049,0.311546,0.123614,0.361134,-0.448506,-0.290852,-0.592716,-0.223174,-0.926783
terme,0.317041,-0.153567,0.341618,-0.090708,-0.473957,-1.321773,-0.079493,-0.061546,-0.524577,-0.399411,-0.649629,-0.141433,-0.045742,-0.132805,0.534856,0.532195,0.324052,0.520524,0.056928,0.301351,0.170628,0.336256,-0.935353,0.711458,-0.575997,0.401586,0.101022,-0.611604,0.118509,0.476026,-0.416024,-0.435947,-0.437361,-0.32083,0.437397,0.150303,-0.37162,0.983072,0.182231,-0.640446,-0.649418,0.302741,-0.273203,-0.16802,0.342218,-0.253919,-0.644303,-0.240193,-0.152883,-0.303075
trois,0.195771,-0.091184,0.347956,0.586206,-0.069613,-1.221272,-0.147081,-0.614539,-0.112586,0.025052,0.128265,-0.626839,0.433821,-0.867637,-0.075582,0.168142,0.280484,-0.987586,0.165475,-0.033836,0.086733,0.349751,-1.062672,0.753429,0.521679,0.93897,-0.122436,-0.335249,0.134311,-0.443742,-0.076567,-0.585204,0.936946,0.079297,-0.0174,-0.866378,0.171057,0.301554,-0.278472,0.029456,-0.285223,0.924176,0.248641,0.120838,-0.067325,0.242497,-0.264624,0.26707,-0.018513,-0.371096
plan,-0.202248,-0.101707,0.643593,0.157268,-0.222427,-0.38791,-0.593054,-0.220645,0.424408,0.446943,0.241365,0.342432,-0.441428,-0.422838,0.824196,0.358663,0.147425,0.039275,0.239678,0.009746,-0.075542,-0.143008,-1.327793,0.055801,1.093759,0.318198,0.795241,-0.167573,-0.420206,0.442049,-0.458625,0.339702,0.013852,0.235078,0.146501,-1.022564,-0.223982,1.314934,0.619855,-0.218656,0.027691,0.704267,0.121246,-0.060497,0.056514,0.119008,-0.652603,0.074533,-0.1167,0.358742
formule,0.523211,-0.629054,-0.000101,1.34769,-0.252871,-0.651964,0.98419,-0.053082,-0.242502,-0.049967,-0.182015,-0.727022,0.135409,-1.010104,0.040846,0.132304,0.581596,-0.338308,0.099119,-0.280046,1.011695,0.336551,-0.124748,0.036764,-0.363685,0.504059,0.086867,0.313401,0.023214,0.46968,0.062801,-1.071091,-0.461531,-0.456093,0.255447,0.569759,-0.708307,0.502648,-0.515244,-0.46643,-1.173053,-0.782759,-0.714788,-0.529223,1.054185,0.110514,-1.536912,-0.330668,-0.455771,-0.695883
droite,0.248501,-0.004077,1.171707,0.389347,0.046953,-0.768225,-0.906062,-0.525974,0.694352,0.705017,-0.617026,0.844021,0.8036,-1.098739,0.249552,-0.289643,1.148853,0.303328,1.195932,0.049372,-0.098162,-0.596818,-0.427721,0.809599,0.494925,0.347281,-0.411664,0.196632,0.438049,-0.053872,-0.228226,-0.695922,-0.717195,-0.189508,-0.644448,-1.20107,0.749992,0.364187,0.209003,-0.811589,-0.63618,1.048991,-0.468431,-0.514327,-1.284977,1.034929,-0.504758,0.425673,0.427277,0.223987
$\mathbb{C}$,0.265834,0.10976,-0.356502,0.023415,0.013464,-1.013124,0.223366,-0.254597,0.095723,0.231027,-0.00499,-0.027965,-0.58841,-0.611821,0.011385,-0.310442,-0.032169,0.073054,0.668213,-0.332586,-0.605605,0.147366,-0.720025,0.230695,-0.113673,0.636728,0.145098,-0.595778,-0.444427,-0.221114,0.405116,-0.289469,-0.397018,-0.208844,0.642584,-0.102986,-0.828265,0.0918,0.131209,0.100175,-0.545192,-0.262255,-0.45194,0.233113,0.12856,-0.009946,-0.504114,-0.010968,-0.38716,-0.426855
solution,0.268663,0.017671,0.327627,-0.13917,-0.757908,-0.785936,-0.003786,0.93877,1.05994,0.104438,0.210193,0.297053,0.322577,0.249177,-0.102405,0.725284,-0.006704,0.215053,0.289979,0.20438,0.388089,-0.35227,-0.825151,0.405585,0.146399,0.767173,1.257429,-0.450563,-0.693534,1.23035,0.859394,0.231843,-1.026529,0.015966,0.008558,0.141157,-0.373191,1.055892,0.077066,-1.048915,-0.825839,-1.131331,-0.395878,0.28311,0.393823,-0.246149,-0.473441,-0.336283,-0.39045,-0.376001
modèle,0.74189,0.592392,0.58973,1.101062,-0.944806,-0.276081,-0.150606,0.190724,-0.032937,-0.146233,-0.533978,0.346728,-0.255953,-0.712032,-0.244181,-0.000242,-0.163748,-0.459835,0.73071,-0.3621,0.185641,0.405947,-1.052787,-0.976439,-0.016896,1.236135,0.430549,-0.177445,-0.802823,-0.194238,-0.133328,-0.245427,-1.01014,0.181448,0.748413,0.011027,-0.538529,0.879643,-0.405393,-0.474494,-0.587857,-0.835207,0.037912,0.386638,0.468223,0.169127,-1.100554,-0.466608,-0.204204,-0.116252
