word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
élément,1.360227,0.295945,-0.828914,0.724267,0.685132,0.319761,-1.434421,-0.11007,-0.147226,0.735826,0.357498,0.144506,0.857058,-0.540517,0.910722,-1.191319,-0.309649,1.529387,-0.533894,-0.408298,0.218119,-1.247563,0.133811,-0.273303,0.27625,-0.068983,0.805794,-1.96707,2.228478,-0.156223,-0.218366,0.466373,0.01678,1.136365,-0.241029,0.007636,-0.306971,0.0646
grand,0.476656,1.161667,-0.648182,0.028567,-0.516882,0.299622,-0.453269,0.548442,-1.569617,0.455934,0.217133,0.164032,1.042782,0.332078,-0.818428,0.014881,-0.295484,1.607436,-0.663764,0.135689,-0.385246,-0.206967,0.492032,-0.507799,0.216608,-0.707089,0.749613,-1.86392,1.075801,0.368567,-0.49901,1.087043,1.017233,0.819281,-0.513324,-0.460067,-0.370711,1.439392
propriété,0.636519,-0.46403,-1.234596,-0.202122,-0.680426,1.034987,-0.629023,0.501074,-0.068392,0.8367,-0.241128,0.197457,1.044841,-0.264897,-0.101203,-0.64647,-0.379506,1.730574,-0.25579,-1.684604,0.265071,0.020293,-0.006683,-0.192139,-0.469603,0.065226,-0.35427,-2.196879,1.238655,0.667236,-0.397862,0.574329,0.123969,1.38914,0.079187,-0.550344,-0.727847,-0.221187
ordre,0.287637,1.227735,-0.556543,1.022456,-0.387765,0.540486,-1.883687,0.626522,-1.15098,0.999288,-0.327164,-0.232087,0.454756,0.190319,-0.220074,-0.011563,-0.567703,1.275771,-0.504963,-1.293555,-0.279028,-0.883573,0.006287,-0.594827,0.217659,-0.794705,0.599834,-2.589915,1.414428,0.886139,-0.054246,0.23073,-0.41569,0.420743,-0.081055,-0.809453,-1.023085,-0.779238
variable,0.341573,0.162743,-0.50875,1.128034,-0.263059,1.757518,-0.781985,0.491193,-0.194006,0.875747,1.313521,-1.898536,0.620377,-2.297666,-0.71214,-1.159647,0.7109,0.537677,0.596936,-1.642688,0.841312,0.066304,-0.712131,0.675308,0.292535,-1.045264,0.183458,-1.654255,1.142646,-0.256573,-0.580823,-0.52912,0.201256,1.40571,0.178961,-0.763112,0.749013,-0.111563
base,0.678442,-0.379101,-0.557593,-0.109129,0.290912,0.484908,-1.32383,0.821785,-0.654216,0.47202,0.269259,-0.548806,0.995364,0.179334,-0.448865,-1.751002,-0.076651,0.679281,0.44216,-1.077036,-0.279498,-0.518281,0.744419,-1.120479,0.295315,-0.053077,-0.151936,-1.621939,1.472058,0.045938,0.828909,1.334088,0.0936,1.097762,-0.47957,-0.670264,1.036933,0.682034
géométrie,-0.867603,-1.352668,0.354045,0.332897,-0.236008,0.130942,0.055767,-0.530784,-0.45095,-0.247549,0.907028,-0.002018,1.21584,-0.296197,-2.115969,-1.228189,-0.79425,1.700925,0.271947,-0.085277,0.501582,-0.130999,-0.486011,-0.375215,-0.742908,1.265747,0.754459,-1.452921,1.528202,1.013062,0.60271,2.117937,0.540602,0.501991,0.691257,-0.408151,-0.471425,0.268206
analyse,-0.753162,-0.286512,-0.200828,-0.090548,-0.448044,0.485928,0.167774,0.743827,-0.66668,0.102663,1.437841,-0.977172,0.484163,-1.187581,-0.83046,-0.852841,-0.286676,1.709483,0.808868,-0.251629,0.063759,-0.307899,-0.572055,0.57409,0.302521,0.091059,-0.230555,-1.416159,1.866557,1.186663,-0.419285,0.912395,0.178287,0.554539,1.408206,-0.645416,0.46351,0.715987
loi,0.488779,-0.13782,-0.078241,-0.25223,-0.915354,2.048623,-0.338589,0.324447,-0.680674,1.81809,0.887747,-0.561724,1.8548,-0.869076,-0.748192,-0.443888,0.728312,0.64577,1.283126,-0.851917,0.068916,0.516727,0.584983,0.905416,-0.110513,-0.905396,-0.187054,-1.611958,1.031502,-0.542021,-1.607685,0.406764,0.042937,0.799957,-0.144613,-0.238369,0.50628,-0.326313
définition,0.401511,-0.329972,-0.476788,-0.037857,0.061493,0.624515,-1.014858,0.062589,-0.268147,0.509065,0.38687,0.125776,0.458503,-0.475246,-0.570285,-0.640652,-0.404664,1.395959,0.02417,-1.081395,1.031849,-0.691861,-0.364975,-0.212827,-0.696473,-0.233761,-0.743073,-1.966836,1.573284,0.335981,-0.399137,0.447967,0.275886,1.227462,0.143918,-0.601016,0.048089,-0.187228
