word,1,2,3
facteur,2.044472,0.420258,-0.243125
indice,2.19689,-0.118535,-0.702922
zéro,0.946256,0.151382,-1.170371
sphère,2.099764,0.062968,0.223689
strictement,2.61564,0.469536,0.405497
puissance,2.18666,0.890344,-0.586675
Euler,0.372772,-1.765785,1.736444
topologique,2.337944,-2.474482,0.397443
déduire,2.236111,-0.320693,-0.024805
composer,0.868009,1.430337,-0.929096
deuxième,0.04619,2.082114,-1.217173
rayon,2.30578,-0.385719,-0.732289
caractéristique,2.256686,0.646418,-0.770466
vide,2.048002,0.314959,-0.569879
affine,0.856295,-1.843767,0.98548
supposer,1.968756,0.877,0.149758
ouvert,1.362184,1.328347,-0.369726
partiel,0.448275,0.857214,-0.866956
approximation,2.567037,-1.455422,0.220156
convergence,1.400918,-0.36322,0.146222
chemin,0.59168,1.992469,0.111649
rotation,2.808875,-0.705451,-0.840163
différence,2.339576,0.856217,-0.837097
analytique,1.283845,-0.731284,0.414368
formel,2.159833,0.467544,0.40627
intersection,0.903797,-0.282944,0.508186
pourcent,1.215527,0.938248,-0.420079
caractère,2.327787,0.912038,-0.138654
raison,1.93232,2.03614,-0.720282
aire,0.461499,1.370101,0.522431
section,0.727028,1.288398,-0.600585
cycle,1.408913,0.354675,-1.043957
source,0.057575,1.559502,-0.604172
discret,1.665152,0.271353,-0.325722
combinatoire,1.773392,-2.214549,0.812891
dynamique,2.464524,0.098098,-0.695111
inverse,2.169158,0.394504,-0.465784
minimal,2.403146,-0.126843,-0.341895
extension,1.584067,0.402868,-0.97396
arc,1.025451,0.97387,-0.108208
énoncé,2.409505,-0.937751,0.699705
parallèle,1.38978,0.931863,-0.969477
négatif,2.498572,0.194789,-1.068118
niveau,2.395093,1.424412,-1.100493
fraction,1.601537,-0.100952,0.585331
segment,0.77891,-0.491395,-0.950855
norme,2.415277,0.097478,-0.789298
local,1.403082,2.155192,-0.564237
métrique,1.506612,-0.631935,0.810677
symétrie,2.302399,-1.019205,0.319352
inégalité,2.27012,-0.259258,0.482555
chaîne,1.260236,0.785181,-1.762713
prouver,1.646823,0.987245,0.237403
Gauss,0.698667,-2.05755,1.551151
symétrique,2.564549,-0.57422,0.790081
Riemann,-0.695951,-2.35961,1.763977
$\mathbb{Z}$,-0.142606,-0.571861,-1.267168
polyèdre,1.532918,-2.399581,1.505213
binaire,2.199666,-1.406487,-0.528271
demi,0.349616,1.162415,-0.945304
multiplication,2.391949,-0.147915,0.056793
libre,1.012947,1.411032,-0.954452
identité,1.282573,1.148226,-0.524978
Hilbert,0.097646,-2.375263,1.172855
scalaire,2.508966,-1.947275,0.288293
solide,2.715879,0.300245,-0.423264
densité,2.885853,-0.024856,0.251835
lemme,0.97365,-2.289979,1.036049
polynomial,2.142113,-2.493877,1.144843
cinq,0.861076,2.250968,-0.93705
exponentielle,2.574359,-1.229144,0.29888
élémentaire,1.071918,0.228964,0.448739
argument,1.330065,0.200628,0.080786
optimisation,2.782409,-1.146146,-1.115752
Fourier,0.319876,-1.112678,1.389022
dériver,1.58024,0.039949,-1.093049
module,2.369576,-0.890852,-1.341355
maximal,2.794222,-0.126285,-0.889436
paire,1.366424,-0.153239,-0.54932
uniforme,1.645892,0.503869,-0.177529
action,1.516381,1.357123,-1.397792
total,1.560449,0.923476,-1.068689
polygone,1.124102,-1.220016,1.020203
division,-0.05965,1.177351,-0.773866
signe,0.355258,1.145593,-1.053857
troisième,-0.033796,1.979166,-1.173832
composante,2.363236,0.115788,-0.130904
paradoxe,0.972518,-0.915154,0.362434
égalité,1.271165,0.882205,-0.287781
critère,2.752661,0.488904,-0.525885
orthogonal,2.406421,-1.536157,0.849165
moment,1.258579,1.823353,-1.098682
conséquence,2.261442,1.603038,-0.159065
orienter,2.278428,0.614511,-0.428346
courbure,2.735674,-1.162975,0.533366
couple,0.261029,1.119786,-0.959508
relatif,2.126211,1.097264,-0.375212
morphisme,2.112694,-2.954816,-0.61624
central,0.931592,1.521218,-0.556688
observation,1.685018,0.31823,-0.528367
fixe,2.035077,0.647571,-0.438913
raisonnement,2.532057,-0.989939,0.886837
cardinal,-1.451966,2.050251,1.411009
quadratique,2.14878,-2.388103,0.565123
dual,1.024983,-2.588883,-1.022125
multiple,1.754215,0.660481,-1.153126
dénombrable,1.796821,-3.231817,1.2822
cube,1.310351,-0.940679,-0.963932
récurrence,0.902874,-1.970978,0.492003
ordonner,0.50319,1.68634,1.14136
maximum,2.026515,0.352954,-1.269436
variation,1.61581,-0.127753,-1.154516
pair,-0.441678,1.297005,0.895029
projection,1.576181,-0.230901,-0.898045
ajouter,1.622408,1.292443,-0.703037
Fermat,0.291033,-1.592011,2.41566
fonctionnel,2.902928,-0.194482,-0.271859
intérieur,1.625202,1.99141,-0.202491
milieu,1.649936,1.982371,-0.314802
tendre,1.897264,1.106497,-0.299024
expérience,1.552443,0.91605,-0.93756
voisinage,1.708063,0.578031,0.796854
commutatif,2.06421,-2.312239,0.388261
estimation,1.880147,0.325933,-0.438156
projectif,1.87007,-2.865131,0.791156
quotient,1.635275,-1.821663,0.692767
Newton,-0.822979,-0.610694,-0.504082
dix,0.666263,2.20868,-0.894673
localement,2.143105,0.671688,0.417177
borne,1.048573,0.066325,0.013133
exact,1.956965,0.594969,0.083552
six,0.544519,1.868357,-1.321896
impair,1.268999,-0.458723,0.661141
équivalence,2.232901,-1.095703,0.282985
Cauchy,-0.619701,-1.426662,2.207293
échelle,2.27807,0.740469,-0.690477
rectangle,1.693234,-1.082775,0.70192
ordinal,0.891737,-2.145486,1.526518
échantillon,2.384694,-0.322738,-0.714563
réciproque,2.021092,-0.336659,0.502846
minimum,2.335313,0.562393,-1.001793
engendrer,2.598137,0.146977,-0.238922
stable,2.67761,0.10345,-0.694975
algorithmique,2.048619,-2.388396,0.228026
fibré,1.341503,-3.241592,0.964958
universel,0.90353,1.223515,0.337151
union,0.084716,1.906746,-0.323493
diagramme,1.729742,-1.556706,-0.207169
événement,0.821601,1.738,-0.853824
Turing,0.122372,-2.019185,0.285832
addition,1.36014,-0.941976,-0.43876
stratégie,2.027688,0.679071,-0.915271
optimal,2.957155,-0.717802,-1.117761
variance,1.907548,-2.432996,0.182726
permutation,1.627652,-1.789872,0.68347
disque,0.595588,0.208761,-2.40989
tenseur,2.003139,-2.16669,1.239761
hyperbolique,1.934852,-2.381498,1.522219
décomposition,2.548817,-0.804189,0.098694
elliptique,2.210332,-1.264016,1.044594
mesurer,2.34443,-0.047344,-0.58907
rang,0.593637,1.821806,-0.081537
Leibniz,0.17988,-1.221751,1.722632
boule,1.233386,-0.131266,-0.229478
branche,0.882346,1.309206,0.8022
partition,0.41728,0.16343,-0.230794
fermé,1.30771,0.509083,0.119199
invariant,2.012395,-1.988176,1.143583
diviser,1.439426,1.578165,0.331043
diviseur,1.624876,-2.108652,0.492146
Banach,-1.041021,-3.057627,1.836941
logarithme,1.779355,-2.281163,1.242981
cent,0.546167,2.030951,-0.291053
décimal,1.894014,-2.074169,0.614336
espérance,0.419604,0.617173,0.120764
estimer,1.676806,1.141931,-0.415557
périodique,0.951133,-0.01725,-0.446997
harmonique,1.958837,-1.368458,-0.237511
déterministe,2.432384,-1.925649,0.871663
intégrer,0.942394,1.41425,-0.800467
extérieur,1.934292,1.660444,-0.571939
interne,1.441626,1.103153,-0.511827
absolu,1.772391,0.603018,0.285535
converge,0.224751,-2.490059,0.356436
unitaire,1.268691,-0.257352,0.567508
multiplier,1.634029,0.985405,-0.300371
global,1.557187,-0.290296,-1.926163
modulo,1.233308,-2.694466,0.257499
trivial,1.340435,-1.787491,0.020004
abélien,2.196111,-2.70398,-0.220049
Bernoulli,-0.099797,-1.853386,2.701085
borné,0.957591,-1.120705,1.351801
remarquable,1.18419,1.652796,0.254029
hauteur,2.113609,0.987752,-0.177503
supplémentaire,2.119715,0.936881,-1.36398
Pascal,-1.545216,1.077676,-0.174718
NP,0.462304,-1.603897,0.633189
univers,1.016757,0.393738,-1.407004
cartésien,1.450088,-1.486172,1.64687
sept,0.46296,2.053425,-0.809702
noyau,2.640434,-0.077525,-0.378126
canonique,1.381677,0.013071,1.488173
isomorphe,1.300145,-2.322967,0.23175
évaluation,2.494936,0.236563,-0.806266
intégration,2.083664,0.61727,-0.338589
combinaison,2.32058,-0.069014,-1.028596
précision,2.498311,0.108053,-0.600472
spécial,0.272311,1.157218,-1.731045
isomorphisme,1.92175,-2.592254,0.525992
idéal,1.571939,0.534806,-0.060025
complémentaire,1.52356,0.317899,-0.762638
riemannien,0.622326,-3.482165,2.877472
Dirichlet,0.061484,-2.865104,2.630872
Gödel,-0.282742,-2.622806,1.804158
Neumann,-1.957697,-0.606023,0.554729
transformée,1.207077,-2.639947,1.054958
régression,2.283154,-0.49837,0.297414
infinité,1.789376,-1.525577,0.724209
Cantor,-1.483966,-1.064181,0.742835
modélisation,2.544446,-1.306607,-0.718588
tracer,1.490779,0.316,0.513016
cône,2.396188,-0.582487,0.820352
cubique,2.433784,-1.512956,1.189621
simplifier,2.095427,-0.093847,-0.159867
composition,0.60342,1.056298,-0.765741
triangulaire,2.460237,-0.013512,1.296462
Poincaré,-0.712677,-0.330333,2.092239
réflexion,1.378609,0.655386,-0.15499
huit,0.769857,2.090788,-0.822492
stochastique,2.300518,-2.591346,0.549542
coloration,2.51369,-0.942713,0.163638
diamètre,2.568704,-0.322043,-0.546531
négation,1.810535,-1.061181,1.044001
réduction,2.827469,0.578826,-0.461881
Markov,-0.887081,-1.963161,1.822791
conique,2.419419,-0.939611,1.302919
probabiliste,1.502032,-1.968206,1.17068
sphérique,2.755486,-1.314707,0.338147
tangente,0.810501,-2.219226,1.342008
dérivable,2.523459,-3.387821,1.803865
adjoint,-1.082905,1.591121,0.059527
bijection,1.531096,-2.738241,0.794991
estimateur,1.184144,-2.739732,2.033902
compter,0.538795,1.083615,0.123452
homogène,3.077658,-0.04113,0.280421
neuf,0.596454,2.106424,-0.497178
Laplace,-0.209158,-1.268596,1.490448
support,2.306887,-0.298621,-1.675589
évaluer,2.644379,0.55619,-0.852346
Fibonacci,0.153813,-2.852984,1.262416
étoile,0.77392,0.627234,-1.063071
récursif,1.939107,-2.779105,0.391904
priver,0.392589,2.072218,-0.75377
vingt,0.556195,2.206249,-0.716776
trigonométrique,1.802649,-2.521185,1.376713
moitié,1.390987,2.08872,0.087843
trace,1.435732,1.156365,-0.196995
faisceau,2.673187,-0.689969,0.054459
irréductible,1.703125,-1.540954,0.721186
intégrale,-0.208564,-1.456134,-0.749609
corrélation,2.885677,-0.976481,-0.401763
pôle,1.431815,0.708382,0.243719
Poisson,1.451329,0.537346,0.088091
proportionnel,2.28336,0.04624,0.444839
Lebesgue,-1.397069,-2.054886,2.807184
générateur,2.641845,-0.997673,-1.022026
flot,1.324556,0.167237,0.680908
Lagrange,-0.475252,-0.568997,1.406693
Viète,-0.454548,-1.542632,3.08614
centrer,1.356051,0.48066,-0.259755
croissance,2.77226,0.764044,-0.665101
modulaire,2.290877,-1.670512,-0.639618
fractal,0.55399,-2.452222,0.087991
grammaire,0.853551,-0.539173,0.969939
prédicat,1.099401,-1.02925,1.854253
Russell,-2.196528,0.124019,-1.58461
polaire,1.331189,-0.479186,0.336485
asymptotique,1.730426,-2.269153,1.604304
diagonale,1.69949,-1.137485,0.516387
translation,-0.101936,-1.565103,-0.65196
continuité,1.602383,0.733223,-0.147174
pavage,1.664328,-0.724346,2.442796
ellipse,0.436951,-1.165296,0.562465
restriction,2.424634,0.582122,-0.169779
filtre,2.817611,-1.184721,-0.548738
différentiable,2.264813,-2.490607,1.203615
holomorphe,1.641697,-3.216317,1.972673
strict,2.275836,0.847204,0.478332
circulaire,2.352073,0.668095,0.68438
automorphisme,1.435769,-2.92598,0.291299
interpolation,1.176965,-2.163821,0.165463
singulier,1.370978,0.087943,0.018207
mesurable,3.334111,-1.279578,-0.122913
imaginaire,0.543065,0.435981,-0.289109
polytope,-0.005588,-3.7128,1.238541
gradient,3.061773,-1.257834,-0.270287
hamiltonien,2.165064,-2.369955,0.782225
restreindre,2.240189,0.903729,-0.063215
divisible,1.46316,-2.179835,0.713592
isométrie,1.473955,-3.03786,0.787354
Ramanujan,-1.593326,-3.386232,2.010664
stabilité,3.074197,0.450126,-0.084308
irrationnel,1.956777,-1.503738,0.736336
intégrable,2.198366,-2.45794,1.431509
symplectique,2.188378,-3.609319,0.683955
binomial,0.681734,-2.102401,2.151992
factorielle,1.632541,-3.020338,0.191238
planaire,1.495645,-2.655656,1.314241
homologie,2.089579,-2.320795,0.646467
largeur,2.732519,0.16835,0.19298
compas,0.668774,-1.599599,-0.019147
foncteur,0.204078,-2.97931,1.910615
Taylor,-2.133196,0.240302,-2.109451
factorisation,1.650102,-2.616371,1.206703
Euclide,0.031431,-1.97721,1.913983
perpendiculaire,2.643613,-0.337129,1.052622
croissant,2.090299,0.826884,0.284993
corde,0.503331,-0.086099,-0.947478
abscisse,1.395301,-2.045171,1.835024
cyclique,2.479595,-1.257555,-0.024642
Lie,-0.592975,-1.742652,-1.503303
interaction,2.655863,-0.79367,-1.112434
Archimède,1.103118,-1.623797,1.265359
quatrième,-0.199254,1.698808,-1.205998
inférence,2.219782,-2.251394,0.830581
Borel,-1.76927,-0.268756,1.443919
convergent,1.915697,-0.579365,0.656312
spectre,1.861035,-0.627454,-1.109507
déduction,2.125345,-1.051577,0.461873
spectral,1.769004,-1.902671,-0.248757
implication,1.351773,0.299296,-0.348237
décroissant,2.077508,-0.502276,0.642022
triplet,1.47888,-1.621592,1.317883
génératrice,2.308663,-1.702895,0.364587
Pythagore,0.487878,-1.407695,2.347873
équivalent,1.598666,0.374604,-0.426257
million,1.215588,0.382594,-1.16011
singularité,1.493521,-0.667391,0.554558
endomorphisme,1.756959,-3.141535,-0.033688
indépendant,0.631001,1.231854,-0.582256
tore,1.377311,-1.361731,1.487809
significatif,2.392191,1.048377,-0.56332
semblable,2.316965,0.518833,-0.212404
sinus,1.899042,-1.770691,2.006805
dérivation,1.761034,-0.613808,1.416549
tribu,0.506699,1.096783,0.771027
uniformément,2.506339,-1.172471,0.655752
Boole,-0.400581,-3.377333,1.468968
lisse,2.44876,-0.540092,0.956658
booléen,1.890594,-2.60569,0.139778
infinitésimal,1.777848,-2.367211,0.677444
cohomologie,0.457418,-3.480597,1.105677
Legendre,-1.58639,-0.461785,1.500531
pondérer,2.054986,-1.674626,0.012061
médian,2.006007,-0.321526,0.544772
multiplicatif,2.16538,-2.570937,0.854877
Peano,-0.369347,-2.319301,2.778019
quadrature,0.641602,-2.289635,0.70111
résidu,3.148997,-0.953051,-0.229485
stationnaire,2.610587,-1.047788,-0.06971
homotopie,0.59333,-3.887613,1.439657
entropie,2.380336,-1.94686,0.189021
logarithmique,2.434672,-2.432197,0.865573
clique,0.233215,-1.306343,1.194224
dualité,1.752073,-1.230478,0.768719
dense,2.724135,0.161022,0.692252
monoïde,1.88282,-3.073617,0.034653
orbite,1.202667,-1.165097,-0.87283
axiomatique,0.911719,-2.988055,1.283471
transitif,1.770926,-2.201218,1.00593
Abel,-1.827464,0.752854,0.22758
bilinéaire,2.410736,-2.942639,1.095818
paramétrer,2.282463,-1.651793,-0.215908
cylindre,1.709803,-1.27542,-0.876766
centré,1.497993,-0.778152,0.850514
mille,0.641573,1.033657,-0.391371
normer,0.313394,-1.735004,2.128961
inversion,2.134818,-0.884696,-0.438783
quadrilatère,1.883636,-0.083416,2.350334
trigonométrie,1.806927,-2.500404,1.907112
dénominateur,1.627588,-1.740094,1.138299
indépendance,0.728641,2.370311,0.782793
Noether,-0.184713,-3.119198,1.763168
régularité,1.935713,-0.199591,-0.059461
périmètre,2.316925,0.973739,1.247171
parabole,0.611816,-0.922087,0.850777
monotone,1.606855,-1.422417,0.545579
Hausdorff,-0.856828,-3.894811,1.67818
plongement,1.586855,-3.132173,1.677333
converger,1.738885,-0.302256,1.125571
pyramide,1.218416,0.658255,0.77118
Grothendieck,-1.07793,-2.805194,2.277898
neutre,2.213954,0.270353,0.035796
diverger,1.982605,0.028936,0.180187
matriciel,2.316396,-2.173652,-0.298415
symbolique,1.880434,0.988747,0.317229
tiers,1.598775,1.641216,0.045651
quaternion,1.185771,-3.149947,0.621128
inversible,2.026024,-2.503822,-0.010814
transcendant,1.672116,-1.555047,1.12724
excentricité,1.27759,-3.192404,0.434502
Jacobi,-1.431474,-1.375838,0.965039
divergence,1.65604,-0.085036,0.180541
projeter,1.459615,0.626511,-0.535649
tétraèdre,1.565123,-2.670878,0.561276
Kolmogorov,0.153841,-3.12932,1.949232
Hamilton,-1.446411,0.401381,-1.25596
hexagonal,1.858255,-1.088883,1.003646
séparation,1.35856,0.844897,-0.581551
douze,0.709841,1.834654,-0.456686
cosinus,0.976798,-2.455069,2.357595
terminal,1.717806,-0.462334,-1.102164
tensoriel,2.275532,-2.78351,0.945209
treillis,1.843214,-1.454583,1.051077
cinquième,-0.172154,1.602417,-1.235944
profondeur,2.518445,0.553768,-0.336069
dodécaèdre,1.299793,-3.022179,1.849802
Hadamard,-0.064528,-2.524975,2.735417
Nash,-1.615122,-0.778591,-1.525927
Cartan,-0.591594,-2.380464,2.731032
adhérence,2.931829,-1.397687,-0.03638
hyperbole,1.349771,-2.326491,1.819406
convolution,1.978701,-3.061104,0.337602
covariance,1.580744,-3.065034,1.242083
soustraction,1.66902,-1.866507,1.215279
constructible,2.116748,-1.220745,2.108132
décimale,1.565112,-2.533333,1.050782
congruence,1.115144,-3.143719,0.390765
séparable,1.727773,-2.547717,0.695958
prolongement,1.148637,0.856896,0.727316
induction,2.024539,-1.915372,-0.265691
Schwartz,-2.234623,-0.308597,-0.446705
cryptographie,1.861428,-2.334709,0.494048
similitude,1.806409,0.150919,0.132324
Minkowski,-0.508032,-1.757743,1.415632
ZFC,-1.140499,-4.329945,2.391652
Catalan,-0.149905,0.983405,0.515022
hyperplan,1.490477,-4.071183,0.987264
radical,0.774549,0.85521,0.325096
intuitionniste,0.979422,-3.702209,2.299155
singleton,-1.025732,-2.072702,-0.332453
biparti,0.858776,-4.058249,2.102024
Bell,-1.252741,-0.116902,-1.668694
pentagone,0.280083,-0.858258,0.751297
homothétie,1.5651,-2.926161,0.919559
sommation,0.902471,-1.287325,1.129458
Knuth,-0.827574,-2.691399,1.088332
Zermelo,-0.993376,-3.392442,2.889906
quantificateur,1.859837,-3.369584,1.896432
pentagonal,1.98191,-1.178856,2.111861
Cayley,-0.637324,-2.467516,1.672414
préfixe,1.538838,-1.42275,0.219488
adjacence,1.741817,-3.558198,1.235513
calculable,2.397677,-2.214701,1.251211
chaos,0.610316,-0.557468,-1.147001
trente,0.443669,2.143826,-0.200432
Dedekind,0.616165,-2.834448,1.923686
heuristique,2.185815,-2.28509,0.721468
Weyl,-1.159525,-2.155895,2.22614
Tchebychev,0.326701,-3.764731,1.914708
Fréchet,-0.850942,-1.464889,3.308228
associatif,1.124695,0.463374,0.510934
implicite,2.377315,-0.737841,0.711168
inverser,1.934592,-0.311712,-0.46657
calculabilité,1.146939,-3.406722,1.952561
dominer,1.626554,1.439001,0.199791
Brouwer,-1.474346,-0.593314,0.694688
séquentiel,2.369545,-1.883632,-0.341867
Tarski,-1.605718,-2.813368,2.165193
lacet,1.682354,-1.427364,0.981186
conjonction,1.792793,-0.919108,0.361345
laplacien,1.635407,-3.394613,1.150991
négligeable,2.911635,0.287163,-0.082489
quantification,2.303761,-2.100438,-0.321997
récursivement,1.222648,-3.417774,1.759863
coïncider,1.388446,0.216909,0.315118
déformation,2.909885,-0.361446,0.440326
Scott,-2.24868,0.382171,-2.197544
difféomorphisme,0.814726,-4.459991,0.079923
parallélogramme,1.736696,-2.44589,1.478029
$\pi$,-0.031014,-1.607932,-0.095646
corollaire,1.597781,-1.045059,1.195349
simplexe,1.538053,-4.648431,1.071015
multiplicateur,1.659657,-2.046225,0.540259
hexagone,0.341055,-0.548286,-0.075768
hypercube,0.248021,-3.542058,1.202512
Landau,-1.025411,-0.686058,0.593287
normaliser,2.093763,-0.840425,-0.024512
pivot,-0.02411,-0.645184,-0.129048
icosaèdre,1.336621,-3.223286,1.123703
plonger,1.589429,0.365367,-0.310256
équilatéral,1.339951,-2.313898,1.562646
divisibilité,1.588119,-2.718429,2.368148
métrisable,-0.130877,-0.035301,-0.236788
compacité,2.470231,-2.039481,0.997127
dénombrement,0.631951,-0.299075,2.254333
torsion,2.504885,-1.468662,0.289193
décidable,1.659683,-4.152118,0.420193
incertitude,2.356346,-0.308066,0.140531
quart,0.518866,1.282843,-0.775522
Bessel,-0.053365,-2.372159,2.178364
bijectif,1.902744,-3.316082,0.381409
homéomorphisme,1.767276,-3.548079,2.074502
postulat,1.808982,-1.037581,0.848573
clôture,0.949274,0.688484,-0.108204
numérateur,1.409204,-2.766244,1.981155
revêtement,2.714144,-0.481247,0.476487
discriminant,2.616318,-1.848285,0.848526
incomplétude,0.989602,-2.691412,2.441147
Peirce,-0.498784,-2.557948,0.789619
indécidable,1.081543,-3.282418,1.859342
pgcd,1.373123,-3.337443,1.203238
