word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
un,-1.031016,1.510135,0.82086,-0.661325,-0.527456,1.049419,0.177047,-0.383941,0.293159,0.986099,-0.342007,1.60484,0.942146,0.226897,0.459823,-0.174892,-0.031407,-0.264053,0.559387,-0.820388,0.495163,0.744841,0.438647,3.569215,0.209057,2.327888,-0.471603,0.33096,0.723634,-0.358016,0.038064
nombre,-2.125324,2.43128,-1.16266,0.204439,-1.340148,0.900743,-0.748747,-0.414907,0.382232,-0.705437,0.174914,1.340123,-0.695585,-0.781617,1.518975,-0.581783,0.506496,0.788817,0.9021,-0.48025,1.467567,0.351697,-0.298581,1.886837,-0.995484,2.797624,-1.029951,-0.381482,0.796926,-1.049546,0.768646
$\mathbb{N}$,-0.947511,1.149505,-0.05062,0.151563,-1.360086,-0.273196,0.603118,-0.152599,0.218851,0.881407,-0.821597,1.409567,-0.714474,-0.728631,0.049668,-0.614647,0.771876,-0.184457,-0.281361,-0.679919,0.797492,0.562736,-0.673737,2.611899,-0.395449,2.277304,-0.651695,-0.244615,0.876399,-1.270805,-1.067128
deux,-1.325471,1.337881,0.250987,-0.773754,-0.38107,0.905358,0.186283,-0.648998,-0.470874,1.140727,0.540475,0.761654,-0.034647,-0.620573,1.395777,-0.78333,0.44569,-0.361378,0.268815,-0.858678,0.326271,0.5336,0.365722,2.722306,-0.505951,2.660333,0.413851,0.542468,0.952208,-0.275636,-0.425736
fonction,-0.219445,1.475441,0.700244,-0.049722,-1.524329,-0.104867,0.218964,1.249092,-0.845599,1.139222,-1.020132,2.258771,-0.248615,-1.052209,1.374264,-1.666359,0.511848,0.891298,0.97194,-0.049871,0.35153,0.925097,0.468833,2.625018,0.403212,1.854173,-0.357166,-0.057477,-1.071683,-0.058821,0.225853
premier,-1.726804,1.717017,-0.188068,0.244598,-0.516178,0.97238,-0.685886,-0.442359,0.610405,0.495859,0.242344,0.696451,-0.508277,0.44679,1.586479,-0.459853,-0.189523,0.792079,0.487352,-0.540357,1.515554,0.399581,0.313466,2.19132,-1.03644,2.22701,-0.942598,0.496461,0.489318,-0.650237,-0.016069
ensemble,-1.020161,1.182541,0.04789,-0.176667,-1.699793,0.695197,-0.085262,-0.709009,-0.409113,1.06283,-1.345719,0.790053,0.195894,-0.950477,0.841208,-0.048936,0.996144,-0.009351,0.742541,0.336584,-0.409898,0.148559,-0.09887,2.68188,1.486606,2.515987,-0.010461,0.20492,0.467318,-1.466061,-0.953581
point,-0.507559,1.371543,-0.513063,-1.44686,-1.024121,1.873138,0.685198,-0.308553,-1.695821,1.443092,0.186873,1.181523,-0.68299,-1.03845,0.534475,-0.606294,0.330852,-0.559568,-0.296755,-0.035422,0.156566,0.032487,-0.146311,2.734941,0.039637,2.01064,0.718999,-0.46583,0.008417,0.529247,-1.100249
théorie,-0.91094,1.828334,1.397293,0.656667,-0.683668,2.129381,0.09554,-0.129497,0.553302,0.367697,-1.447833,0.742599,0.867104,-0.325874,-0.440955,-0.017772,0.183201,1.585687,0.414697,-0.179213,-0.485195,0.668263,0.218122,1.644761,0.043305,2.469891,-1.102565,1.108378,-0.650557,-0.280193,-0.389125
exemple,-0.381514,1.197216,0.050687,0.060675,-0.863035,0.537164,0.224576,-0.135235,0.060102,0.869232,-0.026418,1.272115,0.188843,-0.577075,0.153259,-1.003524,0.382681,0.555604,0.27235,-0.075159,0.214487,0.34784,-0.501514,2.805339,-0.057661,2.190871,-0.533857,0.217884,1.208459,-0.214875,-0.079567
espace,-0.289641,0.673478,0.471436,-0.667466,-0.748592,1.033498,-0.691288,0.653635,-1.341471,0.815969,-1.820482,1.279001,-0.274061,-1.130611,-0.670624,-0.559743,0.988606,-0.456123,-0.758902,0.27495,-0.130765,1.248476,-0.507207,2.819089,1.608765,2.328275,0.263384,2.003626,0.779792,0.006356,-0.076787
théorème,-0.453699,1.508453,-0.179372,0.162551,-0.429992,1.269151,0.382497,1.00904,-0.319279,0.68711,-1.344877,1.309857,-0.469877,-0.126836,-0.856402,-0.396682,-0.352743,2.201448,0.906369,0.570125,0.775453,-0.53191,1.009755,1.710977,-0.409351,2.953815,0.642655,1.719504,0.165042,-0.549566,-0.734327
problème,-0.444651,1.638236,0.089557,1.139112,-0.272506,2.192544,0.761772,-1.148321,0.299041,0.895601,-0.831337,1.412379,-0.362411,-0.105687,-0.939492,0.104187,0.381619,1.019008,0.252558,-0.741249,0.246775,-0.006627,0.957152,1.951167,-0.225136,2.107285,-0.411381,-0.622366,0.914618,0.615494,-0.51364
valeur,-0.414484,1.243699,0.055125,0.029779,-0.534265,0.062341,0.91628,0.795058,-0.519978,0.96009,0.645456,1.941334,-0.29504,-1.005628,0.936464,-0.697133,0.704796,0.509061,0.470182,0.032272,0.374975,0.916208,-0.709445,2.848838,0.258096,1.699368,-0.544056,-1.079804,0.34561,-0.470178,-0.357894
groupe,-0.841407,1.492509,0.283344,-0.96831,-0.711471,0.30062,0.115787,-1.242049,-0.247891,0.009076,-0.587702,0.324745,0.108931,0.191885,-0.205945,-0.170282,1.169771,0.261317,-1.255059,0.893752,0.091109,1.924434,0.196129,2.274316,0.060838,2.768313,-0.594862,1.888128,-0.123393,-0.407263,0.672897
graphe,-0.146756,1.890785,-1.106982,-0.565049,-0.464499,0.524329,0.391761,-0.428891,0.998006,-0.712979,0.223986,1.406413,0.847402,-1.497214,-1.295503,0.204018,0.415004,-0.294534,0.397638,-1.172506,0.121313,0.894968,1.979511,0.529624,0.306644,4.014207,-0.444764,1.219858,0.777248,-0.54246,-0.479609
forme,-0.741757,1.001006,0.147328,0.338214,-1.03952,0.206467,-0.458123,0.244396,-0.404306,0.87911,-0.192328,1.174211,0.342422,-0.387284,0.156602,-1.128843,1.14412,0.628328,-0.66043,-0.291236,0.09752,0.691206,0.45164,2.219517,-0.299651,2.019326,-0.615266,0.156329,0.755576,0.5649,-0.286268
entier,-1.278221,1.515028,-0.744177,0.382475,-2.03788,0.222954,-0.088682,0.128528,-0.13552,0.539542,-0.336768,0.830105,-0.968143,-0.443449,1.583906,-0.514435,0.927977,0.610339,0.259283,0.646244,1.065765,0.519926,-0.376249,2.018847,-0.499397,2.491233,-0.685175,-0.347691,0.332326,-1.018898,0.514988
système,-0.153411,-0.018574,0.594603,1.322717,-0.529602,0.576655,0.125404,-1.056491,0.37407,0.498409,-0.442721,1.311351,0.408113,0.073957,0.343736,-0.334521,-0.354989,0.740755,0.397136,-0.339703,-0.891836,0.567299,-0.591605,2.530794,0.347539,2.66341,-0.747193,0.022184,0.598112,1.505979,-0.264301
équation,-0.71603,1.609985,0.449277,0.990053,-0.475503,0.788199,-0.366184,-0.374412,-1.391608,1.308792,-0.651989,1.626141,-1.147269,-0.398114,-0.000419,-0.627965,1.170365,1.361008,-0.206789,-0.623297,-0.203004,0.24248,0.460215,2.051307,-1.015279,1.815269,-0.157243,-0.358544,-0.79736,2.119331,-0.350996
suite,-0.784603,1.491238,-0.088653,0.511588,-1.321116,-0.235439,-0.812382,1.20687,-0.47205,1.114547,-0.950704,0.721819,-0.164668,-0.14195,1.268851,-0.128725,0.210913,-0.077658,1.209013,0.185093,0.959364,0.539871,-0.155896,2.184761,0.369388,2.075743,-0.279325,-0.13765,0.84436,-0.823874,0.227599
algorithme,-0.137692,2.247811,-0.765848,-0.014095,-1.024299,0.568981,0.164688,-0.020933,1.100251,1.590845,-0.544915,0.922733,0.375782,-0.478411,-0.821715,0.964306,-0.632757,1.248339,1.367394,-0.346877,0.475833,0.324077,0.487745,1.625852,0.879925,1.534219,-1.366841,-1.545914,1.304819,1.299017,-0.232613
calcul,-0.664848,1.370463,0.589634,1.289094,-0.852065,0.796572,0.549148,0.469266,0.502585,0.829697,-0.075573,1.422102,0.684528,0.222524,0.943766,0.05383,-0.342374,1.473254,0.500462,-0.179826,0.010126,0.736628,0.06258,2.027024,-0.548703,1.489514,-1.042544,-0.254303,0.615208,1.529496,-0.074888
application,-0.210022,1.179595,0.46916,0.232901,-0.89731,1.321338,0.01734,0.027245,0.136964,1.588253,-1.133655,0.610203,-0.331094,-0.387056,0.173915,-1.329303,-0.152212,-0.178674,-0.466109,0.560316,-0.914683,1.470131,0.193027,2.197343,0.704192,1.512919,-0.260142,0.306599,-0.536749,0.534095,0.437217
élément,-0.88299,1.717167,-0.612088,-0.222681,-1.829961,0.028104,0.038909,-0.202324,-0.507862,0.350415,-0.175565,-0.040832,0.086646,0.045589,0.796136,-0.1447,1.160092,-0.209497,-0.138992,0.270528,-0.188394,0.593511,-0.2372,2.805736,0.03897,1.735552,-0.72151,0.409064,0.996385,-0.549652,-0.962192
grand,-1.113477,1.677502,0.278765,-0.609952,-0.317556,1.14457,-0.217139,0.344212,1.028632,-0.287882,-0.013296,1.134333,-0.113267,0.727932,0.313316,0.013416,0.497197,-0.389049,0.338093,-0.716358,1.963841,0.254379,-1.070693,1.836944,0.29536,1.515569,-0.253925,0.16933,0.227686,-0.180552,-1.082678
propriété,-1.32151,0.648467,0.005471,-0.361659,-0.697817,0.790093,0.669554,0.623157,-0.134747,0.731898,-0.262466,0.884405,-0.005564,-0.096561,-0.391661,-1.002826,1.055133,0.814491,0.33244,-0.011128,0.138625,0.527024,0.223609,1.760822,0.198431,2.971099,-0.09704,0.781824,0.66547,-0.438719,-0.386255
ordre,-2.264688,1.368993,-0.76474,0.52651,-0.831834,-0.248754,-0.090854,0.194298,-0.45156,-0.178326,0.800808,1.68739,-0.447269,-0.324904,0.289977,-0.615924,0.503334,0.157873,0.332353,-0.273161,0.087427,0.724047,-0.116913,2.074412,0.938467,1.821342,-1.056567,1.179726,-0.212402,-1.111613,-1.069446
variable,-1.019335,1.43521,0.838822,-0.301787,0.42554,-0.215598,-0.227167,-0.026207,-1.146187,1.522611,-0.299804,1.222366,0.386374,-1.582994,1.263125,-1.811344,0.999883,0.915114,0.873882,-0.306048,-0.826821,1.413001,-0.34989,2.327877,0.165592,0.989824,-0.756809,-1.357561,0.302303,-0.146589,-0.288146
base,-0.912599,0.205617,-0.591732,-0.049877,-1.110787,0.313884,-0.868813,-0.283225,0.848017,0.28933,-0.262014,1.230664,0.154733,-0.899957,0.822665,-0.852647,-0.214588,0.186727,-0.566641,0.289603,0.049428,0.616749,-0.70446,2.322529,0.286549,2.4618,0.035877,0.585801,1.401757,0.600384,0.354911
géométrie,-0.747044,1.098879,0.971106,-0.314952,-1.294797,2.700138,-0.944138,0.130485,-0.552035,0.554367,-0.768197,0.632699,0.501047,-0.012014,-0.447256,-0.943382,0.257295,0.665012,-1.100242,-0.055554,0.624247,0.324877,0.626775,0.883855,-0.266232,1.949814,-0.969645,1.597165,-0.402178,1.488527,-0.844532
analyse,-0.219325,1.300347,0.872432,0.097622,-0.132212,1.587555,-0.322798,0.424672,-0.010218,1.127437,-1.029882,1.180539,0.664515,0.235448,0.217141,-1.057452,-0.07664,1.340813,0.684295,0.630519,0.234769,1.422214,0.146297,2.070735,0.173236,0.894706,-1.763204,0.366747,-0.51347,1.153116,-0.11249
loi,-0.952636,0.388809,1.062974,-0.400617,1.258246,-0.288173,-1.294031,1.408779,-0.124055,0.953319,-0.488985,1.653153,0.877984,-0.361608,0.084787,-1.017318,0.579203,0.806892,0.976062,0.301822,0.115335,0.171183,-0.397302,2.673925,-0.65684,1.728243,0.380374,-0.598151,0.145607,-0.534911,-0.30792
définition,-0.876199,0.939295,0.426146,0.187641,-0.900507,0.69258,0.208398,0.671933,-0.827191,1.100188,-0.355576,1.039101,0.542903,-0.600197,0.255756,-0.498029,0.508448,0.886594,0.255343,0.592068,-0.072737,0.508177,-0.129911,1.685031,0.580783,2.27473,-0.072974,0.80153,0.770485,-0.218964,-0.534996
réel,-1.105899,0.995877,0.041651,-0.193972,-1.81955,0.111451,0.166177,0.989909,-1.079777,0.363108,-1.251795,1.377463,-0.304659,-0.71816,0.489888,-1.264049,1.047103,0.117582,0.141601,0.369959,0.48934,0.935702,-0.413371,2.227093,0.264049,1.721745,-0.543679,-0.140341,-0.040802,-0.004451,-0.318759
dimension,-0.872202,1.100878,-0.196442,-0.564073,-0.913097,1.279036,-0.527361,0.366132,-0.75952,0.298566,-0.063264,0.708209,-0.538622,-0.920171,-0.957165,-0.573095,0.474656,-0.003538,-1.555379,-0.039791,-0.025222,0.761592,-0.562196,1.965367,0.63273,2.206494,-0.410938,0.616944,0.706787,-0.063434,-0.343566
statistique,0.117876,-0.390007,0.886371,-0.129913,1.283201,1.136395,-0.814822,-0.052822,1.224064,1.232506,-0.191434,1.679225,0.648734,0.151033,0.957103,-1.081547,-1.172793,0.513379,1.278738,0.677259,0.525551,1.357005,-0.889926,2.351419,0.633455,0.985507,-1.350209,0.035564,-1.073014,0.633236,-0.600274
