word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
problème,0.405478,-0.05515,0.440335,0.075456,0.185081,-0.787531,-0.908637,-0.074898,0.247643,0.180167,0.093661,0.256181,-0.808179,-0.585448,-0.531528,-1.495191,0.095193,0.356683,-0.00867,0.965616,0.316123,0.466367,0.566405,0.798188,0.08212,-0.610528,-0.770091,-0.360543,0.141636,0.019395,-0.920773,-0.011024,-0.922268,-0.221405,-0.515803,0.250594,0.384219,0.127038,-0.211229,-0.213818,0.331533,0.834534,-0.621467,0.066737
valeur,0.249828,-0.072543,-0.072784,0.527638,-0.537855,-2.252472,-0.249733,0.088355,1.039119,0.070102,0.33155,0.33025,0.158925,-0.672749,-0.874968,-1.188262,1.033017,-0.314715,-1.035001,0.559882,-0.500732,0.152655,0.844196,0.294232,0.600056,-0.072157,0.284721,0.659422,0.118858,0.203827,-0.390974,-0.341377,0.100161,-0.263465,0.127375,0.708367,-0.288749,0.422267,-0.828112,-0.540468,0.497775,0.622153,-0.595095,0.059118
groupe,0.862391,0.704814,-1.206319,1.014795,-0.780814,-1.047865,0.252845,-0.175995,-0.593784,-0.345171,0.495886,-0.473443,-0.421965,-0.427747,0.250976,-1.239307,0.150806,0.4855,0.49786,-0.827812,-0.180393,-0.000765,-0.288197,-0.554578,-0.484695,0.371569,-0.901022,-0.229397,-0.814253,-1.239898,-0.263756,-0.965988,0.29138,0.144595,-0.403242,-0.065814,0.230211,-0.41841,-0.203736,-0.312157,0.32748,0.008172,-0.182297,0.545662
graphe,-0.380481,0.406647,1.002433,0.033943,0.126876,-0.77867,-0.931879,0.34012,-0.024456,1.407738,2.210832,0.174058,0.109899,-0.531025,-0.529109,0.553544,-0.262116,0.628252,-1.606671,0.063506,0.161981,0.550734,1.110472,-0.323524,0.563571,0.060547,0.930602,0.982928,0.571212,0.202269,-0.345526,-0.168778,0.251801,0.759577,-0.634456,-0.304731,0.183819,-0.279047,-0.778392,0.439984,1.035178,-0.521989,0.499676,-0.253269
forme,0.156306,0.344349,0.225793,1.394916,-0.704053,-1.914164,-0.465429,-0.075728,-0.546984,1.283861,0.533117,-0.149097,-0.083933,-0.47636,-0.106148,-0.753623,-0.036349,0.013937,-0.047517,0.068342,-0.217475,-0.436272,0.372591,0.67119,-0.167666,-0.155483,-0.77273,0.382205,-0.251005,-0.284139,0.085977,0.156566,0.114315,-0.504531,-0.116449,0.244399,0.008795,0.568456,-0.316453,0.372112,-0.285692,0.264083,-0.224579,-1.169397
entier,0.091364,0.052899,-0.330507,0.972658,-0.267642,-1.092657,-0.349645,0.207324,0.161847,0.078228,0.728845,0.263839,-0.136088,-0.617497,0.080205,-0.974053,0.01621,-0.100447,-0.291141,0.380225,-0.492411,0.027897,0.364654,0.450056,-0.247619,0.095557,-0.142058,0.467431,-0.384049,-0.178646,0.532502,-0.625537,0.329904,-0.088664,-0.093747,0.591067,-0.432207,0.051899,-0.169541,-0.455051,-0.229765,0.218364,0.157115,-0.415502
système,-0.140343,0.417814,0.500124,0.594398,0.61143,-2.062653,-0.074948,0.4165,-0.393303,0.527494,0.750864,0.523255,-1.177448,-0.835883,-0.232266,-0.992766,0.207518,0.399101,-0.287911,-0.722136,0.647812,0.453403,1.013111,0.856542,0.07575,0.018377,-0.405852,0.061695,0.505964,-0.315086,-0.583646,-0.287641,-0.476679,-0.428488,-0.109098,0.930579,0.863472,-0.649315,-0.776308,0.272664,0.492404,0.345238,-1.130154,-0.593355
équation,-0.356,0.46247,0.806283,-1.728246,-0.702598,-1.761087,-0.265411,1.116659,-0.395699,1.383023,0.482749,-0.223193,0.059788,-1.561439,-0.466613,0.181804,-0.011994,-0.028301,-1.316626,1.728002,0.632801,1.085773,0.868257,0.943519,0.415665,0.481285,-0.106385,0.92353,0.693444,0.102083,-1.059201,-0.17099,0.198277,0.746547,-0.138609,0.034814,1.208357,0.835418,-1.696271,0.101876,0.904633,-0.637127,-0.107047,0.60777
suite,0.047745,0.469027,-0.170085,0.862721,0.042395,-0.413087,-0.29099,-0.438861,0.133725,-1.016744,-0.170074,-0.019147,-0.659899,-0.177715,0.487997,-1.207949,-0.520602,-0.126604,0.194245,0.046102,0.221727,0.146801,-0.016938,0.719889,-0.357947,-0.415064,-1.165129,-0.307863,-0.695019,-0.495063,0.102904,-0.20596,-0.544121,-0.381494,0.173562,-0.501928,0.507096,0.3162,0.19924,-0.699869,0.276832,-0.109943,-0.479964,0.061417
algorithme,0.989669,0.206538,1.306007,-0.814256,0.979771,-1.495557,-0.022467,0.557031,0.151942,1.759107,0.88878,0.754435,-0.026383,-0.228979,-0.35243,-0.430945,0.289203,0.864422,-0.860929,0.238816,0.854638,0.898218,0.925369,0.725844,0.525735,-0.44095,0.323921,0.233341,0.573484,-0.45305,-0.304191,-0.424614,-0.43229,0.754816,0.58636,-0.318503,0.384789,-0.332664,-0.690559,0.521652,1.363024,-0.203515,0.317699,-0.611588
calcul,0.26615,0.271079,1.22477,-0.55086,0.182131,-2.000124,-0.489012,0.578139,0.352346,1.039384,0.251863,0.883404,-0.474543,-0.30436,-0.008685,-1.20723,0.532299,-0.181113,-1.474797,0.530354,0.33781,0.830279,0.964619,0.867115,0.501484,-0.063864,0.669009,0.055427,0.702576,0.20402,-0.50179,-0.50249,-0.237486,0.192265,0.210797,0.436235,0.305182,0.661938,-1.152202,0.08133,1.10009,-0.417359,-0.40729,-0.274588
application,-0.008461,0.281298,1.171962,-0.171135,0.382508,-1.593905,-0.058242,0.193398,0.080895,0.422547,0.474595,0.497954,-0.640244,-0.890137,0.058042,-1.474607,-0.1592,0.05845,-0.537829,-0.347778,0.835816,0.924032,0.027995,0.38134,-0.101666,-0.029571,-0.178874,0.286658,0.966365,-0.974904,-0.147665,-0.446284,-0.317618,-0.524371,0.554899,1.293268,0.235988,-1.358419,-0.382411,-0.247846,0.44589,0.631153,-1.003414,-0.526157
élément,0.232884,0.366328,0.290863,0.885974,-0.644784,-1.499107,-0.682932,0.14447,-0.307904,0.829723,0.593711,-0.177714,-0.043193,-0.469563,0.112308,-1.019803,0.433464,-0.047086,-0.656568,0.057178,-0.351566,-0.351521,0.540869,0.405275,0.044317,-0.103565,-0.914304,0.673003,-0.240012,-0.366982,-1.168964,0.315923,0.005886,-1.374502,0.547148,0.179818,-0.558264,-0.091672,-0.892011,0.210996,0.220997,0.265768,-0.085198,-0.474548
grand,-0.40331,-0.169696,-0.49565,1.203339,-0.14998,-0.886129,-0.214443,0.283805,0.180213,-0.918916,-0.072226,0.439092,-0.203273,-0.238561,-0.364004,-0.472308,0.220095,-0.5206,0.188036,-0.316212,-0.549073,-0.690293,0.381322,-0.235862,-0.321743,-0.160493,-0.519018,-0.277937,0.13502,-0.215618,0.027058,0.133427,0.40739,-0.434942,-0.538992,-0.400677,-0.141832,1.033332,-0.597707,-0.137832,-0.455523,0.427553,-0.623216,-0.537799
propriété,-1.027852,-0.070684,0.204564,0.526845,-0.599672,-1.208156,-0.650149,0.470589,0.394682,0.176191,0.15679,0.207218,1.13445,-0.596584,-0.271705,-0.552779,-0.105304,0.176211,-0.057998,0.237762,0.025833,0.126014,1.049711,0.469136,-0.620128,-0.026711,0.079598,0.320589,0.136835,-0.896321,-0.489391,0.431572,0.530116,-0.971866,0.108878,1.040819,0.399884,0.717476,-0.442266,-0.393712,0.380367,-0.208028,-1.033001,0.273387
ordre,-0.21951,0.156173,0.105738,0.520503,-0.194511,-0.389233,-0.401224,0.263423,-0.234105,-1.350597,0.096188,-0.084475,-0.02623,-1.407204,0.302715,-0.419268,0.873851,-0.688822,0.090022,0.498731,-0.154613,-0.262102,0.346473,0.659405,-0.36716,0.73268,-0.456312,0.181364,0.067232,0.754883,0.241765,0.055933,0.690412,-0.729386,0.720593,0.295028,0.397119,0.42031,-0.09758,-0.156215,0.558337,0.260329,-0.867688,-0.623121
variable,-0.275446,0.945132,0.076362,0.220144,-0.308711,-2.134647,-0.087772,0.169924,0.037175,1.643829,0.666964,-0.158699,-0.628784,-0.509301,-0.847584,-0.623379,0.707094,-0.710169,0.10032,0.254413,0.130177,1.060749,0.971294,0.502198,0.307229,0.044039,0.695807,0.841342,0.359919,0.428428,-0.003399,-0.563369,-0.313584,-0.366385,0.02097,0.462617,-0.099209,0.608078,-0.508573,-0.02234,0.095953,0.159335,-0.300518,-0.19196
base,0.234227,0.007385,0.319506,0.38957,-0.255215,-1.50677,0.300709,0.302493,-0.49177,0.167847,0.782018,0.155359,-0.540977,-0.50592,0.260103,-1.183693,0.130075,0.274401,-0.009539,-0.041326,0.383036,-0.244355,0.745619,0.045642,-0.344344,0.224923,-0.357173,0.427727,0.113635,-0.171204,-0.14213,0.134771,0.200423,-1.069375,0.156118,0.901246,-0.472971,-0.21629,-0.462809,0.340679,0.029573,0.239946,-0.118773,-1.007191
géométrie,0.02927,0.394492,0.976996,-0.519962,-0.092077,-1.442527,-0.901114,1.301433,-0.942335,1.790266,0.071625,0.170334,0.24216,-0.322756,0.333151,-0.132263,0.501689,-0.339677,-1.499259,0.177039,-0.358316,0.140183,-0.189472,0.339845,0.684785,0.710632,-0.346539,0.235021,0.798182,0.213394,-0.385842,0.60545,-0.218875,-0.095793,-0.654708,-0.024876,0.200468,-0.239203,-1.239722,0.864597,0.453464,-0.398982,-0.061562,-0.428607
analyse,0.78708,0.370755,0.570653,-0.017842,0.240945,-0.693361,-0.694399,-0.268098,0.195838,0.747591,0.024466,-0.125645,-0.436782,-0.656956,-0.188556,-1.925374,0.408186,-0.274543,-1.531232,0.88959,-0.368143,0.989087,0.475136,0.043388,-0.403651,-0.175856,-0.496508,0.458709,0.46397,-0.813745,-1.081779,0.465556,-0.187779,-0.086402,-0.065479,-0.135803,0.063255,-0.488154,-0.47445,0.534922,0.028916,0.235416,-0.504182,-0.48379
loi,-0.664028,-0.365556,0.366456,0.13838,0.731854,-1.482073,0.207036,-0.788296,1.027536,-0.450288,-0.301961,0.022426,-0.142521,-2.203812,0.281357,-0.547677,-0.496327,-0.355184,-0.484187,0.419002,-0.703432,-0.216712,0.234105,0.339952,-0.45099,0.733178,-0.901891,0.435078,-0.115214,0.572921,-0.196478,0.150411,-0.755989,-0.200213,0.699399,0.9735,0.889181,-1.071911,0.258333,-0.799024,0.58289,0.806354,-0.870337,0.992315
définition,0.214616,-0.080119,1.035768,0.313667,-0.319938,-1.619621,-0.485994,0.067913,0.366651,0.737586,0.089842,0.037166,-0.435982,-1.382968,-0.346537,-0.841535,0.299603,-0.396542,-0.940935,0.419264,-0.072141,0.496704,0.686785,0.166399,0.253196,-0.138507,-0.420903,0.850954,0.438132,0.011872,-0.999754,-0.138374,-0.11226,0.573537,0.129528,1.056663,-0.028991,-0.618962,-0.298473,0.468292,0.342901,0.587583,-0.544182,-0.247282
réel,0.145413,-0.383402,0.615568,0.453785,-0.114845,-1.091534,-0.608834,-0.060725,0.622187,0.026195,0.682804,0.67098,-0.352971,-0.424992,-0.496397,-0.842325,0.547943,-0.263708,-0.380593,0.119115,-0.769545,0.754965,0.685367,0.666586,0.4948,-0.647666,-0.894209,0.835431,0.010284,-0.436656,-0.950419,-0.296467,-0.573944,0.167846,-0.113014,0.029439,-0.028715,-0.010855,-0.746089,-0.052603,0.657029,0.561145,-0.593873,0.004483
dimension,-0.341006,-0.359521,0.293785,0.475525,-0.328965,-1.362275,-0.197309,-0.130906,-0.331235,0.876252,0.533687,0.651062,-0.66688,-0.591685,-0.085506,-0.492804,0.982667,0.307312,-0.734765,-0.169017,-1.081065,-0.137921,0.285081,0.032881,0.81915,-0.44497,-1.063197,0.959654,0.734046,-0.106741,-0.456166,0.274233,-0.055522,-0.424426,-0.627174,0.198009,-0.729805,0.178267,-0.845018,0.027717,0.4239,0.020989,-0.335637,-0.152022
statistique,0.551164,0.620575,0.326163,0.717471,-0.600324,-0.343957,1.198334,1.023299,0.130261,-0.663514,-0.886447,1.500849,-0.467205,-0.959479,-0.452177,-1.252542,0.343589,0.418961,-1.016517,0.598413,0.757786,0.123579,1.862683,-0.226645,-0.174046,-0.265932,1.216566,0.027078,0.980581,0.086393,-1.259949,-0.079572,-0.154803,0.446727,0.339352,-0.680009,-0.132072,-0.071526,0.638498,-0.12121,0.667756,-0.007469,0.274835,1.299169
sommet,-0.227186,-0.610887,-1.149065,0.771596,0.173006,-0.93756,-0.041097,-0.247444,-0.626256,-0.025593,0.572249,0.683304,-0.985896,-1.14052,-0.676864,-0.471985,-0.304152,-0.126039,-0.015409,0.133331,0.78057,-1.258598,0.063584,-1.014849,0.124837,-0.208206,-0.620412,0.132455,0.073544,0.41531,0.571837,-0.311211,0.815009,-0.156917,-0.547716,-0.85681,-0.303457,1.390051,-0.625428,0.507305,-0.590387,-0.39116,0.402283,-1.096151
logique,0.623725,-0.13929,1.465631,0.22675,0.537617,-1.227049,-1.136849,0.28127,-0.515661,0.712908,0.303139,0.101311,0.115384,-0.810822,-0.524587,-0.481995,0.282624,0.12765,-1.793868,0.054205,-0.122592,0.33908,0.226742,0.503604,0.630155,0.045952,-1.025008,0.31913,0.579252,-0.129607,-1.122988,0.473625,-0.45443,0.979938,-0.07981,0.523626,0.41084,-0.298453,-0.570348,-0.282622,0.644196,0.623547,-0.281302,0.199353
terme,0.363177,0.088696,0.394897,1.025384,-0.559335,-1.448289,-0.479893,0.153719,0.115016,-0.108312,0.12325,-0.209674,-0.196905,-0.742643,-0.454895,-0.901557,0.061879,-0.006624,-0.48331,0.457461,0.380817,-0.33773,0.631073,0.470515,-0.091274,0.162647,-0.461804,-0.157613,-0.445416,-0.1459,-0.978167,-0.304392,-0.224277,0.015692,-0.100286,0.528408,0.143842,0.467466,0.066666,0.113431,0.037815,1.270122,-0.19063,-0.093367
trois,0.353659,0.244019,-0.510335,1.480972,-0.136093,-1.098198,0.204587,0.125325,-0.506356,-0.489994,0.547903,0.0874,-0.392345,-0.482648,0.746355,-0.690726,-0.246248,-0.304338,0.255693,0.181362,-0.409162,-0.83518,0.388084,0.234442,-0.505739,0.131485,-0.833335,-0.190739,0.485074,0.207302,0.575762,-0.309648,-0.008869,-0.384442,-0.097717,-0.387983,-0.280606,0.869654,-0.348057,-0.265853,-0.045232,-0.415368,-0.248709,-0.042387
plan,-0.717338,0.156337,0.085432,0.425255,0.884883,-1.183427,-0.339671,-0.301561,-0.055885,-0.005379,0.203593,0.510419,-0.570167,-0.530059,-0.319194,-1.509011,-0.06126,-0.250028,-0.172956,-0.353622,-0.181946,-0.426827,0.074925,-0.416907,-0.017541,-0.067107,-1.214604,0.309087,0.647771,-0.221943,-0.402548,0.701093,0.109342,-0.79607,0.244179,-0.190932,-0.075359,0.207207,-0.16347,-0.310695,0.088745,-0.0649,-0.390304,-0.435141
