word,1,2,3,4,5,6,7,8,9,10,11
approximation,1.119344,0.916928,0.37714,-0.611051,-0.188495,0.630627,1.549846,0.189236,-1.924224,1.477781,1.375323
convergence,0.28517,1.140547,-0.375472,-0.742949,-0.855304,0.614207,2.162899,1.065178,-1.523403,0.947516,1.372072
chemin,-1.603916,1.007555,0.096637,-0.404599,-0.562361,0.23325,0.566787,0.379648,-1.39893,2.066832,0.166032
rotation,-2.000022,0.247509,1.451934,1.085962,1.184806,0.234859,1.357151,0.819615,-0.16813,1.97039,1.316813
différence,-0.880488,-0.052104,0.778944,-0.70495,0.1024,0.160498,1.932301,0.253749,-1.629094,1.123474,1.075492
analytique,0.14668,0.304794,1.156643,0.933985,0.652742,0.906474,2.334658,0.662487,-2.067189,-0.561955,0.547506
formel,0.063518,-1.504157,-0.025957,0.685417,0.372638,0.836305,1.664656,-0.009662,-3.202166,0.264156,-0.086107
intersection,-2.034395,1.21828,0.104538,1.624975,0.909832,-0.095734,1.023307,0.996377,-0.739931,1.837381,0.058619
pourcent,-0.67397,0.246411,1.444159,-1.492474,-0.876852,-2.503405,0.130301,-1.43673,-1.010842,1.739816,0.422797
caractère,-0.912559,-1.138891,0.45762,-0.078188,-0.003289,0.202079,1.413283,-0.163699,-1.681559,1.362294,0.155883
raison,-0.780726,0.266619,0.877701,-0.721743,0.946758,-0.160154,1.065634,-0.012405,-2.28316,0.100712,0.418393
aire,-1.060376,1.853451,1.776016,-0.192866,0.425509,0.82418,1.85955,0.38118,0.312635,1.827278,0.405607
section,-0.400735,0.561629,1.2291,1.334446,0.509042,0.201886,0.804098,0.292018,-1.292391,1.131614,0.283225
cycle,-0.794159,1.228544,1.097975,0.159296,-0.65572,0.167517,0.416672,-0.078665,-1.231547,2.06619,-0.110598
source,0.061518,-0.100612,1.407437,0.754695,-0.039593,0.349154,0.154604,-0.127529,-2.153211,0.731296,0.233554
discret,0.073339,-0.020885,-0.08194,1.416874,-0.746035,0.832716,0.783313,0.878326,-2.306404,1.451636,1.004134
combinatoire,0.374834,-0.054008,0.548426,0.801728,-0.500585,1.968802,1.09778,-0.115816,-2.733024,0.596928,-1.027738
