word,1,2,3,4,5,6,7,8
courbe,2.040994,1.062554,-0.299717,2.306728,0.834222,0.374857,1.037127,0.599419
différent,1.591633,2.5253,1.256007,1.020428,0.955603,2.012734,0.345791,-0.135195
complexe,2.16302,2.146894,0.316552,2.068712,1.099864,-0.125013,0.746353,-0.505564
matrice,2.215101,1.939733,1.666158,2.019845,0.289126,-0.30515,0.013401,0.04297
domaine,0.646129,2.506574,0.636688,1.552704,0.8044,1.792967,1.166781,-1.167047
fois,2.118903,1.736167,0.385379,0.680471,1.185599,1.938915,-0.546094,-0.895054
type,1.553335,2.365943,1.330757,1.192192,0.687645,0.308279,0.370132,-0.616159
mot,2.020255,1.57079,1.234445,0.348253,1.706209,0.863871,0.829922,0.210007
algébrique,1.682936,1.814491,0.191498,1.805344,1.606685,-0.004351,1.905462,-1.258356
degré,2.680062,0.640462,1.550219,0.720274,1.095549,0.924237,-0.62778,-0.677578
langage,0.930368,2.262304,1.243631,0.67333,1.557259,-0.070069,1.896686,-0.419782
nul,3.020005,2.487665,0.360452,1.919091,0.519216,0.169309,-0.883918,0.183002
moins,2.211169,2.316221,0.345225,0.187953,1.230463,2.145645,-0.523271,-0.162322
objet,1.554934,2.160876,0.609945,1.268894,1.04342,1.420936,0.935192,0.376205
triangle,2.844057,-0.61471,0.244105,1.440151,1.844277,1.134052,0.846768,0.385905
structure,1.165853,2.028723,1.227474,2.025571,0.364677,0.060482,0.867863,-1.017403
corps,2.024167,1.094041,0.305555,1.979406,1.266491,0.401908,1.276593,-0.059918
rapport,1.791724,1.744292,0.644166,1.741289,0.219267,1.328297,-0.285632,-0.34135
longueur,2.851742,0.827708,1.471927,1.333511,1.099016,1.296646,-0.20348,0.544144
informatique,-0.639002,1.758669,0.495226,1.85997,0.267986,1.731083,1.703351,-1.980931
infini,2.407109,2.006214,0.107708,0.919947,1.456783,0.442988,0.437467,0.07715
variété,2.038053,1.217608,-0.172972,2.809212,0.92854,-0.746625,1.355291,0.09094
ligne,1.643761,0.655397,1.425412,0.871203,0.991227,1.587943,0.166489,-1.344456
positif,2.691369,2.427301,0.804095,1.281969,0.529513,-0.107185,-0.900774,-0.14558
angle,2.70566,-0.070915,0.87278,1.651603,1.241948,1.780207,0.127252,0.956508
polynôme,2.678697,1.596089,0.674165,0.836921,1.630223,-1.108465,0.404362,-0.398116
centre,1.55391,0.024838,0.208766,3.073394,0.150961,2.149273,0.204589,-0.581164
démonstration,1.661636,2.601429,-0.332746,-0.114231,2.040146,0.505631,0.901831,-1.125959
vectoriel,2.526365,1.625956,0.425091,3.134001,0.602941,-0.737549,0.849225,0.082753
limite,1.982949,2.501803,-0.336699,1.496945,0.609123,0.213581,-0.251902,-0.17265
représentation,1.601632,1.873528,1.277029,1.422576,0.957719,0.43709,1.048438,-0.368412
famille,1.796739,0.722804,-0.942475,1.914012,1.054709,1.370618,0.716066,-0.103261
arête,2.816087,0.103384,1.886584,1.082749,1.288545,2.109889,-0.427341,0.596555
distance,2.023292,1.128823,1.085227,2.182987,0.228166,1.026123,-0.176774,0.486239
surface,1.768974,0.69989,0.730714,2.553115,0.429043,0.291199,0.722932,-0.283298
aléatoire,1.185082,2.885417,0.927493,1.875091,-0.406469,0.198086,-0.167552,0.159539
naturel,1.739696,1.838275,0.907589,0.430282,1.364818,1.029967,0.383221,-0.95146
normal,1.490418,0.857532,-0.121318,2.688738,0.123468,0.825148,0.349424,-0.82358
arbre,1.593213,0.819363,1.859798,1.275138,0.751076,0.988624,0.705421,1.055093
démontrer,1.976299,2.328654,-1.484864,-0.118811,1.933144,0.042765,0.400964,-1.44066
algèbre,1.453687,1.150255,0.230794,1.868533,1.541277,-0.15806,1.893878,-0.919491
règle,1.547382,2.252362,0.671868,-0.013857,1.568823,0.593195,0.669471,0.144195
volume,1.459102,0.019347,2.003918,0.947729,0.681252,0.781855,-0.063257,-2.459745
calculer,1.737167,2.662852,0.931643,0.416198,0.799879,0.975415,-0.379949,-0.210242
constant,2.083512,1.677334,0.708583,1.322986,0.532239,-0.040673,-0.055934,-0.159339
quatre,2.095832,0.621907,0.688559,0.405736,1.705268,2.305798,0.101969,-0.762515
différentiel,1.230377,1.939835,0.026926,2.234072,0.714765,-0.379926,1.334705,-1.03439
hypothèse,1.414198,3.521383,-0.520088,0.340489,0.748604,-0.005021,-0.328179,-0.241258
image,1.597665,1.450008,1.033544,1.962165,0.274379,0.50075,0.089072,-0.464125
régulier,2.78838,0.111608,1.190665,1.028623,2.062386,0.737544,1.076018,0.635159
complet,1.774677,1.610932,0.69682,1.08869,1.419949,-0.263012,0.898319,-0.795798
racine,2.627143,1.373028,1.273868,0.248775,1.528155,0.481853,-0.083601,0.022907
coefficient,2.06511,2.218512,1.302249,1.11038,0.467835,-0.407114,-0.324346,-0.160064
côté,3.086668,-0.210771,0.228458,0.974927,1.751314,2.16321,-0.068635,0.667735
preuve,0.922348,3.006405,0.004515,-0.222581,1.461981,0.34572,0.654241,-1.181546
axiome,1.96467,1.975927,-0.908381,0.119966,1.883704,-0.480259,0.658605,-0.278853
$\mathbb{R}$,2.826607,0.792163,1.235556,1.271846,0.570428,-0.062157,-1.104949,-0.704843
continue,2.252743,2.431345,-0.894613,2.157074,0.177376,-0.402228,-0.421789,-0.542963
résoudre,1.274042,2.724397,-0.047353,0.258447,1.426955,0.650737,0.547925,-0.71758
arithmétique,1.35778,2.089031,0.621357,0.09527,1.928703,0.112261,1.398677,-1.174901
conjecture,1.41819,1.596743,-0.58343,0.127167,1.62667,-0.824023,0.671214,-1.671864
réseau,0.47602,1.86069,1.756053,1.928597,-0.035206,1.089069,0.940136,-0.045455
opération,1.533798,2.227099,1.496578,0.697568,0.825707,0.841643,0.313687,0.141679
chiffre,2.130887,1.070964,2.047038,-0.675949,1.753203,2.062654,-0.31184,-0.334134
expression,1.588982,2.219122,0.857346,0.444586,1.169253,0.312266,0.523271,-0.275527
propre,1.673112,2.018117,0.312877,1.411282,0.621241,0.736476,0.248249,-0.128229
