word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
application,-0.591223,0.025388,-0.345805,0.409298,0.028141,1.474086,-0.957281,0.078641,0.681003,0.350496,0.043554,-0.942723,-0.175544,0.54845,0.176487,0.141548,-0.661758,-0.302689,-0.724108,-0.812154,-0.062888,0.126657,0.305595,-0.245782,0.029413,-1.377033,0.864085,1.618323,-0.693226,-0.652552,0.258835,-1.050917,0.169379,-0.104514,0.107085,-0.775172,-0.207121,-1.445538,-0.260698,0.620013,0.874733,0.409999
élément,-0.482291,-0.212301,0.504867,0.001953,-0.365024,1.102709,-1.440798,0.339483,0.114846,1.77796,0.349604,0.589164,-0.06724,0.007771,-0.209433,-0.23978,-0.199574,0.229619,-0.355796,0.096189,0.092846,0.538927,0.259691,-0.107638,0.28941,-1.070798,-0.705628,0.265819,-0.863581,-0.104338,0.166747,-1.520895,0.342675,0.031833,-0.154023,-0.785908,-0.270499,-0.215225,-0.307775,-0.083812,-0.597721,0.605117
grand,-0.172392,-0.190582,-0.211195,-0.06332,-0.031522,-0.21038,-0.001998,0.273108,-0.294318,1.351572,-0.105079,0.389565,-0.437808,-0.581515,-0.097161,0.330699,-0.364505,-0.525939,0.310109,0.10685,0.0062,-0.06281,-0.296802,-0.334667,-0.139313,-0.226273,-0.351742,0.550276,-0.177485,0.288986,0.173872,-1.714365,-0.445682,0.445766,-0.386077,0.647785,0.139281,1.145979,0.238686,-0.44038,0.060491,-0.27972
propriété,-0.104058,0.30432,-0.426398,0.006661,-0.509879,0.451137,-1.409227,0.261875,-0.373349,0.593359,-0.547338,0.756279,0.442734,-0.13883,-0.287603,-0.089604,-0.96379,-1.197643,-0.030432,0.512001,-0.418807,0.097783,-0.326621,0.231939,0.15337,-1.380267,0.509183,0.185478,-0.27718,-0.699784,-0.111801,-1.550068,-0.81634,0.394465,-0.685763,-0.205419,-0.052525,0.241881,0.162905,0.091384,0.46823,1.128637
ordre,-0.255682,-0.257918,-0.025219,-0.692148,-0.251617,0.097635,0.217526,0.107246,-0.263477,0.996681,0.074541,0.083333,-0.108273,-1.088251,-0.744913,0.1949,-0.830159,0.216035,-1.427401,-0.338138,-0.055714,0.726108,-0.577932,0.622998,-0.079097,-0.131751,-0.752291,0.885331,0.69193,0.009687,0.211475,-1.029675,-0.567465,0.869342,-0.602949,-0.136612,0.064691,0.379892,-0.071391,-0.057203,0.480456,0.80461
variable,-0.343397,-0.032884,-0.007514,0.072355,-0.919259,0.762625,-0.758266,-0.267824,0.155909,0.695571,0.64986,0.677039,0.045182,0.791836,-0.198438,1.385821,-1.023736,-0.47649,-0.165494,-0.826175,0.687092,0.212372,0.867701,-0.497338,0.649921,-0.671532,-0.151145,0.559723,-0.389537,-1.106568,-0.263482,-1.073233,-0.272534,-0.14673,0.277095,-1.505612,0.6481,0.374423,-1.469559,0.109132,0.005408,0.418902
base,-0.394128,-0.315717,-0.209402,-0.11644,-0.065424,1.265055,-0.638511,-0.029325,0.048329,1.07173,-0.01026,0.263103,-0.062634,0.53412,-0.108332,-0.03733,-0.07372,0.367081,-0.44189,-0.228583,-0.201399,0.262843,0.248393,-0.702587,-0.132072,-0.68413,-0.429045,0.978039,0.003002,-0.235976,-0.398594,-1.578787,-0.060011,0.670605,0.063114,-0.31532,-0.322799,-0.445564,-0.475698,0.305303,-0.235692,0.266496
géométrie,0.01935,-0.238537,-0.02466,-0.640301,-0.25645,0.526439,-0.389425,0.435342,-0.444421,0.938301,0.450868,-0.216674,0.312755,0.161565,-0.097072,0.383198,-0.031785,-0.255008,0.610302,0.845693,0.624621,0.845547,1.920918,0.439119,0.23154,-1.064598,0.293253,0.485816,-1.408804,-1.122336,0.508016,-0.119175,0.184677,0.415986,0.4661,-1.581644,0.406948,-0.970389,-0.594724,-0.918911,-0.084809,0.416961
analyse,-0.704448,-0.520184,0.186679,0.032311,0.240228,1.543443,-0.679719,0.489078,0.871127,0.430209,-0.008661,-0.285618,-0.31714,-0.998672,0.042789,0.825776,-0.149008,0.136142,0.395725,0.044426,-0.321348,0.300715,0.201442,0.35215,0.363571,-0.557683,-0.366226,0.034899,-0.770275,-0.42142,0.121436,-1.220361,0.836226,-0.217799,-0.018186,-1.311189,0.406875,-1.143443,-0.500238,0.407506,0.020684,-0.082892
loi,0.249087,0.560353,0.46485,0.500026,-0.672954,1.241934,-0.287538,0.402712,0.87765,0.120284,-0.869271,-0.201553,0.525468,-0.630487,-0.38809,-0.222146,-0.279336,-0.281719,-1.349682,0.054977,-0.645974,0.518454,-1.614039,1.197098,0.258692,-0.008646,0.616981,1.507594,0.508589,-0.452334,0.458366,-1.056731,-0.48494,-0.271835,-0.268733,-1.011808,-0.039331,-0.532941,-0.71018,-0.41429,0.757715,-0.09065
définition,-0.404778,0.685048,-0.047916,0.651193,-0.708412,1.729832,-0.767528,0.702162,0.072562,1.007931,-0.51242,-0.654562,-0.230979,-0.145291,0.04633,0.84363,-0.393853,-0.16799,-0.033905,-0.136975,0.101109,0.52612,0.212583,0.232112,0.586114,-0.261397,-0.10187,0.669738,-0.474997,-0.778575,0.057717,-0.919679,0.204755,0.043621,-0.069401,-1.341407,-0.077747,-0.626838,-1.099805,0.002137,0.068518,0.117761
réel,-0.622832,-0.098035,0.102512,0.103883,-0.491914,1.389653,-0.454992,0.49766,0.678329,1.460298,-0.47506,-0.711294,-0.175891,-0.210195,-0.161359,0.634617,-0.67287,-1.072363,0.127229,0.112015,0.392462,-0.296552,0.006048,0.373948,0.341332,-0.828582,-0.301381,0.164779,-0.532058,0.283766,0.642953,-0.703346,0.279861,-0.70544,-0.408251,-0.503424,-0.378737,0.272924,-1.047622,0.047962,-0.097355,-0.152163
dimension,-0.364863,-0.325721,0.74718,-0.017584,-0.903939,1.497484,-0.56695,0.394417,-0.033198,1.504406,-0.069561,0.116148,0.394166,-0.016097,-0.35726,0.300242,-0.480728,-0.185103,0.140494,0.68585,0.799228,0.157902,0.62629,-0.077747,-0.393678,-0.906616,0.174992,0.640537,-0.954312,-0.100877,0.31607,-0.664988,-0.120149,-0.243598,0.363834,-0.525203,0.255596,0.455348,-0.846396,-0.137537,-0.517911,-0.63869
statistique,-0.114874,0.653199,0.199685,0.545776,-0.704803,0.883785,-0.779424,-1.732366,0.725053,0.168878,-0.048837,0.162896,1.107515,-0.614937,0.084958,1.122425,-0.509763,-0.549012,0.560712,0.075549,-0.682877,-0.352869,1.284884,0.757515,1.080118,1.046294,-0.849884,0.946598,0.928854,-0.841794,0.52036,-1.229243,0.671917,0.385891,-0.154508,0.855188,-0.250955,-0.78361,-0.11922,0.606755,0.753223,-0.625235
sommet,-0.082315,-0.246905,0.159082,-0.26332,0.221155,0.23973,0.286524,-0.356615,-0.647775,1.046913,-0.163888,0.347685,-0.676118,0.698451,-1.269084,0.575025,0.424845,0.707767,0.388053,-0.060691,0.285809,0.06772,0.045853,0.262136,-0.331753,0.424349,0.241552,0.679172,-0.09064,-0.532922,-0.737136,-1.426429,0.239655,0.862373,-0.132234,-0.28222,0.155424,1.98314,0.576607,0.006634,-0.414087,-1.425147
logique,-0.220937,0.262922,0.065038,0.163004,-1.003749,1.435165,-0.280337,0.601913,0.590172,1.135287,-0.022849,-0.957838,0.311552,-0.409976,-0.071864,0.437767,-0.665831,-0.289768,0.235805,0.977561,0.663977,0.351758,0.755186,0.753856,0.638817,-0.067876,0.836329,0.600763,-0.866746,-0.403786,0.936424,-0.467659,0.702821,-0.020183,0.041807,-1.514509,-0.685975,-1.395358,-0.220053,-0.367787,-0.241994,0.162223
terme,-0.244491,0.653277,-0.373114,0.314494,-0.686193,0.615858,-0.72606,0.419909,0.426157,1.480927,-0.192608,0.118775,-0.577153,0.132009,-0.592635,0.3074,-0.403286,-0.247435,0.021418,-0.250653,-0.016226,-0.120997,-0.252554,0.299206,0.728415,0.46575,-0.598556,0.36423,-0.203944,-0.365943,0.414208,-1.466102,0.055328,0.28161,0.019156,-0.439338,-0.246171,-0.563357,-0.093756,-0.14258,-0.284963,0.528852
trois,-0.224504,-0.564536,0.013352,-0.083116,-0.565085,-0.616313,0.172452,-0.317966,0.564029,1.141898,0.393187,0.389237,-0.087074,-0.127081,-0.579676,-0.608966,-0.401893,0.433591,0.060352,0.249812,-0.197376,0.286611,-0.200341,-0.137437,-0.445863,0.051334,-0.388965,0.978079,-0.113939,0.076666,0.240828,-1.834013,-0.032439,0.411738,-0.464245,0.259954,0.083122,0.867064,-0.692807,0.192436,-0.035541,-0.234711
plan,-0.640607,-0.567416,0.768389,-0.345308,-0.174381,0.727074,-0.379793,0.111965,-0.050312,0.667526,-0.565029,-0.239207,0.112332,0.024501,0.045438,0.222106,-0.494781,-0.025274,-0.252452,0.688344,-0.327141,0.017,-0.360581,-0.383934,0.078721,-0.798433,0.279335,1.350871,-0.562144,-0.525442,0.228116,-1.637529,0.425416,0.099637,-0.056334,-0.749705,0.117807,0.63564,0.514095,-0.287329,-0.206306,-0.432399
formule,0.96273,0.836615,-0.531116,-0.008368,-1.247056,-0.480563,-0.765387,-0.439509,0.637598,1.528587,0.08042,-0.082996,-0.774468,0.398701,-0.561715,0.550914,0.539381,-0.12379,0.234256,0.351182,-0.005561,0.998641,0.424958,0.599817,-0.16592,0.407836,-0.918151,0.888572,-0.924418,-0.089376,0.31298,-0.45107,-0.110867,-0.03296,0.423861,-0.90846,0.018767,-0.501511,-0.38177,0.559193,0.996423,-0.144103
droite,0.002386,0.031211,0.692535,0.046563,0.068913,0.263313,0.045043,0.423508,0.055897,1.643343,1.451772,-0.088053,-0.03191,0.212613,-0.998673,-0.180483,0.059233,0.567486,-0.260725,0.453201,0.235269,-0.24194,-0.335124,-0.228224,0.431806,0.523046,0.427751,1.223847,-0.46751,-0.139642,-1.073841,-0.725089,0.166085,0.34913,-1.847419,-1.054096,0.060311,1.48621,1.095271,-0.231031,-0.232306,-0.3079
