word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
un,-0.207393,0.048607,-0.368683,0.331172,0.531984,-0.125997,0.041438,-0.143116,-0.819631,0.682412,-0.083328,0.206157,0.642671,-0.273062,0.380398,-0.189802,0.742807,-0.131185,-2.797815,-0.380983,-0.156361
nombre,0.181757,-0.009939,-1.184802,0.463655,0.42029,0.469061,0.492239,-0.288356,-0.914517,-0.176096,-0.269052,-0.10507,0.490843,-0.922008,0.441789,-0.177042,-0.081104,0.732461,-2.591619,0.234017,0.754145
$\mathbb{N}$,0.518089,0.30883,-0.490236,0.470459,0.059042,-0.011824,0.331213,-0.281108,-1.085711,0.73031,-0.329904,0.13724,0.97284,-0.045834,0.537811,-0.340516,0.198886,-0.171979,-2.242489,0.208055,0.201623
deux,-0.529404,0.100583,-0.297683,0.235537,0.822432,-0.239185,0.33543,-0.374018,-1.259313,0.723292,-0.464222,0.061712,0.222449,-0.309505,0.364519,-0.100553,0.239603,-0.479758,-2.364097,0.079456,-0.585606
fonction,0.250429,-0.948841,-0.366111,1.09825,0.053193,1.045236,0.540912,-0.587484,-0.342711,1.410898,0.719216,0.593869,-0.124667,-0.140461,0.492112,-0.868054,-0.27398,0.582142,-2.220534,0.22089,-0.013347
premier,-0.363847,0.597389,-0.101019,0.290214,0.321109,0.312541,-0.254733,-0.445846,-1.657862,0.050076,0.228482,-0.321553,-0.206817,0.137189,0.23813,0.336561,0.14424,-0.681134,-1.983478,0.053448,-0.357953
ensemble,-0.313926,0.416887,-0.20485,0.718608,0.819433,-0.237275,0.375042,0.295032,-0.578708,0.537099,0.663978,0.537411,0.183894,-0.284507,0.285178,-0.515862,0.315347,0.036622,-1.997712,-0.345646,-0.512648
point,0.453464,0.923472,-0.432406,0.440711,1.538557,-0.103116,0.688472,-0.945362,-0.991784,-0.245941,-0.829609,0.105452,-0.275608,-0.02564,-0.14328,-0.137783,-0.270976,0.093417,-2.003558,0.329524,0.365699
théorie,0.99096,1.024847,0.476446,1.617325,-0.11826,1.044225,0.304573,0.019151,0.168011,1.621142,0.667582,1.566551,0.440424,-0.044345,-1.161554,0.795258,0.241673,1.323131,-1.330326,-0.395572,1.182943
exemple,0.404674,0.100254,-0.406627,0.403547,0.322158,0.226511,0.255774,0.656327,-0.342319,1.154936,0.059244,0.552753,0.494994,-0.261047,0.705284,-0.52587,0.934063,0.870109,-2.044661,-0.02421,0.280695
