word,1,2,3,4,5,6,7,8,9
un,-0.033468,-1.665856,0.301792,2.637105,-1.130533,-1.436449,0.675769,-0.546528,-0.296735
nombre,0.286028,-0.857512,0.9177,0.862157,-2.204971,-0.518842,0.385156,-0.934733,0.105467
$\mathbb{N}$,-0.025931,-1.709744,0.317275,1.65824,-1.736748,-0.62103,0.594112,-0.147737,0.324487
deux,0.723673,-1.560821,0.225896,1.907084,-0.995851,-1.377199,0.015745,-0.596151,0.143855
fonction,-0.433761,0.257642,0.709693,1.143954,-2.572599,-0.593792,0.258739,-0.289387,0.1514
premier,0.645041,-1.059513,-0.300639,1.828254,-0.625547,-1.00064,0.576666,-0.602306,1.059315
ensemble,0.057479,-0.462464,1.291662,1.65766,-0.897803,-0.662813,0.120145,-0.611223,0.118266
point,0.767958,-1.280874,0.420794,0.925563,-1.408906,-0.264786,-0.405756,-1.494043,0.667427
théorie,-2.208041,0.250189,1.726645,0.790568,-1.618994,-0.048376,1.078337,0.595135,0.435752
exemple,-0.770444,-0.906908,1.460991,1.325856,-1.47928,-0.295229,0.457916,-0.574973,-0.355139
espace,-0.287485,0.144122,1.912567,1.589161,-0.994848,-0.795361,-0.370885,-1.02022,-0.45259
théorème,-1.38473,0.550459,1.508247,-1.079721,-2.031697,-0.054946,-0.901742,1.269029,0.098492
problème,-1.461215,-0.730102,0.425186,1.209394,-2.085483,0.032926,0.24584,-0.267877,0.086657
valeur,-0.513789,-0.448196,1.696475,1.253974,-2.406854,-0.041303,0.50164,-0.645847,-0.058874
groupe,-0.252977,-0.865547,-0.118326,1.840788,-0.244917,0.260895,0.166351,-1.257541,1.15274
graphe,-0.195003,-0.10951,1.789378,-1.442059,-1.111402,0.234949,-1.128079,0.381948,-1.327401
forme,-0.26063,-1.284978,1.866424,1.422242,-1.033304,-0.818339,0.356408,-0.450352,-0.991382
entier,0.011317,-0.882007,1.438972,0.949512,-1.362104,-0.195452,0.325399,-0.429742,-0.2118
système,-1.427125,-0.154269,0.728747,1.282427,-2.046895,-0.401195,0.05203,-1.760329,-0.497873
équation,-1.63332,-0.244677,1.855392,-1.046111,-2.559235,-0.313239,-0.395237,0.537973,0.14568
suite,0.142612,-1.070519,-0.551393,1.404967,-1.224669,-0.584347,0.661741,-0.242043,0.835193
algorithme,-1.871566,0.007684,1.231382,-0.375667,-1.756133,0.586947,-1.091975,-0.177084,-0.341605
calcul,-1.41923,0.278804,1.826598,0.181538,-2.480239,-0.150422,-0.345921,-0.462332,-0.025861
application,-1.960473,0.61315,1.240417,0.799108,-2.118744,-0.411484,0.04275,-1.749622,0.436188
élément,-0.578981,-0.950236,1.835146,1.16006,-1.588707,-0.699978,0.49998,-0.436843,-0.652694
grand,0.798182,-0.99018,0.1775,2.219387,-0.165172,-1.386961,0.763178,-0.373734,-0.035387
propriété,-0.655144,0.133422,0.808899,0.627154,-1.415732,-1.551723,0.493005,-0.056043,-0.73021
ordre,0.647537,-0.458612,-0.095378,1.001852,-1.359608,-1.141545,1.427984,0.379654,0.297174
variable,-0.847452,-0.832355,2.202466,0.032551,-2.05914,0.055793,-0.14313,-1.29435,-0.623103
base,-0.392025,-0.480103,1.10267,0.970914,-1.107403,-0.911166,0.383442,-1.532328,-0.720413
géométrie,-1.228083,1.073463,2.735061,-0.148727,-1.422557,-0.210889,-0.419504,0.387939,-0.167054
analyse,-1.845118,0.319225,1.890967,1.109903,-1.408946,-0.217578,0.638351,-0.135052,0.520037
loi,-0.686434,0.231392,-0.151518,0.878672,-2.503378,-0.501455,1.157682,0.056917,1.062198
définition,-1.057373,0.152777,2.310401,0.874411,-2.19536,0.169854,0.419149,-0.598959,0.082026
réel,-1.157417,-0.93913,1.376293,1.354199,-1.891075,0.204641,0.067868,-0.194292,0.448222
dimension,-0.666778,-0.789473,2.163133,0.700534,-1.139788,-0.105058,-0.126806,-0.778496,-0.136615
statistique,0.259096,0.808004,-0.523471,0.774134,-0.868122,0.422321,-0.251696,-1.824025,1.115028
sommet,1.290496,-1.033695,0.555646,1.059674,-0.238134,-0.400023,-0.201988,-1.209232,-1.42769
logique,-1.382193,0.64871,2.044306,0.633976,-1.982992,0.761345,0.18991,0.458443,0.460146
terme,-0.359163,-0.565618,0.740977,1.629616,-1.469618,0.181034,0.997384,-0.423667,-0.340351
trois,0.965064,-1.343228,0.108497,1.815346,-0.775476,-1.282569,0.040046,-0.58314,0.408196
plan,-0.17059,-0.170339,0.674955,1.358755,-1.217607,-1.050093,0.2267,-0.675354,-0.105883
formule,-0.077236,-0.520934,0.987514,0.339455,-1.633809,0.380984,-0.611162,-0.569624,0.731855
droite,1.55468,-0.52989,0.835865,1.537114,-1.349109,-0.574302,-0.78412,0.152675,-0.619918
$\mathbb{C}$,0.298199,-0.908987,0.761051,0.462113,-0.923338,-0.453727,0.283382,-0.988139,0.36933
solution,-1.905762,-0.275305,0.770885,0.741904,-1.997354,-0.166881,-0.271272,-0.932055,-0.293704
modèle,-0.786195,-0.299558,1.240709,0.694666,-1.258187,-0.602221,-0.229587,-1.022501,0.095341
linéaire,-0.874013,-0.293266,2.454777,-0.141618,-2.142634,-0.074591,-0.600822,-0.662467,-0.772892
probabilité,-1.173979,-0.490037,1.484083,-0.359669,-2.792987,0.58498,-0.134764,0.082561,-0.055061
série,-0.433807,-1.88671,0.404661,1.157153,0.619164,-0.089853,-0.736295,-1.100935,2.035976
somme,0.637901,-0.0048,0.4715,0.460926,-2.170358,-1.167818,-0.370969,-0.141471,0.211884
mesure,-0.325264,-0.792174,0.656798,0.776446,-1.956002,-0.628853,0.756072,-1.106199,-0.349665
carré,1.004334,-0.625886,2.053449,0.477091,-0.832505,-1.392345,-1.054287,-0.248779,-0.58213
vecteur,-1.131558,-0.660167,2.09158,-0.614198,-2.35689,0.292022,-0.153796,-0.660029,-0.945732
connexe,0.323554,0.610858,0.756832,0.822435,0.29497,-1.13767,1.259842,-1.410457,0.255399
classe,-0.034447,-0.326508,0.190951,0.758182,-0.916639,-0.464858,0.377881,-0.886663,0.506091
produit,-1.539801,-0.398172,0.685811,1.471858,-1.118478,-0.680514,-0.491644,-1.529875,-0.388486
égal,0.491554,-1.073081,1.279466,-0.026533,-2.501796,0.044021,-0.344433,-0.715376,-0.028149
cercle,0.859987,0.210907,1.040708,1.228348,-0.441125,-0.211408,-0.175412,0.083121,-0.172795
partie,0.689546,-0.856959,0.183489,1.823929,-0.505177,-1.394711,0.725911,-0.825593,-0.497359
relation,-0.935037,-0.154828,0.030753,1.602116,-1.004833,0.181235,1.294719,0.176643,0.335384
courbe,-0.058881,-0.462081,2.067204,-0.174898,-1.743388,-0.54325,-1.48259,0.020401,-1.205723
différent,-0.521193,-0.80293,1.228183,2.184037,-1.272511,-0.603395,0.556761,-1.019459,-0.430328
complexe,-0.813228,-0.173302,1.467804,1.278765,-1.043072,-0.473296,0.192321,-0.886299,-1.039198
matrice,-0.950123,-0.313354,2.14998,-0.822332,-2.171012,0.021382,-0.687399,-0.451386,-0.402942
domaine,-0.652432,0.69336,0.535518,1.635491,-1.056086,-1.584404,0.880952,-0.240178,-0.396381
fois,0.492252,-1.741064,-0.232586,1.627581,-1.151671,-0.561987,0.354182,-0.390272,0.627724
type,-0.585713,-0.781089,1.421175,0.529301,-1.259857,-1.109372,0.028883,-1.853221,-0.788292
mot,-0.095571,-1.146469,2.001361,1.172079,-0.643392,0.455051,0.726318,0.208444,-0.23223
algébrique,-1.182549,0.557661,2.803661,-0.539037,-1.968138,0.25037,-0.249145,0.483467,-0.044568
degré,0.995312,-0.230445,0.526921,-0.463575,-0.299982,-1.202328,0.470554,0.143632,1.000701
langage,-1.987174,0.329036,2.43651,1.220083,-0.809524,0.65942,0.069304,-0.112696,0.078086
nul,1.125736,-1.276903,0.485405,0.418766,-2.108128,1.089932,-0.224749,-0.846628,0.450069
moins,0.326831,-1.686465,0.356028,1.873744,-1.824359,-0.528208,0.372693,-0.924766,-0.559143
objet,-0.726208,-0.743819,1.840432,1.339255,-0.955785,-1.140298,0.644589,-0.323252,-0.415072
triangle,0.233318,-0.350416,1.41001,-0.267668,-0.093673,0.270423,-1.071428,-0.527883,-0.737756
structure,-0.966361,0.095044,1.592711,1.143701,-1.232863,-0.740316,0.321567,-1.275225,-0.785154
corps,-0.242903,-1.392732,0.384366,0.729685,-1.260607,-1.316099,0.351521,0.185161,-0.466848
rapport,-0.51854,-0.341865,0.741754,1.215807,-2.153938,-0.392923,0.595554,-0.920237,0.257809
longueur,1.018849,-1.253187,1.286897,0.04751,-1.222063,-1.223417,-0.951114,-1.9383,-1.015201
informatique,-1.973536,1.609099,1.012194,1.570055,-0.871896,0.230736,-0.329836,-1.340316,0.125096
infini,-0.628738,-0.975376,2.539309,-0.188899,-1.720192,0.502698,-0.332324,0.499864,0.005252
variété,-0.907877,-0.282661,1.637822,0.682428,0.58831,-0.439587,0.062042,-0.3184,-0.807215
ligne,1.316175,0.220248,0.657869,0.857188,-0.694257,-1.561524,-0.114837,-1.636661,0.452896
positif,-0.990173,-0.820819,1.306274,0.673779,-2.042526,0.624222,0.006826,-0.485158,0.76469
angle,0.439091,-0.895367,1.747932,0.273898,-0.955173,-1.022449,-1.178434,-0.413536,-0.932693
polynôme,-0.510879,-0.671626,2.224275,-1.975223,-2.532255,0.052179,-0.59954,1.102086,0.175768
centre,0.59867,0.811221,0.057596,2.060054,0.013586,-1.284405,0.440791,-1.607217,-0.27711
démonstration,-0.66937,-0.073291,1.017001,0.419368,-1.695312,0.422786,-0.476202,0.073574,0.22046
vectoriel,-0.845268,0.116996,3.156615,-0.82392,-2.173306,0.249408,-0.900143,-0.296651,-0.125918
limite,0.258799,-0.112763,0.724215,1.107435,-1.546729,-0.834651,0.06734,-0.897273,-1.059326
représentation,0.380846,-0.347781,1.903509,1.338606,-0.902933,-0.008209,0.691928,0.116184,0.165621
famille,0.299712,-0.590789,-0.366062,1.242891,0.326319,-1.762322,1.210222,0.931032,0.065209
arête,1.094416,-0.959487,1.675226,-0.402028,-0.78914,-0.269555,-1.374705,-0.217134,-1.580585
distance,0.078533,-1.127966,0.643534,0.535758,-1.629182,-0.231216,-0.64398,-1.489972,-0.398387
surface,-0.402888,-1.214105,1.194053,0.317358,-1.483503,-1.446483,-0.486278,-1.86492,-1.55537
aléatoire,-1.116165,-0.606837,1.79061,-0.103849,-2.422732,0.919529,-0.509838,-0.259587,-0.396518
naturel,-0.367913,0.179677,1.230423,1.37732,-0.732991,-1.542821,1.219747,-0.957927,-1.281471
normal,-0.792431,-0.043715,0.827894,0.551185,-1.216966,-0.689522,-0.054629,-0.706515,-0.178765
arbre,-0.104671,-1.303621,1.433849,0.809892,-0.193427,-1.050914,0.009088,-0.540861,-1.5721
démontrer,-1.544538,-0.412915,0.712357,0.46616,-1.839106,0.209175,0.525108,0.64414,-0.19634
algèbre,-1.197904,0.576823,2.427734,-1.108849,-1.783405,0.017862,-0.799581,0.427763,-0.268231
règle,-0.31189,-0.211724,1.074185,1.262847,-2.552794,0.404091,0.414223,-0.015436,0.244918
volume,-0.548838,-0.37795,1.839221,-0.711422,0.356086,-1.194855,1.291761,-1.30017,1.322485
calculer,-0.729112,-0.60539,1.436594,-0.33405,-2.871329,0.177977,-0.586298,-0.889804,-0.209274
constant,-0.735924,-0.132708,1.094024,0.003546,-1.757114,-0.918538,-0.14761,0.375849,0.313602
quatre,1.150478,-1.356529,0.165449,1.484623,-0.90664,-1.281788,-0.074247,-0.846097,0.273853
différentiel,-1.38912,0.190589,1.710093,-0.686435,-2.201795,-0.157609,-0.905408,-0.162241,-0.23119
hypothèse,-1.123888,-0.69113,1.278913,0.573007,-1.703867,-0.141664,1.011462,0.720028,-0.415606
image,-0.739299,-0.719846,1.701684,1.454287,-0.132245,-0.193625,-0.096523,-0.449832,0.58247
régulier,0.693723,-0.706448,0.166187,1.031551,-1.3945,-0.054152,-0.869566,-1.149246,0.17188
complet,-0.095086,-0.297956,1.12106,0.831168,-0.745433,-0.349814,0.247437,-0.629573,0.712401
racine,-0.29984,-0.803608,1.831316,0.424551,-0.152431,-0.711188,0.428414,0.412003,-0.625346
coefficient,-0.389094,-0.395975,1.595125,-0.755153,-2.627622,0.592378,-0.487915,-0.893979,-0.031042
côté,0.590522,-1.453157,0.033354,1.927464,-0.071759,-1.048884,-0.573193,0.202146,-0.114117
preuve,-1.147493,-0.880684,0.543141,1.060139,-1.986546,0.133063,0.698914,1.164311,0.257803
axiome,-0.629987,0.467532,1.655557,-1.116937,-2.89194,0.607106,-0.635065,0.915784,0.027686
$\mathbb{R}$,0.023572,-1.265768,0.579529,-1.054271,-0.109118,-0.06959,-0.474658,-1.727519,1.273215
continue,-0.203506,-0.703348,-0.083729,1.267919,-0.965448,-0.472702,0.156326,-0.231761,0.279554
résoudre,-0.986806,-0.797535,0.148825,0.764987,-2.127261,0.100394,0.049117,0.712459,-0.053312
arithmétique,-1.172414,0.722719,2.189627,-0.787763,-2.096703,0.256259,0.006743,0.630699,-0.051438
conjecture,-1.840851,0.227342,0.813072,-1.2633,-1.09792,0.474595,-0.745098,1.016133,-0.138182
réseau,-0.314964,1.00113,0.331544,1.676336,-1.324346,-0.711268,-0.448518,-2.111636,-0.35468
opération,-0.456373,-0.759039,-1.016212,0.974735,-1.569485,-0.301263,0.380522,-1.006517,0.00424
chiffre,0.491847,-0.116205,0.99933,0.349821,-2.125817,-0.091928,0.106812,-1.39098,0.117889
expression,-1.019696,-0.510082,1.949794,1.486151,-0.928628,0.6753,1.161294,0.08404,-0.012713
propre,-0.745185,-0.89794,0.611435,2.10217,-1.199475,-0.40714,0.378808,0.013512,0.191731
principal,-0.118084,-0.656254,-0.017763,1.798808,-0.23898,-0.959078,0.278915,-0.788564,0.149319
paramètre,-1.16711,-0.427056,1.892843,-0.175509,-2.623778,0.106219,-0.270425,-1.154763,-0.748418
coordonnée,0.256772,-0.150061,1.923428,-1.113831,-1.749134,0.202692,-0.188363,-0.927527,-0.970085
opérateur,-1.125023,0.655599,0.284499,0.586687,-1.384957,-0.22508,-1.193613,-0.734175,0.496729
numérique,-1.313492,0.837715,1.607086,1.32406,-1.159315,0.105378,-0.618222,-1.502803,0.640041
unité,0.107373,-0.003903,-0.138736,0.738376,-1.808662,-0.80097,0.645092,-1.423366,-0.154817
liste,0.888616,0.081103,0.381239,1.173855,0.159527,-1.230639,1.007635,-1.49116,0.597198
convexe,0.250738,-0.242986,2.559599,-0.515393,-1.710772,0.590944,-1.500979,0.026708,-1.485071
rationnel,-1.39275,0.20711,2.25314,0.2692,-2.280151,0.67455,0.20383,0.61787,-0.140364
nœud,0.326245,-0.913906,1.15073,-0.435694,-1.580539,-0.502959,-1.232586,-1.002279,-0.903265
$\mathbb{Q}$,-0.097847,-0.755695,1.044883,-0.990394,-0.708878,0.847969,-0.63366,-0.835584,0.712909
topologie,-0.712112,0.508628,2.369182,-0.743388,-1.721995,0.331917,-0.830256,0.135084,-0.688974
origine,0.047892,-0.562247,0.399523,1.676564,0.150976,-1.048235,1.155434,-0.12735,-0.063802
distribution,-0.75767,-0.475879,-0.473662,1.018825,1.273571,-0.230035,-1.149279,-0.162423,1.234765
intervalle,0.229805,-1.127908,1.57544,-0.31132,-2.338004,0.04547,-0.619691,-0.322813,-0.357291
compact,-0.665098,-0.564161,1.973393,-0.356979,-0.739707,-0.087936,-1.24495,-1.320987,-0.573356
reste,0.37408,-1.206625,-0.146772,1.760009,-1.155728,-0.919889,0.649311,-0.083845,-0.435482
test,-1.581928,-0.706213,-0.037748,0.321313,-1.557839,0.411795,-0.288998,-1.486949,0.388564
proposition,-0.391798,0.206449,0.164669,1.031132,-2.211757,0.350399,0.577154,0.273311,1.0471
catégorie,0.113647,-0.264749,0.751816,1.610346,-0.50146,0.799785,-0.217019,-1.718877,0.872509
programme,-1.191305,0.497541,0.099117,1.995143,-1.001624,0.452153,0.323398,-1.915052,0.794392
intégral,-0.805922,0.592469,1.473903,-0.886934,0.662707,-0.436017,1.212313,-0.95721,1.017006
complexité,-1.597883,0.087162,1.879049,0.698549,-2.01246,0.798755,-0.359865,-0.096462,-0.478369
automate,-0.824977,0.945581,1.423516,0.118035,-1.2321,0.270935,-1.637618,0.14703,-0.791683
moyenne,1.071951,-0.922027,0.572356,0.306872,-2.011705,-0.653198,-0.316511,-2.406501,-0.302673
symbole,0.519334,-0.704974,1.805574,0.985478,-0.51297,0.488846,0.850344,0.188926,-0.968425
axe,0.644024,-0.245461,0.74487,0.438072,-1.095142,-0.605806,-0.709928,-1.400754,-1.334874
euclidien,-0.180793,0.613172,3.244752,-0.719205,-2.304896,0.140504,-1.140853,0.238476,-0.471688
