word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
un,0.045426,-0.007274,-0.378291,-0.328673,0.558018,-0.01611,-0.017611,0.08551,-0.917342,0.259146,0.831323,1.886512,0.138085,-0.154987,-0.199473,-0.229262,-0.270447,0.267194,0.246698,-0.484851,0.208654,0.615381,0.177676,0.080005,-0.192599,0.868748,-0.235049,0.891095,-0.378927,-0.275487,0.061519,-0.174702,-0.926038,-0.140173,-0.40687,-0.256281,0.209557,0.102725,0.146424,-0.665785,-0.210469,-0.475153
nombre,-0.648591,-0.279568,0.254686,0.328561,0.251168,0.424385,-0.076942,-0.235631,-0.436861,0.287228,1.280352,1.338117,0.506609,-0.080681,0.120989,-1.274438,-0.540125,-0.276097,0.351461,-0.420527,-0.605549,0.948337,0.514306,0.460497,-0.023361,0.822485,-0.752704,0.284707,0.121967,-0.897092,-0.524484,-0.755788,-0.701857,0.253971,-0.731663,1.063321,1.232253,0.622714,0.419017,-0.669086,-0.02993,-0.381217
$\mathbb{N}$,-0.299933,-0.795888,-0.360567,0.039483,0.546487,-0.159625,-0.110744,-0.234547,-0.493491,0.395535,0.946479,1.264155,0.162201,-0.304601,-0.34557,0.080103,-0.818464,0.204682,0.142294,-0.18858,0.117091,0.900816,-0.062767,-0.103831,0.428908,0.679137,0.163992,0.219653,-0.165051,-0.549691,-0.458438,-0.361593,-0.699037,0.335777,-0.406369,0.066403,0.844142,0.142911,0.488601,-0.135295,-0.654246,-0.445674
deux,-0.279568,-0.176725,-0.108168,-0.017746,0.153074,0.046666,0.070265,0.644246,-1.009631,-0.372034,0.377531,1.991226,0.113886,-0.004657,-0.484774,-0.612344,-0.559359,0.129996,0.258774,-0.211195,0.267407,1.19678,-0.304961,0.053674,-0.051753,0.501998,-0.378425,0.348145,-0.846197,-0.345156,-0.003611,-0.25848,-0.639074,0.342621,-0.641475,-0.032191,0.034184,-0.115042,0.234984,-0.473031,0.079948,-0.441113
fonction,0.0378,-0.410625,0.235853,-0.64047,0.865489,0.077195,0.275704,-0.22655,-1.58046,-0.333757,0.917955,0.652725,0.194079,-1.091035,0.090546,-0.408899,-0.562853,-0.644097,-0.729877,-0.829187,-0.422628,0.599981,0.231153,-0.549986,0.092294,1.412144,-1.022797,0.182533,0.294473,-0.391331,-0.244247,-0.13883,-0.126618,0.400088,-0.781663,-0.097113,0.739433,0.602677,0.091309,0.240912,-0.023186,-1.579574
premier,-0.415798,0.009773,0.30193,0.662355,-0.070928,-0.273738,0.234946,0.064509,-0.922805,0.131312,-0.336479,1.643822,-0.060072,0.250621,-0.717316,-0.302229,0.014066,-0.323128,0.346918,-0.503767,-0.093861,1.330634,-0.380874,-0.336639,0.183367,0.394521,-0.018853,0.325257,-0.450129,-0.444543,-0.024296,0.105966,-0.963246,0.172355,-0.462709,-0.22699,0.438721,0.026356,-0.17778,-0.287829,0.121343,0.13096
ensemble,0.032624,-0.483066,-0.592788,-0.599108,-0.024796,0.152261,-0.177085,0.110294,-0.985471,-0.485686,0.634796,1.468687,0.249722,-0.047742,-0.432045,-0.54429,-0.104876,0.48799,-0.190103,0.085947,-0.424633,0.791587,0.023574,-0.456763,0.500135,0.517074,-0.949621,0.490872,0.095209,-0.473139,0.364237,-0.176354,-0.438704,-0.319336,-0.500201,0.844528,0.188802,0.055216,-0.157855,-0.237737,-0.390306,-0.836648
point,-0.556395,-0.194996,-0.283223,0.367481,0.078758,0.398807,-0.698394,0.000488,-0.453373,-0.674322,0.82075,1.654591,0.138137,0.707101,0.04737,-0.316777,-0.33024,0.028868,-0.028898,0.68652,0.613416,0.640403,0.254122,0.49111,0.262112,1.005545,-0.726696,-1.013183,-0.673272,-0.582191,-0.735213,-0.553187,-0.539418,0.087366,-0.701953,0.04084,1.683992,0.048069,0.115175,-0.532998,-0.247499,-0.143733
théorie,0.025067,-1.355932,-0.75944,0.296487,-0.146319,-0.166104,-0.097929,-0.556329,-1.298878,-0.010552,-0.290004,-0.616787,-0.054669,-0.745332,-0.122971,0.202021,0.519514,0.665938,-0.229381,-0.480342,0.217031,-0.6707,0.229919,0.216491,0.26335,2.576345,-0.997525,0.718776,0.180301,-0.077202,-0.035092,-1.010929,-0.497247,0.296193,-0.11836,0.400592,1.426711,1.416956,-0.44424,-0.603224,-1.219422,-0.546703
exemple,0.148372,-0.623312,-0.524978,-0.500431,0.57347,0.472874,-0.21537,-0.284291,-1.139876,0.654179,1.339637,0.491371,0.138245,-0.43436,-0.261885,0.042578,-0.376203,0.35129,-0.034256,-0.098275,0.171714,0.104639,0.546733,-0.096707,0.164604,0.739466,-0.269754,0.561567,0.168064,-0.893358,0.535019,-0.481973,-0.737236,-0.140204,-0.826637,0.0559,0.817933,0.348726,0.237228,-0.696344,-0.337961,-0.612877
espace,0.0771,-0.492812,-1.264068,-0.446277,0.28078,0.641414,-0.345436,-0.249441,-1.14376,-0.104409,0.486711,1.229762,0.048162,-0.176289,-0.077174,-0.170169,0.074317,0.760416,-1.12719,0.840634,0.372082,0.342516,-0.050504,-0.396237,-0.12328,0.560956,-2.078392,0.884201,0.65005,-0.396137,-0.499851,-0.020427,0.123128,-0.467472,-0.706028,1.062753,0.135224,-0.069364,-0.081655,-0.126147,-0.536164,-0.615004
théorème,-0.287381,-1.308468,-0.04983,-0.855172,0.240655,-0.730407,-1.130735,-0.448731,-1.502462,-0.621737,0.200839,-1.731754,-0.096872,-0.220993,-0.44641,-0.528194,0.264488,0.158949,0.088328,-0.287733,-0.322802,-0.379696,0.226525,-0.601817,-0.401621,1.286209,-2.212563,-0.608235,-0.599352,-0.440549,0.180471,-2.196706,0.738293,0.412791,-1.88973,0.645504,1.343197,0.761821,-0.548409,0.128353,-1.937211,-0.171475
problème,-0.041891,-1.112463,-0.738132,0.580059,0.264023,-0.073585,-0.580267,-0.823428,-0.583022,0.400965,0.602706,0.909366,0.407297,-0.595228,0.093136,-0.14464,-0.299383,-0.242196,-0.345445,-0.381332,0.065786,-0.712969,0.047035,-0.15799,-0.059431,1.869184,-0.454431,0.294045,-0.244829,-0.507097,-0.273589,-0.586583,-0.891223,0.207314,-0.428108,-0.480069,0.818678,0.097575,0.036823,0.048226,-0.641888,-0.184975
valeur,-0.168276,-0.364123,-0.37597,-0.303398,1.172792,0.120814,-0.497653,-0.467753,-0.483775,0.179635,1.590564,0.413939,0.487811,-0.03763,-0.452006,-0.713075,-0.067279,-0.443377,-0.315984,0.354201,-0.193269,0.248232,0.410614,0.310653,0.984611,1.333491,-0.564179,0.96525,0.264127,-0.558256,-0.24654,-0.812477,-0.484759,-0.144797,-1.024391,0.694537,1.623614,0.511805,-0.093025,-0.301614,-0.363913,-0.762517
groupe,-0.664504,-0.365,-0.155288,-0.009518,-0.778471,-0.322825,1.149496,-0.137499,-0.704298,-0.416895,0.313836,1.058503,-0.085011,-0.352747,0.029159,-0.625089,0.290649,-0.261427,-0.671481,0.193929,-0.137467,1.065887,-1.150021,-0.532765,0.309827,0.132751,0.534023,0.167175,-0.289377,-0.636927,0.433804,0.136933,-1.816002,-0.750612,-0.698132,0.628155,0.184192,0.262143,0.183066,-0.747039,-0.727603,-0.071402
graphe,0.891071,-0.488645,-0.260803,-1.082501,-0.346257,-0.208655,-0.364502,0.197625,-0.790028,-1.498465,1.1217,-1.392104,0.683872,-0.162311,0.217305,-0.760359,-0.4819,0.180628,0.360252,-0.495385,0.0144,-0.175843,1.166765,0.619015,-1.221861,0.77422,-2.821956,-1.054029,0.384524,-0.461473,-0.830429,-2.374536,-0.205493,0.047055,-0.737991,1.116621,-0.14893,0.605641,0.009931,-1.068568,-0.651115,-0.480831
forme,0.656596,-0.670368,-0.594446,-0.810346,0.082709,0.44915,0.47613,0.408465,-1.356683,0.803833,1.032884,0.864086,-0.329138,-0.485694,-0.596391,-0.175999,-0.302057,0.66474,0.385201,-0.159009,0.105211,0.425513,-0.545717,0.21459,0.206148,0.919901,-0.505381,0.761196,-0.643079,-0.722916,0.521015,-0.654136,-0.588684,-0.124393,-0.545099,0.061532,0.340317,-0.461393,-0.374135,-0.808171,0.068987,-0.580125
entier,-0.329498,-0.82791,-0.25024,-0.201371,0.427419,0.48877,0.485454,-0.191382,-0.574276,0.328574,1.130424,0.82576,-0.058774,-0.03024,-0.463038,-0.942594,-0.243258,-0.038871,-0.211579,-0.257491,-0.383199,0.958132,0.128342,0.098423,0.199929,0.191606,-0.699633,0.457413,0.166967,-0.540657,0.189761,-0.978571,-0.406152,0.41698,-0.789526,0.660641,0.524535,0.078799,0.060464,-0.425451,-0.594246,-0.348684
système,0.288048,-0.515618,-0.033268,-0.446255,0.365812,1.077321,0.191473,-0.745674,-1.79255,0.273754,1.008184,0.716489,0.634199,-0.531494,-0.666798,-0.174389,-0.65397,-0.677038,-0.146118,-0.796431,0.944682,-0.644397,-0.122105,-0.232696,-0.064653,1.887769,-0.934351,0.339068,0.078203,-0.323263,-0.421324,0.337746,-1.225683,-0.644084,0.248684,-0.145152,0.664599,0.063869,-0.123517,-0.439413,-0.059242,-0.68298
équation,-0.517817,-0.70568,-0.670986,0.042176,1.023914,0.385902,-0.696884,-0.905211,-1.958891,-0.385708,0.469648,-2.198803,-0.088155,-0.633365,-0.356667,-0.351042,-0.401892,-0.039844,0.019673,-0.329144,0.040531,-0.478577,-0.441988,-0.698427,-0.585859,1.677445,-2.369663,-0.606571,-0.392798,-0.111698,0.278442,-1.477068,-0.427989,0.890128,-1.05301,0.688357,1.297565,0.821563,-0.18646,-0.124143,-1.151547,-1.47092
suite,-0.305876,-0.308736,-0.1689,0.490021,-0.253604,-0.169929,0.205676,-0.246336,-0.520017,0.27381,-0.146866,1.533173,-0.049348,-0.549154,-0.185073,-0.636447,-0.709275,-0.349654,0.269708,-0.599986,-0.388265,0.805335,-0.801504,-0.57152,0.047062,0.615763,-0.096284,0.265558,0.053173,-0.417097,0.261339,0.08161,-0.687056,0.512599,-0.084481,-0.575351,0.56108,-0.064191,0.153189,0.257158,-0.361168,0.156684
algorithme,-0.254139,-1.123433,-0.185771,-0.373317,-0.481448,0.738516,-0.647189,-0.140302,-1.271491,0.78478,1.208369,-0.934171,0.558021,-0.308608,-0.512881,-0.195436,0.507682,-0.654016,0.434947,-0.673393,-0.041362,-0.888923,1.22385,-0.686425,-0.769449,1.374365,-2.256998,-1.539289,-0.097764,-0.721476,0.060431,-1.29478,-0.981247,-0.264078,-0.603304,0.114548,0.56954,0.049547,0.074239,1.106762,-0.646055,-0.471406
calcul,-0.121036,-0.757025,-0.32966,0.397703,1.053247,0.851327,-0.374546,-0.468472,-1.316183,0.779706,0.640529,-0.505701,0.326032,-0.053599,-0.329998,-0.548699,0.048144,-0.786958,0.166441,-0.853463,0.295103,-0.585429,0.94919,-0.2041,-0.018682,2.035074,-1.800113,-0.277085,-0.11556,-0.925369,0.031066,-0.759672,-0.560849,0.388308,-0.872214,0.407082,1.264203,0.2943,-0.404306,0.072683,-0.13465,-1.068441
application,0.56114,-0.647216,-0.213509,-0.284236,1.071674,1.080013,0.824239,-0.546528,-1.970312,0.325839,0.804262,0.243843,0.503189,-0.708882,-0.14945,-0.183989,-0.181844,-0.254285,-0.478917,-0.365368,0.089843,-1.125696,0.200289,-1.309477,0.214237,1.379341,-0.980875,-0.146554,0.695379,-0.780172,-0.379711,0.453402,-0.763847,-0.00507,-0.673576,0.165499,1.146873,0.652952,0.217675,0.464769,0.138124,-0.378522
élément,0.210692,-0.354178,-0.785108,-0.752453,-0.136902,0.8222,-0.054285,0.428087,-0.633187,0.833147,0.78928,0.835292,0.537815,-0.602288,-0.413765,0.387555,-0.177977,0.685347,-0.160917,-0.291219,0.074392,0.326184,-0.371154,0.221486,0.636327,1.337776,-0.687085,0.959619,-0.28962,-0.929592,0.786634,-0.354034,-0.167757,-0.238421,-0.634928,0.582217,1.011534,0.424102,0.27159,-0.599382,-0.276589,-0.627827
grand,-0.088784,0.405659,0.024591,0.014625,0.585789,0.02655,-0.444406,0.115801,-0.606559,0.032089,-0.135228,1.975575,-0.13434,0.201377,-0.29827,-0.072373,0.20716,0.27103,0.062236,0.18063,0.337905,1.034243,0.049623,-0.053369,0.169813,0.392672,0.212332,1.197711,-0.154445,0.418105,-0.145201,-0.391257,-0.325566,-0.308261,-0.192369,-0.184571,0.213377,-0.418166,-0.492113,-0.625195,-0.048684,-0.489521
