word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
terme,0.570007,0.067262,-1.051772,0.171189,-0.439635,-1.032218,0.487702,0.314233,0.310819,-0.797625,0.577923,-0.307287,0.115948,0.517434,-1.413335,0.164692,0.592574,0.388584,0.026268,0.488874,-0.152437,-0.420393,-0.185581,0.260273,0.589105,0.454399,-1.037682
trois,0.481718,0.034894,-0.037691,0.12089,0.106991,0.583711,-0.506176,0.061912,-0.160334,-1.377233,0.770851,0.052317,0.289956,0.13803,-1.822774,-0.55136,0.125883,-0.085108,-0.575236,-0.364902,0.861523,0.318071,0.172828,-0.373875,0.558919,0.588841,-0.342173
plan,-0.15106,-0.484946,-1.192094,0.119611,-0.44661,0.102164,0.415503,0.129571,-0.491064,-0.530919,0.258373,6.8e-05,0.272707,0.832688,-1.418649,-0.498759,1.025127,0.076538,0.097597,-0.370865,-0.318777,0.263958,0.674042,-0.640207,0.351288,1.158353,0.659293
formule,0.400244,-1.382356,-0.086409,0.586972,-0.824361,-0.125492,-0.894001,0.250243,1.497769,-0.209971,1.08033,-0.452342,-0.145069,0.612638,-1.071319,-0.036308,0.063615,0.037798,-0.532055,0.371205,-0.142577,-0.846525,-0.343933,0.062499,0.139657,-0.602722,-0.887137
droite,0.969965,-0.315964,-0.23786,-0.223752,-0.008756,1.09117,0.779294,-0.344874,-0.657488,-0.713311,1.040618,0.293042,-0.068871,0.807488,-1.337926,-0.172113,0.977706,2.069091,-0.508804,-0.409472,-0.007847,1.16739,0.025589,-0.661056,0.747861,0.192038,0.096453
$\mathbb{C}$,0.27882,0.176267,-0.354329,-0.607508,-0.677535,-0.577035,-0.120334,-0.11544,0.37575,-0.358399,0.898093,-0.629921,0.054938,0.502991,-1.357223,-0.35274,-0.038197,-0.450627,-0.430965,-0.196506,0.426628,0.15964,-0.089018,0.124358,-0.041578,0.000374,-0.314673
solution,0.120133,-0.826672,-1.175229,-0.088107,-1.629679,-0.332271,-0.044125,0.268448,0.387107,0.221969,0.433998,-1.114675,-0.270156,0.790985,-0.754278,-1.316034,0.507151,-0.290442,0.865967,0.850289,-0.655956,-0.88294,0.250478,-0.284088,0.022829,0.641261,-0.788824
modèle,0.436473,-1.21075,-1.084284,-0.35636,-1.386239,-1.127828,0.005732,0.311539,0.632365,-0.027637,0.249485,-0.20136,0.707816,0.600171,-0.870529,-0.935843,-0.213733,-0.296548,-0.236507,-0.973962,0.115163,-0.629283,0.764048,-0.574808,0.391195,0.017589,-0.799314
linéaire,0.301355,-1.250602,-1.172156,0.6888,-0.869645,-0.000571,1.682173,-0.221586,0.476855,1.211017,1.183212,-1.001444,0.08302,0.739901,-1.052095,-0.756711,0.465216,0.611076,-0.117044,-0.855533,0.078483,-1.129215,-0.359706,-0.960693,-0.178307,-0.06821,-0.154476
probabilité,0.08859,-0.328223,-1.352674,0.145609,-0.386432,-0.102862,0.406662,-0.838064,0.930918,0.456285,0.817039,-1.092115,-0.329017,-0.6282,-1.093958,0.310336,1.243467,-0.005989,1.131715,-0.409635,-0.015506,-1.903465,-1.078275,-0.313692,-0.688916,-0.368563,-0.602241
