word,1,2,3,4,5,6,7
number,0.513482,0.036765,1.379185,1.0457,0.340513,-0.516265,-1.515179
function,0.602972,1.023739,2.004647,1.227284,-1.398388,-0.928509,-0.017532
one,0.719167,0.415494,1.639609,-0.065028,1.033093,-0.353671,-1.718522
set,0.50086,0.781534,1.04632,0.025917,0.630321,-0.668263,-1.509129
group,0.601388,0.756577,1.089772,0.713719,1.10603,-1.133365,-0.818249
space,0.91353,1.079029,0.826689,0.461202,-0.683497,-1.164779,-1.408861
two,0.907209,0.045881,1.147911,0.216884,0.9445,-0.270136,-2.041041
theory,1.079927,1.870228,1.54343,-0.311333,-0.877578,-1.126648,1.34465
point,0.294036,0.183721,0.872558,0.794305,0.517036,-0.032876,-2.047162
theorem,-0.22633,0.980022,0.1956,-0.454543,-2.288236,0.055997,1.449101
example,0.835961,0.699838,2.121556,-0.001315,-0.619442,-1.049863,-0.664041
form,1.480894,0.098354,1.742451,0.137706,-0.11529,-0.69334,-1.020768
define,0.616548,0.831113,2.051523,0.72314,-1.025461,-1.089224,0.034768
graph,-0.245407,0.764015,0.581575,0.292674,-2.352829,-1.01786,0.682353
value,0.152263,0.980846,2.23568,1.078376,-0.838516,-0.776967,-0.35667
problem,0.329753,1.643463,1.949714,0.607619,-0.344775,-0.199086,-0.223379
mathematic,1.084845,1.157525,-0.001509,0.582895,-0.445814,-1.373565,1.769403
order,0.674382,-0.026678,1.973267,0.541226,1.08238,0.240291,-0.647201
equation,0.158614,0.893412,0.717215,0.061896,-2.572787,-0.447372,0.570707
first,0.868392,0.376875,0.757139,0.180228,1.785097,-0.530414,-1.368605
vector,-0.125475,0.862369,0.860848,0.534258,-2.534215,-1.289426,-0.184883
algebra,0.049457,0.470102,-0.004474,0.130098,-2.451936,-0.938153,1.449731
$\mathbb{N}$,-0.160686,0.006183,-0.504171,0.041762,-0.678796,-1.243354,-1.325213
field,1.275044,1.056146,0.288597,0.953793,0.354291,-0.298986,-1.083441
element,0.863065,0.569541,1.990671,-0.280644,-0.98901,-1.228666,-0.794775
system,0.925519,1.248554,1.614148,2.044159,-0.640236,-1.470879,-0.819214
matrix,-0.105748,1.101937,0.623231,0.168833,-2.246317,-1.008102,-0.314164
mathematical,0.974219,1.550421,0.489257,0.183611,-1.247824,-1.712186,1.670786
method,0.908902,1.753525,1.760707,0.531968,-1.474135,-0.919011,0.01599
finite,-0.345594,0.622753,1.260661,0.202318,-2.692275,-1.216229,0.510893
result,0.253576,0.827106,1.863189,1.167934,0.568975,-0.065761,-1.153165
vertex,-0.758553,-0.612176,0.569533,-0.029366,-2.835708,-0.52091,-0.298567
term,0.863836,0.978264,2.175762,0.590633,0.273614,-0.360957,-0.039601
line,1.030065,-0.379263,0.531521,0.800119,0.237577,-0.224582,-2.100937
model,0.368065,1.208946,0.581608,0.85085,-0.556025,-1.421109,-0.874253
real,-0.153404,1.284372,1.13495,-0.188019,0.865678,-0.829806,-0.893526
property,1.671459,0.609988,1.486562,1.143979,-0.234177,0.360745,-0.243457
geometry,0.721125,0.493166,0.44082,-0.110743,-2.562892,-1.406111,0.458188
complex,1.443125,0.311973,1.398803,0.536463,-0.97242,-0.943923,-0.730282
linear,-0.195696,-0.272829,0.713073,0.977185,-2.253818,-1.593274,-1.165626
polynomial,-0.916148,0.527602,0.611756,-0.30112,-2.788416,-0.327516,1.143491
algorithm,-0.596818,1.689276,0.739755,0.428522,-2.142592,-0.932318,0.399072
mathematician,0.590249,0.300163,-1.224427,-0.873254,0.681046,-0.369941,2.580018
definition,0.235078,1.20893,1.948604,0.700667,-1.016201,-1.325132,0.441745
product,0.66932,1.512232,1.113402,1.285461,-1.00378,-1.363214,-1.215646
state,0.980254,0.805397,1.294371,1.290423,1.879178,0.074471,-0.483937
sequence,0.063663,0.922304,1.128802,-0.311628,-1.573738,-1.176091,-1.103844
distribution,1.008665,0.304831,0.998237,1.022122,-1.085739,-1.126642,-0.770586
variable,-0.030586,0.485794,1.430831,0.801353,-2.380129,-1.130721,-0.724318
solution,0.465601,1.590278,1.529247,1.147033,-1.345151,-0.858698,-0.183712
square,0.86817,-1.14807,0.066585,0.720002,-0.041606,-0.231811,-1.808057
map,1.647697,-0.346276,0.577396,0.70999,-0.40237,-0.955386,-0.368409
class,0.723728,0.333132,0.519882,1.200358,0.712223,-0.562324,-0.910157
integer,-1.200719,-0.194282,0.812476,0.594204,-2.382049,-1.155638,-0.015573
mean,0.372059,0.129462,2.391929,-0.182708,-0.146234,-0.461835,-1.117404
proof,-0.225008,1.163531,1.483282,0.026984,-0.71906,0.17287,0.084649
