word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
number,-0.071178,0.6333,0.953092,0.283136,0.434254,0.482133,-0.165248,-0.406661,-0.584923,-0.029224,-0.652216,0.224029,0.971404,-0.078448,0.488265,-0.472934,-0.113697,0.133989,-0.122494,-0.704873,0.168868,-0.176507,-0.18447,-0.49148,0.263777,0.061319,0.373507,0.334963,0.398869,0.067246,0.007195,-0.849783,-0.732942,0.036529,-1.716479,-0.099396,0.025447,0.080801,0.760392,0.185768,-0.124653,-0.763223,0.133901,-1.022792,-0.082436,-0.291774
function,-0.948398,1.059861,0.657816,0.844769,0.004123,0.541111,0.369694,-0.078344,-0.502093,0.404323,0.180514,-0.044363,0.166412,-0.09445,-0.551747,0.231066,-0.36474,-0.543686,0.169533,0.676522,-0.362023,-0.317773,-0.93513,-0.279183,-0.952894,-0.035212,-0.195898,-0.418359,1.00875,-0.670845,-0.401972,0.067949,-0.735277,0.260242,-1.70812,-0.498745,-0.938664,0.315363,1.514124,-0.660934,-0.399322,-1.249875,0.695308,0.425347,-0.714149,-1.100988
one,-0.307486,0.455636,0.124031,-0.349098,0.489487,0.111323,0.544319,0.035421,-0.223482,-0.104479,-0.389806,0.246986,0.583398,-0.103588,-0.005873,-0.273633,0.104358,0.611282,0.296667,-0.05962,-0.185805,-0.225335,-0.16611,-0.410341,0.328529,0.1421,0.1714,1.004088,0.069411,0.387224,-0.094731,-0.267788,-0.321357,-0.271247,-0.939676,0.110644,0.232202,0.009773,0.863083,0.276366,0.102905,-0.915785,0.494666,-0.082398,-0.082834,-0.446625
set,-0.494251,0.429455,0.447839,-0.051837,0.667053,-0.059936,0.393329,-0.394505,-0.32199,0.079066,0.128915,-0.132735,0.400123,0.180989,0.240712,-0.400511,0.17515,-0.258118,0.131843,-0.602172,0.005316,0.013738,0.073784,-0.379243,0.129133,0.533921,0.43035,0.71487,0.310467,0.169492,-0.017906,-0.306021,0.194132,-0.015292,-0.889437,0.511883,0.026475,-0.1932,0.870484,0.191027,0.169518,-1.166153,0.627598,-0.317907,-0.350703,-0.678765
group,-0.429346,-0.514656,-0.522548,-0.471778,-0.08164,0.019418,0.085977,-0.094542,-0.028987,-0.101721,-0.331064,-0.024999,0.548487,0.499857,-0.054548,-0.660519,-0.206938,0.496725,-1.082822,0.553208,-0.271688,-0.076414,-0.552809,0.238182,0.353011,-0.416929,0.487061,0.414063,-0.323126,-0.051581,0.332236,-0.670887,-0.258396,0.394837,-1.5968,0.306932,-0.415309,0.218305,1.126667,0.082112,0.066821,-0.854266,-0.03351,0.052852,-0.52693,-0.110024
space,-0.638908,0.016055,0.831278,-0.100752,0.440702,-0.998731,0.370507,-0.823696,-0.395701,0.698342,0.231324,-0.271953,0.444729,-0.068824,-0.663974,-0.273331,-0.454719,-0.477846,0.10891,-0.297422,-0.271066,-0.907062,-0.069912,0.122493,-1.203467,0.420201,-0.153574,-0.355251,-0.088723,0.071601,-0.295342,0.463187,-0.755834,0.101872,-1.503465,0.695163,0.315333,0.006925,1.107514,0.381514,0.408317,-1.215746,0.253464,-0.190779,-0.751257,-0.639191
two,-0.645411,0.02449,0.118924,-0.234045,0.670018,0.277242,0.205343,-0.23696,-0.057956,0.068421,-0.660505,0.483721,0.760799,-0.323204,0.030831,-0.714912,-0.301782,0.538314,0.353516,-0.446184,-0.087006,-0.210301,-0.102933,-0.376401,0.132873,-0.007378,0.374904,1.176596,-0.026564,0.254228,0.308552,-0.083853,-0.275213,-0.290316,-0.920819,0.141974,0.139847,-0.207494,0.644686,0.213738,-0.12457,-1.068917,0.680318,0.018452,-0.065951,-0.430213
theory,0.680023,0.507829,0.332215,0.681474,-0.852295,-1.677382,-0.512285,0.054499,-1.641509,-0.330123,-0.34043,-0.516916,-0.668901,0.450376,-0.471942,-0.270158,0.548698,-0.55546,-0.277072,-0.060356,-0.051832,-0.362458,-0.539014,0.417659,0.283747,-0.440296,0.026492,-0.342236,1.047386,0.105137,-0.82833,0.426705,-0.11273,0.897617,-1.157742,-0.689229,0.178783,-0.248954,0.996538,-1.071526,0.083389,-1.155642,0.932655,0.686645,-1.156135,-1.339554
point,-0.249987,-0.065413,0.52518,0.236513,0.116642,-0.409737,-0.013667,0.331313,-0.363576,-0.693075,0.076122,0.819946,0.487243,-0.247256,0.099703,-0.749114,0.026162,0.101874,0.719961,-1.142532,0.700708,-0.692066,-0.492376,0.055088,0.063965,-0.045232,-0.3166,1.391504,0.157277,0.190185,-0.387166,0.636473,-0.256997,-0.258645,-1.225516,0.100578,0.481297,0.128056,0.524154,0.141759,-0.175413,-0.991487,0.49352,-0.250539,0.498665,-0.212814
theorem,-0.646142,0.950019,1.094972,2.64498,-1.007884,-1.267643,-0.277047,-0.771283,-1.935919,-0.294841,0.400803,-0.447275,-1.181843,-0.0413,0.55203,-0.335184,0.045413,-0.562828,0.093087,0.489532,0.144463,-1.099865,-0.214753,-0.151847,-0.537727,0.488313,-0.134065,-0.317759,0.729978,-0.170877,-0.476875,0.553695,0.299871,0.553655,0.444978,-1.083418,-0.313712,-0.114273,-0.457165,-0.718118,0.242103,-0.795052,0.594424,1.200373,0.350454,-1.387073
