word,1,2,3,4
quotient,-2.256269,1.448113,0.265068,-1.055552
half,1.92821,1.160187,-0.260179,-0.391216
decomposition,-2.220168,1.788129,0.36109,-0.878917
density,-0.496502,1.058028,-1.054531,-3.516429
affine,-2.399002,1.318073,0.698987,-1.111145
arbitrary,-1.775215,2.40966,-0.793441,-0.478147
morphism,-2.620911,1.395044,0.398671,-1.52297
scale,0.337691,2.178248,-0.756102,-1.164764
suppose,-0.032524,1.940623,-0.397219,0.705663
increase,0.763263,2.484626,-2.169631,-1.4458
projection,-0.780749,1.954174,0.31861,-1.153179
partition,-1.016473,0.766495,-1.211703,-0.737119
exponential,-2.263462,2.023385,0.137741,-1.123391
range,1.178081,1.896878,-0.968812,-1.732415
subspace,-2.480616,1.632362,0.528583,-1.418018
support,1.100874,1.418385,-1.51239,0.131753
diagonal,-0.816691,1.685906,0.918177,-1.9015
computation,-1.969804,1.626438,-0.600859,-0.381255
curvature,-2.127234,1.944105,0.740639,-1.247121
flow,0.342848,1.947653,-0.535094,-1.599555
analytic,-1.792361,1.295395,-0.950279,0.207078
chain,0.664865,1.786816,-0.029836,-0.943919
cohomology,-2.995828,1.012761,0.882018,-0.633902
trivial,-1.873944,2.265839,0.32337,-0.281916
converge,-0.917059,1.428125,0.122155,-1.296542
lemma,-2.628116,0.964723,1.061572,-0.079564
origin,0.476027,1.000457,-1.303075,0.522223
convergence,-1.406216,1.135457,-0.680262,-0.812227
division,2.06429,-0.3642,-1.696005,-0.877292
union,1.806526,-0.166757,-2.297215,0.308759
empty,0.667063,1.750838,0.403671,-0.964274
computational,-2.075423,1.254234,-1.289897,0.041702
functor,-2.834773,1.163682,0.717717,-0.929334
fraction,-1.094361,1.717402,-0.416321,-1.409285
source,0.949273,0.704228,-1.237457,-0.010272
eigenvalue,-2.556672,1.791523,0.383351,-1.070044
translation,-0.306332,0.217311,-0.598611,1.189096
hypothesis,-1.483456,2.115951,-0.687238,0.445313
scalar,-2.416233,2.058653,0.193882,-1.113343
coxeter,-1.803688,-0.279859,1.738259,-1.103764
third,2.169054,0.655233,-0.488782,-0.069249
Fourier,-2.591284,1.191409,0.105673,-0.450589
bit,0.076031,2.326205,1.015087,-0.988591
exact,-0.542709,1.835248,-0.824825,-0.213969
elementary,1.064194,-0.746022,0.207768,-0.082463
maximal,-2.187518,1.761337,0.376651,-1.373118
radius,-0.631713,1.712036,0.288423,-2.416865
homomorphism,-2.769341,1.487684,0.358916,-1.488217
identify,0.309727,1.790657,-1.226093,0.280781
distinct,-0.361032,2.375064,-0.87962,-0.682287
minimum,0.138897,1.628965,-1.472456,-1.902083
development,1.006831,1.370079,-1.84678,-0.318324
ordinal,-2.613414,0.915751,0.347797,-0.745418
homotopy,-3.018521,1.276382,0.622309,-0.729736
elliptic,-1.759546,1.467898,1.563983,-1.501863
mapping,-1.33798,1.462272,-0.774768,-1.107753
alternative,0.506644,1.877916,-0.939349,-0.039537
rate,0.702706,2.009752,-1.211351,-1.525565
character,1.341725,2.242659,1.072087,1.753884
central,1.648695,0.387528,-1.913622,-0.72693
irreducible,-2.751471,1.910112,0.67157,-1.110478
principal,1.147492,0.337797,-0.692222,0.738374
count,0.53605,-0.063365,-0.817198,0.505531
finitely,-2.653311,1.651949,0.665895,-1.032131
kernel,-1.573032,1.669258,0.423303,-1.552693
infinity,-0.30732,1.479453,1.035978,-0.322972
calculation,-1.347798,2.00859,-0.790062,-1.084811
draw,1.795278,0.970116,-0.067424,0.646553
divisor,-2.405735,1.106704,0.518743,-1.345659
pattern,-0.026043,2.717789,-0.397694,-0.797025
average,1.572603,0.785714,-0.604816,-2.545295
knot,-0.409379,1.24071,1.203491,-1.489033
assumption,-1.229809,1.661652,-1.369573,0.496968
expansion,0.712229,1.287053,-1.407307,-1.119678
frequency,-0.457785,2.192544,-0.461631,-2.050922
dynamic,-0.600837,2.160159,-0.381174,-0.568756
canonical,-1.823527,1.263133,-0.663292,0.291014
minimal,-0.524553,2.349471,-0.354594,-0.816645
segment,0.964753,1.593118,0.481193,-1.02075
sheaf,-2.530726,0.953873,0.975657,-0.910421
approximate,-0.978298,0.652375,-0.963104,-0.936382
combination,0.296706,2.24675,-0.258286,-0.815538
relative,-0.092217,1.788114,-0.885116,0.182525
programming,0.320251,1.230349,0.439145,-0.137769
optimization,-2.179417,1.618555,-0.715695,-0.839519
variation,-0.094116,1.742338,0.03144,-0.606405
frame,0.666122,1.965734,0.381443,-0.993167
variance,-2.172984,2.011884,-0.352833,-1.097308
branch,1.214511,0.304802,-1.352707,-0.74537
boolean,-2.691532,1.512808,0.300933,-0.677049
harmonic,-1.584087,1.910631,0.754352,-0.58102
optimal,-1.57519,2.224998,-0.74996,-1.124345
ordinary,-0.116478,1.59559,-0.67044,0.312362
polyhedron,-2.312713,1.354054,1.838382,-1.240348
singular,-1.396786,1.551576,-0.127239,0.109239
filter,-0.745984,2.592894,0.36418,-1.520096
automorphism,-2.599037,1.229273,0.688717,-1.32923
absolute,-0.720023,1.811436,-0.519506,0.067325
constraint,-1.406848,2.385434,-1.207448,-0.495941
relationship,0.540941,2.168485,-0.673837,1.834529
multiply,-1.155949,1.911336,0.089425,-1.486308
decision,0.833326,1.244463,-1.374115,0.798473
six,2.242951,0.942834,-0.599206,-0.491199
homogeneous,-2.006791,1.966435,-0.290348,-1.080197
cyclic,-1.9693,1.87473,0.263337,-1.556505
stochastic,-2.574532,1.334057,-0.219552,-0.417503
Banach,-2.73605,0.758733,0.775302,-0.438761
spherical,-1.340162,2.127046,1.15135,-1.816288
riemannian,-3.036117,1.401474,0.554587,-0.810892
cardinal,0.290003,-1.127784,-0.354434,0.815193
generator,-0.334257,1.783372,0.406348,-2.000752
cubic,-0.778862,0.543621,0.31523,-3.212467
closure,0.475119,1.097549,-1.153617,-0.938987
necessary,0.087608,2.709489,-1.847303,-0.248663
inner,0.154093,1.632154,-0.309876,-0.659403
complement,-0.23838,1.583841,-0.332273,-1.137616
planar,-1.898686,1.801619,1.016974,-1.638393
stable,0.181376,1.724772,-0.278891,-0.848994
induce,-1.103948,2.750998,-0.33921,-0.600839
Hausdorff,-2.757504,1.029223,0.897878,-0.962964
cartesian,-2.45761,1.335603,0.635319,-0.550604
