word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
triangle,-0.988005,-0.03724,0.164744,-0.174126,-0.468026,0.777898,-1.130255,0.817142,-0.137642,0.162208,-0.062422,0.311935,-0.766745,1.681682,0.788097
subset,-0.92367,-1.61759,1.143612,0.175028,-1.879997,1.364877,0.192499,0.936597,0.222955,1.394058,-0.38478,1.393405,-0.183549,1.484345,0.390798
circle,-0.622531,-0.755114,-0.490998,-0.084503,-0.190596,0.93629,-0.775321,-0.028127,-0.500304,-0.408461,0.420388,-0.312636,-0.737991,1.062578,0.145935
relation,0.554663,-2.271588,0.370272,-0.085985,0.812196,1.037608,0.838638,-0.958852,-0.754693,0.509164,-0.461686,0.644856,-0.039528,0.79456,0.472853
positive,1.025524,-1.347586,-0.942472,1.016582,-0.885795,1.639259,-0.321187,0.222943,-0.111408,0.50753,-1.514624,0.766548,-0.153516,0.629566,-0.100032
simple,-0.573496,-1.690664,-0.25771,0.556902,-2.57078,1.259689,-0.022923,0.444122,-0.593028,-0.622942,-0.195693,0.420935,-0.250727,0.762141,-0.151591
topology,-1.670824,-0.599877,0.833231,-0.139665,-1.888102,1.112138,-0.012331,-0.250186,-0.421909,1.178906,-0.149865,1.633352,0.328605,1.695517,0.679959
category,-0.457358,-1.256582,-0.467377,-0.158224,-0.157072,1.468267,0.29394,-0.260224,0.736412,-0.018444,-1.20827,0.361448,-0.834688,0.107214,0.062091
surface,-1.177282,-0.923839,0.349747,0.859889,-0.737809,1.159333,-1.005972,1.645824,-0.989139,-2.243798,-0.737615,1.630326,0.35151,0.751041,-0.156497
constant,0.038101,-1.027253,0.395485,1.729671,-0.857324,1.414987,-0.148383,0.294711,-0.833068,-0.386299,-0.363206,1.115277,1.047639,1.078858,0.493944
application,-0.535817,-2.126889,-0.373898,-0.821597,-1.458721,1.861628,1.095596,0.265578,0.129052,-0.537723,-0.46428,2.244564,0.913873,-0.66056,0.037913
integral,-1.045989,-1.1145,0.881574,0.05118,-1.071036,1.55407,-0.018298,-0.519834,-0.340971,0.099573,-0.408412,1.151093,0.070098,1.13208,0.944569
coordinate,-0.377756,-1.466776,0.668214,-0.752453,0.317095,1.516957,-0.077601,0.237471,-0.113055,0.075852,-0.186472,1.850858,0.456291,1.000932,0.96224
complete,-1.008174,-1.67119,-0.761016,-0.204331,0.332464,0.96348,-0.156332,-0.119477,0.108476,-0.481634,0.46018,-0.601876,0.886969,0.172897,-0.453452
root,-0.239703,-1.352597,-0.047605,0.436765,-0.725976,0.268163,-0.074667,0.508949,-1.011033,-0.04382,-1.135455,0.231031,-1.235113,0.820688,-0.394549
