word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
mean,0.256162,-0.472757,-0.747504,0.287815,-0.479883,0.490925,0.411826,0.159583,1.226081,-0.31181,0.302048,-0.790562,0.682857,-1.708246,0.435705,-1.308665,-0.072154
proof,0.449641,-0.554219,0.328187,-0.861252,-1.049804,0.361735,0.517736,0.425932,0.623931,1.129512,0.310198,-0.13396,-0.422235,-0.748574,0.934698,-1.653776,0.214937
three,0.02771,-0.026014,-1.895033,0.467563,0.509887,0.42472,-0.165396,-0.613852,0.245703,-0.685829,0.8925,-0.47979,-0.139513,-0.787748,0.644755,-0.675091,0.545312
dimensional,1.033941,0.520378,0.785775,-0.481598,-1.810215,-0.860839,-0.015374,-0.427416,1.520429,-0.609383,0.175047,0.389316,-1.294023,-1.686649,2.008672,-1.352272,0.61228
zero,0.440901,1.013347,0.075157,-0.317363,-1.039696,0.267755,0.02718,0.229948,1.117068,-0.13287,0.486184,-0.374147,0.388116,-0.532725,1.852719,-1.274559,0.916998
algebraic,0.174417,-0.238708,1.37589,-0.680786,-2.127102,-1.081296,1.436322,-0.422971,1.040099,-0.775439,-0.24936,-0.298854,-2.246899,-0.666066,2.037318,-1.103562,-0.284186
formula,-0.454974,0.397124,0.516164,-0.678753,-0.629608,0.985898,0.725258,0.551757,-0.026426,-0.654967,0.038912,-0.471291,-1.131718,-0.901933,1.710442,-0.782282,1.378117
ring,0.711279,0.545686,-0.638508,0.050282,-0.828338,-0.371526,-0.386324,0.003042,0.518159,-1.143226,0.674107,-0.871149,-0.029883,-1.113356,0.612206,-0.540337,1.118637
edge,1.335679,-0.04636,-0.227483,0.357614,0.23929,-0.580235,-0.700859,-0.649941,0.215247,-1.38793,0.563866,-0.228772,0.229451,-1.551876,1.25369,-1.005003,0.6428
sum,0.53269,-0.321576,0.323909,-0.722211,-0.998854,0.950759,1.619382,-0.314051,0.90346,0.358972,0.04397,-1.408884,0.302541,-0.439192,1.16853,-1.329833,0.694016
plane,0.710733,1.226338,-0.534571,-0.060363,-0.180832,-1.179652,-1.063629,-0.038658,1.042103,0.376974,1.003608,-0.232923,-0.236171,-0.919335,1.371374,-0.892494,0.878178
analysis,-0.714547,0.283707,-0.114726,-0.58758,-1.415277,-0.373117,0.942684,0.007155,0.491705,0.281281,0.258375,1.561495,-0.16402,-1.121687,1.505186,-1.841202,-1.326508
dimension,0.988078,0.338411,0.183896,0.055957,-0.976557,-0.105975,0.168552,-0.239585,1.472906,0.018871,0.222902,0.156065,-0.56305,-1.193118,1.806285,-0.993314,0.128287
curve,1.67762,0.674215,1.013814,0.281426,0.405198,-1.050782,0.438634,-0.437456,0.230727,-0.394292,0.588072,-0.144505,-0.541117,-1.239288,2.159616,-1.504507,0.598276
type,-0.074469,0.790857,-0.493587,-1.055388,-0.159743,0.15952,0.186586,-0.495458,0.816857,-0.072172,0.845352,0.4818,0.422811,-2.659135,0.889495,-0.48204,0.038996
operator,-0.656208,0.799334,-0.102615,-1.697382,-0.190168,-0.561614,-0.183621,-0.398588,0.794153,-0.07325,-0.011977,-0.136958,-0.097116,-0.312965,1.152493,-1.540026,1.103363
prove,-0.109276,-0.37001,-0.70158,0.166084,-0.710475,0.164787,-0.158051,0.464757,0.197673,1.175493,0.164832,-0.614699,-0.235866,-0.872164,0.550626,-1.760493,0.500699
probability,0.167846,0.048823,1.155177,-0.04651,-1.35039,0.112868,1.130839,0.111682,0.404195,1.087159,0.308536,-0.216579,-0.316852,-1.067399,2.481207,-1.541425,-0.446413
structure,0.097948,0.430117,-0.521728,-0.249549,0.529915,-1.41231,1.028364,-1.171144,1.063482,-0.823772,0.357114,0.132625,-0.942303,-2.074354,0.397155,-1.590735,-0.341234
representation,-0.45117,-1.011587,0.326106,-0.480945,-0.396932,-0.094729,0.856551,0.352452,1.234133,-0.491244,0.025845,-0.16008,-0.949012,-0.860323,1.258871,-1.749045,-0.779857
