word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
number,-0.23702,-1.083088,0.0555,0.051125,-0.001351,-0.834885,-0.417071,0.312737,0.064012,-0.628177,-0.452336,0.624194,-0.305404,0.01405,-0.384885,-0.131619,-0.246217,0.074092,-0.384805,0.35037,0.100208,0.282738,0.332219,-0.585837,-0.142866,-0.054035,0.312967,0.13416,-1.177885,-0.425917,-0.562032,0.512587,-0.754536,0.245409,-0.215005,-0.178911,0.589531,-0.2591,-1.112257,-1.837459,-0.394297,-0.414165,0.061377,0.361604,0.032051,-0.499848,0.794147,0.430984
function,-0.252742,0.291497,0.067169,-0.217755,1.064966,0.193914,0.90508,0.14087,-1.39838,-0.611137,-0.65416,0.874283,0.074038,0.723153,-0.633155,-1.079131,-0.543772,-0.170895,0.026698,0.833669,-0.602599,-0.644544,-0.234109,0.567944,-0.576759,-0.061869,0.958078,0.272831,-0.41491,0.063863,-1.262062,1.083279,-1.349333,0.335513,0.18513,-0.270736,0.496753,-0.658341,0.058707,-2.254175,-0.480399,-0.467884,-0.914683,0.491879,0.829535,-0.026057,-0.554926,0.203445
one,-0.148984,-0.330366,0.179807,0.090179,-0.049229,-1.041423,-0.198294,0.04314,-0.213741,-0.427595,-0.045465,-0.083233,-0.725294,0.089627,-0.141412,-0.121163,0.073348,-0.019776,-0.421758,0.150434,0.050035,0.000123,0.344154,-0.138643,0.156539,0.016568,0.317195,0.555719,-0.125573,-0.840267,-0.362368,0.235048,-0.11833,-0.63034,0.049618,-0.073263,0.175409,-0.895581,-0.471408,-1.465585,-0.068354,-0.005419,-0.079721,0.061918,-0.455166,-0.010005,0.079603,0.056077
set,-0.027041,-0.494842,0.139862,-0.12126,-0.148287,0.011131,-0.098544,-0.494397,-0.255479,-0.361914,-0.530564,-0.059114,-0.542236,0.215681,0.167677,-0.517941,-0.072295,-0.321886,-0.590093,0.249785,-0.173437,-0.263377,0.350223,-0.214151,-0.10356,-0.347836,0.343094,0.27682,-0.147937,-0.596128,0.076072,0.40902,-0.482332,-0.633269,0.074042,-0.271849,0.285621,-0.306768,-1.033414,-1.991583,0.01036,0.028567,0.084043,-0.154382,-0.050102,-0.000765,0.275459,0.031694
group,-0.021571,-0.063353,-0.036513,0.141554,-0.779576,-1.086989,0.099662,0.433316,-0.215546,-0.881544,-0.402321,0.425681,-0.356116,0.507596,-0.160194,0.394681,-0.552613,0.675088,0.943869,0.185977,-0.649269,-0.200584,0.112984,-0.253814,-0.585265,0.375509,0.404394,-0.438682,-0.073292,-1.089335,-0.413447,0.476984,-0.251871,0.06157,-0.412449,-1.025382,-0.341626,0.058762,-0.293378,-1.567744,-0.258645,0.231757,0.049911,0.058443,-0.771147,0.222776,0.291877,-0.623613
space,0.373565,-0.049292,0.168321,0.628955,-0.088843,0.717505,-0.096344,-0.123348,-0.918785,0.366879,-0.935792,0.418865,0.061595,0.574543,-0.821336,-0.010352,-0.057566,0.017151,-0.439434,0.719051,0.209513,-0.621905,0.029021,0.544983,-0.220022,-0.904315,0.209767,-0.391819,0.33444,-0.718541,-0.390984,1.253155,-1.006839,-0.137109,0.040678,-0.421935,-0.616458,-0.630699,-0.552075,-2.623772,0.147081,-0.373162,0.308471,-0.216448,-0.360295,0.546123,0.529449,0.6929
two,-0.293795,-0.318949,0.508116,0.139986,-0.14361,-1.06446,0.090186,-0.063036,-0.223895,-0.309254,-0.336899,-0.171327,-0.920878,0.211676,0.106399,-0.080335,0.012644,-0.386127,-0.129468,0.458849,0.283847,-0.250377,0.321423,-0.266638,0.101059,0.271784,0.2787,0.6572,-0.244219,-0.774297,0.041197,0.079841,-0.006541,-0.355232,-0.120065,-0.063315,-0.190802,-0.858228,-0.589669,-1.501896,-0.039003,-0.377303,0.175219,-0.016551,-0.670627,-0.391848,0.384461,-0.119422
theory,-0.21041,0.573742,-0.034045,-0.388715,-0.271557,0.463086,0.765348,-1.082335,-0.818215,-1.18236,-0.785652,1.372894,-0.294194,-0.399035,-0.194662,-1.081387,-0.446793,0.725687,-0.300571,-0.203289,-0.330596,-0.424531,-0.244596,-0.053828,0.106679,-0.885788,0.079042,-1.074543,-0.360825,0.543215,-2.016507,0.618699,-1.92747,-0.261724,-1.175067,0.198573,-0.517789,-0.855143,0.063101,-1.336076,0.86519,0.351361,-0.100734,-0.142132,-0.271493,0.342664,-0.416979,-0.394822
point,0.207488,-0.006866,0.474783,0.435386,0.014136,-1.222669,-0.157186,-0.023549,-0.029835,0.109532,-0.207952,0.161423,0.12686,-0.130783,0.416994,-0.766791,-0.28545,0.272961,-0.647244,0.34137,0.260822,0.165187,0.057767,-0.207886,0.473877,-0.397864,0.381064,-0.11435,-0.028994,-1.032554,0.009027,-0.116806,-0.759864,-0.238007,0.149998,0.843538,-0.447894,-1.216088,-1.171359,-1.399186,0.321959,-0.90228,0.352943,-0.100424,0.165382,-0.691712,-0.160559,-0.149933
theorem,-0.197241,0.351829,-0.304583,0.451439,0.949798,0.651234,0.420527,-1.54936,-1.234719,-0.358172,-0.492994,1.53113,-0.234733,1.050293,0.086527,-1.728868,-0.207915,-0.448516,-0.465107,-0.42412,-0.133901,-0.949333,-0.248491,-0.099746,1.02199,-1.338226,1.954259,-0.80923,-0.721519,1.262969,-0.234955,0.634943,-2.189287,0.013671,-0.80162,-0.266302,-0.19829,-0.75693,-1.210058,-0.570519,2.201611,-0.098218,-0.111099,1.386393,0.523954,0.1739,-1.048075,0.401814
example,0.180307,-0.13964,0.131866,-0.172962,0.332681,-0.284505,-0.288042,0.068618,-0.224443,-0.5573,-0.413654,0.931649,-0.415205,0.021791,-0.199978,-0.677392,0.295673,-0.101105,0.349705,-0.239718,-0.031919,-0.11024,-0.239626,0.213776,-0.336935,-0.087682,0.690458,0.357963,-0.201675,0.286763,-1.262278,0.644564,-0.811795,-0.146018,-0.157937,0.031159,0.235644,-0.744529,-0.442463,-1.875178,-0.317247,0.297364,-0.469944,-0.070167,0.36403,-0.492157,-0.302676,-0.238033
form,0.178492,-0.006942,-0.045603,-0.279306,0.165227,-1.084593,0.709773,0.130811,-0.356925,-0.465026,-0.52431,0.804229,-1.015426,0.211214,-0.149247,0.229007,0.088194,-0.173862,0.800429,0.325625,0.366025,-0.462493,0.011359,-0.020274,-0.48802,0.490055,0.647943,0.042509,0.156786,-0.3202,-0.711923,0.110832,-0.212453,0.22968,-0.425508,-0.081575,0.097373,-1.062349,-0.197617,-1.65067,-0.32131,0.266939,0.219781,-0.294576,-0.363154,-4.8e-05,-0.215501,-0.589421
define,0.188246,0.121111,-0.25421,0.12317,0.565227,0.025746,0.708207,0.345654,-0.310741,-0.532495,-0.936633,1.248645,0.433497,0.136289,0.064447,-0.552295,-0.231771,-0.055639,0.77616,0.246022,-0.294619,-0.03514,-0.131794,-0.245675,-0.304441,-0.762306,0.957438,-0.095204,-0.175852,-0.087016,-1.458387,0.638954,-1.035751,-0.210073,-0.272005,0.12939,0.15628,-1.09726,-0.955057,-1.814152,0.230114,-0.153011,-0.369701,0.235187,0.519864,-0.524404,-0.436859,-0.260875
graph,-0.325889,-1.108108,0.08684,0.123073,0.742709,1.113679,-0.227903,-0.793678,-1.01764,-0.374373,-0.709545,1.652465,0.633118,1.426137,0.516041,-1.668365,0.266105,-0.800965,0.81118,0.426483,-0.507087,-0.826751,-0.617714,-0.206775,0.258501,-0.485932,1.251537,-1.445148,0.253493,0.5602,-0.282126,0.668801,-1.70692,-0.331872,-0.165204,0.455892,-0.141452,-0.876897,-1.30213,-1.198652,1.787832,-1.253836,-0.497911,0.508564,0.451318,0.130568,0.154799,0.334056
value,0.226713,0.120128,0.379528,0.484581,0.343704,-0.263344,-0.504954,-0.082509,0.204537,0.183457,-0.512588,1.462045,0.402558,-0.755729,-0.239733,-0.991944,-0.166056,-0.242846,0.066096,0.192966,-0.176142,0.175845,0.237012,-0.216891,-0.962559,-0.479181,1.045373,-0.438156,-0.870187,-0.87042,-1.65332,0.929707,-1.364945,-0.450278,-0.241267,0.134179,0.49925,-0.574117,-0.31588,-1.678319,-0.001576,0.086086,-0.930982,0.116029,0.910397,-0.330227,-0.180526,-0.258286
problem,-0.470958,0.287963,0.190597,-0.208131,0.293017,-0.072564,0.377306,-0.140519,-0.85299,-0.607659,-0.616072,0.412337,0.569699,-0.023054,0.303311,-0.973615,-0.005193,0.42922,-1.224666,-0.384545,0.006044,0.11467,0.004335,-0.408304,0.184013,-0.465589,0.399724,-0.034463,-0.200392,0.061984,-1.135232,0.810327,-1.098949,-0.103611,-0.176163,0.566596,0.164582,-0.024116,0.046292,-1.934035,0.1693,-0.250206,-0.244055,-0.021553,0.46836,0.875394,-0.386115,-0.399582
mathematic,-0.220081,-0.063171,-0.009239,0.316006,0.140042,0.36337,0.500799,-1.651225,-1.731123,-1.475349,-0.49669,0.634858,-0.530422,-0.783276,-0.351021,-0.12312,-0.628068,0.147,0.358996,0.811556,-0.682735,0.480494,0.6358,0.505308,0.548755,-1.584498,0.556904,-1.3341,-0.882379,0.333694,-1.386937,-0.250778,-0.95223,0.046994,0.056754,0.424857,-0.358494,-0.690337,-0.167805,-0.681489,1.723541,-0.4019,-0.969679,0.084432,0.309422,0.810725,0.667915,0.584684
order,0.006047,-0.809439,0.67736,0.120132,0.468891,-0.266267,0.440842,0.243982,-0.668168,-0.548989,-0.464071,-0.025266,-0.561913,0.372026,-0.283279,-0.150343,-0.611806,-0.655348,-0.327526,-0.058459,-0.713735,-0.413874,0.793058,-0.406641,0.032391,0.118951,-0.163977,0.464823,-0.453646,-0.558975,-0.998652,0.875895,-0.266297,-0.447116,0.156313,-0.445834,-0.024963,-0.354222,-0.359065,-1.058995,-0.269492,-0.099205,0.611841,0.428042,0.408944,-0.251607,-0.330133,-0.781813
equation,-0.298993,0.521633,-0.121233,0.044437,0.898356,-0.247045,1.286299,-1.335891,-1.26066,0.101467,-0.647447,2.213195,0.281665,0.058171,-0.511825,-1.019056,0.052231,-0.469642,-0.937018,0.544374,-0.294543,-0.471501,0.288965,-0.275962,-0.163476,-0.914606,1.123933,-1.289134,-0.678311,1.08203,-0.189708,0.663181,-2.012799,-0.146036,-0.522609,0.182419,-1.401589,-1.03058,0.084327,-1.208734,1.637179,0.222022,-1.062699,0.757122,0.772884,-0.249026,-0.745897,0.424295
first,-0.422108,-0.616366,0.177764,0.101186,-0.509008,-1.110781,-0.00894,-0.200812,-0.377623,-0.773745,0.230118,-0.747847,-0.714811,-0.277754,-0.119961,-0.168695,-0.316285,-0.298908,-0.251618,0.12655,-0.195571,0.000175,0.51083,-0.0448,0.19087,0.021118,0.214631,0.378223,-0.439071,-0.843038,0.196291,-0.180721,0.068074,-0.185099,0.32381,0.112144,0.103617,-0.246759,-0.180759,-1.248293,0.074492,0.333833,0.207944,0.119812,-0.67912,-0.027678,-0.05888,-0.105048
vector,0.244906,-0.144694,0.351652,0.499032,1.027427,0.292435,0.912013,-0.248053,-1.367067,-0.424606,-0.941068,1.614358,0.970119,1.139345,-0.410117,-0.620303,0.195933,0.195813,0.029556,1.253974,-0.42119,0.133827,-0.70346,-0.300794,-0.607251,-0.281147,1.185549,-0.342917,-0.654896,0.481767,0.053065,0.473969,-2.291072,-0.14229,0.179797,-0.641042,-0.53509,-0.555614,-0.620096,-1.825275,0.670763,-0.173798,-0.815005,0.4174,0.277964,-0.192864,-0.515549,0.487001
algebra,0.835695,0.051252,0.071288,0.38442,0.635901,0.72136,0.97532,-1.696688,-1.639645,-1.458136,-1.073571,1.885169,-0.443273,0.952964,0.279667,-1.17927,-0.576387,0.38814,0.470744,0.901506,-0.199642,-0.539533,0.194018,0.10235,-0.372423,-0.878358,1.553298,-0.336673,-0.783021,0.851922,-0.610044,-0.052553,-1.275755,0.316763,-0.269517,-0.414634,-0.614975,-0.576173,-1.455872,-0.388505,1.984073,0.268903,-0.761537,0.175865,0.68225,1.019927,0.414245,0.306091
$\mathbb{N}$,0.743205,-0.080123,0.273921,-0.099188,-0.980692,-0.623613,-0.004928,0.799275,-0.201182,-0.299509,-0.160983,1.538734,-0.288017,0.567518,-0.068277,0.232443,0.064153,0.481073,0.08143,1.294202,-0.086888,-0.466879,0.03065,-0.016001,-0.525625,0.406522,0.594211,0.04928,-0.228401,0.371394,0.627211,0.838867,-0.945417,0.348488,-0.492898,0.001796,-0.540706,-0.179854,-1.207038,-0.862273,0.443637,-0.265619,-0.658804,0.902456,0.465189,-0.718188,-0.817413,1.038819
field,0.408581,0.219957,0.081584,-0.000694,-0.095093,-0.693661,0.047287,-0.562637,-1.053078,-0.591056,-0.592046,0.566303,0.087807,0.07661,-0.012944,0.359435,-1.188009,0.252743,-0.319321,0.219056,-0.324551,0.362002,0.282192,0.871402,0.080957,-0.134513,0.148964,-0.527173,-0.94034,-0.702356,0.265949,0.351256,-0.787105,-0.355563,0.483059,0.395204,-0.440736,-0.696899,-0.020495,-1.625885,0.689044,-0.553095,0.535131,-0.197608,-0.272922,-0.060853,0.177799,-0.606822
element,0.57991,-0.237714,0.11666,-0.362238,0.404399,0.00787,0.185355,0.215464,0.105302,-0.58597,-0.603495,1.052291,-0.769067,0.537211,-0.247438,-0.347047,0.040994,-0.140009,-0.082463,0.355278,0.053274,-0.537751,-0.137653,0.511085,-0.885365,0.091081,0.804075,-0.478315,0.177015,-0.015398,-1.018643,0.378847,-0.531651,-0.09778,-0.539032,0.145516,-0.150998,-1.017477,-0.50291,-2.264306,-0.232284,1.000839,-0.023505,-0.830124,0.144617,-0.349158,0.259423,-0.29898
system,-0.082633,-0.117562,-0.078508,-0.082303,0.631132,0.022,1.253351,-0.191281,-0.717494,0.049222,-0.499932,-0.338581,0.661074,-0.46368,-0.861941,-0.772245,-0.042103,0.234535,0.744573,0.263698,0.117129,0.099416,0.196202,0.298045,-0.394198,0.072483,-0.328054,0.230857,-0.148552,-0.353473,-0.676854,0.994848,-0.650384,0.559773,0.344128,0.545179,-0.071649,-0.091985,-0.395613,-2.912665,0.183332,-0.094342,-0.728398,-0.450906,-0.124241,-0.131116,-0.660871,-0.729573
matrix,0.295751,-0.19931,0.417409,0.178681,0.363503,0.133975,1.184101,-0.665411,-0.701016,-0.418439,-0.38001,2.19202,0.143964,1.246775,-0.060297,-1.045335,0.202839,-0.059095,0.126558,0.763155,-0.189346,-0.451055,-0.279278,-0.136215,-1.014251,0.434716,1.312224,-0.569938,-0.447809,0.167728,0.096189,0.811632,-1.841505,0.38012,-0.376368,0.003766,0.008394,-0.870423,-0.074513,-1.372822,0.536482,0.05562,-0.641126,-0.403059,0.492904,0.070516,0.472445,0.676311
mathematical,-0.321366,-0.258434,-0.320746,0.107297,0.383871,0.880903,0.014142,-1.33293,-1.738882,-1.397725,-0.369856,0.787965,-0.232098,-0.624238,-0.534698,-0.387782,-0.489645,0.125532,0.15518,0.034138,-0.567935,0.145701,0.178319,0.449232,0.225073,-1.206201,0.511384,-1.550181,-0.905538,0.311062,-1.302725,-0.01883,-1.972052,0.270573,0.189137,0.630499,-0.511386,-0.537191,-0.0611,-0.837882,1.353266,0.122349,-0.598352,-0.435693,0.308784,0.189996,-0.03134,0.792626
method,0.11845,0.252473,-0.257021,-0.220114,0.477582,0.140199,0.249067,-0.714672,-0.838594,-1.249877,-0.24514,1.170323,0.25617,0.291755,-0.097657,-0.832322,0.378026,-0.547804,-0.09091,-0.04165,-0.283821,0.806668,-0.329134,0.318159,0.038733,-0.53648,0.091091,-0.310699,-1.095694,0.616894,-0.858586,1.122953,-0.827453,0.374666,-0.217162,0.865344,-0.077229,-0.500947,0.247764,-2.123135,0.027245,0.186296,-1.102984,-0.822966,0.33858,-0.127522,-0.669265,-0.502611
finite,0.036508,-0.124094,0.408868,0.218389,1.244634,0.733191,0.788897,-1.152512,-1.00486,-0.312338,-1.261643,2.587984,0.243094,0.761706,0.510048,-0.787418,0.127636,0.223349,-0.09841,0.859871,-0.589197,-1.027032,0.512497,0.170088,-0.261743,-0.569158,1.791062,-0.261169,-0.48219,0.567433,-0.782708,0.566135,-1.667029,0.03051,-0.452101,-0.180625,-0.389492,-0.729956,-1.344468,-1.510395,1.391946,-0.360784,-0.342431,0.533763,0.488091,0.224194,-0.408701,0.15105
result,-0.742378,-0.047988,0.229531,-0.108901,0.077165,-1.419029,0.30347,0.499468,-0.31971,-0.473353,0.491724,0.382336,0.603762,-0.054377,1.040432,-0.83403,-0.433338,-0.216215,-0.76116,-0.608782,-0.583399,0.217621,-0.011703,-0.398826,-0.054904,0.177938,0.696267,-0.058596,-0.480728,-0.571309,-0.403592,0.353691,-0.370635,0.317451,-0.064354,0.527445,-0.152287,-0.413095,0.117459,-1.931394,-0.151573,-0.198262,0.40173,-0.118256,-0.12036,-0.363182,-0.533885,-0.246215
vertex,-0.105506,-1.438522,1.246786,0.906002,1.233435,0.949066,-0.19816,0.138996,-0.593381,0.186949,-0.432299,1.531518,0.07539,2.070094,0.220426,-0.837964,0.201609,-0.569556,0.45671,1.264397,0.265887,-1.816964,-0.728576,-0.51752,0.653581,-0.681331,1.413389,-0.66926,0.453698,-0.428522,-0.051373,0.58476,-1.60922,0.565301,-0.446962,-0.118883,-0.527924,-1.439942,-1.101866,-0.630906,1.084093,-1.667339,-0.394214,0.853767,0.439185,-0.148474,0.292649,0.478577
term,-0.459499,0.192987,-0.192939,0.065562,0.242656,-0.83157,0.87086,0.078717,0.165853,-0.704963,-0.568382,0.53644,-0.012593,-0.148996,-0.024257,-0.349303,-0.53119,-0.596499,0.084217,-0.334579,-0.178684,-0.112851,0.4416,-0.163373,-0.204895,-0.093022,0.426276,-0.051686,-0.142461,-0.154844,-1.446207,0.314116,-0.593596,-0.315722,-0.247636,0.016449,0.531783,-0.571173,-0.028322,-1.465583,-0.213029,0.004119,-0.251136,0.145435,0.291162,-0.024695,-0.522045,-0.452213
line,0.223033,0.144505,0.528469,-0.25345,0.198658,-0.875521,0.521164,0.386922,-0.566821,0.888973,-0.611646,-0.416382,-1.155412,-0.428437,0.113871,-0.355259,0.078149,0.112831,-0.02748,0.153312,0.784915,0.140928,-0.325116,-0.357999,-0.275148,0.096522,0.167495,0.011813,0.485975,-0.675011,0.550591,0.040238,-0.099672,0.439502,-0.182562,0.221414,0.224481,-0.727014,-0.96676,-1.938961,0.38612,-0.469376,-0.151166,0.402328,0.154817,-0.427239,0.085086,-0.581893
model,-0.052957,-0.247888,0.500091,0.040834,-0.642966,0.246368,0.663972,-0.387116,-0.049833,0.055485,-0.197456,-0.385071,0.49176,-0.241956,-0.610742,-0.592308,0.073112,0.519045,0.774426,0.365679,0.310947,0.006272,-0.042045,0.17443,-0.19727,-0.28844,0.777363,0.272595,-0.536055,0.462624,-0.167113,1.113328,-1.020987,-0.619068,-0.690257,0.379792,-0.491999,0.033198,-0.022813,-2.386442,0.497978,0.221222,-0.603002,-0.397524,-0.044961,-0.246595,0.28852,0.150603
real,-0.026425,0.475938,0.544571,0.282292,-0.368953,-0.431198,-0.168949,0.083492,-0.207643,0.272721,-0.570994,0.539032,-0.058533,0.320502,-0.249668,-0.4329,0.099856,0.430022,-0.400006,-0.485476,-0.611006,-0.378366,0.336004,-0.36086,0.187747,-0.253245,0.725905,-0.011366,-0.084302,-1.092661,-0.32233,0.247115,-1.081699,-0.822974,0.741152,-0.258229,0.546288,-0.117797,-0.424548,-1.285391,0.226823,0.785146,-0.646591,-0.252578,0.306183,0.828202,-0.168729,0.523589
property,0.303866,0.611531,0.660001,0.250849,0.214012,-0.747626,0.003124,-0.637522,-0.875567,0.814137,-0.544379,1.139252,-0.038723,0.228506,-0.19483,-0.786594,-0.941175,-0.928393,0.464717,-0.609802,0.099721,-0.168393,0.23586,-0.296078,-0.62417,-0.251647,0.230388,-0.063018,-0.601999,-0.11946,-1.083244,1.801231,-0.34462,0.104098,0.106195,-0.299332,0.916296,-0.869409,-0.382888,-1.261501,0.068499,0.077666,0.246099,-0.003136,0.176393,0.309637,-0.166985,0.029239
geometry,0.387617,0.282069,0.406255,0.228036,0.632127,0.874405,0.909098,-1.252741,-1.508483,-0.849071,-0.419606,0.665865,-0.220305,0.453099,-0.096556,-0.612532,0.631849,-0.373177,0.236332,0.445669,0.612351,-0.200926,-0.458035,-0.018341,0.695249,-1.312402,0.773503,-1.154958,-0.163987,0.601985,-0.349276,0.710956,-1.56559,0.358331,-0.754356,0.169356,-1.34893,-0.984074,-0.521677,-1.123634,1.712998,-0.015167,-0.041859,-0.40373,0.609274,-0.161683,0.327375,0.33639
complex,0.225064,0.70858,0.608391,-0.205664,0.330825,-0.675939,-0.170533,-0.159096,-0.997518,-0.125401,-0.646425,0.593519,-0.28077,0.575504,-0.10285,-0.521169,-0.271372,0.167031,0.553827,0.353996,0.153082,-0.448124,-0.770793,0.914075,0.33774,0.166182,0.684524,-0.455207,0.179953,0.174442,-0.759698,1.002683,-0.209072,0.8792,-0.314886,-0.278964,0.338069,-1.111364,-0.423519,-2.000028,-0.050274,0.247613,0.2845,-0.398429,-0.373,0.419904,0.161187,0.427953
