word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
number,0.265058,-1.390494,-0.379677,-0.865358,0.971746,-0.787311,0.946016,-0.280838,-0.386726,-0.329052,-0.191225,-0.141037,0.108304,0.041554,0.318784,0.563409,-0.648084,-0.644009,-0.206109,1.343136,0.204244,0.258911,0.827764,-0.257554,-0.146865,-0.343494
function,1.738844,-1.681293,-0.05115,0.195766,0.828556,-0.49314,-0.444942,-0.229182,-0.958812,0.061136,0.701499,-1.584451,-0.347604,0.649491,-0.554664,0.319979,-0.979596,-1.003175,0.136742,-0.100691,-0.527251,-0.237548,1.609617,-0.699396,1.005977,-1.221934
one,0.296573,-1.180236,-0.387681,-0.421782,0.818779,-0.204132,0.027588,0.073774,0.054821,-0.46967,-0.203478,0.496476,0.711648,-0.017593,0.228062,0.21124,-0.317437,-0.438723,0.095968,1.405116,-0.355335,0.476609,0.653351,-0.395761,0.568794,-0.385613
set,0.838316,-0.941263,-0.038415,-0.431096,0.945723,0.042071,0.165239,0.444925,-0.336013,-0.085039,0.04928,0.122223,0.219,-0.530968,0.290666,0.979445,-0.583832,-0.337787,-0.25546,1.140502,-0.715744,0.320373,0.710743,-0.090958,0.741062,-0.258901
group,0.63969,-0.325192,0.246712,-0.809885,0.235042,-0.497871,-0.140254,0.214482,-0.37019,-0.269212,-0.509696,-0.132425,0.16168,1.020741,-0.113084,-0.329166,0.245864,-0.472155,-0.63017,1.703996,-0.743934,-0.470326,0.259485,-0.541396,0.772052,-0.45176
space,0.727876,-1.493812,0.978842,-0.744508,0.279764,0.936186,-0.535501,0.438686,-0.552377,-0.659024,-0.004556,-0.466244,-0.212372,-0.203416,-0.136587,1.190351,-0.41727,-0.68581,-0.938829,0.749774,-0.541668,0.305102,1.195034,0.026687,0.635691,-0.90652
two,0.065731,-1.034032,-0.451846,-0.753481,0.936712,0.026569,0.029736,0.022497,0.261339,-0.344722,-0.000721,0.759719,0.490776,0.523295,0.483594,0.361622,-0.569705,-0.379553,-0.065107,1.299608,-0.399274,0.42844,1.00105,-0.239923,0.407596,-0.307906
theory,1.880051,-0.682946,1.722104,-0.795304,0.622227,-0.6622,-0.482722,-0.412795,-0.648789,0.074617,0.533848,-1.821955,1.051121,-1.276098,-1.251737,-0.834443,-0.706549,-0.399865,-1.127319,0.347783,-0.304432,0.089286,0.704457,0.380116,0.522366,-1.099679
point,-0.097803,-1.174998,0.114413,-1.879027,1.641295,-0.282245,0.25132,0.321346,0.348449,-0.257729,0.299636,0.249797,-0.1812,-0.174936,0.13826,0.160566,-0.01556,-0.273318,-0.021058,1.050844,0.234898,0.677194,1.347947,0.162912,0.323149,0.066178
theorem,1.317351,0.265671,0.427551,-0.642489,1.718226,-0.420216,-0.271035,-0.243431,-0.769315,0.27366,1.820212,-1.836828,0.339684,-1.544899,-2.007443,0.948526,-1.192467,0.550994,-1.265799,-1.599266,-0.811716,0.255965,1.859369,0.089165,1.208038,0.131202
example,1.943844,-1.675991,-0.265152,-0.059508,0.738521,-0.464504,0.393653,0.023638,-0.483514,-0.519632,0.301541,-0.63639,0.342526,-0.152807,-0.070841,-0.0891,-0.473066,-0.483049,-0.351809,0.585652,-0.140962,0.031294,0.706501,-0.389753,0.257901,-0.542153
form,1.50066,-0.805324,-0.258729,-0.180172,1.023036,0.044031,0.092435,0.082711,0.23094,-0.629641,0.238982,-0.332371,0.279266,0.771211,0.113029,-0.547708,-0.267909,-0.725738,-0.844637,0.982646,-0.220931,0.134824,0.584888,-0.704045,0.513439,-0.738869
define,1.735053,-1.367647,0.331039,-0.503965,1.045166,-0.762803,0.444561,0.259939,-0.641947,-0.310934,1.02355,-1.389634,-0.57813,-0.197186,-0.533644,-0.176622,-0.43393,-0.716433,-0.438478,0.48499,0.19646,-0.159561,1.066518,-0.504291,0.684336,-0.705487
graph,1.043491,-0.915108,0.472277,-0.444143,1.172056,-0.495648,0.218814,0.966839,-1.097539,-0.140632,1.339616,-1.717107,-0.34233,-0.71639,-1.444077,1.147875,-0.822205,0.584438,-0.739454,-1.036559,-0.284409,0.109249,1.91023,-0.909313,0.215742,0.031918
value,1.44616,-2.178691,-0.265787,-0.853587,0.881566,-1.29867,0.781277,-0.12946,-0.289422,-0.033659,0.505999,-1.301435,0.039771,-0.340868,-0.785738,0.647003,-0.304356,-0.787397,-0.492829,0.512886,0.429506,0.215074,0.135053,0.198721,0.558251,-0.328157
problem,1.239019,-1.389443,1.085818,-0.996396,0.23762,-0.535271,0.024077,-0.854963,-0.627304,-0.31251,0.130072,-0.75744,-0.053338,-0.364634,-0.604058,0.030136,-0.46722,-0.312558,0.359894,0.352922,-0.667102,0.460367,0.524964,-0.034248,0.887852,-0.795023
mathematic,-0.154141,-0.781166,1.090947,0.206741,0.529823,-0.420161,-1.254854,-0.296436,-0.518269,0.426449,1.131549,-2.683745,1.58057,-0.722365,-1.094583,0.227229,-0.750012,-0.435978,-0.790898,0.615949,-0.297697,-0.65807,1.419144,0.119918,-0.138878,0.006128
order,0.898345,-0.288106,-0.068759,0.346505,0.770099,-1.00258,0.378613,-0.536989,0.338034,-0.186866,0.12974,0.256785,-0.081574,0.422372,0.322229,0.161658,-0.484488,-1.110719,0.533207,1.300936,-1.172703,0.52359,0.876852,0.006765,0.453938,-0.582636
equation,1.284867,-0.793849,0.67764,-0.984427,1.943275,-0.165124,-0.099773,-0.013254,-1.098855,0.67678,1.491323,-1.936574,0.607065,-0.183436,-1.607992,0.268065,-1.335907,-0.18499,-1.203698,-1.903467,-0.699675,0.365135,0.992857,1.265697,1.068011,-0.972218
first,-0.033053,-0.362955,-0.29329,-0.527038,0.739377,-0.491986,-0.521911,0.0374,0.060683,0.262886,-0.346746,0.445374,0.919463,0.472326,0.534814,0.53158,-0.283992,-0.233736,0.12246,1.758562,-0.653959,0.348652,0.325098,-0.106005,0.080063,-0.143016
vector,1.202022,-1.153416,-0.101529,-0.547452,0.954536,-0.524024,0.103464,0.603959,-1.662825,0.103335,0.379445,-1.364137,-0.780383,0.155422,-0.879581,0.303234,-1.355321,-0.235316,-1.232141,-1.277851,-0.537489,0.325203,1.949592,-0.185647,0.588837,-0.767939
algebra,1.049674,-0.305571,0.491221,0.172228,1.223863,-0.191008,-0.166239,0.193783,-0.35561,0.533181,0.978639,-2.759216,0.568943,-1.07207,-1.37509,0.248286,-1.453548,-0.354198,-1.699685,-0.873217,-0.353458,-1.16512,2.615442,-0.16968,0.741446,-0.018787
$\mathbb{N}$,0.407324,-0.262103,-0.839684,-0.814877,0.907332,-0.149505,1.013916,0.576697,-0.378537,0.160447,-0.173728,-0.567896,-0.139718,0.554519,0.760196,0.202678,-0.453976,0.14611,-1.048483,-0.460347,0.114506,-1.300681,1.185655,0.423762,0.847153,-1.072114
field,-0.130055,-0.905059,0.57868,-1.047326,0.806008,0.375155,-0.860446,0.012877,0.236355,-0.042217,0.211008,-0.687839,0.232267,0.984188,-0.561472,-0.277682,-0.162374,0.098669,-0.319285,1.543152,-0.597876,0.416934,1.067218,0.343622,-0.172993,-0.5376
element,2.123775,-1.686775,0.528226,0.050396,0.818782,0.294792,0.241458,0.604969,0.146574,-0.241952,-0.079926,-0.667973,0.403026,0.046728,0.206656,-0.530837,-0.434001,-1.001293,-1.049203,0.413154,-0.396186,0.026519,0.646687,-0.12529,0.373428,-0.506843
system,1.77066,-1.734851,0.308277,-0.707576,-0.157071,-0.162053,-0.61437,0.188485,-0.933538,0.146074,-0.227293,-1.054421,-0.839005,1.210777,-0.407038,0.526316,-0.434574,-1.37995,-0.168948,1.057676,-0.265099,0.154722,1.035721,0.244422,-0.186804,-0.742035
matrix,1.6504,-1.173688,0.170458,-0.428127,1.157604,-0.260768,-0.052149,0.545427,-0.463881,0.42012,0.272269,-1.071477,-0.161754,0.015944,-1.057633,0.547883,-1.150213,0.238062,-1.373328,-1.115253,-0.069386,-0.076128,1.311594,-0.125232,0.802903,-0.774874
mathematical,0.61924,-0.890907,1.468493,0.069103,0.589887,-0.730329,-1.022375,-0.117333,-1.093139,0.527309,1.064595,-2.64295,1.068195,-0.886991,-0.933937,0.406487,-0.924195,0.155443,-1.108842,0.426518,-0.53391,-0.220684,1.020563,0.292973,-0.488348,-0.221621
method,2.181153,-2.094073,0.671364,0.04919,0.220528,-0.485162,-0.117326,-0.077556,-0.30271,-0.109608,0.610666,-1.534829,0.14119,0.333975,-0.889973,0.235255,-0.380112,0.114354,0.162577,0.20238,-0.540643,0.158387,0.61608,0.52452,0.056463,-0.995197
finite,1.508183,-0.783281,0.243627,-0.562338,1.642495,-0.095556,0.682677,0.220802,-0.742257,-0.029879,0.783488,-2.403415,-0.021618,-0.732025,-1.372769,0.5248,-1.041847,-0.458656,-1.404197,-1.177051,-0.737332,-0.196848,2.178004,-0.217052,1.239797,-0.315207
result,0.563896,-1.127825,0.597882,-1.364922,1.384268,-1.269766,-0.048552,-0.592746,-0.083541,0.040472,-0.015515,-0.040236,-0.197298,0.853086,0.011761,0.030069,-0.162534,-0.244492,0.604982,0.81538,-0.424499,0.777125,0.169741,-0.236256,0.785967,-0.380764
vertex,0.133319,-0.915025,0.47183,-0.004411,1.256296,-0.213944,0.519637,1.58477,0.234443,-0.100072,0.840848,-0.738314,-0.673528,-0.392172,-0.690058,1.157424,-1.327046,-0.21258,-1.58865,-1.69659,0.069655,0.590207,2.599723,-1.559584,0.577406,0.082893
term,1.288839,-1.083679,0.205163,-0.179401,0.588529,-1.074323,0.239978,-0.220433,-0.080363,0.110952,0.572134,-0.777787,0.20199,0.214385,-0.460207,-0.532466,-0.250347,-0.589654,0.144084,1.161221,-0.167768,0.222128,0.004314,-0.550085,0.643287,-0.785144
line,0.555751,-0.776362,-0.452903,-1.123064,1.21489,1.388629,0.335094,0.030411,-0.156168,-0.561021,0.235741,0.535612,-0.323105,0.554167,0.498551,0.592866,-0.435882,-1.283631,-0.370984,1.084677,0.019827,0.17989,0.87238,-0.247222,0.204654,-0.204532
model,1.334942,-1.66477,-0.163498,-1.287624,-0.554595,-0.210003,-0.71747,0.059114,-1.192968,0.412569,0.117933,-0.399663,0.260886,0.173658,-0.194311,0.312189,-0.760421,-0.376732,-0.947628,0.555862,-0.124403,-0.270489,1.066686,0.542191,0.081795,-0.102649
real,1.034818,-0.596902,-0.132627,-0.964873,0.05755,-0.496601,-0.373693,0.537482,-0.864275,0.109156,-0.186678,0.058255,0.510223,-0.711497,-0.106328,0.527174,0.002749,-0.400807,-0.144041,0.748019,-0.40097,0.236847,0.366207,-0.727243,1.447325,-0.265547
property,1.40991,-0.403905,-0.39017,-0.356982,0.415721,-0.256679,-0.054219,-0.996746,0.270518,-0.705659,0.809931,-0.606546,0.024592,0.244902,-1.421896,1.199528,-0.350059,-1.012584,-0.283036,0.911904,0.439175,0.816812,0.513605,-0.4237,0.670689,-1.097745
geometry,1.19101,-1.05948,1.455355,-0.123785,0.596849,0.209703,-1.000048,0.208461,-0.19323,-0.110001,1.522938,-1.455906,0.551824,-0.574049,-0.62814,0.669915,-1.088708,-0.120822,-1.88608,-1.007283,-0.16906,0.032604,1.965908,0.371702,0.277663,-0.24232
complex,0.970061,-1.094347,0.287245,-0.392262,0.404499,0.428763,-0.84987,0.113075,-0.217002,-0.952129,0.311164,-0.904875,0.174724,0.584457,-0.440144,0.219614,-0.008607,-1.056405,-1.003545,0.258067,0.128023,0.340066,1.189868,-0.724284,0.675508,-0.941003
