word,1,2,3,4,5
single,-1.448641,-1.260496,0.553575,-1.130591,2.810809
geometric,-1.295094,0.952973,1.557904,-1.382988,2.062092
ideal,-0.857667,1.402516,0.746925,0.412967,3.031328
dual,-1.093022,1.402356,-0.075902,0.284519,2.886725
module,-0.597487,1.49699,1.230442,0.455165,2.73183
invariant,-0.832993,1.753682,1.369262,-0.18181,2.601257
$\mathbb{Q}$,-1.25872,0.623264,-0.338679,0.670928,3.204703
index,-1.315933,-0.074645,0.475703,-0.640317,2.486171
information,-1.287334,-0.894194,1.882026,-2.233485,1.241109
transformation,-0.890664,0.994413,1.279329,-0.414663,2.593448
extension,-0.984494,1.226838,1.449759,-0.406428,2.708702
direct,-1.140065,0.032949,0.829474,-0.718787,2.791863
uniform,-1.615765,1.237931,-0.811499,-0.280124,2.228386
path,-1.10604,-0.901147,0.436659,-0.729681,2.741515
negative,-1.249161,-0.628546,0.925115,-0.55792,3.207312
image,-1.043071,0.061505,0.221181,-0.61631,2.170882
member,-2.465924,0.04209,-0.213003,-2.680955,0.242562
inverse,-0.692977,0.432113,1.486218,-0.086188,3.101494
step,-1.570994,-1.389227,0.405519,-1.169202,2.38109
independent,-1.113953,-1.025136,1.028893,-0.975158,2.804728
arithmetic,-1.390801,0.351428,1.581451,-1.371003,1.722778
position,-2.185966,-0.842771,-0.284542,-2.097994,1.65361
calculus,-1.079244,1.205179,2.41423,-1.659237,1.09309
rational,-1.208246,0.492738,0.919584,-0.272715,3.119526
law,-0.834343,0.345634,1.835126,-1.34383,1.605591
tree,-0.64925,-0.432642,0.3773,-0.262917,2.166893
component,-0.805188,-0.520958,0.93164,-0.267869,3.108495
lattice,-1.020345,1.172695,0.250664,0.192326,2.492999
inequality,-0.410505,1.143944,1.622581,-0.018429,1.628596
volume,-2.149631,1.099054,-0.497279,-1.321219,1.35592
section,-1.760056,0.595646,0.053094,-1.107114,1.848529
add,-1.760294,-0.905836,-0.129929,-1.12473,2.525767
$\mathrm{e}$,-1.427283,1.011072,-0.795948,0.262616,2.49121
fundamental,-1.391765,1.146948,1.21273,-1.198661,2.253605
game,-1.134952,-0.477202,0.955761,-1.631976,0.810101
polytope,-1.801307,2.243637,-1.545262,-0.088982,1.704712
smooth,-0.812642,1.286401,1.416281,0.168327,3.331263
partial,-1.23125,0.539027,1.460688,-0.880671,2.299714
extend,-1.287739,0.542548,1.129713,-0.796829,2.478729
