word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
operator,-0.034007,0.175708,-0.226038,0.383519,0.763953,-0.079974,-0.758232,0.138471,1.456282,-0.410639,0.847165,-0.080691,-0.198793,0.769087,0.473869,0.498119,2.467064,1.686245,2.351449,0.68751,-0.244633,1.496236
prove,0.579203,0.136342,-0.531209,0.818991,-0.512339,-0.940414,0.43404,0.522749,1.204013,1.88849,0.526083,-0.596756,-0.126442,-0.19073,0.734746,1.87839,1.76786,0.537623,-0.892313,2.095572,0.625191,1.160491
probability,-0.004736,-0.052743,-1.436066,-0.501757,0.920787,0.960222,-0.406048,0.718052,2.668727,0.298828,0.363985,-1.014421,-0.632773,0.31927,0.489575,0.267923,1.820511,-0.18657,0.085959,2.179974,-0.51151,-0.913529
structure,0.102651,0.238627,-0.651362,0.196755,-1.186321,1.331605,-1.257972,0.495717,0.958906,0.120977,0.795925,-0.482775,1.530796,-1.00245,0.179179,0.679986,1.469791,1.147521,1.009691,1.22736,-0.688024,1.41167
representation,0.166847,-0.173272,-0.347009,1.540543,-1.034547,0.428526,-1.275403,1.104678,1.760454,-0.096609,0.696231,-0.829997,1.299469,0.189738,0.187331,0.487052,1.160072,1.569354,0.905933,0.366053,0.214897,1.007367
series,0.227592,-0.956875,1.171247,0.610122,1.16831,0.786116,-0.474542,0.947425,1.322185,-0.049769,-0.257068,-0.900229,0.210448,0.757528,0.848978,0.946348,2.038204,0.752227,0.314881,1.461858,0.291916,0.05813
prime,-0.795571,0.213996,1.192592,1.280628,-0.757719,-0.488929,-0.01431,1.713585,2.564904,0.170485,-0.351976,-1.172132,-0.062257,-0.647616,1.071256,1.804207,0.483816,1.013067,-1.468628,1.202377,0.18341,-0.492331
measure,0.813063,-0.019485,-0.420138,-0.960906,0.580031,0.852636,-0.611478,0.279569,2.866009,0.941031,0.639675,-1.474401,0.240536,-0.369418,0.421471,0.738696,1.981029,-0.247689,1.176694,0.727387,0.07966,-0.006736
equal,0.511293,0.627962,0.920655,0.988302,-0.086614,-0.063297,-0.812752,0.18319,3.079304,-0.054563,0.370003,-1.272098,-0.497336,-0.973299,0.696143,0.121993,2.247863,-0.341432,0.035578,0.349586,-0.192098,-0.219642
lie,0.877958,-0.115436,-0.229529,1.448103,-1.365352,0.835325,-0.735478,0.769889,0.903772,0.240679,0.023172,-0.54637,0.437715,-1.437092,0.108042,0.617188,2.506977,1.221899,0.824799,-0.29175,-0.22464,1.055448
manifold,1.3816,-1.203451,-0.132975,0.196455,-2.170941,1.429509,-0.859782,-1.143561,1.500814,1.187635,-0.101536,0.517451,1.155976,-0.864958,-0.270635,1.842374,1.935256,1.296384,0.876056,0.715365,0.355711,1.363673
degree,0.223248,-0.576435,0.526871,1.812848,-1.158642,0.076613,-0.000635,-0.408004,1.077902,-0.833767,0.145788,-1.082045,-0.356682,-1.047922,1.424849,0.331368,2.153965,1.205118,-0.086314,1.841466,-0.546815,-0.55904
